Orthogroup	C_amplexicaulis	S_parvula
OG0002596	Caamp.0120s0436, Caamp.1035s0981	Sp2g19190
OG0002597	Caamp.1035s1006, Caamp.0214s0320, Caamp.0078s0646	SpUn0224_0020
OG0002598	Caamp.0120s0392	Sp2g18660
OG0002599	Caamp.1035s1063, Caamp.0120s0359, Caamp.1035s1204	Sp2g18340
OG0002600	Caamp.0120s0299, Caamp.1035s1122, Caamp.1035s1123, Caamp.0120s0298	Sp2g17750
OG0002601	Caamp.0120s0268	Sp2g17380
OG0002602	Caamp.1035s1264, Caamp.0120s0158	Sp2g16205, Sp2g16210
OG0002603	Caamp.1035s1310, Caamp.0120s0115	Sp2g15740
OG0002604	Caamp.0120s0096, Caamp.1035s1330	Sp2g15510
OG0002605	Caamp.1035s1342	Sp2g15410, Sp5g11510, Sp2g15430, Sp2g15420
OG0002606	Caamp.0188s0452	Sp1g11670
OG0002606	Caamp.0120s0086, Caamp.1035s1346	Sp2g15340
OG0002607	Caamp.0046s0140, Caamp.1035s1387, Caamp.1039s0641, Caamp.0037s0131	Sp3g12440
OG0002608	Caamp.1035s1408, Caamp.0188s1075	Sp1g01100
OG0002609	Caamp.1035s1435, Caamp.0188s1030	Sp1g01530
OG0002610	Caamp.0188s1019, Caamp.1035s1444	Sp1g01640
OG0002611	Caamp.0188s1000, Caamp.1035s1462	Sp1g01850, Sp1g01840
OG0002612	Caamp.0188s0967	Sp1g02210
OG0002613	Caamp.0188s0966	Sp1g02230
OG0002613	Caamp.1035s1496	Sp1g02220
OG0002614	Caamp.1035s1499, Caamp.0188s0963	Sp1g02260
OG0002615	Caamp.1035s1500	Sp1g02280
OG0002615	Caamp.0188s0961	Sp7g18890
OG0002616	Caamp.1035s1522, Caamp.0095s0083	SpUn0413_0020, Sp7g14780
OG0002617	Caamp.1037s0343	Sp6g26070
OG0002618	Caamp.1036s0048	Sp6g26200
OG0002619	Caamp.1037s0312	Sp6g26380
OG0002620	Caamp.1036s0101, Caamp.1037s0282	Sp6g26670
OG0002621	Caamp.1037s0279, Caamp.1036s0103	Sp6g26700
OG0002622	Caamp.0303s0337	Sp3g02430
OG0002622	Caamp.1037s0274, Caamp.1036s0108	Sp6g26740
OG0002623	Caamp.0266s0051, Caamp.1037s0240, Caamp.1036s0142	Sp6g27070
OG0002624	Caamp.1036s0143	Sp6g27080
OG0002625	Caamp.1037s0227, Caamp.1036s0156	Sp6g27210
OG0002626	Caamp.1036s0201	Sp6g27710
OG0002626	Caamp.0303s0396	Sp3g01820
OG0002627	Caamp.1036s0231, Caamp.1041s1546	Sp6g28040
OG0002628	Caamp.0006s0545	Sp5g27630
OG0002628	Caamp.1041s1538, Caamp.1036s0240	Sp6g28120
OG0002629	Caamp.1036s0242, Caamp.1041s1536	Sp6g28140
OG0002631	Caamp.1041s1713, Caamp.1036s0260, Caamp.1041s1519	Sp6g28310
OG0002632	Caamp.1041s1516, Caamp.0052s0462, Caamp.1036s0264	Sp6g28350
OG0002633	Caamp.1036s0326	Sp5g26150
OG0002634	Caamp.1036s0331, Caamp.0303s0827	Sp5g26090
OG0002635	Caamp.1036s0392, Caamp.0303s0888	Sp5g25370
OG0002636	Caamp.1036s0438, Caamp.0303s0932	Sp2g00570, Sp5g24870
OG0002637	Caamp.0303s0934, Caamp.1036s0439	Sp6g37550, SpUn0247_0040, Sp5g24850
OG0002638	Caamp.0303s0946, Caamp.1036s0454	Sp5g24720
OG0002639	Caamp.0303s0947, Caamp.1036s0455	Sp5g24710
OG0002640	Caamp.1036s0497	Sp5g24350
OG0002640	Caamp.1036s0524	Sp5g24100
OG0002641	Caamp.1036s0528, Caamp.0303s1011	Sp5g24050
OG0002642	Caamp.0303s1012, Caamp.1036s0529	Sp5g24040, SpUn0004_0120, SpUn0004_0100, SpUn0004_0200, Sp5g20040
OG0002643	Caamp.0303s1024, Caamp.0021s0013, Caamp.0042s0035, Caamp.1036s0534	Sp5g23975
OG0002644	Caamp.0097s0838, Caamp.1036s0590	Sp7g04760
OG0002645	Caamp.1037s0039, Caamp.1040s0046	Sp6g00500
OG0002646	Caamp.1037s0046, Caamp.1040s0056, Caamp.0094s0142	Sp6g00620
OG0002647	Caamp.0188s1112	Sp1g00760
OG0002647	Caamp.1040s0071, Caamp.1037s0059	Sp6g00790
OG0002648	Caamp.1037s0079	Sp6g01010
OG0002648	Caamp.1040s0090	Sp5g01750
OG0002649	Caamp.1037s0089, Caamp.1040s0103	Sp6g01150, Sp1g00950
OG0002650	Caamp.1037s0146, Caamp.1040s0155	Sp6g01760
OG0002651	Caamp.1037s0158, Caamp.1040s0170	Sp6g01930
OG0002652	Caamp.1037s0171, Caamp.1040s0182	Sp6g02070
OG0002653	Caamp.1037s0335	Sp6g26160
OG0002654	Caamp.0097s0875, Caamp.0105s0853, Caamp.1037s0441	Sp6g25020
OG0002655	Caamp.0008s0169	Sp6g24850
OG0002657	Caamp.1037s0604	Sp6g23370
OG0002658	Caamp.0058s0189, Caamp.1040s0320, Caamp.1037s0672	Sp6g22670
OG0002659	Caamp.1037s0697	Sp6g22420
OG0002660	Caamp.1037s0699, Caamp.1040s0346	Sp6g22390
OG0002661	Caamp.0094s0378	Sp7g33030
OG0002661	Caamp.1040s0363, Caamp.1037s0716	Sp6g22200
OG0002662	Caamp.1037s0730, Caamp.1040s0375	Sp6g22030
OG0002663	Caamp.1040s0395	Sp6g21790
OG0002663	Caamp.1037s0755, Caamp.1040s0396	Sp6g21780
OG0002664	Caamp.1037s0769, Caamp.1040s0410	Sp6g21650
OG0002665	Caamp.1040s0929, Caamp.1040s0490	Sp6g20810
OG0002666	Caamp.1040s0516, Caamp.1037s0875	Sp6g20540
OG0002667	Caamp.1037s0879, Caamp.0005s0230	Sp5g14620
OG0002668	Caamp.1037s0909	Sp6g20210
OG0002668	Caamp.1040s0545, Caamp.1038s0645	Sp6g35760
OG0002669	Caamp.1037s0930, Caamp.1040s0563	Sp6g20000
OG0002670	Caamp.1040s0579, Caamp.1037s0944, Caamp.1037s0955, Caamp.1040s0590	Sp6g19730
OG0002671	Caamp.1037s0945, Caamp.1040s0580	SpUn0870_0010
OG0002672	Caamp.1040s0581, Caamp.1037s0946	Sp6g19840
OG0002673	Caamp.1040s0589, Caamp.1037s0954	Sp6g19740
OG0002674	Caamp.1037s0961	Sp1g09180
OG0002674	Caamp.1040s0596	Sp6g19670
OG0002675	Caamp.1037s0965, Caamp.0064s0014, Caamp.0006s0704	Sp5g34910
OG0002676	Caamp.1037s1018, Caamp.1037s1020, Caamp.1040s0650	Sp6g19100
OG0002677	Caamp.0017s0057, Caamp.1040s0658, Caamp.1037s1028	Sp6g19030
OG0002678	Caamp.1037s1044, Caamp.0094s0869, Caamp.1041s0458, Caamp.1040s0677	Sp7g27720
OG0002679	Caamp.0095s0268, Caamp.1040s0790, Caamp.1037s1154	Sp6g17770
OG0002680	Caamp.1040s0796, Caamp.1037s1159, Caamp.1040s0797	Sp6g17720
OG0002681	Caamp.0190s0332	Sp7g24870
OG0002681	Caamp.1040s0874, Caamp.1037s1212	Sp6g17010
OG0002682	Caamp.1037s1234	Sp6g17220
OG0002682	Caamp.1040s0853	Sp7g24680
OG0002683	Caamp.1040s0852	Sp6g17240
OG0002683	Caamp.1037s1235	Sp6g17230
OG0002684	Caamp.1040s0828, Caamp.1037s1248	Sp6g17410
OG0002685	Caamp.1037s1268	Sp6g16460
OG0002685	Caamp.0094s1113	Sp7g25200
OG0002686	Caamp.1037s1285, Caamp.1040s0955	Sp6g16290
OG0002687	Caamp.1040s0997, Caamp.1037s1329	Sp6g15930
OG0002688	Caamp.1037s1353	Sp6g15730
OG0002689	Caamp.1040s1032, Caamp.1040s1033, Caamp.1037s1371	Sp6g15593
OG0002690	Caamp.0076s1320, Caamp.1037s1375, Caamp.1039s0669	Sp3g12730
OG0002691	Caamp.1037s1398, Caamp.1040s1061	Sp6g15340
OG0002692	Caamp.1037s1416	Sp6g15150
OG0002694	Caamp.1037s1430	Sp6g15020
OG0002694	Caamp.0003s0083, Caamp.0190s0445	Sp7g23780
OG0002695	Caamp.1040s1116	Sp6g14730, Sp6g14720
OG0002695	Caamp.1037s1451	Sp6g14740
OG0002696	Caamp.1040s1151	Sp6g14380
OG0002696	Caamp.1037s1485	Sp6g14400
OG0002697	Caamp.1040s1155, Caamp.1037s1490	Sp6g14350, SpUn0060_0040
OG0002698	Caamp.1037s1582, Caamp.1040s1253, Caamp.1040s1243	Sp6g13300
OG0002699	Caamp.1037s1591, Caamp.1040s1491, Caamp.1040s1256	Sp6g13210
OG0002700	Caamp.1037s1597, Caamp.0006s0044, Caamp.1040s1262	Sp6g13100
OG0002701	Caamp.1037s1601, Caamp.1040s1266	Sp6g13070, Sp6g13050
OG0002702	Caamp.0003s0144, Caamp.1037s1611, Caamp.1040s1276	Sp6g12920
OG0002703	Caamp.1040s1309, Caamp.1037s1642	SpUn0015_0080, Sp6g12560, SpUn0039_0020
OG0002704	Caamp.1040s1312, Caamp.1037s1644	Sp6g12540, SpUn0015_0100
OG0002706	Caamp.1039s0371, Caamp.1040s1314, Caamp.1037s1671	SpUn0050_0040, SpUn0508_0010
OG0002707	Caamp.1040s1335, Caamp.1037s1677, Caamp.1040s1497, Caamp.0190s1134	Sp6g12330
OG0002708	Caamp.1037s1680	Sp6g12320
OG0002708	Caamp.1040s1339	SpUn0035_0030
OG0002709	Caamp.1041s0793, Caamp.1037s1685, Caamp.0064s0705	Sp1g35720
OG0002710	Caamp.1037s1719, Caamp.1040s1360	Sp6g11950
OG0002712	Caamp.1037s1723	Sp6g11910, Sp6g11920, Sp6g11880
OG0002713	Caamp.0303s0530	Sp3g00410
OG0002714	Caamp.1041s1381	Sp6g29180, Sp6g29720, Sp6g16680
OG0002714	Caamp.1038s0052	Sp6g29170
OG0002715	Caamp.1038s0063, Caamp.1041s1370	SpUn0049_0010, Sp6g29820
OG0002716	Caamp.1038s0070, Caamp.1041s1363	Sp6g29880, SpUn0049_0080
OG0002717	Caamp.1038s0102, Caamp.1041s1329	Sp6g30200
OG0002718	Caamp.1038s0111, Caamp.1041s1319	Sp6g30290
OG0002719	Caamp.1038s0135, Caamp.1041s1296	Sp6g30530
OG0002720	Caamp.1038s0147	Sp6g30640
OG0002721	Caamp.1038s0178, Caamp.1041s1252	Sp6g30960
OG0002722	Caamp.1038s0182, Caamp.0105s1792, Caamp.1041s1245	Sp6g31030
OG0002723	Caamp.1041s1243, Caamp.0105s1790, Caamp.1038s0184	Sp6g31060
OG0002724	Caamp.1038s0193, Caamp.1041s1235, Caamp.1038s0191	Sp6g31130
OG0002725	Caamp.1038s0217, Caamp.1041s1206	Sp6g31430
OG0002726	Caamp.1041s1197	Sp6g31510
OG0002727	Caamp.1038s0227, Caamp.1041s1196	Sp6g31520
OG0002728	Caamp.1041s1191, Caamp.1041s1192	Sp6g31570
OG0002729	Caamp.1038s0272, Caamp.1041s1159	Sp6g31970
OG0002730	Caamp.1038s0303, Caamp.1041s1131	SpUn0510_0010, SpUn0348_0010
OG0002731	Caamp.1041s1129, Caamp.1038s0305	Sp6g32270, Sp2g22130
OG0002732	Caamp.1038s0327	Sp6g32450
OG0002732	Caamp.1041s1105	Sp3g28070
OG0002733	Caamp.1038s0342, Caamp.1041s1092	Sp6g32590
OG0002734	Caamp.1038s0355, Caamp.1041s1079	Sp2g22480, Sp6g32700
OG0002735	Caamp.1041s1075, Caamp.0058s0059, Caamp.1038s0359	Sp6g32730
OG0002736	Caamp.1038s0360, Caamp.1041s1074	Sp6g32740, Sp2g22540, Sp2g06120
OG0002737	Caamp.1041s1029	Sp6g33180
OG0002738	Caamp.1040s1454	SpUn0247_0010
OG0002738	Caamp.1038s0413	Sp6g33340
OG0002739	Caamp.1038s0449	Sp6g33730
OG0002740	Caamp.1038s0510, Caamp.1041s0916	Sp2g26750, Sp6g34330
OG0002741	Caamp.0033s0119, Caamp.0026s0376, Caamp.1038s0530, Caamp.1041s0254	Sp6g34560
OG0002742	Caamp.1038s0535, Caamp.1041s0261, Caamp.1041s0262	Sp6g34620
OG0002743	Caamp.0105s1376, Caamp.1038s0590	Sp6g35150
OG0002744	Caamp.1038s0615	Sp6g35400
OG0002744	Caamp.0120s0978	Sp2g24850
OG0002745	Caamp.0105s1429	Sp6g35690
OG0002745	Caamp.1038s0638	Sp2g03560, Sp2g25360
OG0002746	Caamp.1038s0670	Sp6g35990
OG0002746	Caamp.1038s0672	Sp6g36000
OG0002747	Caamp.1038s0684	Sp6g36090
OG0002748	Caamp.0105s1485, Caamp.1038s0698	Sp6g36280
OG0002749	Caamp.0105s1549, Caamp.1038s1081	Sp6g37000
OG0002750	Caamp.0105s1565, Caamp.1038s0780	Sp6g37170
OG0002751	Caamp.0105s1606, Caamp.1038s0817	SpUn1366_0010, Sp6g37590
OG0002752	Caamp.0097s0742, Caamp.0105s1609, Caamp.1038s0820	Sp6g37620
OG0002753	Caamp.0105s1627	Sp6g37810, Sp7g10590
OG0002754	Caamp.0105s1646, Caamp.1038s0859, Caamp.0005s0132	Sp6g37990
OG0002755	Caamp.1038s0904	Sp6g38490
OG0002756	Caamp.0105s1705, Caamp.1038s0922	Sp6g38690
OG0002756	Caamp.0078s0858	Sp3g08480
OG0002757	Caamp.0052s0332	Sp6g26750
OG0002757	Caamp.1038s0941	Sp3g02400
OG0002758	Caamp.1038s0943, Caamp.0105s1733	Sp6g38890
OG0002759	Caamp.1038s0983	Sp6g39370
OG0002760	Caamp.1038s0988	Sp6g38950
OG0002760	Caamp.0105s1811	Sp6g39410
OG0002761	Caamp.0105s1879, Caamp.1038s1063	Sp3g31860, Sp6g40080
OG0002762	Caamp.0105s1880, Caamp.1038s1064	Sp6g40090
OG0002763	Caamp.0105s1883, Caamp.1038s1067	Sp7g08810, Sp6g40120
OG0002764	Caamp.0105s1886, Caamp.1038s1070	Sp6g40170
OG0002766	Caamp.0105s1921, Caamp.0105s1800	Sp1g36510
OG0002766	Caamp.1038s1116	Sp6g40570
OG0002767	Caamp.1039s0034, Caamp.0094s0017	Sp7g36910
OG0002767	Caamp.0059s0089	Sp4g00460
OG0002768	Caamp.0059s0056, Caamp.0041s0024, Caamp.1039s0065	Sp4g00790
OG0002769	Caamp.1039s0066, Caamp.0059s0054	Sp4g00810
OG0002770	Caamp.0094s0081, Caamp.1039s0101, Caamp.0059s0022	Sp4g01210
OG0002771	Caamp.1039s0102	Sp4g01220
OG0002772	Caamp.0096s0040, Caamp.1039s0168	Sp4g01880, SpUn0042_0030
OG0002773	Caamp.0065s0248	Sp5g00010, Sp1g00040
OG0002774	Caamp.1039s0349	Sp4g03830
OG0002774	Caamp.0105s1357	Sp7g29550
OG0002775	Caamp.1039s0456	Sp5g05910
OG0002775	Caamp.0095s0604	Sp4g23250
OG0002776	Caamp.1039s0459, Caamp.0095s0600	Sp5g05880
OG0002777	Caamp.1039s0490, Caamp.0078s1082	Sp3g10850
OG0002778	Caamp.0078s1071	Sp3g10955
OG0002778	Caamp.0078s1070, Caamp.1039s0501	Sp3g10960
OG0002779	Caamp.0078s1136, Caamp.0037s0039	Sp1g41420
OG0002779	Caamp.1039s0539	Sp3g11390
OG0002780	Caamp.1039s0546, Caamp.0078s1144	Sp3g11460
OG0002781	Caamp.1039s0557, Caamp.0044s0265, Caamp.0078s1153	Sp3g11550
OG0002782	Caamp.0078s1154, Caamp.1039s0558	Sp3g11560
OG0002783	Caamp.0078s1216, Caamp.0037s0362	Sp3g12190
OG0002784	Caamp.1039s0656, Caamp.0037s0149, Caamp.0040s0182	Sp1g40340
OG0002785	Caamp.1039s0657	Sp3g12600
OG0002785	Caamp.0037s0151	Sp1g40320
OG0002786	Caamp.1039s0666, Caamp.0076s1317	Sp3g12700
OG0002787	Caamp.0037s0187, Caamp.0040s0210, Caamp.1039s0697, Caamp.0076s1343	Sp1g39990
OG0002788	Caamp.1039s0698, Caamp.0076s1342	Sp3g13050, Sp1g39970
OG0002789	Caamp.1039s0714, Caamp.0076s1366	Sp3g13200
OG0002790	Caamp.0105s0050, Caamp.0105s0033	Sp3g13940
OG0002791	Caamp.1039s0810, Caamp.0105s0072	Sp3g14170, Sp3g14190
OG0002792	Caamp.1039s0823, Caamp.0051s0087	Sp3g14350
OG0002793	Caamp.0051s0126, Caamp.1039s0861	Sp3g14800
OG0002793	Caamp.1039s0862	Sp3g14780
OG0002794	Caamp.1039s0864	Sp3g14810
OG0002795	Caamp.0051s0134	Sp3g14880
OG0002796	Caamp.1039s0885, Caamp.0051s0151	Sp3g15050, Sp3g15200
OG0002797	Caamp.1039s0906	Sp3g15270
OG0002798	Caamp.1039s0918, Caamp.0051s0183, Caamp.1039s0917	Sp3g15360, Sp1g34900
OG0002799	Caamp.1039s0926	Sp3g15410, Sp3g15450
OG0002799	Caamp.0051s0193, Caamp.0051s0192	Sp3g15440
OG0002800	Caamp.0051s0234	Sp3g15890, Sp1g35380
OG0002801	Caamp.1041s0797	Sp1g35680
OG0002801	Caamp.0051s0282, Caamp.1039s1018	Sp3g16410
OG0002802	Caamp.1039s1063, Caamp.0051s0325	Sp3g16790
OG0002803	Caamp.0064s0744	Sp1g36150
OG0002803	Caamp.1039s1070	Sp3g16890
OG0002804	Caamp.0053s0017, Caamp.1039s1162, Caamp.0002s0139	Sp3g17780
OG0002805	Caamp.0053s0024, Caamp.1039s1168	Sp1g37110, Sp3g17840
OG0002806	Caamp.1039s1174	Sp3g17900
OG0002807	Caamp.0053s0088, Caamp.1039s1238	Sp3g18560
OG0002808	Caamp.0076s1160	Sp3g20410
OG0002808	Caamp.1039s1316	Sp6g23470
OG0002809	Caamp.1039s1319	Sp3g19460
OG0002809	Caamp.0053s0162, Caamp.0053s0125	Sp3g19470
OG0002810	Caamp.0190s1358, Caamp.0053s0187, Caamp.0190s1359, Caamp.1039s1348	Sp3g19740
OG0002811	Caamp.1041s1864, Caamp.1039s1390	Sp3g20140
OG0002812	Caamp.1039s1409, Caamp.0076s1152	Sp3g20300, Sp1g29460
OG0002813	Caamp.1039s1562, Caamp.1039s1410	Sp5g19970, Sp3g20320, Sp3g20310, Sp3g21890
OG0002814	Caamp.1039s1417, Caamp.0076s1159	Sp3g20400
OG0002815	Caamp.1039s1431	Sp3g20550
OG0002815	Caamp.0076s1176	Sp3g20560
OG0002816	Caamp.0076s1183, Caamp.1039s1439	Sp3g20630
OG0002817	Caamp.0076s1188, Caamp.1039s1447	Sp3g20670
OG0002818	Caamp.0076s1225, Caamp.1039s1479	Sp3g20960
OG0002819	Caamp.0076s1247, Caamp.1039s1498, Caamp.0064s0570	Sp3g21210
OG0002820	Caamp.1039s1529, Caamp.0076s1276	Sp7g05780, Sp3g21530
OG0002821	Caamp.0221s0002, Caamp.1039s1600, Caamp.0026s0041	Sp3g22260
OG0002822	Caamp.0026s0047	SpUn0226_0010, Sp3g22310
OG0002823	Caamp.1039s1628, Caamp.0026s0078	Sp3g22550, SpUn0027_0030
OG0002824	Caamp.1039s1629, Caamp.0026s0079	SpUn0027_0040, Sp3g22560
OG0002825	Caamp.0026s0081, Caamp.1039s1631	Sp3g22580, SpUn0027_0060
OG0002826	Caamp.0026s0082, Caamp.1039s1633	SpUn0027_0070, Sp3g22590
OG0002827	Caamp.1039s1634, Caamp.0026s0083	SpUn0027_0080, Sp3g22600
OG0002828	Caamp.0026s0089, Caamp.1039s1637, Caamp.0026s0218	Sp3g22650, SpUn0027_0130
OG0002829	Caamp.1039s1650	Sp3g22770
OG0002829	Caamp.0026s0101	Sp3g22760
OG0002830	Caamp.1039s1653	Sp3g22840
OG0002830	Caamp.0026s0107	Sp3g22850
OG0002831	Caamp.1039s1654, Caamp.0026s0108	Sp3g22860
OG0002832	Caamp.1039s1691	Sp3g23210
OG0002833	Caamp.1041s1591, Caamp.1040s0205	Sp6g02280
OG0002834	Caamp.1041s1603, Caamp.1040s0218	Sp6g02420
OG0002835	Caamp.0095s1029, Caamp.0078s0259, Caamp.1041s1620, Caamp.1040s0236	Sp5g10370
OG0002836	Caamp.1041s0496	Sp7g27330
OG0002836	Caamp.1041s1626, Caamp.1040s0242	Sp6g02680
OG0002837	Caamp.0097s0211, Caamp.0005s0147	Sp5g15580
OG0002837	Caamp.1040s0420	Sp6g21550
OG0002838	Caamp.1040s0578	Sp6g19850
OG0002839	Caamp.1040s0718	Sp6g18450
OG0002840	Caamp.1040s0932	Sp7g19460, Sp6g08880
OG0002841	Caamp.0052s0540, Caamp.1041s1633, Caamp.1040s1349	Sp6g02820
OG0002842	Caamp.0059s0129, Caamp.1041s0013, Caamp.0044s0008	Sp7g00140
OG0002843	Caamp.1041s0027, Caamp.0059s0126	Sp7g00300
OG0002845	Caamp.0044s0035, Caamp.1041s0047	SpUn0010_0010, Sp7g00540
OG0002846	Caamp.0266s0009	Sp2g00860
OG0002846	Caamp.0044s0037	Sp7g00560
OG0002847	Caamp.1041s0051, Caamp.0044s0038	Sp7g00570, SpUn0010_0050
OG0002848	Caamp.0044s0042, Caamp.1041s0054	SpUn0010_0080, Sp7g00600
OG0002849	Caamp.0044s0047, Caamp.1041s0061	Sp7g00660, SpUn0010_0140
OG0002850	Caamp.1041s0065, Caamp.0044s0049	Sp7g00680, SpUn0010_0160
OG0002851	Caamp.1041s0071, Caamp.0044s0057	Sp7g00760, SpUn0010_0240
OG0002853	Caamp.0044s0074, Caamp.1041s0082	Sp7g06070, Sp7g00870
OG0002854	Caamp.1041s0092, Caamp.0076s0833, Caamp.0044s0081	Sp7g01020
OG0002855	Caamp.0044s0117, Caamp.0190s0147, Caamp.1041s0135	Sp7g01340
OG0002856	Caamp.1041s0160, Caamp.1041s0162, Caamp.0044s0140	Sp7g01560
OG0002858	Caamp.1041s0229	Sp7g02290
OG0002858	Caamp.0044s0210	Sp7g02280
OG0002859	Caamp.1041s0981	Sp6g33700
OG0002859	Caamp.1041s0237, Caamp.0044s0217	Sp7g02360
OG0002860	Caamp.0044s0220, Caamp.1041s0239, Caamp.0097s0979	Sp7g02390
OG0002861	Caamp.1041s0394, Caamp.0094s0806	Sp4g02835, Sp7g28380
OG0002862	Caamp.0095s1222	Sp3g32300
OG0002862	Caamp.0094s0831, Caamp.1041s0422	Sp7g28140
OG0002863	Caamp.1041s0437	Sp3g32520
OG0002863	Caamp.0094s0849	Sp7g27950
OG0002864	Caamp.1041s0438, Caamp.0094s0851	Sp7g27940
OG0002865	Caamp.1041s0462, Caamp.0020s0081, Caamp.0094s0871	Sp7g27680
OG0002866	Caamp.1041s0482	Sp3g29900, Sp7g27450
OG0002867	Caamp.0094s0936, Caamp.1041s0522, Caamp.1041s0495	Sp7g27100
OG0002868	Caamp.1041s0514	Sp7g27190
OG0002868	Caamp.1041s0515	Sp4g16290
OG0002869	Caamp.1041s0544, Caamp.0094s0956, Caamp.0096s0002	Sp7g26920
OG0002870	Caamp.0064s0845, Caamp.1041s0658	Sp1g37750, Sp1g37350
OG0002871	Caamp.1041s0662, Caamp.0064s0839	Sp3g18070, Sp1g37290
OG0002872	Caamp.1041s0695, Caamp.0064s0807	Sp1g36820
OG0002873	Caamp.0064s0773, Caamp.0064s0796, Caamp.1041s0710	Sp1g36710
OG0002874	Caamp.1041s0735, Caamp.0064s0769	Sp1g36390, Sp1g36410
OG0002875	Caamp.0064s0756	Sp1g36240
OG0002875	Caamp.1041s0749	Sp3g16980
OG0002876	Caamp.1041s0769, Caamp.0064s0729	Sp1g32970, Sp1g36010, Sp5g18060, Sp5g18120
OG0002877	Caamp.1041s1873, Caamp.0064s0724, Caamp.1041s0775	Sp1g35920
OG0002878	Caamp.1041s0785, Caamp.0064s0715	Sp1g35830
OG0002879	Caamp.1041s0802	Sp1g35630
OG0002880	Caamp.1041s0832, Caamp.0097s0427	Sp7g03560
OG0002881	Caamp.1041s0858	Sp3g00750
OG0002882	Caamp.1041s1427	Sp3g30980
OG0002883	Caamp.1041s1446, Caamp.0076s0021, Caamp.0188s0027	Sp6g29020
OG0002884	Caamp.0214s0796, Caamp.0076s0048, Caamp.1041s1475	Sp6g28750
OG0002885	Caamp.1041s1659, Caamp.0052s0514	Sp6g03140
OG0002886	Caamp.1041s1733, Caamp.0052s0445	Sp7g19610, Sp6g03920
OG0002887	Caamp.0052s0440, Caamp.1041s1737	Sp6g03960
OG0002888	Caamp.1041s1741, Caamp.0052s0434	Sp6g04020
OG0002889	Caamp.0052s0433, Caamp.1041s1743	Sp6g04040, SpUn0051_0020
OG0002890	Caamp.0052s0416, Caamp.1041s1754	Sp6g04170
OG0002891	Caamp.1041s1787, Caamp.0072s0018, Caamp.0052s0381	Sp6g04610
OG0002892	Caamp.1041s1798	Sp6g04810
OG0002892	Caamp.0003s0398, Caamp.0190s0768	Sp7g20400
OG0002893	Caamp.0052s0364, Caamp.1041s1817	Sp6g04940
OG0002894	Caamp.1041s1821, Caamp.0052s0360	SpUn0055_0020, Sp6g04980
OG0002895	Caamp.0190s0212	Sp1g37920
OG0002896	Caamp.0033s0402, Caamp.1041s1980	Sp2g29810
OG0002897	Caamp.1041s2019, Caamp.0033s0446	Sp2g30270
OG0002897	Caamp.0026s0120	Sp3g22930
OG0002898	Caamp.0013s0309, Caamp.0105s0136	Sp4g13380
OG0002899	Caamp.0013s0306	Sp4g25060
OG0002900	Caamp.0105s0169, Caamp.0013s0270, Caamp.0023s0348	Sp4g13680
OG0002901	Caamp.0013s0265, Caamp.0105s0175, Caamp.0034s0139, Caamp.0080s0016	SpUn0288_0010
OG0002902	Caamp.0105s0213, Caamp.0013s0287, Caamp.0013s0282, Caamp.0013s0229	Sp4g14010
OG0002903	Caamp.0105s0235, Caamp.0013s0200	Sp2g03830
OG0002904	Caamp.0105s0276	Sp4g14720
OG0002905	Caamp.0105s0288, Caamp.0013s0167	Sp4g14530, Sp4g14830
OG0002906	Caamp.0056s0104, Caamp.0188s0826	Sp1g03640, SpUn0199_0010
OG0002906	Caamp.0105s0308, Caamp.0159s0028	Sp4g15030
OG0002907	Caamp.0105s0309	SpUn0199_0030, Sp4g15040
OG0002908	Caamp.0159s0008, Caamp.0105s0325	Sp4g15240
OG0002908	Caamp.0105s0326	Sp4g15250
OG0002909	Caamp.0105s0695	Sp4g19150
OG0002910	Caamp.0094s0269, Caamp.0105s0934, Caamp.0097s0586	Sp7g34140
OG0002911	Caamp.0094s0277	Sp7g34050
OG0002912	Caamp.0094s0283, Caamp.0105s0946	Sp7g33990
OG0002913	Caamp.0105s1010, Caamp.0129s0027, Caamp.0094s0354	Sp7g33310
OG0002914	Caamp.0105s1013	Sp7g33280
OG0002914	Caamp.0094s0357	Sp3g30890
OG0002915	Caamp.0026s0585	Sp3g30690
OG0002915	Caamp.0105s1022	Sp7g33190
OG0002916	Caamp.0094s0368	Sp7g33140
OG0002917	Caamp.0105s1094, Caamp.0094s0431, Caamp.0026s0683	Sp7g32390
OG0002918	Caamp.0094s0479	Sp3g32230
OG0002918	Caamp.0105s1124	Sp7g32070
OG0002919	Caamp.0094s0481, Caamp.0094s0476, Caamp.0105s1153, Caamp.0105s1127	Sp7g32100
OG0002920	Caamp.0105s1151	Sp7g31820
OG0002920	Caamp.0094s0458	Sp3g28770
OG0002921	Caamp.0105s1154	Sp7g31810
OG0002922	Caamp.0105s1162, Caamp.0094s0449	Sp7g31720, Sp7g31710
OG0002923	Caamp.0094s0510, Caamp.0105s1177	SpUn1483_0010, Sp7g31500
OG0002924	Caamp.0094s0587, Caamp.0094s0588, Caamp.0105s1249	Sp7g30700
OG0002925	Caamp.0105s1328, Caamp.0303s1116, Caamp.0094s0671	Sp7g29850
OG0002926	Caamp.0094s0696	Sp7g29570
OG0002926	Caamp.0105s1355	Sp4g03920
OG0002927	Caamp.0105s1527, Caamp.0190s0759, Caamp.0003s0389	Sp7g20480
OG0002928	Caamp.0097s0655	Sp6g39790
