Orthogroup	S_diversifolius	S_parvula
OG0004675	Sdiv_ptg000007l_1119-R, Sdiv_ptg000012l_1110-R	Sp2g16070
OG0004676	Sdiv_ptg000007l_1118-R, Sdiv_ptg000012l_1111-R	Sp2g16060
OG0004677	Sdiv_ptg000012l_1112-R, Sdiv_ptg000007l_1117-R	Sp2g16050
OG0004678	Sdiv_ptg000012l_1114-R, Sdiv_ptg000007l_1116-R	Sp2g16030
OG0004679	Sdiv_ptg000012l_1115-R, Sdiv_ptg000007l_1115-R	Sp2g16010
OG0004680	Sdiv_ptg000012l_1118-R, Sdiv_ptg000007l_1111-R	Sp2g15950
OG0004681	Sdiv_ptg000012l_1125-R, Sdiv_ptg000007l_1103-R	Sp2g15870
OG0004682	Sdiv_ptg000007l_1101-R, Sdiv_ptg000012l_1126-R	Sp2g15850
OG0004683	Sdiv_ptg000012l_1133-R, Sdiv_ptg000007l_1097-R	Sp2g15790
OG0004684	Sdiv_ptg000007l_1091-R	Sp2g15710
OG0004685	Sdiv_ptg000012l_1140-R, Sdiv_ptg000007l_1090-R	Sp2g15700
OG0004686	Sdiv_ptg000012l_1143-R	Sp2g15670
OG0004687	Sdiv_ptg000007l_1086-R	Sp2g15620
OG0004688	Sdiv_ptg000007l_1084-R, Sdiv_ptg000012l_1148-R	Sp2g15600
OG0004689	Sdiv_ptg000012l_1152-R, Sdiv_ptg000007l_1079-R	Sp2g15550
OG0004690	Sdiv_ptg000007l_1061-R, Sdiv_ptg000012l_1168-R	Sp2g15290
OG0004691	Sdiv_ptg000012l_1170-R, Sdiv_ptg000007l_1060-R	Sp2g15260
OG0004692	Sdiv_ptg000007l_1058-R	Sp2g15230
OG0004693	Sdiv_ptg000007l_1057-R, Sdiv_ptg000012l_1173-R	Sp2g15220
OG0004694	Sdiv_ptg000007l_1055-R, Sdiv_ptg000012l_1175-R	Sp2g15200
OG0004695	Sdiv_ptg000012l_1178-R, Sdiv_ptg000007l_1049-R	Sp2g15140
OG0004696	Sdiv_ptg000007l_1047-R, Sdiv_ptg000012l_1180-R	Sp2g15120
OG0004697	Sdiv_ptg000012l_1181-R, Sdiv_ptg000007l_1046-R	Sp2g15110
OG0004698	Sdiv_ptg000007l_1045-R, Sdiv_ptg000012l_1182-R	Sp2g15100
OG0004699	Sdiv_ptg000012l_1183-R, Sdiv_ptg000007l_1044-R	Sp2g15070
OG0004700	Sdiv_ptg000007l_1042-R, Sdiv_ptg000012l_1188-R	Sp2g15030
OG0004701	Sdiv_ptg000013l_1302-R, Sdiv_ptg000001l_1370-R	Sp3g12480
OG0004702	Sdiv_ptg000001l_1371-R, Sdiv_ptg000013l_1303-R	Sp3g12470
OG0004703	Sdiv_ptg000013l_1304-R, Sdiv_ptg000001l_1373-R	Sp3g12450
OG0004704	Sdiv_ptg000001l_1374-R, Sdiv_ptg000013l_1305-R	Sp3g12430
OG0004705	Sdiv_ptg000001l_1375-R, Sdiv_ptg000013l_1306-R	Sp3g12420
OG0004706	Sdiv_ptg000013l_1308-R	Sp3g12390
OG0004707	Sdiv_ptg000001l_1386-R, Sdiv_ptg000013l_1310-R	Sp3g12380
OG0004708	Sdiv_ptg000001l_1385-R, Sdiv_ptg000013l_1311-R	Sp3g12370
OG0004709	Sdiv_ptg000014l_0065-R, Sdiv_ptg000003l_2892-R	Sp1g01010
OG0004710	Sdiv_ptg000003l_2890-R, Sdiv_ptg000014l_0067-R	Sp1g01030
OG0004711	Sdiv_ptg000003l_2888-R, Sdiv_ptg000014l_0068-R	Sp1g01040
OG0004712	Sdiv_ptg000003l_2885-R, Sdiv_ptg000014l_0070-R	Sp1g01090
OG0004713	Sdiv_ptg000014l_0074-R, Sdiv_ptg000003l_2878-R	Sp1g01160
OG0004714	Sdiv_ptg000014l_0076-R, Sdiv_ptg000003l_2876-R	Sp1g01190
OG0004715	Sdiv_ptg000003l_2873-R, Sdiv_ptg000014l_0078-R	Sp1g01250
OG0004716	Sdiv_ptg000003l_2866-R, Sdiv_ptg000014l_0093-R	Sp1g01480
OG0004717	Sdiv_ptg000014l_0098-R, Sdiv_ptg000003l_2861-R	Sp1g01540
OG0004718	Sdiv_ptg000014l_0099-R	Sp1g01550
OG0004719	Sdiv_ptg000003l_2859-R, Sdiv_ptg000014l_0101-R	Sp1g01580
OG0004720	Sdiv_ptg000003l_2858-R, Sdiv_ptg000014l_0102-R	Sp1g01610
OG0004721	Sdiv_ptg001169l_0004-R, Sdiv_ptg000003l_2854-R	Sp1g01650
OG0004722	Sdiv_ptg000014l_0112-R, Sdiv_ptg000003l_2847-R	Sp1g01760
OG0004723	Sdiv_ptg000003l_2840-R	Sp1g01860
OG0004724	Sdiv_ptg000003l_2839-R, Sdiv_ptg000014l_0117-R	Sp1g01870
OG0004725	Sdiv_ptg000014l_0122-R, Sdiv_ptg000003l_2835-R	Sp1g01910
OG0004726	Sdiv_ptg000014l_0123-R	Sp1g01930
OG0004727	Sdiv_ptg000003l_2832-R, Sdiv_ptg000014l_0124-R	Sp1g01960
OG0004728	Sdiv_ptg000003l_2831-R, Sdiv_ptg000014l_0125-R	Sp1g01980
OG0004729	Sdiv_ptg000003l_2830-R	Sp1g02000
OG0004730	Sdiv_ptg000014l_0127-R, Sdiv_ptg000003l_2828-R	Sp1g02030
OG0004731	Sdiv_ptg000003l_2826-R, Sdiv_ptg000014l_0129-R	Sp1g02050
OG0004732	Sdiv_ptg000014l_0132-R, Sdiv_ptg000003l_2823-R	Sp1g02080
OG0004733	Sdiv_ptg000003l_2821-R, Sdiv_ptg000014l_0136-R	Sp1g02120
OG0004734	Sdiv_ptg000003l_2819-R, Sdiv_ptg000014l_0137-R	Sp1g02160
OG0004735	Sdiv_ptg000003l_2816-R, Sdiv_ptg000014l_0140-R	Sp1g02200
OG0004736	Sdiv_ptg000014l_0144-R, Sdiv_ptg000003l_2813-R	Sp1g02240
OG0004737	Sdiv_ptg000014l_0151-R	Sp1g02320
OG0004738	Sdiv_ptg000014l_0153-R, Sdiv_ptg000003l_2806-R	Sp1g02350
OG0004739	Sdiv_ptg000003l_2804-R, Sdiv_ptg000014l_0155-R	Sp1g02380
OG0004740	Sdiv_ptg000003l_2802-R	Sp1g02440
OG0004740	Sdiv_ptg000014l_0159-R	Sp6g03240
OG0004741	Sdiv_ptg000005l_0401-R, Sdiv_ptg000004l_0703-R	Sp7g14830
OG0004742	Sdiv_ptg000004l_0697-R, Sdiv_ptg000005l_0398-R	Sp7g14700
OG0004743	Sdiv_ptg000004l_0691-R, Sdiv_ptg000005l_0393-R	Sp7g14650
OG0004744	Sdiv_ptg000004l_0690-R, Sdiv_ptg000005l_0392-R	Sp7g14640
OG0004745	Sdiv_ptg000004l_0687-R, Sdiv_ptg000005l_0389-R	Sp7g14610
OG0004748	Sdiv_ptg000010l_0268-R	Sp6g25860
OG0004749	Sdiv_ptg000010l_0267-R, Sdiv_ptg000009l_1234-R	Sp6g25870
OG0004750	Sdiv_ptg000009l_1230-R, Sdiv_ptg000010l_0263-R	Sp6g25910
OG0004751	Sdiv_ptg000010l_0257-R, Sdiv_ptg000009l_1223-R	Sp6g26040
OG0004752	Sdiv_ptg000009l_1217-R	Sp6g26090
OG0004753	Sdiv_ptg000009l_1208-R, Sdiv_ptg000010l_0246-R	Sp6g26180
OG0004754	Sdiv_ptg000009l_1207-R, Sdiv_ptg000010l_0245-R	Sp6g26190
OG0004755	Sdiv_ptg000010l_0234-R, Sdiv_ptg000009l_1197-R	Sp6g26340
OG0004756	Sdiv_ptg000009l_1193-R	Sp6g26390
OG0004757	Sdiv_ptg000009l_1188-R, Sdiv_ptg000010l_0224-R	Sp6g26440
OG0004758	Sdiv_ptg000009l_1187-R, Sdiv_ptg000010l_0223-R	Sp6g26450
OG0004759	Sdiv_ptg000009l_1186-R, Sdiv_ptg000010l_0222-R	Sp6g26460
OG0004760	Sdiv_ptg000010l_0221-R	Sp6g26480
OG0004761	Sdiv_ptg000010l_0219-R, Sdiv_ptg000009l_1181-R	Sp6g26520
OG0004762	Sdiv_ptg000009l_1180-R, Sdiv_ptg000010l_0218-R	Sp6g26530
OG0004763	Sdiv_ptg000009l_1065-R, Sdiv_ptg000009l_1174-R	Sp6g26590
OG0004764	Sdiv_ptg000010l_0214-R, Sdiv_ptg000009l_1173-R	Sp6g26600
OG0004765	Sdiv_ptg000010l_0212-R	Sp6g26620
OG0004766	Sdiv_ptg000010l_0209-R	Sp6g26660
OG0004768	Sdiv_ptg000009l_1161-R, Sdiv_ptg000010l_0201-R	Sp6g26780
OG0004769	Sdiv_ptg000010l_0200-R, Sdiv_ptg000009l_1160-R	Sp6g26790
OG0004770	Sdiv_ptg000010l_0199-R, Sdiv_ptg000009l_1159-R	Sp6g26800
OG0004771	Sdiv_ptg000009l_1158-R, Sdiv_ptg000010l_0198-R	Sp6g26810
OG0004772	Sdiv_ptg000009l_1156-R, Sdiv_ptg000010l_0196-R	Sp6g26830
OG0004773	Sdiv_ptg000009l_1150-R, Sdiv_ptg000010l_0193-R	Sp6g26910
OG0004774	Sdiv_ptg000010l_0191-R, Sdiv_ptg000009l_1148-R	Sp6g26930
OG0004775	Sdiv_ptg000009l_1144-R, Sdiv_ptg000010l_0189-R	Sp6g26960
OG0004776	Sdiv_ptg000009l_1143-R, Sdiv_ptg000010l_0188-R	Sp6g26970
OG0004777	Sdiv_ptg000009l_1139-R, Sdiv_ptg000010l_0187-R	Sp6g27000
OG0004778	Sdiv_ptg000010l_0186-R, Sdiv_ptg000009l_1138-R	Sp6g27010
OG0004779	Sdiv_ptg000010l_0184-R, Sdiv_ptg000009l_1136-R	Sp6g27030
OG0004780	Sdiv_ptg000010l_0182-R, Sdiv_ptg000009l_1134-R	Sp6g27050
OG0004781	Sdiv_ptg000009l_1130-R, Sdiv_ptg000010l_0180-R	Sp6g27090
OG0004782	Sdiv_ptg000009l_1125-R	Sp6g27160
OG0004783	Sdiv_ptg000010l_0173-R, Sdiv_ptg000009l_1123-R	Sp6g27180
OG0004784	Sdiv_ptg000010l_0170-R, Sdiv_ptg000009l_1119-R	Sp6g27230
OG0004785	Sdiv_ptg000009l_1115-R	Sp6g27280
OG0004786	Sdiv_ptg000010l_0166-R	Sp6g27300
OG0004787	Sdiv_ptg000009l_1109-R	Sp6g27330, Sp3g02040
OG0004788	Sdiv_ptg000010l_0161-R, Sdiv_ptg000009l_1105-R	Sp6g27370
OG0004789	Sdiv_ptg000010l_0159-R, Sdiv_ptg000009l_1104-R	Sp6g27400
OG0004790	Sdiv_ptg000009l_1103-R, Sdiv_ptg000010l_0158-R	Sp6g27420
OG0004791	Sdiv_ptg000009l_1098-R, Sdiv_ptg000010l_0154-R	Sp6g27470
OG0004792	Sdiv_ptg000010l_0153-R, Sdiv_ptg000009l_1097-R	Sp6g27480
OG0004793	Sdiv_ptg000009l_1096-R, Sdiv_ptg000010l_0151-R	Sp6g27490
OG0004794	Sdiv_ptg000010l_0150-R, Sdiv_ptg000009l_1095-R	Sp6g27500
OG0004795	Sdiv_ptg000010l_0140-R, Sdiv_ptg000009l_1087-R	Sp6g27610
OG0004796	Sdiv_ptg000009l_1082-R, Sdiv_ptg000010l_0136-R	Sp6g27660
OG0004797	Sdiv_ptg000009l_1081-R, Sdiv_ptg000010l_0135-R	Sp6g27670
OG0004798	Sdiv_ptg000009l_1078-R, Sdiv_ptg000010l_0131-R	Sp6g27720
OG0004799	Sdiv_ptg000009l_1072-R	Sp6g27830
OG0004800	Sdiv_ptg000010l_1865-R, Sdiv_ptg000009l_1067-R	Sp6g27880
OG0004801	Sdiv_ptg000009l_1066-R, Sdiv_ptg000010l_1866-R	Sp6g27890
OG0004802	Sdiv_ptg000010l_1867-R, Sdiv_ptg000009l_1064-R	Sp6g27900
OG0004803	Sdiv_ptg000010l_1868-R, Sdiv_ptg000009l_1062-R	Sp6g27920
OG0004804	Sdiv_ptg000009l_1050-R, Sdiv_ptg000010l_1882-R	Sp6g28030
OG0004805	Sdiv_ptg000010l_1884-R, Sdiv_ptg000009l_1048-R	Sp6g28050
OG0004806	Sdiv_ptg000009l_1046-R, Sdiv_ptg000010l_1886-R	Sp6g28070
OG0004807	Sdiv_ptg000009l_1044-R, Sdiv_ptg000010l_1888-R	Sp6g28100
OG0004808	Sdiv_ptg000009l_1029-R	Sp2g19560, Sp6g28240
OG0004809	Sdiv_ptg000009l_1026-R, Sdiv_ptg000010l_1903-R	Sp6g28270
OG0004810	Sdiv_ptg000009l_1021-R, Sdiv_ptg000010l_1908-R	Sp6g28340
OG0004811	Sdiv_ptg000010l_1909-R	Sp6g28360
OG0004812	Sdiv_ptg000009l_1016-R, Sdiv_ptg000010l_1916-R	Sp6g28420
OG0004813	Sdiv_ptg000010l_1917-R, Sdiv_ptg000009l_1015-R	Sp6g28430
OG0004814	Sdiv_ptg000009l_1014-R, Sdiv_ptg000010l_1918-R	Sp6g28440
OG0004815	Sdiv_ptg000010l_1920-R, Sdiv_ptg000009l_1012-R	Sp6g28470
OG0004816	Sdiv_ptg000010l_1925-R, Sdiv_ptg000009l_1007-R	Sp6g28510
OG0004817	Sdiv_ptg000009l_1005-R, Sdiv_ptg000010l_1928-R	Sp6g28540
OG0004818	Sdiv_ptg000009l_1004-R	Sp6g28550
OG0004819	Sdiv_ptg000009l_1003-R, Sdiv_ptg000010l_1929-R	Sp6g28560
OG0004820	Sdiv_ptg000010l_1931-R, Sdiv_ptg000009l_1000-R	Sp6g28590
OG0004821	Sdiv_ptg000002l_1456-R, Sdiv_ptg000015l_0694-R	Sp5g26350
OG0004822	Sdiv_ptg000002l_1455-R, Sdiv_ptg000015l_0696-R	Sp5g26330
OG0004823	Sdiv_ptg000002l_1454-R, Sdiv_ptg000015l_0697-R	Sp5g26310
OG0004824	Sdiv_ptg000015l_0698-R	Sp5g26290
OG0004825	Sdiv_ptg000015l_0699-R, Sdiv_ptg000002l_1450-R	Sp5g26280
OG0004826	Sdiv_ptg000002l_1447-R	Sp5g26250
OG0004827	Sdiv_ptg000015l_0704-R, Sdiv_ptg000002l_1443-R	Sp5g26200
OG0004828	Sdiv_ptg000002l_1442-R, Sdiv_ptg000015l_0705-R	Sp5g26190
OG0004829	Sdiv_ptg000015l_0706-R, Sdiv_ptg000002l_1441-R	Sp5g26180
OG0004830	Sdiv_ptg000002l_1440-R, Sdiv_ptg000015l_0707-R	Sp5g26170
OG0004831	Sdiv_ptg000002l_1436-R, Sdiv_ptg000015l_0709-R	Sp5g26120
OG0004832	Sdiv_ptg000002l_1426-R, Sdiv_ptg000015l_0723-R	Sp5g25930
OG0004833	Sdiv_ptg000002l_1423-R, Sdiv_ptg000015l_0728-R	Sp5g25870
OG0004834	Sdiv_ptg000002l_1422-R, Sdiv_ptg000015l_0729-R	Sp5g25860
OG0004835	Sdiv_ptg000002l_1421-R, Sdiv_ptg000015l_0730-R	Sp5g25850
OG0004836	Sdiv_ptg000015l_0732-R	Sp5g25790
OG0004837	Sdiv_ptg000002l_1414-R, Sdiv_ptg000015l_0733-R	Sp5g25780
OG0004838	Sdiv_ptg000015l_0736-R, Sdiv_ptg000002l_1411-R	Sp5g25750
OG0004839	Sdiv_ptg000015l_0737-R, Sdiv_ptg000002l_1409-R	Sp5g25720
OG0004840	Sdiv_ptg000002l_1408-R, Sdiv_ptg000015l_0738-R	Sp5g25710
OG0004841	Sdiv_ptg000002l_1399-R, Sdiv_ptg000015l_0750-R	Sp5g25530
OG0004842	Sdiv_ptg000002l_1395-R, Sdiv_ptg000015l_0754-R	Sp5g25480
OG0004843	Sdiv_ptg000002l_1392-R, Sdiv_ptg000015l_0757-R	Sp5g25450
OG0004844	Sdiv_ptg000002l_1383-R, Sdiv_ptg000015l_0764-R	Sp5g25340
OG0004845	Sdiv_ptg000015l_0765-R, Sdiv_ptg000002l_1382-R	Sp5g25330
OG0004847	Sdiv_ptg000015l_0772-R, Sdiv_ptg000002l_1374-R	Sp5g25210
OG0004848	Sdiv_ptg000002l_1371-R, Sdiv_ptg000015l_0774-R	Sp5g25190
OG0004849	Sdiv_ptg000002l_1370-R, Sdiv_ptg000015l_0775-R	Sp5g25180
OG0004850	Sdiv_ptg000015l_0783-R, Sdiv_ptg000002l_1363-R	Sp5g25060
OG0004851	Sdiv_ptg000002l_1361-R	Sp5g25040
OG0004852	Sdiv_ptg000015l_0786-R, Sdiv_ptg000002l_1358-R, Sdiv_ptg000014l_2546-R	Sp5g25000
OG0004853	Sdiv_ptg000015l_0788-R, Sdiv_ptg000002l_1357-R	Sp5g24980
OG0004854	Sdiv_ptg000015l_0789-R, Sdiv_ptg000002l_1356-R	Sp5g24970
OG0004855	Sdiv_ptg000015l_0791-R, Sdiv_ptg000002l_1354-R	Sp5g24950
OG0004856	Sdiv_ptg000015l_0793-R	Sp5g24920
OG0004857	Sdiv_ptg000002l_1350-R, Sdiv_ptg000015l_0795-R	Sp5g24900
OG0004858	Sdiv_ptg000015l_0797-R, Sdiv_ptg000002l_1348-R	Sp5g24880
OG0004859	Sdiv_ptg000002l_1345-R, Sdiv_ptg000015l_0801-R	Sp5g24840
OG0004860	Sdiv_ptg000015l_0803-R, Sdiv_ptg000002l_1343-R	Sp5g24820
OG0004861	Sdiv_ptg000002l_1342-R	Sp5g24810, Sp3g28750
OG0004862	Sdiv_ptg000002l_1238-R, Sdiv_ptg000015l_0815-R	Sp5g24690
OG0004863	Sdiv_ptg000002l_1333-R, Sdiv_ptg000002l_1239-R	SpUn0193_0010
OG0004864	Sdiv_ptg000015l_0821-R	Sp5g24610
OG0004866	Sdiv_ptg000015l_0826-R	Sp5g24550
OG0004867	Sdiv_ptg000015l_0828-R, Sdiv_ptg000002l_1321-R	Sp5g24510
OG0004868	Sdiv_ptg000002l_1320-R, Sdiv_ptg000015l_0829-R	Sp5g24490
OG0004869	Sdiv_ptg000002l_1319-R, Sdiv_ptg000015l_0832-R	Sp5g24470
OG0004870	Sdiv_ptg000015l_0834-R	Sp5g24450
OG0004871	Sdiv_ptg000002l_1315-R, Sdiv_ptg000015l_0836-R	Sp5g24430
OG0004872	Sdiv_ptg000015l_0837-R, Sdiv_ptg000002l_1314-R	Sp5g24420
OG0004873	Sdiv_ptg000002l_1310-R, Sdiv_ptg000015l_0840-R	Sp5g24390
OG0004874	Sdiv_ptg000002l_1307-R, Sdiv_ptg000015l_0842-R	Sp5g24370
OG0004875	Sdiv_ptg000002l_1306-R, Sdiv_ptg000015l_0843-R	Sp5g24360
OG0004876	Sdiv_ptg000002l_1302-R, Sdiv_ptg000015l_0848-R	Sp5g24300
OG0004877	Sdiv_ptg000002l_1299-R, Sdiv_ptg000015l_0850-R	Sp5g24270
OG0004878	Sdiv_ptg000002l_1298-R, Sdiv_ptg000015l_0851-R	Sp6g08790
OG0004879	Sdiv_ptg000015l_0856-R, Sdiv_ptg000002l_1292-R	Sp5g24230
OG0004880	Sdiv_ptg000015l_0857-R, Sdiv_ptg000002l_1291-R	Sp5g24220
OG0004881	Sdiv_ptg000015l_0858-R, Sdiv_ptg000002l_1290-R	Sp5g24190
OG0004882	Sdiv_ptg000009l_1023-R, Sdiv_ptg000002l_1288-R	Sp5g24180
OG0004883	Sdiv_ptg000015l_0860-R, Sdiv_ptg000002l_1286-R	Sp5g24170
OG0004884	Sdiv_ptg000002l_1284-R	Sp5g24150
OG0004885	Sdiv_ptg000002l_1283-R, Sdiv_ptg000015l_0864-R	Sp5g24140
OG0004886	Sdiv_ptg000015l_0866-R	Sp5g24120
OG0004887	Sdiv_ptg000002l_1281-R, Sdiv_ptg000015l_0867-R	Sp5g24110
OG0004888	Sdiv_ptg000015l_0870-R, Sdiv_ptg000002l_1278-R	Sp5g24080
OG0004889	Sdiv_ptg000015l_0872-R, Sdiv_ptg000002l_1277-R	Sp5g24070
OG0004890	Sdiv_ptg000002l_1267-R, Sdiv_ptg000015l_0881-R	Sp5g23920
OG0004891	Sdiv_ptg000002l_1266-R, Sdiv_ptg000015l_0882-R	Sp5g23910
OG0004892	Sdiv_ptg000004l_0240-R	Sp7g04310
OG0004893	Sdiv_ptg000004l_0239-R	Sp7g04340, SpUn0215_0010
OG0004894	Sdiv_ptg000027l_0070-R	Sp7g00230
OG0004896	Sdiv_ptg000004l_0251-R, Sdiv_ptg000027l_0069-R	Sp7g04430
OG0004897	Sdiv_ptg000027l_0062-R, Sdiv_ptg000004l_0257-R	Sp7g04660
OG0004898	Sdiv_ptg000004l_0260-R	Sp7g36260, Sp7g04740
OG0004901	Sdiv_ptg000010l_0005-R, Sdiv_ptg000009l_3026-R	Sp6g00060
OG0004902	Sdiv_ptg000009l_3025-R, Sdiv_ptg000010l_0004-R	Sp6g00070
OG0004903	Sdiv_ptg000010l_0010-R, Sdiv_ptg000009l_3009-R	Sp6g00260
OG0004904	Sdiv_ptg000009l_3007-R, Sdiv_ptg000010l_0011-R	Sp6g00280
OG0004905	Sdiv_ptg000010l_0012-R	Sp6g00300
OG0004906	Sdiv_ptg000009l_2996-R, Sdiv_ptg000010l_0018-R	Sp6g00430
OG0004907	Sdiv_ptg000010l_0021-R, Sdiv_ptg000009l_2991-R	Sp6g00480
OG0004908	Sdiv_ptg000010l_0022-R, Sdiv_ptg000009l_2990-R	Sp6g00490
OG0004909	Sdiv_ptg000010l_0025-R, Sdiv_ptg000009l_2987-R	Sp6g00520
OG0004910	Sdiv_ptg000010l_0033-R	Sp6g00660
OG0004911	Sdiv_ptg000010l_0038-R, Sdiv_ptg000009l_2972-R	Sp6g00700
OG0004912	Sdiv_ptg000009l_2969-R, Sdiv_ptg000010l_0042-R	Sp6g00730
OG0004913	Sdiv_ptg000010l_0043-R, Sdiv_ptg000009l_2967-R	Sp6g00750
OG0004914	Sdiv_ptg000009l_2957-R, Sdiv_ptg000010l_0047-R	Sp6g00870
OG0004915	Sdiv_ptg000009l_2955-R, Sdiv_ptg000010l_0050-R	Sp6g00910
OG0004917	Sdiv_ptg000010l_0057-R, Sdiv_ptg000009l_2950-R	Sp6g01020
OG0004918	Sdiv_ptg000010l_0058-R, Sdiv_ptg000009l_2949-R	Sp6g01060
OG0004919	Sdiv_ptg000009l_2947-R, Sdiv_ptg000010l_0061-R	Sp6g01090
OG0004920	Sdiv_ptg000010l_0067-R	Sp6g01160
OG0004921	Sdiv_ptg000010l_0069-R, Sdiv_ptg000009l_2940-R	Sp6g01185
OG0004922	Sdiv_ptg000009l_2938-R, Sdiv_ptg000010l_0071-R	Sp6g01200
OG0004923	Sdiv_ptg000010l_0072-R, Sdiv_ptg000009l_2935-R	Sp6g01220
OG0004924	Sdiv_ptg000009l_2934-R	Sp6g01230
OG0004925	Sdiv_ptg000010l_0074-R, Sdiv_ptg000009l_2930-R	Sp6g01270
OG0004926	Sdiv_ptg000009l_2925-R	Sp6g01320
OG0004927	Sdiv_ptg000009l_2923-R	Sp6g01350
OG0004928	Sdiv_ptg000010l_0088-R, Sdiv_ptg000009l_2916-R	Sp6g01480
OG0004929	Sdiv_ptg000010l_0090-R, Sdiv_ptg000009l_2913-R	Sp6g01540
OG0004930	Sdiv_ptg000010l_0092-R, Sdiv_ptg000009l_2912-R	Sp6g01550
OG0004931	Sdiv_ptg000010l_0094-R, Sdiv_ptg000009l_2911-R	Sp6g01570
OG0004932	Sdiv_ptg000009l_2910-R, Sdiv_ptg000010l_0096-R	Sp6g01590
OG0004933	Sdiv_ptg000009l_2907-R	Sp6g01620
OG0004934	Sdiv_ptg000010l_0099-R	Sp6g01650
OG0004935	Sdiv_ptg000009l_2904-R, Sdiv_ptg000010l_0100-R	Sp6g01660
OG0004936	Sdiv_ptg000009l_2899-R	Sp6g01730
OG0004937	Sdiv_ptg000010l_0108-R	Sp6g01820
OG0004938	Sdiv_ptg000009l_2891-R, Sdiv_ptg000010l_0109-R	Sp6g01830
OG0004939	Sdiv_ptg000010l_0110-R, Sdiv_ptg000009l_2890-R	Sp6g01840
OG0004940	Sdiv_ptg000009l_2879-R, Sdiv_ptg000010l_0116-R	Sp6g01940
OG0004941	Sdiv_ptg000009l_2878-R	Sp6g01950
OG0004942	Sdiv_ptg000010l_0119-R, Sdiv_ptg000009l_2875-R	Sp6g01980
OG0004943	Sdiv_ptg000009l_2866-R	Sp6g02080
OG0004944	Sdiv_ptg000001l_2159-R	Sp3g02010
OG0004945	Sdiv_ptg000010l_0279-R	Sp6g25720
OG0004946	Sdiv_ptg000010l_0281-R, Sdiv_ptg000009l_1250-R	Sp6g25690
OG0004947	Sdiv_ptg000010l_0282-R, Sdiv_ptg000009l_1252-R	Sp6g25670
OG0004948	Sdiv_ptg000010l_0284-R, Sdiv_ptg000009l_1254-R	Sp6g25650
OG0004949	Sdiv_ptg000009l_1255-R, Sdiv_ptg000010l_0285-R	Sp6g25640
OG0004950	Sdiv_ptg000009l_1263-R, Sdiv_ptg000010l_0290-R	Sp6g25550
OG0004951	Sdiv_ptg000009l_1264-R, Sdiv_ptg000010l_0291-R	Sp6g25540
OG0004952	Sdiv_ptg000010l_0296-R, Sdiv_ptg000009l_1268-R	Sp6g25480
OG0004953	Sdiv_ptg000009l_1269-R	Sp6g25470
OG0004954	Sdiv_ptg000010l_0302-R, Sdiv_ptg000009l_1272-R	Sp6g25420
OG0004955	Sdiv_ptg000010l_0303-R, Sdiv_ptg000009l_1274-R	Sp6g25390
OG0004956	Sdiv_ptg000010l_0304-R, Sdiv_ptg000009l_1275-R	Sp6g25380
OG0004957	Sdiv_ptg000010l_0310-R, Sdiv_ptg000009l_1281-R	Sp6g25300
OG0004958	Sdiv_ptg000009l_1282-R, Sdiv_ptg000010l_0311-R	Sp6g25290
OG0004959	Sdiv_ptg000009l_1284-R, Sdiv_ptg000010l_0316-R	Sp6g25220
OG0004960	Sdiv_ptg000010l_0317-R, Sdiv_ptg000009l_1287-R	Sp6g25200
OG0004961	Sdiv_ptg000009l_1290-R, Sdiv_ptg000010l_0320-R	Sp6g25180
OG0004962	Sdiv_ptg000010l_0321-R, Sdiv_ptg000009l_1291-R	Sp6g25170
OG0004963	Sdiv_ptg000009l_1294-R, Sdiv_ptg000010l_0325-R	Sp6g25130
OG0004964	Sdiv_ptg000010l_0330-R, Sdiv_ptg000009l_1299-R	Sp6g25070
OG0004965	Sdiv_ptg000010l_0331-R, Sdiv_ptg000009l_1300-R	Sp6g25060
OG0004966	Sdiv_ptg000010l_0336-R, Sdiv_ptg000009l_1304-R	Sp6g25010
OG0004967	Sdiv_ptg000009l_1306-R	Sp6g24970
OG0004968	Sdiv_ptg000009l_1310-R, Sdiv_ptg000010l_0346-R	Sp6g24920
OG0004969	Sdiv_ptg000009l_1311-R, Sdiv_ptg000010l_0347-R	Sp6g24910
OG0004970	Sdiv_ptg000009l_1313-R	Sp6g24890
OG0004971	Sdiv_ptg000010l_0351-R, Sdiv_ptg000009l_1316-R	Sp6g24840
OG0004972	Sdiv_ptg000010l_0353-R, Sdiv_ptg000009l_1318-R	Sp6g24820
OG0004973	Sdiv_ptg000009l_1322-R, Sdiv_ptg000010l_0358-R	Sp6g24770
OG0004974	Sdiv_ptg000010l_0359-R, Sdiv_ptg000009l_1323-R	Sp6g24760
OG0004975	Sdiv_ptg000010l_0363-R, Sdiv_ptg000009l_1328-R	Sp6g24690
OG0004976	Sdiv_ptg000009l_1332-R, Sdiv_ptg000010l_0367-R	Sp6g24630
OG0004977	Sdiv_ptg000009l_1337-R, Sdiv_ptg000010l_0371-R	Sp6g24590
OG0004979	Sdiv_ptg000010l_0384-R, Sdiv_ptg000009l_1346-R	Sp6g24400
OG0004980	Sdiv_ptg000009l_1350-R, Sdiv_ptg000010l_0388-R	Sp6g24370
OG0004981	Sdiv_ptg000010l_0390-R, Sdiv_ptg000009l_1352-R	Sp6g24340
OG0004982	Sdiv_ptg000009l_1354-R, Sdiv_ptg000010l_0392-R	Sp6g24320
