Orthogroup	S_parvula	C_amplexicaulis
OG0004844	Sp5g25340	Caamp.1036s0395, Caamp.0303s0891
OG0004845	Sp5g25330	Caamp.0303s0892, Caamp.1036s0396
OG0004847	Sp5g25210	Caamp.0303s0903, Caamp.1036s0408
OG0004848	Sp5g25190	Caamp.1036s0409, Caamp.0303s0905
OG0004849	Sp5g25180	Caamp.1036s0410, Caamp.0303s0906
OG0004850	Sp5g25060	Caamp.0303s0913, Caamp.1036s0419
OG0004851	Sp5g25030	Caamp.0303s0915
OG0004851	Sp5g25040	Caamp.1036s0422
OG0004852	Sp5g25000	Caamp.0303s0919, Caamp.1036s0425
OG0004853	Sp5g24980	Caamp.0303s0921, Caamp.1036s0426
OG0004854	Sp5g24970	Caamp.0303s0922, Caamp.1036s0427
OG0004855	Sp5g24950	Caamp.0303s0924, Caamp.1036s0430
OG0004856	Sp5g24920	Caamp.0303s0927
OG0004857	Sp5g24900	Caamp.1036s0435, Caamp.0303s0929
OG0004858	Sp5g24880	Caamp.0303s0931, Caamp.1036s0437
OG0004859	Sp5g24840	Caamp.1036s0440, Caamp.0303s0936
OG0004860	Sp5g24820	Caamp.1036s0442, Caamp.0303s0938
OG0004861	Sp5g24810	Caamp.0303s0939
OG0004861	Sp3g28750	Caamp.1036s0443
OG0004862	Sp5g24690	Caamp.1036s0457, Caamp.0303s0949
OG0004863	SpUn0193_0010	Caamp.1036s0459, Caamp.0303s0951
OG0004864	Sp5g24610	Caamp.0303s0955, Caamp.1036s0467, Caamp.0303s0954
OG0004866	Sp5g24550	Caamp.1036s0474, Caamp.0303s0960, Caamp.1036s0473
OG0004867	Sp5g24510	Caamp.0303s0964, Caamp.1036s0478
OG0004868	Sp5g24490	Caamp.1036s0479, Caamp.0303s0965
OG0004869	Sp5g24470	Caamp.1036s0481, Caamp.0303s0968
OG0004870	Sp5g24450	Caamp.1036s0483, Caamp.0303s0969
OG0004871	Sp5g24430	Caamp.1036s0486, Caamp.0303s0971
OG0004872	Sp5g24420	Caamp.0303s0972, Caamp.1036s0487
OG0004873	Sp5g24390	Caamp.1036s0491, Caamp.0303s0976
OG0004874	Sp5g24370	Caamp.1036s0495, Caamp.0303s0979
OG0004875	Sp5g24360	Caamp.1036s0496, Caamp.0303s0980
OG0004876	Sp5g24300	Caamp.1036s0502, Caamp.0303s0986
OG0004877	Sp5g24270	Caamp.1036s0505, Caamp.0303s0989
OG0004878	Sp6g08790	Caamp.1036s0506, Caamp.0303s0990
OG0004879	Sp5g24230	Caamp.0303s0993, Caamp.1036s0510
OG0004880	Sp5g24220	Caamp.0303s0994, Caamp.1036s0511
OG0004881	Sp5g24190	Caamp.0303s0996, Caamp.1036s0513
OG0004882	Sp5g24180	Caamp.1036s0514, Caamp.0303s0997
OG0004883	Sp5g24170	Caamp.0303s0999, Caamp.1036s0516
OG0004884	Sp5g24150	Caamp.1036s0519
OG0004885	Sp5g24140	Caamp.1036s0520, Caamp.0303s1003
OG0004886	Sp5g24120	Caamp.0303s1005
OG0004887	Sp5g24110	Caamp.1036s0523, Caamp.0303s1006
OG0004888	Sp5g24080	Caamp.0303s1008, Caamp.1036s0525
OG0004889	Sp5g24070	Caamp.0303s1009, Caamp.1036s0526
OG0004890	Sp5g23920	Caamp.1036s0539, Caamp.0303s1030
OG0004891	Sp5g23910	Caamp.1036s0540, Caamp.0064s0564
OG0004892	Sp7g04310	Caamp.1036s0552, Caamp.0097s0792, Caamp.0097s0790
OG0004893	Sp7g04340, SpUn0215_0010	Caamp.1036s0558, Caamp.0097s0787
OG0004894	Sp7g00230	Caamp.1041s0021, Caamp.0059s0120, Caamp.1036s0564
OG0004896	Sp7g04430	Caamp.1036s0573, Caamp.0097s0815
OG0004897	Sp7g04660	Caamp.1036s0583, Caamp.0097s0829
OG0004898	Sp7g36260	Caamp.1036s0588
OG0004898	Sp7g04740	Caamp.0097s0836
OG0004899	Sp7g04750	Caamp.1036s0589
OG0004899	Sp1g10140	Caamp.0097s0837, Caamp.0071s0248, Caamp.0188s0222
OG0004900	Sp7g04910	Caamp.1036s0592, Caamp.0097s1084, Caamp.1036s0597
OG0004901	Sp6g00060	Caamp.1040s0006, Caamp.1037s0003
OG0004902	Sp6g00070	Caamp.1040s0007, Caamp.1037s0004
OG0004903	Sp6g00260	Caamp.1037s0021, Caamp.1040s0025
OG0004904	Sp6g00280	Caamp.1040s0027, Caamp.1037s0023
OG0004905	Sp6g00300	Caamp.1037s0024, Caamp.1040s0028
OG0004906	Sp6g00430	Caamp.1040s0038, Caamp.1037s0033
OG0004907	Sp6g00480	Caamp.1037s0037, Caamp.1040s0044
OG0004908	Sp6g00490	Caamp.1037s0038, Caamp.1040s0045
OG0004909	Sp6g00520	Caamp.1037s0041, Caamp.1040s0048
OG0004910	Sp6g00660	Caamp.1040s0059
OG0004911	Sp6g00700	Caamp.1037s0052, Caamp.1040s0062
OG0004912	Sp6g00730	Caamp.1040s0065, Caamp.1037s0055
OG0004913	Sp6g00750	Caamp.1037s0057, Caamp.1040s0067
OG0004914	Sp6g00870	Caamp.1040s0079, Caamp.1037s0067
OG0004915	Sp6g00910	Caamp.1040s0083, Caamp.1037s0071
OG0004916	Sp6g00960	Caamp.1040s0085
OG0004917	Sp6g01020	Caamp.1037s0080, Caamp.1040s0091
OG0004918	Sp6g01060	Caamp.1037s0081, Caamp.1040s0093
OG0004919	Sp6g01090	Caamp.1040s0096, Caamp.1037s0084
OG0004920	Sp6g01160	Caamp.1037s0090, Caamp.1040s0104
OG0004921	Sp6g01185	Caamp.1037s0092, Caamp.1040s0106
OG0004922	Sp6g01200	Caamp.1040s0108, Caamp.1037s0094
OG0004923	Sp6g01220	Caamp.1037s0096, Caamp.1040s0110
OG0004924	Sp6g01230	Caamp.1037s0097, Caamp.1040s0111
OG0004925	Sp6g01270	Caamp.1037s0101, Caamp.1040s0115
OG0004926	Sp6g01320	Caamp.1037s0107, Caamp.1037s0106, Caamp.1040s0120
OG0004927	Sp6g01350	Caamp.1040s0121
OG0004928	Sp6g01480	Caamp.1040s0131, Caamp.1037s0123
OG0004929	Sp6g01540	Caamp.1037s0128, Caamp.1040s0137
OG0004930	Sp6g01550	Caamp.1037s0129, Caamp.1040s0138
OG0004931	Sp6g01570	Caamp.1037s0132, Caamp.1040s0139
OG0004932	Sp6g01590	Caamp.1040s0141, Caamp.1037s0134
OG0004933	Sp6g01620	Caamp.0064s0496, Caamp.1037s0136, Caamp.1040s0143
OG0004934	Sp6g01650	Caamp.1037s0138
OG0004935	Sp6g01660	Caamp.1040s0147, Caamp.1037s0139
OG0004936	Sp6g01730	Caamp.1037s0144, Caamp.1040s0152
OG0004937	Sp6g01820	Caamp.1037s0149
OG0004938	Sp6g01830	Caamp.1040s0162, Caamp.1037s0150
OG0004939	Sp6g01840	Caamp.1040s0163, Caamp.1037s0151
OG0004940	Sp6g01940	Caamp.1040s0171, Caamp.1037s0159
OG0004941	Sp6g01950	Caamp.1037s0160, Caamp.1040s0172
OG0004942	Sp6g01980	Caamp.1040s0175, Caamp.1037s0163
OG0004943	Sp6g02080	Caamp.1037s0172, Caamp.1040s0187
OG0004944	Sp3g02010	Caamp.1037s0213, Caamp.0303s0378, Caamp.0214s0703
OG0004945	Sp6g25720	Caamp.1037s0374
OG0004946	Sp6g25690	Caamp.1037s0377, Caamp.0105s0785
OG0004947	Sp6g25670	Caamp.1037s0380, Caamp.0105s0788
OG0004948	Sp6g25650	Caamp.1037s0382, Caamp.0105s0790
OG0004949	Sp6g25640	Caamp.0105s0791, Caamp.1037s0383
OG0004950	Sp6g25550	Caamp.0105s0801, Caamp.1037s0387
OG0004951	Sp6g25540	Caamp.0105s0802, Caamp.1037s0388
OG0004952	Sp6g25480	Caamp.0105s0807, Caamp.1037s0393
OG0004953	Sp6g25470	Caamp.1037s0394, Caamp.0064s0844, Caamp.0105s0808
OG0004954	Sp6g25420	Caamp.1037s0399, Caamp.0105s0813
OG0004955	Sp6g25390	Caamp.1037s0401, Caamp.0105s0816
OG0004956	Sp6g25380	Caamp.1037s0402, Caamp.0105s0817
OG0004957	Sp6g25300	Caamp.1037s0410, Caamp.0105s0825
OG0004958	Sp6g25290	Caamp.0105s0826, Caamp.1037s0411
OG0004959	Sp6g25220	Caamp.0105s0832, Caamp.1037s0417
OG0004960	Sp6g25200	Caamp.1037s0420, Caamp.0105s0835
OG0004961	Sp6g25180	Caamp.1037s0423, Caamp.0105s0839
OG0004962	Sp6g25170	Caamp.1037s0424, Caamp.0105s0840
OG0004963	Sp6g25130	Caamp.0105s0844, Caamp.1037s0429
OG0004964	Sp6g25070	Caamp.1037s0436, Caamp.0105s0849
OG0004965	Sp6g25060	Caamp.1037s0437, Caamp.0105s0850
OG0004966	Sp6g25010	Caamp.1037s0442, Caamp.0105s0854
OG0004967	Sp6g24970	Caamp.0105s0858, Caamp.1037s0446, Caamp.0105s0859
OG0004968	Sp6g24920	Caamp.0105s0864, Caamp.1037s0451
OG0004969	Sp6g24910	Caamp.0105s0865, Caamp.1037s0452
OG0004970	Sp6g24890	Caamp.1038s0226, Caamp.0105s0867, Caamp.1037s0454
OG0004971	Sp6g24840	Caamp.1037s0458, Caamp.0105s0870
OG0004972	Sp6g24820	Caamp.1037s0460, Caamp.0105s0872
OG0004973	Sp6g24770	Caamp.0105s0876, Caamp.1037s0466
OG0004974	Sp6g24760	Caamp.1037s0467, Caamp.0105s0877
OG0004975	Sp6g24690	Caamp.1037s0472, Caamp.0105s0885
OG0004976	Sp6g24630	Caamp.0105s0891, Caamp.1037s0478
OG0004977	Sp6g24590	Caamp.0105s0897, Caamp.1037s0484
OG0004978	Sp6g24480	Caamp.1037s0495
OG0004979	Sp6g24400	Caamp.1037s0504, Caamp.0052s0637
OG0004980	Sp6g24370	Caamp.0052s0633, Caamp.1037s0508
OG0004981	Sp6g24340	Caamp.0052s0628, Caamp.1037s0513
OG0004982	Sp6g24320	Caamp.0052s0626, Caamp.1037s0515
OG0004983	Sp6g24260	Caamp.1037s0520, Caamp.0052s0621
OG0004984	Sp6g24220	Caamp.1037s0524, Caamp.0052s0617
OG0004985	Sp6g24210	Caamp.0060s0009, Caamp.1037s0525, Caamp.0052s0616
OG0004986	Sp6g24160	Caamp.1037s0529, Caamp.0052s0611
OG0004987	Sp6g24150	Caamp.1037s0530, Caamp.0052s0610
OG0004988	Sp6g24140	Caamp.1037s0531, Caamp.0052s0609
OG0004989	Sp6g24130	Caamp.0052s0608, Caamp.1037s0532
OG0004990	Sp6g24110	Caamp.0052s0605, Caamp.1037s0535
OG0004991	Sp6g24100	Caamp.0052s0604, Caamp.1037s0536
OG0004992	Sp6g24080	Caamp.1037s0537, Caamp.0052s0602
OG0004993	Sp6g24060	Caamp.0052s0601, Caamp.1037s0538
OG0004994	Sp6g24050	Caamp.0052s0600, Caamp.1037s0539
OG0004995	Sp6g24010	Caamp.1037s0543, Caamp.0052s0596
OG0004996	Sp6g23950	Caamp.1037s0548, Caamp.0052s0590
OG0004997	Sp6g23930	Caamp.0052s0588, Caamp.1037s0550
OG0004998	Sp6g23870	Caamp.0052s0583, Caamp.1037s0558
OG0004999	Sp6g23820	Caamp.0052s0579, Caamp.1037s0563
OG0005000	Sp6g23750	Caamp.1037s0570, Caamp.0052s0572
OG0005001	Sp6g23730	Caamp.0052s0570, Caamp.1037s0572
OG0005002	Sp6g23690	Caamp.0052s0566, Caamp.1037s0576
OG0005003	Sp6g23680	Caamp.1037s0577, Caamp.0052s0565
OG0005004	Sp6g23660	Caamp.0052s0562, Caamp.1037s0579
OG0005005	Sp6g23630	Caamp.0052s0560, Caamp.1037s0581
OG0005006	Sp6g23620	Caamp.0052s0559, Caamp.1037s0582
OG0005007	Sp6g23560	Caamp.1037s0590, Caamp.0052s0551
OG0005008	Sp6g23440	Caamp.1037s0598, Caamp.1040s0245
OG0005009	Sp6g23360	Caamp.1037s0605, Caamp.1040s0252
OG0005010	Sp6g23340	Caamp.1040s0255, Caamp.1037s0607
OG0005011	Sp6g23290	Caamp.1037s0612, Caamp.1040s0260
OG0005012	Sp6g23220	Caamp.1037s0619, Caamp.1040s0267
OG0005013	Sp6g23210	Caamp.1040s0268, Caamp.1037s0620
OG0005014	Sp6g23200	Caamp.1040s0269, Caamp.1037s0621
OG0005015	Sp6g23190	Caamp.1037s0622, Caamp.1040s0270
OG0005016	Sp6g23180	Caamp.1040s0271, Caamp.1037s0623
OG0005017	Sp6g23160	Caamp.1037s0625, Caamp.1040s0273
OG0005018	Sp6g23150	Caamp.1037s0626, Caamp.1040s0274
OG0005019	Sp6g23140	Caamp.1040s0275, Caamp.1037s0627
OG0005020	Sp6g23110	Caamp.1040s0278, Caamp.1037s0630
OG0005021	Sp6g23080	Caamp.1037s0633, Caamp.1040s0280
OG0005022	Sp6g22930	Caamp.1037s0646, Caamp.1040s0293
OG0005023	Sp6g22900	Caamp.1040s0296, Caamp.1037s0649
OG0005024	Sp6g22850	Caamp.1037s0653, Caamp.1040s0301
OG0005025	Sp6g22840	Caamp.1040s0302, Caamp.1037s0654
OG0005026	Sp6g22830	Caamp.1037s0655
OG0005027	Sp6g22800	Caamp.1040s0304, Caamp.1037s0658
OG0005028	Sp6g22760	Caamp.1037s0660, Caamp.1040s0309
OG0005029	Sp6g22750	Caamp.1040s0310, Caamp.1037s0661
OG0005030	Sp6g22740	Caamp.1040s0312, Caamp.1037s0662
OG0005031	Sp6g22730	Caamp.1037s0663
OG0005032	Sp5g16420	Caamp.1037s0670
OG0005033	Sp6g22660	Caamp.1040s0321, Caamp.1037s0673
OG0005034	Sp6g22620	Caamp.1037s0678, Caamp.1040s0327
OG0005035	Sp6g22600	Caamp.1037s0679, Caamp.1040s0329
OG0005036	Sp6g22550, Sp6g22560	Caamp.1037s0683
OG0005037	Sp6g22490	Caamp.1040s0338
OG0005037	Sp6g22480	Caamp.1040s0339, Caamp.1037s0689
OG0005038	Sp6g22460	Caamp.1040s0341, Caamp.1037s0692
OG0005039	Sp6g22450	Caamp.1040s0342, Caamp.1037s0693
OG0005040	Sp6g22380	Caamp.1040s0347, Caamp.1037s0700
OG0005041	Sp6g22370	Caamp.1040s0348, Caamp.1037s0701
OG0005042	Sp6g22340	Caamp.1037s0703, Caamp.1040s0349
OG0005043	Sp6g22330	Caamp.1040s0350, Caamp.1037s0704
OG0005044	Sp6g22290	Caamp.1037s0707, Caamp.1040s0352
OG0005045	Sp6g22270	Caamp.1037s0709, Caamp.1040s0355
OG0005046	Sp6g22250	Caamp.1037s0711, Caamp.1040s0357
OG0005047	Sp6g22210	Caamp.1040s0362, Caamp.1037s0715
OG0005048	Sp6g22140	Caamp.1037s0721, Caamp.1040s0368
OG0005049	Sp6g22120	Caamp.1037s0722, Caamp.1040s0369
OG0005050	Sp6g22110	Caamp.1037s0723, Caamp.1040s0370
OG0005051	Sp6g22100	Caamp.1037s0724, Caamp.1040s0371
OG0005052	Sp6g21990	Caamp.1037s0733, Caamp.1040s0378
OG0005053	Sp6g21950	Caamp.1037s0737, Caamp.1040s0382
OG0005054	Sp6g21860	Caamp.1037s0746
OG0005055	Sp6g21830	Caamp.1037s0749
OG0005056	Sp6g21750	Caamp.1037s0758, Caamp.1040s0399
OG0005057	Sp6g21740	Caamp.1040s0400, Caamp.1040s0401, Caamp.1037s0760, Caamp.1037s0759
OG0005058	Sp6g21700	Caamp.1037s0764, Caamp.1040s0405
OG0005059	Sp6g21630	Caamp.1040s0413, Caamp.1037s0772
OG0005060	Sp6g21610	Caamp.1037s0774
OG0005061	Sp6g21510	Caamp.1037s0783, Caamp.1040s0424
OG0005062	Sp6g21500	Caamp.1037s0784
OG0005063	Sp6g21490	Caamp.1040s0426, Caamp.1037s0785
OG0005064	Sp6g21470	Caamp.1037s0787, Caamp.1037s0786, Caamp.1040s0427
OG0005065	Sp6g21460	Caamp.1037s0788, Caamp.1040s0428
OG0005066	Sp6g21450	Caamp.1040s0429
OG0005067	Sp6g21440	Caamp.1040s0430
OG0005068	Sp6g21380	Caamp.1040s0438, Caamp.1037s0798
OG0005069	Sp6g21200	Caamp.1040s0453, Caamp.1037s0814
OG0005070	Sp6g21170	Caamp.1040s0455, Caamp.1037s0816
OG0005071	Sp6g21110	Caamp.1040s0460, Caamp.1037s0822
OG0005072	Sp6g21100	Caamp.1037s0823
OG0005072	Sp6g40340	Caamp.1040s0461
OG0005073	Sp6g21080	Caamp.1037s0825, Caamp.1040s0462
OG0005074	Sp6g21030	Caamp.1037s0830, Caamp.1040s0467
OG0005075	SpUn0001_0840, Sp6g20760	Caamp.1037s0841
OG0005076	Sp6g20770	Caamp.1037s0842
OG0005077	Sp6g20780	Caamp.1037s0843, Caamp.1040s0493
OG0005078	Sp6g20940	Caamp.1037s0856, Caamp.1040s0476
OG0005079	Sp6g20690	Caamp.1037s0860, Caamp.1040s0501
OG0005080	Sp6g20710	Caamp.1037s0862, Caamp.1040s0499
OG0005081	Sp6g20620	Caamp.1040s0509, Caamp.1037s0867
OG0005082	Sp6g20600	Caamp.1040s0511, Caamp.1037s0869
OG0005083	Sp6g20550	Caamp.1037s0874, Caamp.1040s0515
OG0005084	Sp6g20460	Caamp.1040s0519, Caamp.1037s0883
OG0005085	Sp6g20420	Caamp.1040s0523, Caamp.1037s0887
OG0005086	Sp6g20410	Caamp.1040s0524, Caamp.1037s0888
OG0005087	Sp6g20390	Caamp.1040s0526, Caamp.1037s0890
OG0005088	Sp3g00670	Caamp.0214s0824, Caamp.0303s0506, Caamp.1037s0892, Caamp.1040s0528
OG0005089	Sp6g20310	Caamp.1037s0900, Caamp.1040s0534
OG0005090	Sp6g20240	Caamp.1037s0906, Caamp.1040s0542
OG0005091	Sp6g20220	Caamp.1037s0908, Caamp.1040s0544
OG0005092	Sp6g20140	Caamp.1040s0552, Caamp.1037s0919
OG0005093	Sp6g20120	Caamp.1037s0921, Caamp.1040s0554
OG0005094	Sp6g20090	Caamp.1037s0923, Caamp.1040s0556
OG0005095	Sp6g20080	Caamp.1040s0557
OG0005095	Sp6g20070	Caamp.1037s0924
OG0005096	Sp6g20010	Caamp.1040s0562, Caamp.1037s0929
OG0005097	Sp6g19980	Caamp.1040s0565, Caamp.1037s0932
OG0005098	Sp6g19970	Caamp.1040s0566, Caamp.1037s0933, Caamp.1040s0567
OG0005099	Sp6g19940	Caamp.1037s0935, Caamp.1040s0569
OG0005100	Sp6g19820	Caamp.1037s0948, Caamp.1040s0583
OG0005101	Sp6g19720	Caamp.1040s0591, Caamp.1037s0956
OG0005102	Sp6g19710	Caamp.1040s0592, Caamp.1037s0957
OG0005103	Sp6g19690	Caamp.1040s0594, Caamp.1037s0959
OG0005104	Sp6g19650	Caamp.1040s0598, Caamp.1037s0963
OG0005105	Sp6g19580	Caamp.1037s0970
OG0005106	Sp3g32280	Caamp.1040s0606
OG0005106	Sp6g19570	Caamp.1037s0971
OG0005107	Sp6g19490	Caamp.1037s0979, Caamp.0076s0973, Caamp.1040s0614
OG0005108	Sp6g19470	Caamp.1037s0981, Caamp.1040s0616
OG0005109	Sp6g19450	Caamp.1037s0984, Caamp.1040s0619
OG0005110	Sp6g19420	Caamp.1037s0987, Caamp.1040s0621
OG0005111	Sp6g19400	Caamp.1037s0988, Caamp.1040s0623
OG0005112	Sp6g19380	Caamp.1037s0990, Caamp.1040s0625
OG0005113	Sp6g19360	Caamp.1037s0992, Caamp.1040s0627
OG0005114	Sp6g19350	Caamp.1037s0993, Caamp.1040s0628
OG0005115	Sp6g19320	Caamp.1037s0997
OG0005116	Sp6g19310	Caamp.1040s0632, Caamp.1037s0998
OG0005117	Sp6g19300	Caamp.1037s0999, Caamp.1040s0633
OG0005118	Sp6g19290	Caamp.1037s1000, Caamp.1040s0634
OG0005119	SpUn0864_0010	Caamp.1040s0641, Caamp.1037s1008
OG0005120	Sp6g19200	Caamp.1037s1009, Caamp.1040s0642
OG0005121	Sp6g19140	Caamp.1040s0646, Caamp.1037s1015
OG0005122	Sp6g19110	Caamp.1040s0649, Caamp.1037s1019
OG0005123	Sp6g19070	Caamp.1037s1024, Caamp.1040s0654
OG0005124	Sp6g19060	Caamp.1037s1025, Caamp.1040s0655
OG0005125	Sp6g19010	Caamp.1040s0660, Caamp.1037s1031
OG0005126	Sp6g19000	Caamp.1040s0661, Caamp.0120s0504, Caamp.1037s1032
OG0005127	Sp6g18950	Caamp.1040s0666, Caamp.1037s1034
OG0005128	Sp6g18930	Caamp.1040s0668, Caamp.1037s1036
OG0005129	Sp6g18910	Caamp.1037s1038, Caamp.1040s0671
OG0005130	Sp6g18860	Caamp.1037s1043, Caamp.1040s0675
OG0005131	Sp6g18840	Caamp.1037s1047, Caamp.1040s0679
OG0005132	Sp6g18830	Caamp.1040s0680, Caamp.1037s1048
OG0005133	Sp6g18770	Caamp.1037s1054, Caamp.1040s0686
OG0005134	Sp6g18750	Caamp.1037s1056, Caamp.1040s0688
OG0005135	Sp6g18740	Caamp.1040s0689, Caamp.1037s1057
OG0005136	Sp6g18710	Caamp.1037s1061, Caamp.1040s0694
OG0005137	Sp6g18700	Caamp.1040s0695, Caamp.1037s1062
OG0005139	Sp6g18680	Caamp.1037s1066, Caamp.1040s0697
OG0005140	Sp6g18670	Caamp.1037s1067, Caamp.1040s0698
OG0005141	Sp6g18650	Caamp.1037s1068
OG0005141	Sp7g24130	Caamp.1040s0699
OG0005142	Sp6g18640	Caamp.1037s1069, Caamp.1040s0700
OG0005143	Sp6g18610	Caamp.1037s1071, Caamp.1040s0703
OG0005144	Sp6g18600	Caamp.1037s1072, Caamp.1040s0704
OG0005145	Sp6g18580	Caamp.1037s1074, Caamp.1040s0706
OG0005146	Sp6g18570	Caamp.1040s0707, Caamp.1037s1075
OG0005147	Sp6g18520	Caamp.1040s0711, Caamp.1037s1078
OG0005148	Sp6g18410	Caamp.1037s1088, Caamp.1040s0722
OG0005149	Sp6g18400	Caamp.1040s0723, Caamp.1037s1089
OG0005150	Sp6g18370	Caamp.1037s1092, Caamp.1040s0726
OG0005151	Sp6g18360	Caamp.1037s1093
OG0005152	Sp6g18350	Caamp.1037s1095
OG0005153	Sp6g18310	Caamp.1040s0732, Caamp.1037s1099
OG0005154	Sp6g18190	Caamp.1040s0744, Caamp.1037s1109
OG0005155	Sp6g18180	Caamp.1037s1110, Caamp.1040s0745
OG0005156	Sp6g18170	Caamp.1037s1111, Caamp.1040s0746
OG0005157	Sp6g18120	Caamp.1040s0754, Caamp.1037s1119
OG0005158	Sp6g18090	Caamp.1040s0757, Caamp.1037s1122
OG0005159	Sp6g18070	Caamp.1040s0759, Caamp.1037s1124
OG0005160	Sp6g18060	Caamp.1040s0760, Caamp.1037s1125
OG0005161	Sp7g24380	Caamp.0003s0016
OG0005161	Sp6g18040	Caamp.1037s1127
OG0005162	Sp6g18020	Caamp.1037s1129
OG0005163	Sp6g17980	Caamp.1040s0768, Caamp.1037s1133
OG0005164	Sp6g17960	Caamp.1040s0770, Caamp.1037s1135
OG0005165	Sp7g24460	Caamp.0003s0009, Caamp.0190s0372, Caamp.1037s1142
OG0005166	Sp7g24500	Caamp.0003s0006, Caamp.0190s0368, Caamp.1037s1145
OG0005167	Sp6g17810	Caamp.1040s0786, Caamp.1037s1150
OG0005168	Sp6g17790	Caamp.1037s1152, Caamp.1040s0788
OG0005169	Sp6g17740	Caamp.1037s1157, Caamp.1040s0793
OG0005170	Sp6g17730	Caamp.1037s1158, Caamp.1040s0795
OG0005171	Sp6g17700	Caamp.1040s0799, Caamp.1037s1161
OG0005172	Sp6g17620	Caamp.1040s0806, Caamp.1037s1168
OG0005173	Sp6g17570	Caamp.1037s1173, Caamp.1040s0811
OG0005174	Sp6g17563	Caamp.1040s0812, Caamp.1037s1174
OG0005175	Sp6g17530	Caamp.1040s0816, Caamp.1037s1177
OG0005176	Sp6g17520	Caamp.1040s0817, Caamp.1037s1178
OG0005177	Sp6g17510	Caamp.1040s0818, Caamp.1037s1179
OG0005178	Sp6g16650	Caamp.1037s1182, Caamp.1040s0911
OG0005179	Sp6g16670	Caamp.1037s1183, Caamp.1040s0908
OG0005180	Sp6g16710	Caamp.1037s1186, Caamp.1040s0906
OG0005181	Sp6g16740	Caamp.1037s1190, Caamp.1040s0902
OG0005182	Sp6g16800	Caamp.1037s1192, Caamp.1040s0896
OG0005183	Sp6g16820	Caamp.1037s1194, Caamp.1040s0894
OG0005184	Sp6g16870	Caamp.1037s1201, Caamp.1040s0889
OG0005185	Sp6g16880	Caamp.1037s1202
OG0005186	Sp6g16890	Caamp.1040s0887, Caamp.1037s1203
OG0005187	Sp5g17640	Caamp.1040s0886
OG0005187	Sp6g16900	Caamp.1037s1204
OG0005188	Sp6g16920	Caamp.1040s0884, Caamp.1037s1205
OG0005189	Sp6g17000	Caamp.1037s1211, Caamp.1040s0875
OG0005190	Sp6g17030	Caamp.1040s0872, Caamp.1037s1214
OG0005191	Sp6g17080	Caamp.1037s1220, Caamp.1040s0868
OG0005192	Sp6g17200	Caamp.1040s0855, Caamp.1037s1232
OG0005193	Sp6g17210	Caamp.1040s0854, Caamp.1037s1233
OG0005194	Sp6g17350	Caamp.1037s1241, Caamp.1040s0834
OG0005195	Sp6g17370	Caamp.1037s1243, Caamp.1040s0831
OG0005196	Sp6g17420	Caamp.1040s0827
OG0005197	Sp6g17440	Caamp.1037s1251, Caamp.1040s0825
OG0005198	Sp6g17450	Caamp.1040s0824, Caamp.1037s1252
OG0005199	Sp6g17460	Caamp.1037s1253, Caamp.1040s0823
OG0005200	Sp6g16630	Caamp.1040s0913, Caamp.1037s1255
OG0005201	Sp6g16620	Caamp.1040s0914, Caamp.1037s1256
OG0005202	Sp6g16610	Caamp.1040s0915, Caamp.1037s1257
OG0005203	Sp6g16590	Caamp.1040s0917, Caamp.1037s1259
OG0005204	Sp6g16540	Caamp.1037s1262, Caamp.1040s0922
OG0005205	Sp6g16530	Caamp.1040s0923, Caamp.1037s1263
OG0005206	Sp6g16490	Caamp.1040s0927, Caamp.1037s1265
OG0005207	Sp6g16480	Caamp.1037s1266, Caamp.1040s0928
OG0005208	Sp6g16430	Caamp.1037s1271
OG0005209	Sp6g16350	Caamp.1040s0947, Caamp.1037s1278
OG0005210	Sp6g16340	Caamp.1037s1279, Caamp.1040s0948
OG0005211	Sp6g16320	Caamp.1040s0952, Caamp.1037s1281
OG0005212	Sp6g16310	Caamp.1040s0953, Caamp.1037s1282
OG0005213	Sp6g16230	Caamp.1040s0963, Caamp.1037s1296
OG0005214	Sp6g16200	Caamp.1037s1299
OG0005215	Sp6g16180	Caamp.1040s0969, Caamp.1037s1301
OG0005216	Sp6g16150	Caamp.1037s1304, Caamp.1040s0973
OG0005217	Sp6g16050	Caamp.1040s0985, Caamp.1037s1317
OG0005218	Sp6g16030	Caamp.1037s1318, Caamp.1040s0986
OG0005219	Sp6g16020	Caamp.1037s1319, Caamp.1040s0987
OG0005220	Sp6g16010	Caamp.1040s0988, Caamp.1037s1320
OG0005221	Sp6g16100, Sp6g15980	Caamp.1040s0991
OG0005221	Sp6g27690	Caamp.1037s1323
OG0005222	Sp6g15960	Caamp.1040s0993, Caamp.1037s1325
OG0005223	Sp6g15950	Caamp.1037s1327, Caamp.1040s0995
OG0005224	Sp6g15890	Caamp.1037s1334, Caamp.1040s1001
OG0005225	Sp6g15840	Caamp.1040s1004, Caamp.1037s1338
OG0005226	Sp6g15800	Caamp.1037s1340, Caamp.1040s1008
OG0005227	Sp6g15780	Caamp.1037s1345, Caamp.1040s1012
OG0005228	Sp6g15770	Caamp.1037s1346, Caamp.1040s1013
OG0005229	Sp6g15760	Caamp.1040s1016, Caamp.1037s1349
OG0005230	Sp6g15740	Caamp.1037s1351
OG0005231	Sp6g15700	Caamp.1040s1024, Caamp.1037s1357
