Orthogroup	S_parvula	S_diversifolius
OG0000948	Sp7g33960	Sdiv_ptg000005l_1810-R
OG0000949	Sp3g31510	Sdiv_ptg000013l_0182-R, Sdiv_ptg000011l_0191-R
OG0000949	Sp7g33940	Sdiv_ptg000004l_2128-R
OG0000950	Sp3g31350	Sdiv_ptg000011l_0203-R, Sdiv_ptg000013l_0193-R, Sdiv_ptg000001l_0207-R
OG0000950	Sp7g33860	Sdiv_ptg000004l_2120-R
OG0000951	Sp7g33050	Sdiv_ptg000005l_1750-R, Sdiv_ptg000004l_2064-R
OG0000951	Sp3g30490	Sdiv_ptg000001l_0269-R
OG0000952	Sp7g32860	Sdiv_ptg000005l_1740-R, Sdiv_ptg000004l_2049-R
OG0000953	Sp3g30010	Sdiv_ptg000001l_0298-R
OG0000953	Sp7g32760	Sdiv_ptg000004l_2041-R
OG0000954	Sp4g05960	Sdiv_ptg000008l_0356-R
OG0000954	Sp7g30770	Sdiv_ptg000005l_1593-R, Sdiv_ptg000004l_1897-R
OG0000955	Sp5g16880	Sdiv_ptg000002l_0908-R, Sdiv_ptg000015l_1234-R
OG0000955	Sp7g30410	Sdiv_ptg000004l_1865-R
OG0000956	Sp1g08400	Sdiv_ptg000014l_0797-R, Sdiv_ptg000003l_2338-R
OG0000956	Sp2g05490	Sdiv_ptg000007l_0339-R
OG0000957	SpUn0001_0010	Sdiv_ptg000007l_0433-R, Sdiv_ptg000007l_0434-R, Sdiv_ptg000012l_1796-R
OG0000959	Sp1g29980, Sp1g30050, Sp1g30060, SpUn0028_0060, Sp2g05880, Sp7g14050, Sp7g09440	Sdiv_ptg000005l_0117-R
OG0000960	Sp7g09680	Sdiv_ptg000005l_0136-R, Sdiv_ptg000004l_0406-R
OG0000960	Sp7g09670	Sdiv_ptg000005l_0135-R
OG0000962	Sp2g07490	Sdiv_ptg000007l_1513-R, Sdiv_ptg000007l_1511-R
OG0000963	Sp5g22720	Sdiv_ptg000015l_0954-R
OG0000963	Sp7g08320	Sdiv_ptg000012l_1875-R, Sdiv_ptg000007l_0464-R
OG0000964	Sp2g04970	Sdiv_ptg000012l_2054-R
OG0000964	Sp1g08880	Sdiv_ptg000014l_0753-R
OG0000965	Sp1g09430	Sdiv_ptg000014l_0717-R
OG0000965	Sp2g03970	Sdiv_ptg000007l_0235-R, Sdiv_ptg000012l_2121-R
OG0000967	Sp2g03230	Sdiv_ptg000007l_0205-R, Sdiv_ptg000012l_2160-R
OG0000967	Sp1g09850	Sdiv_ptg000003l_2218-R
OG0000968	Sp2g02650	Sdiv_ptg000012l_2195-R, Sdiv_ptg000007l_0172-R
OG0000968	Sp1g10280	Sdiv_ptg000014l_0658-R
OG0000969	Sp2g02340	Sdiv_ptg000012l_2212-R
OG0000969	Sp1g10560	Sdiv_ptg000003l_2159-R, Sdiv_ptg000014l_0631-R
OG0000970	Sp2g02040	Sdiv_ptg000007l_0130-R
OG0000971	Sp1g10850	Sdiv_ptg000003l_2139-R
OG0000971	Sp2g01990	Sdiv_ptg000012l_2235-R, Sdiv_ptg000007l_0127-R
OG0000972	SpUn0053_0060, Sp7g05420	Sdiv_ptg000004l_0275-R
OG0000972	Sp5g20660	Sdiv_ptg000002l_1046-R, Sdiv_ptg000015l_1071-R
OG0000973	Sp5g20330	Sdiv_ptg000015l_1090-R, Sdiv_ptg000002l_1030-R
OG0000974	Sp7g05890	Sdiv_ptg000004l_0299-R
OG0000974	Sp5g19950	Sdiv_ptg000015l_1105-R, Sdiv_ptg000002l_1021-R
OG0000975	Sp1g10060	Sdiv_ptg000003l_2197-R
OG0000975	Sp1g10050	Sdiv_ptg000014l_0675-R
OG0000975	Sp1g09990	Sdiv_ptg000003l_2206-R
OG0000976	Sp1g08970	Sdiv_ptg000014l_0748-R, Sdiv_ptg000003l_2289-R
OG0000976	Sp1g08960	Sdiv_ptg000003l_2290-R
OG0000977	Sp3g07040	Sdiv_ptg000001l_1790-R
OG0000977	Sp1g08370	Sdiv_ptg000014l_0799-R, Sdiv_ptg000003l_2340-R
OG0000978	Sp1g11910	Sdiv_ptg000003l_2057-R, Sdiv_ptg000014l_0869-R
OG0000979	Sp1g12580	Sdiv_ptg000014l_0922-R
OG0000979	Sp1g12590	Sdiv_ptg000014l_0923-R
OG0000980	Sp2g13760	Sdiv_ptg000007l_0954-R
OG0000980	Sp1g12820	Sdiv_ptg000003l_1987-R
OG0000981	Sp1g12870	Sdiv_ptg000014l_0941-R, Sdiv_ptg000003l_1984-R
OG0000981	Sp2g13700	Sdiv_ptg000007l_0949-R
OG0000982	Sp2g13130	Sdiv_ptg000007l_0903-R
OG0000982	Sp1g13300	Sdiv_ptg000014l_0971-R, Sdiv_ptg000003l_1958-R
OG0000983	Sp1g13860	Sdiv_ptg000003l_1908-R, Sdiv_ptg000014l_1021-R
OG0000983	Sp5g35510	Sdiv_ptg000002l_2120-R
OG0000984	Sp3g05150	Sdiv_ptg000013l_1857-R
OG0000984	Sp1g14420	Sdiv_ptg000014l_1059-R, Sdiv_ptg000003l_0125-R
OG0000985	Sp1g14450	Sdiv_ptg000014l_1061-R
OG0000986	Sp1g14500	Sdiv_ptg000014l_1067-R
OG0000986	Sp5g34570	Sdiv_ptg000015l_0118-R, Sdiv_ptg000002l_2052-R
OG0000987	Sp1g14860	Sdiv_ptg000003l_0155-R
OG0000987	Sp5g34050	Sdiv_ptg000002l_2009-R, Sdiv_ptg000015l_0154-R
OG0000988	Sp2g08460	Sdiv_ptg000007l_0592-R
OG0000988	Sp1g03070	Sdiv_ptg000014l_0211-R, Sdiv_ptg000003l_2753-R
OG0000989	Sp2g08570	Sdiv_ptg000012l_1704-R
OG0000989	Sp1g03040	Sdiv_ptg000014l_0208-R
OG0000990	Sp1g17970	Sdiv_ptg000014l_1328-R, Sdiv_ptg000003l_0392-R
OG0000990	Sp5g31110	Sdiv_ptg000002l_1795-R
OG0000991	Sp5g31440	Sdiv_ptg000015l_0334-R
OG0000991	Sp1g18290	Sdiv_ptg000014l_1351-R, Sdiv_ptg000003l_0415-R
OG0000992	Sp5g31630	Sdiv_ptg000015l_0320-R
OG0000992	Sp1g18580	Sdiv_ptg000014l_1373-R, Sdiv_ptg000003l_0436-R
OG0000993	Sp1g18650	Sdiv_ptg000014l_1382-R, Sdiv_ptg000003l_0445-R
OG0000993	Sp5g31710	Sdiv_ptg000015l_0314-R
OG0000994	Sp5g31760	Sdiv_ptg000015l_0309-R
OG0000994	Sp1g18700	Sdiv_ptg000003l_0450-R, Sdiv_ptg000014l_1390-R
OG0000995	Sp1g18740	Sdiv_ptg000014l_1394-R
OG0000995	Sp5g31830	Sdiv_ptg000002l_1849-R, Sdiv_ptg000015l_0303-R
OG0000996	Sp5g31980	Sdiv_ptg000002l_1860-R, Sdiv_ptg000015l_0293-R
OG0000996	Sp1g18810	Sdiv_ptg000003l_0455-R
OG0000997	Sp3g32650	Sdiv_ptg000011l_0110-R, Sdiv_ptg000013l_0107-R
OG0000998	Sp7g24990	Sdiv_ptg000005l_1167-R
OG0000999	Sp7g23680, Sp6g14700	Sdiv_ptg000004l_1378-R, Sdiv_ptg000004l_1380-R, Sdiv_ptg000005l_1063-R, Sdiv_ptg000005l_1065-R
OG0001000	Sp7g21640	Sdiv_ptg000004l_1216-R, Sdiv_ptg000005l_0908-R
OG0001000	Sp3g00680	Sdiv_ptg000001l_2259-R
OG0001001	Sp7g20090	Sdiv_ptg000005l_0795-R
OG0001003	Sp4g23840	Sdiv_ptg000022l_1591-R
OG0001003	Sp5g05270, Sp4g08220	Sdiv_ptg000015l_2026-R, Sdiv_ptg000002l_0073-R
OG0001004	Sp5g00820	Sdiv_ptg000015l_2352-R, Sdiv_ptg000016l_0253-R
OG0001004	Sp1g35270	Sdiv_ptg000014l_1662-R
OG0001005	Sp1g17720	Sdiv_ptg000003l_0372-R
OG0001005	Sp5g30780	Sdiv_ptg000002l_1769-R, Sdiv_ptg000015l_0384-R
OG0001006	Sp1g17640	Sdiv_ptg000014l_1301-R
OG0001007	Sp1g17340	Sdiv_ptg000003l_0343-R, Sdiv_ptg000014l_1275-R
OG0001007	Sp5g30380	Sdiv_ptg000015l_0425-R
OG0001008	Sp1g17170	Sdiv_ptg000003l_0331-R, Sdiv_ptg000014l_1259-R
OG0001008	Sp5g30100	Sdiv_ptg000002l_1720-R
OG0001009	Sp5g29260	Sdiv_ptg000002l_1663-R
OG0001009	Sp1g16450	Sdiv_ptg000014l_1213-R, Sdiv_ptg000003l_0286-R
OG0001010	Sp1g16410	Sdiv_ptg000014l_1209-R
OG0001010	Sp5g29150	Sdiv_ptg000002l_1653-R
OG0001011	Sp1g15890	Sdiv_ptg000014l_1164-R, Sdiv_ptg000003l_0237-R
OG0001011	Sp5g28160	Sdiv_ptg000015l_0557-R
OG0001012	Sp5g27600	Sdiv_ptg000002l_1558-R, Sdiv_ptg000015l_0599-R
OG0001012	Sp1g15560	Sdiv_ptg000003l_0210-R, Sdiv_ptg000014l_1140-R
OG0001013	Sp5g27490	Sdiv_ptg000002l_1548-R
OG0001013	SpUn0033_0060, Sp1g15490	Sdiv_ptg000014l_1134-R
OG0001014	Sp1g06200	Sdiv_ptg000014l_0439-R
OG0001016	Sp7g00360	Sdiv_ptg000004l_0033-R
OG0001016	Sp2g00460	Sdiv_ptg000007l_0031-R, Sdiv_ptg000012l_2318-R
OG0001018	Sp6g05410	Sdiv_ptg000010l_1650-R
OG0001019	Sp7g16840	Sdiv_ptg000005l_0482-R
OG0001019	Sp2g12160	Sdiv_ptg000007l_0829-R, Sdiv_ptg000012l_1428-R
OG0001020	Sp2g22090	Sdiv_ptg000003l_0284-R
OG0001021	Sp2g02050	Sdiv_ptg000012l_2231-R
OG0001021	Sp1g10810	Sdiv_ptg000003l_2143-R
OG0001023	Sp5g10960	Sdiv_ptg000015l_1610-R
OG0001023	Sp2g30550	Sdiv_ptg000007l_2122-R, Sdiv_ptg000012l_0018-R
OG0001025	Sp2g06950, SpUn0014_0100	Sdiv_ptg000014l_1697-R, Sdiv_ptg000003l_1484-R
OG0001026	Sp2g07450	Sdiv_ptg000007l_0537-R
OG0001026	Sp1g34380	Sdiv_ptg000014l_1725-R, Sdiv_ptg000003l_1477-R
OG0001027	Sp1g18070	Sdiv_ptg000003l_0398-R
OG0001028	Sp7g30720	Sdiv_ptg000005l_1589-R
OG0001028	Sp4g05830, SpUn0059_0020	Sdiv_ptg000022l_0340-R, Sdiv_ptg000008l_0350-R
OG0001030	Sp5g10610, Sp5g18100, Sp6g05750, Sp5g12650, Sp4g03700, Sp2g05680, Sp4g02180, Sp5g18560, Sp1g33380	Sdiv_ptg000001l_0682-R
OG0001031	Sp5g30160, Sp5g30170, Sp5g30190	Sdiv_ptg000015l_0437-R
OG0001032	Sp5g34010	Sdiv_ptg000015l_0158-R
OG0001032	Sp5g34000	Sdiv_ptg000002l_2004-R
OG0001035	Sp5g07430	Sdiv_ptg000002l_0228-R
OG0001035	Sp5g07420	Sdiv_ptg000015l_1869-R, Sdiv_ptg000002l_0227-R
OG0001036	Sp7g34020	Sdiv_ptg000005l_1815-R
OG0001036	Sp3g31570	Sdiv_ptg000001l_0193-R
OG0001037	SpUn0281_0010, SpUn0190_0010	Sdiv_ptg000001l_0208-R
OG0001037	Sp7g33850	Sdiv_ptg000005l_1800-R, Sdiv_ptg000004l_2119-R
OG0001043	Sp2g11990	Sdiv_ptg000004l_0809-R
OG0001043	Sp7g16600	Sdiv_ptg000005l_0502-R
OG0001044	Sp7g16540	Sdiv_ptg000004l_0816-R
OG0001044	Sp2g11910	Sdiv_ptg000012l_1449-R
OG0001045	Sp2g11890	Sdiv_ptg000007l_0808-R
OG0001048	Sp2g10800	Sdiv_ptg000012l_1531-R
OG0001048	Sp7g15430	Sdiv_ptg000005l_0577-R
OG0001049	Sp2g10790	Sdiv_ptg000007l_0738-R
OG0001049	Sp7g15410	Sdiv_ptg000004l_0902-R, Sdiv_ptg000005l_0581-R
OG0001050	Sp7g17410	Sdiv_ptg000004l_0907-R, Sdiv_ptg000005l_0589-R
OG0001051	Sp2g10510	Sdiv_ptg000012l_1553-R, Sdiv_ptg000007l_0717-R
OG0001052	Sp7g17760	Sdiv_ptg000005l_0616-R
OG0001052	Sp2g10460	Sdiv_ptg000012l_1559-R
OG0001053	Sp1g27540	Sdiv_ptg000003l_1093-R
OG0001054	Sp2g09360	Sdiv_ptg000012l_1630-R
OG0001054	Sp7g18720	Sdiv_ptg000004l_1021-R
OG0001055	Sp7g18800	Sdiv_ptg000005l_0711-R
OG0001056	Sp3g22080	Sdiv_ptg000013l_0595-R
OG0001056	Sp7g11070	Sdiv_ptg000005l_0195-R
OG0001060	Sp4g04620, Sp4g04610	Sdiv_ptg000008l_0296-R
OG0001061	Sp7g29910	Sdiv_ptg000004l_1823-R
OG0001061	Sp4g04390	Sdiv_ptg000008l_0292-R
OG0001063	Sp4g03580	Sdiv_ptg000022l_0235-R, Sdiv_ptg000008l_0247-R
OG0001065	Sp7g28410	Sdiv_ptg000004l_1713-R
OG0001065	Sp4g02850	Sdiv_ptg000022l_0191-R
OG0001066	Sp4g02810	Sdiv_ptg000022l_0188-R
OG0001066	Sp7g28350	Sdiv_ptg000005l_1414-R
OG0001067	Sp4g02550	Sdiv_ptg000022l_0174-R
OG0001067	Sp4g02560, Sp4g02540	Sdiv_ptg000008l_0174-R
OG0001068	Sp4g02410	Sdiv_ptg000008l_0166-R, Sdiv_ptg000022l_0166-R
OG0001068	Sp7g34830	Sdiv_ptg000004l_2197-R
OG0001071	Sp4g22720	Sdiv_ptg000022l_1506-R
OG0001071	Sp5g06390	Sdiv_ptg000015l_1944-R
OG0001072	Sp4g22210	Sdiv_ptg000008l_1356-R, Sdiv_ptg000022l_1461-R
OG0001073	Sp4g22060	Sdiv_ptg000022l_1450-R, Sdiv_ptg000008l_1344-R
OG0001074	Sp4g20970	Sdiv_ptg000022l_1369-R
OG0001074	Sp5g08210	Sdiv_ptg000002l_0300-R, Sdiv_ptg000015l_1808-R
OG0001075	Sp4g20960	Sdiv_ptg000022l_1368-R
OG0001075	Sp5g08220	Sdiv_ptg000015l_1807-R
OG0001076	Sp4g20860	Sdiv_ptg000022l_1357-R, Sdiv_ptg000008l_1260-R
OG0001077	Sp5g08440	Sdiv_ptg000002l_0321-R, Sdiv_ptg000015l_1787-R
OG0001077	Sp4g20210	Sdiv_ptg000022l_1304-R
OG0001078	Sp4g13700	Sdiv_ptg000022l_0892-R, Sdiv_ptg000008l_0752-R
OG0001079	Sp4g19530, Sp5g08890	Sdiv_ptg000015l_1757-R
OG0001080	Sp4g18950	Sdiv_ptg000022l_1165-R
OG0001080	Sp5g09200	Sdiv_ptg000002l_0371-R
OG0001081	Sp5g09300	Sdiv_ptg000002l_0377-R
OG0001081	Sp4g18900	Sdiv_ptg000022l_1170-R
OG0001082	Sp4g18340, Sp4g18330	Sdiv_ptg000008l_1077-R, Sdiv_ptg000008l_1076-R
OG0001083	Sp4g18100	Sdiv_ptg000008l_1062-R
OG0001083	Sp1g38100	Sdiv_ptg000003l_1706-R
OG0001084	Sp4g17950	Sdiv_ptg000022l_1130-R
OG0001084	Sp7g17360	Sdiv_ptg000004l_0747-R, Sdiv_ptg000005l_0442-R
OG0001085	Sp4g17460	Sdiv_ptg000022l_1098-R
OG0001085	Sp3g28400	Sdiv_ptg000001l_0381-R
OG0001087	Sp1g26800	Sdiv_ptg000014l_2146-R
OG0001087	Sp4g17240	Sdiv_ptg000022l_1073-R
OG0001088	Sp1g26230	Sdiv_ptg000014l_2189-R
OG0001088	Sp4g16940	Sdiv_ptg000022l_1056-R, Sdiv_ptg000008l_0980-R
OG0001089	Sp1g25860	Sdiv_ptg000003l_0968-R
OG0001089	Sp4g16770	Sdiv_ptg000008l_0969-R
OG0001090	Sp1g25130	Sdiv_ptg000003l_0921-R
OG0001090	Sp4g16470	Sdiv_ptg000022l_1013-R
OG0001091	Sp4g15640	Sdiv_ptg000022l_0942-R
OG0001091	Sp1g03350	Sdiv_ptg000003l_2731-R
OG0001092	Sp6g05830, SpUn0146_0010, Sp6g05840, Sp1g30280	Sdiv_ptg000009l_1625-R
OG0001093	Sp7g21800	Sdiv_ptg000004l_1227-R
OG0001093	Sp6g06430	Sdiv_ptg000009l_1674-R
OG0001096	Sp6g06970	Sdiv_ptg000010l_1565-R
OG0001096	Sp6g06950	Sdiv_ptg000009l_1708-R
OG0001099	Sp6g07900	Sdiv_ptg000009l_1771-R
OG0001099	Sp1g20250	Sdiv_ptg000003l_0568-R
OG0001100	Sp6g09340	Sdiv_ptg000009l_1831-R
OG0001100	Sp3g08130	Sdiv_ptg000013l_1639-R
OG0001101	Sp7g36870	Sdiv_ptg000005l_2024-R, Sdiv_ptg000004l_2325-R
OG0001102	Sp7g36750	Sdiv_ptg000005l_2014-R, Sdiv_ptg000004l_2319-R
OG0001102	Sp4g00590	Sdiv_ptg000008l_0046-R
OG0001103	Sp7g36620	Sdiv_ptg000005l_2004-R
OG0001104	Sp7g36240	Sdiv_ptg000005l_1989-R
OG0001106	Sp4g01390	Sdiv_ptg000008l_0103-R
OG0001107	Sp7g35880	Sdiv_ptg000005l_1964-R
OG0001107	Sp4g01420	Sdiv_ptg000022l_0101-R
OG0001108	Sp4g01670	Sdiv_ptg000008l_0122-R
OG0001108	Sp7g35590	Sdiv_ptg000012l_0533-R
OG0001110	Sp5g05040	Sdiv_ptg000002l_0056-R
OG0001111	Sp4g24410	Sdiv_ptg000008l_1522-R
OG0001111	Sp5g04830	Sdiv_ptg000015l_2056-R
OG0001112	Sp5g04060	Sdiv_ptg000016l_0017-R
OG0001112	Sp4g24950	Sdiv_ptg000018l_0350-R
OG0001114	Sp4g25370	Sdiv_ptg000018l_0318-R
OG0001114	Sp5g03760	Sdiv_ptg000015l_2136-R
OG0001115	Sp5g03600	Sdiv_ptg000022l_1721-R, Sdiv_ptg000016l_0057-R
OG0001116	Sp3g21060	Sdiv_ptg000013l_0664-R
OG0001117	Sp4g26240	Sdiv_ptg000018l_0261-R
OG0001117	Sp5g03210	Sdiv_ptg000015l_2184-R
OG0001119	Sp5g02940	Sdiv_ptg000015l_2202-R
OG0001119	Sp4g26840	Sdiv_ptg000022l_1807-R
OG0001121	Sp5g01830	Sdiv_ptg000016l_0179-R, Sdiv_ptg000015l_2282-R
OG0001122	Sp6g07280, SpUn0121_0030	Sdiv_ptg000010l_1540-R
OG0001122	Sp4g29310	Sdiv_ptg000022l_1996-R, Sdiv_ptg000018l_0057-R
OG0001123	Sp5g00670	Sdiv_ptg000016l_0263-R
OG0001123	Sp4g29580	Sdiv_ptg000022l_2018-R
OG0001124	Sp4g29630	Sdiv_ptg000018l_0035-R, Sdiv_ptg000022l_2023-R
OG0001125	Sp5g33140	Sdiv_ptg000015l_0213-R
OG0001125	Sp1g19650	Sdiv_ptg000003l_0522-R
OG0001126	Sp1g19700	Sdiv_ptg000003l_0527-R
OG0001126	Sp5g33220	Sdiv_ptg000002l_1946-R
OG0001127	Sp5g26570	Sdiv_ptg000015l_0677-R, Sdiv_ptg000002l_1472-R
OG0001128	Sp5g26540	Sdiv_ptg000015l_0679-R, Sdiv_ptg000002l_1471-R
OG0001128	SpUn0807_0010, SpUn0209_0010	Sdiv_ptg000014l_2635-R
OG0001129	Sp1g20380	Sdiv_ptg000014l_2632-R, Sdiv_ptg000003l_0579-R
OG0001130	Sp1g20520	Sdiv_ptg000003l_0592-R
OG0001130	Sp5g26110	Sdiv_ptg000015l_0710-R, Sdiv_ptg000002l_1435-R
OG0001131	Sp6g30670	Sdiv_ptg000010l_2090-R, Sdiv_ptg000009l_0822-R
OG0001132	Sp1g20650, Sp5g26100	Sdiv_ptg000003l_0599-R
OG0001132	Sp5g25910	Sdiv_ptg000015l_0726-R
OG0001133	Sp5g25840	Sdiv_ptg000015l_0731-R
OG0001133	Sp1g20720	Sdiv_ptg000014l_2611-R, Sdiv_ptg000003l_0604-R
OG0001134	Sp1g21130	Sdiv_ptg000014l_2587-R, Sdiv_ptg000003l_0623-R
OG0001135	Sp5g25100	Sdiv_ptg000003l_0646-R
OG0001135	Sp1g21580	Sdiv_ptg000014l_2555-R
OG0001136	Sp5g24650	Sdiv_ptg000015l_0819-R
OG0001136	Sp1g22030	Sdiv_ptg000014l_2520-R
OG0001137	Sp5g22620	Sdiv_ptg000015l_0965-R
OG0001137	Sp1g23420	Sdiv_ptg000003l_0783-R
OG0001138	Sp1g23450	Sdiv_ptg000003l_0785-R
OG0001138	Sp5g22470	Sdiv_ptg000002l_1142-R
OG0001138	Sp1g06290	Sdiv_ptg000015l_0973-R
OG0001139	Sp6g30870	Sdiv_ptg000010l_2109-R
OG0001139	Sp1g23480	Sdiv_ptg000014l_2404-R, Sdiv_ptg000003l_0810-R
OG0001140	Sp1g23580	Sdiv_ptg000014l_2393-R, Sdiv_ptg000003l_0797-R
OG0001140	Sp1g23590	Sdiv_ptg000014l_2392-R, Sdiv_ptg000003l_0796-R
OG0001141	Sp1g24010	Sdiv_ptg000003l_0837-R
OG0001143	Sp1g25980	Sdiv_ptg000014l_2206-R, Sdiv_ptg000003l_0977-R
OG0001143	Sp4g16860	Sdiv_ptg000008l_0974-R
OG0001144	Sp1g26620	Sdiv_ptg000003l_1023-R
OG0001145	Sp1g27770, Sp7g11400	Sdiv_ptg000014l_2087-R
OG0001146	Sp5g11870	Sdiv_ptg000002l_0581-R, Sdiv_ptg000015l_1546-R
OG0001147	Sp5g12160	Sdiv_ptg000002l_0596-R
OG0001147	Sp2g29240	Sdiv_ptg000012l_0105-R
OG0001148	Sp5g12370	Sdiv_ptg000002l_0612-R
OG0001148	Sp2g28900	Sdiv_ptg000012l_0130-R
OG0001149	Sp6g32860	Sdiv_ptg000010l_2282-R
OG0001149	Sp2g28730	Sdiv_ptg000012l_0149-R, Sdiv_ptg000007l_2017-R
OG0001150	Sp6g33100	Sdiv_ptg000009l_0627-R
OG0001152	Sp2g27320	Sdiv_ptg000007l_1924-R, Sdiv_ptg000012l_0262-R
OG0001153	Sp2g27280	Sdiv_ptg000012l_0267-R, Sdiv_ptg000007l_1923-R
OG0001154	Sp2g26910	Sdiv_ptg000012l_0295-R
OG0001154	Sp6g34090	Sdiv_ptg000009l_0553-R, Sdiv_ptg000010l_2373-R
OG0001156	Sp5g13330	Sdiv_ptg000015l_1448-R
OG0001156	Sp2g26590	Sdiv_ptg000012l_0321-R
OG0001157	Sp6g35250	Sdiv_ptg000010l_2461-R
OG0001157	Sp2g24700	Sdiv_ptg000007l_1737-R, Sdiv_ptg000012l_0457-R
OG0001158	Sp2g23470	Sdiv_ptg000007l_1642-R
OG0001159	Sp6g34720	Sdiv_ptg000010l_2421-R
OG0001160	Sp2g24110	Sdiv_ptg000007l_1691-R
OG0001161	Sp5g12560	Sdiv_ptg000015l_1509-R
OG0001161	Sp2g22770	Sdiv_ptg000012l_0612-R
OG0001163	Sp2g20650	Sdiv_ptg000012l_0765-R
OG0001163	Sp3g04080	Sdiv_ptg000013l_1925-R, Sdiv_ptg000001l_2011-R
OG0001164	Sp3g03860	Sdiv_ptg000001l_2026-R
OG0001164	Sp2g20430	Sdiv_ptg000012l_0780-R
OG0001165	Sp2g20420	Sdiv_ptg000007l_1431-R
OG0001165	Sp3g03870	Sdiv_ptg000012l_0781-R
OG0001166	Sp2g19400	Sdiv_ptg000007l_1363-R
OG0001166	Sp3g05880	Sdiv_ptg000001l_1887-R
OG0001167	Sp3g06180	Sdiv_ptg000001l_1857-R, Sdiv_ptg000013l_1786-R
OG0001167	Sp2g19040	Sdiv_ptg000012l_0882-R
OG0001168	Sp2g16630	Sdiv_ptg000012l_1068-R
OG0001168	Sp7g01280	Sdiv_ptg000027l_0223-R
OG0001169	Sp7g01100	Sdiv_ptg000004l_0079-R
OG0001169	Sp2g16370	Sdiv_ptg000012l_1085-R
OG0001170	Sp7g01060	Sdiv_ptg000027l_0243-R
OG0001170	Sp2g16320	Sdiv_ptg000007l_1139-R, Sdiv_ptg000012l_1091-R
OG0001172	Sp2g15890	Sdiv_ptg000007l_1105-R
OG0001172	Sp2g15900	Sdiv_ptg000007l_1106-R
OG0001173	Sp2g15490	Sdiv_ptg000012l_1155-R
OG0001173	Sp1g11610	Sdiv_ptg000003l_2067-R
OG0001174	Sp1g01120	Sdiv_ptg000009l_2931-R
OG0001176	Sp7g14660	Sdiv_ptg000004l_0692-R
OG0001176	Sp3g15190	Sdiv_ptg000013l_1108-R
OG0001177	Sp3g03220	Sdiv_ptg000010l_0269-R
OG0001178	Sp3g02280	Sdiv_ptg000001l_2135-R
OG0001178	Sp6g26920	Sdiv_ptg000010l_0192-R
OG0001179	Sp3g02160	Sdiv_ptg000001l_2147-R
OG0001179	Sp6g27100	Sdiv_ptg000009l_1129-R
OG0001180	Sp3g02150	Sdiv_ptg000001l_2148-R
OG0001180	Sp6g27120	Sdiv_ptg000009l_1128-R, Sdiv_ptg000010l_0177-R
OG0001181	Sp6g27130	Sdiv_ptg000009l_1127-R
OG0001181	Sp3g02130	Sdiv_ptg000001l_2149-R
OG0001182	Sp3g01800	Sdiv_ptg000001l_2175-R
OG0001182	Sp6g27740	Sdiv_ptg000009l_1076-R
OG0001183	Sp3g01490	Sdiv_ptg000013l_2103-R, Sdiv_ptg000001l_2200-R
OG0001184	Sp6g28170	Sdiv_ptg000010l_1897-R
OG0001185	Sp6g28320	Sdiv_ptg000009l_1024-R
OG0001185	Sp3g01370	Sdiv_ptg000001l_2210-R
OG0001186	Sp1g20470	Sdiv_ptg000003l_0587-R
OG0001186	Sp5g26210	Sdiv_ptg000002l_1444-R, Sdiv_ptg000015l_0703-R
OG0001188	Sp1g21750	Sdiv_ptg000014l_2540-R
OG0001188	Sp5g24960	Sdiv_ptg000015l_0790-R, Sdiv_ptg000002l_1355-R
OG0001190	Sp4g21350	Sdiv_ptg000008l_1296-R
OG0001190	SpUn0366_0010, SpUn0005_0310, SpUn0040_0020	Sdiv_ptg000027l_0047-R, Sdiv_ptg000004l_0270-R
OG0001191	Sp1g00220	Sdiv_ptg000014l_0012-R, Sdiv_ptg000003l_2945-R
OG0001193	Sp6g25490	Sdiv_ptg000009l_1267-R, Sdiv_ptg000010l_0294-R
OG0001194	Sp3g05170	Sdiv_ptg000013l_1856-R
OG0001194	Sp6g25430	Sdiv_ptg000009l_1271-R
OG0001195	Sp3g05140	Sdiv_ptg000013l_1858-R, Sdiv_ptg000001l_1938-R
OG0001196	Sp3g04950	Sdiv_ptg000013l_1868-R
OG0001196	Sp6g25110	Sdiv_ptg000010l_0326-R
OG0001197	Sp6g31460	Sdiv_ptg000009l_0761-R, Sdiv_ptg000010l_2163-R
OG0001198	Sp6g24380	Sdiv_ptg000009l_1349-R
OG0001198	Sp6g17120	Sdiv_ptg000010l_0973-R
OG0001199	Sp6g24030	Sdiv_ptg000009l_1379-R
OG0001200	Sp5g17460	Sdiv_ptg000009l_2818-R, Sdiv_ptg000015l_1207-R
OG0001200	Sp6g23430	Sdiv_ptg000010l_0466-R
OG0001201	Sp6g22710	Sdiv_ptg000009l_2760-R, Sdiv_ptg000010l_0525-R
OG0001202	Sp6g22260	Sdiv_ptg000010l_0557-R
OG0001202	Sp5g16120	Sdiv_ptg000002l_0872-R, Sdiv_ptg000015l_1282-R
OG0001203	Sp6g21960	Sdiv_ptg000009l_2706-R, Sdiv_ptg000010l_0576-R
OG0001204	Sp5g15710	Sdiv_ptg000015l_1301-R
OG0001204	Sp6g21670	Sdiv_ptg000010l_0601-R, Sdiv_ptg000009l_2680-R
OG0001205	Sp6g21410	Sdiv_ptg000009l_2660-R
OG0001205	Sp5g15450	Sdiv_ptg000002l_0835-R
OG0001206	Sp5g14610	Sdiv_ptg000015l_1357-R
