Orthogroup	S_pinnata	E_salsugineum
OG0001656	Stapi.1285s0011, Stapi.10362s0003	Thhalv10019770m.g
OG0001657	Stapi.10484s0001, Stapi.7660s0001	Thhalv10009097m.g
OG0001658	Stapi.2280s0005	Thhalv10017457m.g, Thhalv10009159m.g
OG0001658	Stapi.0479s0022	Thhalv10009739m.g
OG0001659	Stapi.0308s0008	Thhalv10017113m.g
OG0001659	Stapi.4666s0002	Thhalv10008485m.g
OG0001661	Stapi.0347s0022, Stapi.1087s0005	Thhalv10010059m.g, Thhalv10010060m.g
OG0001662	Stapi.0082s0014	Thhalv10018093m.g, Thhalv10018074m.g, Thhalv10018082m.g, Thhalv10018158m.g, Thhalv10018202m.g
OG0001664	Stapi.3075s0005, Stapi.2727s0001, Stapi.9970s0002, Stapi.2727s0004, Stapi.1450s0001, Stapi.10296s0001, Stapi.0112s0020	Thhalv10023392m.g
OG0001665	Stapi.0180s0026	Thhalv10024073m.g
OG0001665	Stapi.8149s0002, Stapi.2727s0005, Stapi.3452s0005, Stapi.4856s0003	Thhalv10008106m.g
OG0001666	Stapi.4597s0002	Thhalv10027660m.g, Thhalv10029146m.g, Thhalv10023305m.g
OG0001668	Stapi.0906s0001	Thhalv10009853m.g
OG0001668	Stapi.26158s0001	Thhalv10028569m.g
OG0001670	Stapi.9982s0002	Thhalv10029153m.g
OG0001671	Stapi.0996s0009, Stapi.3923s0003, Stapi.0996s0008, Stapi.15604s0001	Thhalv10029398m.g, Thhalv10028580m.g, Thhalv10028583m.g, Thhalv10028581m.g
OG0001672	Stapi.0886s0005	Thhalv10012385m.g
OG0001672	Stapi.0492s0003, Stapi.5922s0002	Thhalv10027515m.g
OG0001672	Stapi.0769s0005	Thhalv10028539m.g
OG0001674	Stapi.0037s0033, Stapi.0351s0014	Thhalv10016678m.g
OG0001675	Stapi.0049s0016, Stapi.1310s0005	Thhalv10028837m.g
OG0001677	Stapi.0603s0006	Thhalv10011851m.g
OG0001678	Stapi.22708s0001	Thhalv10012138m.g
OG0001678	Stapi.13992s0002, Stapi.24393s0001, Stapi.6298s0001	Thhalv10023007m.g, Thhalv10011951m.g, Thhalv10012170m.g
OG0001679	Stapi.8318s0002, Stapi.2760s0006, Stapi.0244s0040	Thhalv10018465m.g
OG0001680	Stapi.10211s0004, Stapi.2872s0005, Stapi.2872s0006	Thhalv10009703m.g, Thhalv10010983m.g
OG0001683	Stapi.2188s0008	Thhalv10002837m.g
OG0001683	Stapi.1679s0007, Stapi.7811s0002	Thhalv10018662m.g
OG0001684	Stapi.0628s0006, Stapi.5460s0001, Stapi.3610s0001, Stapi.25630s0001, Stapi.4871s0001, Stapi.1305s0006	Thhalv10003111m.g
OG0001685	Stapi.0186s0012, Stapi.0019s0019, Stapi.1123s0008, Stapi.0447s0005	Thhalv10019192m.g
OG0001686	Stapi.0455s0006, Stapi.0455s0005, Stapi.6662s0003	Thhalv10003390m.g
OG0001687	Stapi.8321s0001, Stapi.8921s0001, Stapi.7191s0001	Thhalv10018065m.g, Thhalv10018054m.g
OG0001691	Stapi.4517s0004, Stapi.1208s0013	Thhalv10013249m.g
OG0001691	Stapi.4517s0003	Thhalv10024953m.g, Thhalv10013264m.g
OG0001692	Stapi.1846s0002, Stapi.14940s0001, Stapi.0731s0002, Stapi.3154s0002, Stapi.0197s0014, Stapi.3123s0002	Thhalv10001158m.g
OG0001694	Stapi.1290s0003, Stapi.3458s0004, Stapi.1290s0006	Thhalv10026998m.g
OG0001696	Stapi.10387s0001	Thhalv10027366m.g, Thhalv10025132m.g
OG0001697	Stapi.1640s0003, Stapi.4316s0004	Thhalv10009802m.g, Thhalv10017914m.g
OG0001711	Stapi.3792s0003	Thhalv10000988m.g
OG0001711	Stapi.6043s0003	Thhalv10025930m.g
OG0001712	Stapi.0290s0021	Thhalv10001199m.g, Thhalv10001105m.g
OG0001713	Stapi.3301s0002	Thhalv10001071m.g, Thhalv10001072m.g
OG0001714	Stapi.6288s0001	Thhalv10001224m.g
OG0001714	Stapi.1616s0005	Thhalv10017082m.g
OG0001715	Stapi.1085s0010	Thhalv10001051m.g
OG0001717	Stapi.0545s0002, Stapi.0282s0011	Thhalv10010330m.g
OG0001721	Stapi.1266s0001	Thhalv10019720m.g
OG0001721	Stapi.2795s0003	Thhalv10001570m.g
OG0001722	Stapi.2774s0002	Thhalv10016948m.g, Thhalv10016963m.g
OG0001722	Stapi.0235s0028, Stapi.1185s0012	Thhalv10029318m.g
OG0001723	Stapi.1734s0001	Thhalv10000356m.g
OG0001724	Stapi.1938s0003, Stapi.4410s0005	Thhalv10000339m.g
OG0001725	Stapi.5131s0004	Thhalv10000328m.g
OG0001726	Stapi.12295s0002	Thhalv10000334m.g
OG0001727	Stapi.8440s0001	Thhalv10025341m.g
OG0001728	Stapi.5449s0002, Stapi.5129s0002, Stapi.3406s0002	Thhalv10000261m.g
OG0001729	Stapi.0173s0003	Thhalv10010943m.g
OG0001729	Stapi.7029s0002, Stapi.1582s0007	Thhalv10016633m.g
OG0001730	Stapi.1328s0004	Thhalv10002364m.g, Thhalv10000659m.g, Thhalv10002362m.g, Thhalv10000720m.g, Thhalv10002361m.g, Thhalv10000576m.g
OG0001732	Stapi.0177s0010, Stapi.0043s0012, Stapi.0043s0013	Thhalv10017487m.g
OG0001733	Stapi.0092s0007, Stapi.0246s0005, Stapi.0893s0002	Thhalv10023321m.g
OG0001734	Stapi.0081s0014, Stapi.0224s0004	Thhalv10002862m.g, Thhalv10002124m.g
OG0001737	Stapi.13616s0002	Thhalv10010740m.g
OG0001738	Stapi.4648s0002, Stapi.4648s0001, Stapi.1540s0001, Stapi.4072s0005	Thhalv10016410m.g
OG0001739	Stapi.4342s0003	Thhalv10023484m.g
OG0001739	Stapi.2031s0007	Thhalv10010411m.g
OG0001740	Stapi.0831s0008	Thhalv10010568m.g
OG0001741	Stapi.7041s0003	Thhalv10017969m.g
OG0001742	Stapi.0345s0017, Stapi.0210s0024, Stapi.0789s0019, Stapi.0420s0006, Stapi.1708s0005	Thhalv10017172m.g
OG0001743	Stapi.7970s0002	Thhalv10017301m.g
OG0001743	Stapi.3826s0005	Thhalv10010755m.g
OG0001744	Stapi.1752s0007, Stapi.1071s0016	Thhalv10010379m.g, Thhalv10010378m.g
OG0001745	Stapi.8532s0001	Thhalv10008500m.g
OG0001745	Stapi.1111s0009	Thhalv10017084m.g
OG0001746	Stapi.6317s0002	Thhalv10006337m.g
OG0001747	Stapi.2528s0003, Stapi.2162s0003, Stapi.5742s0003, Stapi.10332s0002	Thhalv10017638m.g
OG0001748	Stapi.3183s0005	Thhalv10009096m.g
OG0001749	Stapi.0515s0002	Thhalv10016959m.g
OG0001749	Stapi.16255s0001	Thhalv10008389m.g
OG0001750	Stapi.2142s0002	Thhalv10028422m.g
OG0001750	Stapi.0918s0004, Stapi.16209s0001	Thhalv10029240m.g, Thhalv10028438m.g
OG0001751	Stapi.0496s0003	Thhalv10029132m.g
OG0001752	Stapi.1271s0007	Thhalv10028777m.g
OG0001753	Stapi.0290s0010	Thhalv10028674m.g
OG0001753	Stapi.7716s0001	Thhalv10025256m.g
OG0001754	Stapi.2683s0008, Stapi.0043s0018, Stapi.2960s0005	Thhalv10029101m.g
OG0001755	Stapi.9757s0001	Thhalv10023730m.g
OG0001755	Stapi.1963s0004, Stapi.2683s0004	Thhalv10029291m.g
OG0001756	Stapi.0418s0006, Stapi.3006s0006	Thhalv10029424m.g, Thhalv10029142m.g, Thhalv10029381m.g, Thhalv10029147m.g
OG0001757	Stapi.0161s0034, Stapi.1646s0007	Thhalv10009214m.g, Thhalv10009215m.g
OG0001758	Stapi.1008s0003	Thhalv10019611m.g, Thhalv10019457m.g
OG0001759	Stapi.0184s0018, Stapi.9428s0002, Stapi.2845s0008, Stapi.2845s0004, Stapi.2845s0009, Stapi.0128s0018	Thhalv10028534m.g, Thhalv10028254m.g, Thhalv10023179m.g
OG0001760	Stapi.13771s0001	Thhalv10024473m.g, Thhalv10024400m.g, Thhalv10024467m.g
OG0001760	Stapi.0909s0013	Thhalv10024443m.g, Thhalv10027661m.g, Thhalv10018259m.g
OG0001761	Stapi.3663s0003, Stapi.6032s0001, Stapi.9741s0001, Stapi.2739s0005	Thhalv10002069m.g, Thhalv10022346m.g, Thhalv10003428m.g
OG0001762	Stapi.0751s0007, Stapi.0488s0011, Stapi.0184s0012	Thhalv10028523m.g
OG0001764	Stapi.7793s0001	Thhalv10025633m.g
OG0001766	Stapi.23903s0001, Stapi.23044s0001	Thhalv10000262m.g
OG0001767	Stapi.7188s0002	Thhalv10000204m.g
OG0001768	Stapi.3491s0001	Thhalv10000164m.g
OG0001770	Stapi.1540s0003	Thhalv10017602m.g
OG0001770	Stapi.9169s0001	Thhalv10010921m.g
OG0001771	Stapi.9712s0003	Thhalv10017712m.g
OG0001771	Stapi.3562s0001	Thhalv10011166m.g, Thhalv10022946m.g
OG0001772	Stapi.2133s0006	Thhalv10017048m.g
OG0001773	Stapi.3303s0003	Thhalv10006029m.g
OG0001775	Stapi.10339s0001, Stapi.1150s0008	Thhalv10005885m.g
OG0001776	Stapi.7905s0002, Stapi.4482s0002	Thhalv10001531m.g
OG0001777	Stapi.0741s0022	Thhalv10006083m.g
OG0001778	Stapi.4235s0004	Thhalv10005854m.g
OG0001779	Stapi.16680s0001, Stapi.18278s0001	Thhalv10006479m.g
OG0001780	Stapi.16501s0001	Thhalv10006276m.g
OG0001781	Stapi.16565s0001, Stapi.31563s0001	Thhalv10001387m.g
OG0001783	Stapi.10070s0001	Thhalv10001640m.g
OG0001784	Stapi.0390s0002	Thhalv10008660m.g
OG0001785	Stapi.25009s0001	Thhalv10006504m.g
OG0001786	Stapi.30548s0001	Thhalv10001443m.g
OG0001787	Stapi.0155s0043	Thhalv10001544m.g
OG0001788	Stapi.7469s0002	Thhalv10001751m.g
OG0001788	Stapi.0986s0002	Thhalv10027011m.g
OG0001790	Stapi.20555s0001	Thhalv10006266m.g
OG0001791	Stapi.26429s0001	Thhalv10006347m.g
OG0001792	Stapi.10077s0001	Thhalv10018828m.g
OG0001792	Stapi.10050s0002	Thhalv10009473m.g
OG0001793	Stapi.12207s0001	Thhalv10018771m.g
OG0001794	Stapi.7111s0001	Thhalv10007894m.g
OG0001795	Stapi.6927s0001, Stapi.10984s0001, Stapi.0725s0016, Stapi.1292s0007, Stapi.25020s0001	Thhalv10008456m.g
OG0001796	Stapi.0244s0017	Thhalv10018995m.g
OG0001797	Stapi.1057s0014	Thhalv10008928m.g
OG0001797	Stapi.0244s0014	Thhalv10019247m.g
OG0001799	Stapi.3958s0003	Thhalv10018328m.g, Thhalv10007178m.g
OG0001800	Stapi.1294s0010	Thhalv10018474m.g
OG0001801	Stapi.3483s0005, Stapi.0054s0018	Thhalv10008530m.g
OG0001802	Stapi.2387s0003, Stapi.4074s0004	Thhalv10009500m.g
OG0001803	Stapi.1103s0008, Stapi.2189s0002, Stapi.0020s0006	Thhalv10019566m.g
OG0001804	Stapi.1502s0004, Stapi.5540s0002	Thhalv10018875m.g
OG0001805	Stapi.7251s0002	Thhalv10016229m.g
OG0001805	Stapi.0139s0006	Thhalv10016342m.g, Thhalv10002794m.g
OG0001805	Stapi.7398s0001	Thhalv10016220m.g
OG0001806	Stapi.5261s0001	Thhalv10015811m.g
OG0001808	Stapi.0034s0042	Thhalv10018905m.g
OG0001809	Stapi.1078s0020, Stapi.1701s0012	Thhalv10006582m.g
OG0001810	Stapi.8558s0001, Stapi.0643s0008	Thhalv10007853m.g
OG0001810	Stapi.3925s0003, Stapi.0874s0006	Thhalv10009717m.g
OG0001811	Stapi.4531s0007	Thhalv10015558m.g
OG0001812	Stapi.2170s0004, Stapi.2170s0005	Thhalv10009870m.g
OG0001813	Stapi.0949s0001, Stapi.2323s0003, Stapi.1364s0007, Stapi.0045s0044	Thhalv10009426m.g
OG0001814	Stapi.15087s0001, Stapi.15087s0002	Thhalv10029123m.g
OG0001815	Stapi.8402s0001, Stapi.0317s0006	Thhalv10009986m.g
OG0001816	Stapi.13065s0001, Stapi.0531s0012	Thhalv10003506m.g
OG0001817	Stapi.0692s0001	Thhalv10010248m.g
OG0001819	Stapi.1124s0007	Thhalv10010092m.g
OG0001819	Stapi.16152s0001, Stapi.16319s0001, Stapi.2745s0006	Thhalv10003584m.g
OG0001820	Stapi.1079s0005, Stapi.3744s0005	Thhalv10013001m.g
OG0001821	Stapi.4047s0002	Thhalv10013088m.g
OG0001822	Stapi.10708s0004	Thhalv10004276m.g, Thhalv10018621m.g
OG0001823	Stapi.21903s0001	Thhalv10004227m.g, Thhalv10013557m.g, Thhalv10005179m.g
OG0001824	Stapi.3718s0006, Stapi.16185s0001, Stapi.2884s0009, Stapi.24328s0001, Stapi.2884s0010	Thhalv10003564m.g
OG0001825	Stapi.9964s0003, Stapi.2915s0004, Stapi.10820s0002	Thhalv10003553m.g
OG0001826	Stapi.0244s0028, Stapi.4165s0005	Thhalv10003959m.g
OG0001827	Stapi.2151s0002	Thhalv10010651m.g
OG0001828	Stapi.0512s0009, Stapi.2641s0003	Thhalv10010583m.g
OG0001829	Stapi.4476s0007	Thhalv10008113m.g
OG0001830	Stapi.3009s0003	Thhalv10014155m.g
OG0001831	Stapi.1990s0010	Thhalv10004743m.g
OG0001831	Stapi.6602s0001	Thhalv10014361m.g
OG0001832	Stapi.1872s0002	Thhalv10003960m.g
OG0001832	Stapi.5283s0001	Thhalv10013186m.g
OG0001833	Stapi.2058s0009	Thhalv10004651m.g
OG0001833	Stapi.4610s0007	Thhalv10008281m.g
OG0001834	Stapi.6835s0004	Thhalv10004843m.g
OG0001834	Stapi.3046s0007	Thhalv10014542m.g
OG0001835	Stapi.5391s0004, Stapi.0931s0005	Thhalv10003609m.g
OG0001835	Stapi.0778s0012	Thhalv10012641m.g
OG0001836	Stapi.2931s0001, Stapi.3955s0004, Stapi.0579s0006	Thhalv10012643m.g
OG0001837	Stapi.9648s0001, Stapi.1553s0006	Thhalv10004382m.g
OG0001838	Stapi.2123s0005	Thhalv10019532m.g, Thhalv10008023m.g
OG0001839	Stapi.1647s0014	Thhalv10005038m.g
OG0001840	Stapi.2426s0007	Thhalv10005613m.g
OG0001841	Stapi.1614s0006, Stapi.2984s0001, Stapi.12581s0001	Thhalv10005638m.g, Thhalv10005375m.g
OG0001843	Stapi.2249s0004, Stapi.1879s0004, Stapi.1879s0003	Thhalv10004497m.g
OG0001844	Stapi.4956s0004	Thhalv10005220m.g
OG0001844	Stapi.7821s0001	Thhalv10028314m.g
OG0001845	Stapi.8018s0003, Stapi.2525s0004	Thhalv10004596m.g
OG0001846	Stapi.2944s0004, Stapi.2883s0007	Thhalv10004777m.g
OG0001847	Stapi.9463s0001	Thhalv10005308m.g
OG0001848	Stapi.2434s0014	Thhalv10004106m.g
OG0001849	Stapi.9652s0001, Stapi.9923s0002	Thhalv10005497m.g, Thhalv10015971m.g
OG0001850	Stapi.1870s0001, Stapi.1829s0005, Stapi.1406s0001, Stapi.10729s0002, Stapi.6567s0001, Stapi.0280s0017	Thhalv10005583m.g
OG0001851	Stapi.17638s0001, Stapi.0382s0012	Thhalv10008506m.g
OG0001852	Stapi.0989s0011	Thhalv10008730m.g
OG0001853	Stapi.5512s0001, Stapi.1163s0004	Thhalv10029178m.g
OG0001854	Stapi.0679s0010	Thhalv10013196m.g
OG0001855	Stapi.5071s0002	Thhalv10012517m.g
OG0001856	Stapi.0868s0009, Stapi.1544s0022, Stapi.8164s0001	Thhalv10020554m.g
OG0001857	Stapi.21284s0002	Thhalv10013743m.g
OG0001857	Stapi.31599s0002, Stapi.21284s0001	Thhalv10020900m.g
OG0001858	Stapi.6583s0001	Thhalv10014778m.g
OG0001859	Stapi.0702s0001	Thhalv10013742m.g, Thhalv10020888m.g
OG0001860	Stapi.4236s0001, Stapi.3490s0001	Thhalv10014574m.g
OG0001861	Stapi.1260s0014, Stapi.1300s0004	Thhalv10018292m.g
OG0001862	Stapi.2332s0005, Stapi.2217s0001, Stapi.3424s0002	Thhalv10026763m.g, Thhalv10019124m.g
OG0001863	Stapi.10731s0001, Stapi.1042s0004	Thhalv10006672m.g
OG0001863	Stapi.3020s0005	Thhalv10018058m.g
OG0001864	Stapi.0143s0013, Stapi.0929s0010, Stapi.1724s0008	Thhalv10027791m.g, Thhalv10023859m.g
OG0001865	Stapi.9530s0002	Thhalv10028197m.g, Thhalv10029163m.g
OG0001866	Stapi.7680s0002, Stapi.4500s0006	Thhalv10006521m.g
OG0001869	Stapi.10840s0001	Thhalv10020933m.g
OG0001869	Stapi.3938s0002	Thhalv10014571m.g
OG0001870	Stapi.5757s0002, Stapi.5757s0001	Thhalv10012637m.g
OG0001871	Stapi.1004s0010	Thhalv10015665m.g
OG0001872	Stapi.1004s0001	Thhalv10015536m.g, Thhalv10015653m.g
OG0001873	Stapi.3266s0006	Thhalv10014631m.g
OG0001874	Stapi.0103s0009, Stapi.0045s0026, Stapi.0023s0033, Stapi.0103s0010, Stapi.11043s0001, Stapi.8715s0001	Thhalv10012640m.g
OG0001875	Stapi.3145s0002, Stapi.5512s0004	Thhalv10010953m.g
OG0001876	Stapi.0599s0010	Thhalv10027733m.g
OG0001877	Stapi.5352s0001	Thhalv10003028m.g
OG0001878	Stapi.2499s0001, Stapi.1951s0011, Stapi.5615s0003	Thhalv10012556m.g
OG0001879	Stapi.2219s0008	Thhalv10013846m.g
OG0001880	Stapi.1707s0007	Thhalv10002588m.g
OG0001881	Stapi.13734s0002, Stapi.4408s0003	Thhalv10015366m.g
OG0001882	Stapi.2503s0007, Stapi.5085s0001	Thhalv10014933m.g, Thhalv10014932m.g
OG0001883	Stapi.1693s0006	Thhalv10002686m.g
OG0001883	Stapi.6631s0002	Thhalv10014846m.g
OG0001884	Stapi.1869s0007	Thhalv10014165m.g
OG0001884	Stapi.0480s0011	Thhalv10002613m.g
OG0001885	Stapi.3549s0004	Thhalv10014590m.g
OG0001885	Stapi.1364s0012	Thhalv10010643m.g
OG0001886	Stapi.5927s0002	Thhalv10012050m.g
OG0001886	Stapi.1307s0017, Stapi.5927s0001, Stapi.2622s0002	Thhalv10014775m.g
OG0001887	Stapi.1126s0002	Thhalv10024942m.g
OG0001887	Stapi.7090s0003	Thhalv10013277m.g
OG0001888	Stapi.0145s0010, Stapi.4068s0001	Thhalv10013902m.g
OG0001889	Stapi.1443s0003	Thhalv10025248m.g
OG0001890	Stapi.1443s0007	Thhalv10025097m.g
OG0001890	Stapi.0790s0020	Thhalv10013439m.g
OG0001891	Stapi.0924s0005, Stapi.0444s0011	Thhalv10026251m.g
OG0001892	Stapi.1098s0010	Thhalv10026307m.g, Thhalv10014706m.g
OG0001893	Stapi.0265s0015, Stapi.0626s0006	Thhalv10014994m.g
OG0001894	Stapi.6989s0005, Stapi.3179s0007, Stapi.3179s0006	Thhalv10014624m.g
OG0001895	Stapi.8100s0003	Thhalv10025392m.g
OG0001896	Stapi.0269s0015, Stapi.0810s0004, Stapi.17401s0001, Stapi.0957s0003, Stapi.13708s0001	Thhalv10015178m.g
OG0001897	Stapi.0797s0002, Stapi.0033s0002, Stapi.0033s0003, Stapi.3469s0001, Stapi.1918s0010	Thhalv10012077m.g, Thhalv10003479m.g
OG0001898	Stapi.5774s0006	Thhalv10014824m.g
OG0001898	Stapi.3650s0003	Thhalv10021628m.g
OG0001899	Stapi.0776s0018, Stapi.5442s0002	Thhalv10013038m.g
OG0001899	Stapi.3277s0002, Stapi.0851s0001	Thhalv10013044m.g
OG0001900	Stapi.23259s0001, Stapi.0250s0025, Stapi.0250s0028, Stapi.2446s0012	Thhalv10015810m.g
OG0001901	Stapi.1312s0012, Stapi.31458s0001, Stapi.11299s0003, Stapi.16066s0001, Stapi.0250s0027	Thhalv10012772m.g
OG0001902	Stapi.0224s0017	Thhalv10014040m.g
OG0001902	Stapi.1566s0001	Thhalv10015862m.g
OG0001903	Stapi.2347s0003	Thhalv10012815m.g
OG0001904	Stapi.3957s0005	Thhalv10015520m.g
OG0001904	Stapi.0355s0005	Thhalv10024138m.g
OG0001905	Stapi.5678s0004	Thhalv10014718m.g
OG0001906	Stapi.3343s0007	Thhalv10021405m.g
OG0001907	Stapi.5259s0003	Thhalv10021542m.g
OG0001908	Stapi.9274s0003	Thhalv10020101m.g
OG0001909	Stapi.12654s0001, Stapi.0800s0013, Stapi.1944s0010	Thhalv10012528m.g
OG0001910	Stapi.11801s0001	Thhalv10014156m.g, Thhalv10017808m.g, Thhalv10008935m.g, Thhalv10008332m.g
OG0001912	Stapi.8104s0003	Thhalv10021208m.g
OG0001913	Stapi.20536s0001	Thhalv10014547m.g
OG0001913	Stapi.15190s0001, Stapi.10830s0001	Thhalv10015784m.g
OG0001914	Stapi.2816s0004	Thhalv10020958m.g
OG0001915	Stapi.3857s0008, Stapi.8661s0002	Thhalv10021104m.g
OG0001917	Stapi.0543s0003	Thhalv10000481m.g, Thhalv10002365m.g, Thhalv10000622m.g, Thhalv10000508m.g
OG0001917	Stapi.0543s0001	Thhalv10000544m.g
OG0001920	Stapi.6913s0003	Thhalv10020726m.g
OG0001920	Stapi.4436s0001	Thhalv10011474m.g
OG0001921	Stapi.11227s0001	Thhalv10011977m.g
OG0001922	Stapi.3156s0003, Stapi.0157s0015	Thhalv10021058m.g
OG0001923	Stapi.0820s0008	Thhalv10011534m.g
OG0001924	Stapi.1563s0017	Thhalv10009202m.g, Thhalv10022282m.g
OG0001925	Stapi.0780s0030, Stapi.0118s0001	Thhalv10021518m.g
OG0001925	Stapi.1786s0007	Thhalv10019180m.g
OG0001926	Stapi.4016s0004, Stapi.0022s0071, Stapi.1279s0008	Thhalv10022138m.g, Thhalv10015617m.g
OG0001927	Stapi.2872s0003	Thhalv10011337m.g
OG0001927	Stapi.7303s0001	Thhalv10020350m.g
OG0001928	Stapi.0572s0003	Thhalv10021758m.g
OG0001929	Stapi.0579s0011	Thhalv10011871m.g
OG0001930	Stapi.1744s0003, Stapi.1247s0013	Thhalv10011521m.g
OG0001931	Stapi.2635s0009	Thhalv10020205m.g
OG0001931	Stapi.0736s0010, Stapi.2573s0010	Thhalv10024542m.g
OG0001932	Stapi.1613s0004, Stapi.14567s0002	Thhalv10021534m.g
OG0001933	Stapi.1460s0002	Thhalv10025980m.g
OG0001933	Stapi.0126s0042, Stapi.3127s0003	Thhalv10021310m.g
OG0001934	Stapi.0362s0013, Stapi.0586s0020	Thhalv10026343m.g
OG0001935	Stapi.1881s0016, Stapi.9530s0004	Thhalv10008523m.g, Thhalv10026057m.g
OG0001936	Stapi.1395s0010, Stapi.2108s0005	Thhalv10024691m.g
OG0001940	Stapi.5405s0002, Stapi.18655s0001, Stapi.5250s0005, Stapi.2460s0005, Stapi.0850s0010	Thhalv10027919m.g
OG0001941	Stapi.5023s0005	Thhalv10023428m.g, Thhalv10027736m.g
OG0001942	Stapi.1055s0002	Thhalv10014722m.g
OG0001943	Stapi.3975s0001, Stapi.13903s0001, Stapi.2710s0013	Thhalv10000136m.g, Thhalv10000691m.g
OG0001945	Stapi.2667s0005	Thhalv10026996m.g
OG0001945	Stapi.2651s0002	Thhalv10024341m.g
OG0001946	Stapi.6535s0001, Stapi.16035s0002	Thhalv10026559m.g
OG0001947	Stapi.3305s0005	Thhalv10012356m.g
OG0001948	Stapi.1508s0015, Stapi.0724s0005, Stapi.4597s0001	Thhalv10028126m.g, Thhalv10015379m.g
OG0001951	Stapi.2045s0010, Stapi.1916s0006	Thhalv10013218m.g
OG0001951	Stapi.7235s0003	Thhalv10020487m.g
OG0001952	Stapi.11911s0002	Thhalv10008772m.g
OG0001952	Stapi.10169s0003	Thhalv10029253m.g
OG0001953	Stapi.0387s0020	Thhalv10028917m.g
OG0001954	Stapi.0651s0012, Stapi.1271s0003, Stapi.0651s0011, Stapi.0173s0014	Thhalv10000498m.g
OG0001955	Stapi.24038s0001, Stapi.3130s0012	Thhalv10026628m.g
OG0001956	Stapi.3378s0005, Stapi.12045s0002, Stapi.12045s0003, Stapi.12045s0001	Thhalv10029127m.g, Thhalv10029394m.g
OG0001957	Stapi.0843s0008, Stapi.0843s0006	Thhalv10029296m.g, Thhalv10028535m.g
OG0001958	Stapi.0111s0035	Thhalv10011670m.g
OG0001958	Stapi.2084s0005, Stapi.8940s0001	Thhalv10011638m.g
OG0001959	Stapi.2157s0008	Thhalv10010481m.g
OG0001959	Stapi.7928s0003	Thhalv10004469m.g
OG0001960	Stapi.0991s0002	Thhalv10004972m.g, Thhalv10026362m.g
OG0001961	Stapi.0231s0021, Stapi.0681s0002, Stapi.0019s0006	Thhalv10017460m.g
OG0001962	Stapi.4253s0002, Stapi.0405s0005	Thhalv10017243m.g
OG0001963	Stapi.0115s0022, Stapi.1411s0004	Thhalv10009016m.g
OG0001964	Stapi.0441s0013, Stapi.5319s0002, Stapi.0028s0052	Thhalv10009791m.g
OG0001965	Stapi.0405s0015	Thhalv10009707m.g, Thhalv10017523m.g
OG0001966	Stapi.0364s0034	Thhalv10017278m.g
OG0001967	Stapi.2211s0005, Stapi.0731s0006	Thhalv10016129m.g
OG0001969	Stapi.2675s0003	Thhalv10022586m.g
OG0001970	Stapi.4699s0003	Thhalv10022795m.g
OG0001971	Stapi.16534s0001	Thhalv10025418m.g
OG0001972	Stapi.1649s0001	Thhalv10024280m.g
OG0001972	Stapi.2674s0001	Thhalv10022448m.g
OG0001973	Stapi.25844s0001, Stapi.2843s0005, Stapi.8830s0005, Stapi.8830s0001, Stapi.16725s0002	Thhalv10024339m.g
OG0001974	Stapi.4042s0001, Stapi.1177s0004	Thhalv10024694m.g
OG0001975	Stapi.0006s0022, Stapi.0030s0009	Thhalv10001934m.g
OG0001976	Stapi.14958s0002	Thhalv10020437m.g
OG0001977	Stapi.0095s0023, Stapi.0095s0029	Thhalv10015246m.g
OG0001978	Stapi.5813s0001	Thhalv10019904m.g
OG0001979	Stapi.1649s0008, Stapi.4697s0002, Stapi.2213s0003	Thhalv10023209m.g
OG0001980	Stapi.2700s0001, Stapi.5887s0001, Stapi.0026s0004, Stapi.1284s0007	Thhalv10029493m.g
OG0001982	Stapi.0421s0009	Thhalv10002997m.g, Thhalv10022839m.g
OG0001986	Stapi.0356s0022, Stapi.3813s0002, Stapi.0431s0021	Thhalv10003873m.g
OG0001987	Stapi.6496s0002	Thhalv10003534m.g
OG0001987	Stapi.6504s0002, Stapi.8018s0001	Thhalv10011187m.g, Thhalv10003530m.g
OG0001988	Stapi.2340s0004, Stapi.0915s0015	Thhalv10010256m.g
OG0001989	Stapi.2532s0001	Thhalv10004290m.g
OG0001989	Stapi.4572s0002	Thhalv10002017m.g
OG0001990	Stapi.0153s0019, Stapi.0071s0024	Thhalv10002820m.g
OG0001990	Stapi.0071s0032, Stapi.0071s0034	Thhalv10003112m.g
OG0001992	Stapi.4161s0002	Thhalv10017377m.g, Thhalv10017285m.g
OG0001993	Stapi.0288s0012	Thhalv10028160m.g
OG0001993	Stapi.0609s0006, Stapi.0609s0009, Stapi.1759s0004, Stapi.2941s0010	Thhalv10028144m.g
OG0001993	Stapi.2941s0006	Thhalv10028221m.g
OG0001995	Stapi.0991s0013	Thhalv10023322m.g, Thhalv10024158m.g, Thhalv10024169m.g, Thhalv10023925m.g
OG0001996	Stapi.10128s0001	Thhalv10023544m.g
OG0001997	Stapi.1224s0002, Stapi.4631s0001, Stapi.5739s0002	Thhalv10023246m.g, Thhalv10023263m.g, Thhalv10000112m.g
OG0001997	Stapi.3295s0004	Thhalv10023255m.g
OG0001998	Stapi.2130s0004	Thhalv10008327m.g
OG0001999	Stapi.0460s0018, Stapi.2354s0005, Stapi.0533s0006, Stapi.4859s0003, Stapi.0231s0001, Stapi.2164s0006, Stapi.0533s0005	Thhalv10024055m.g
