Orthogroup	S_diversifolius	S_pinnata
OG0001338	Sdiv_ptg000004l_2188-R	Stapi.8684s0004
OG0001338	Sdiv_ptg000005l_1873-R, Sdiv_ptg000005l_1875-R, Sdiv_ptg000004l_2187-R	Stapi.8684s0006
OG0001339	Sdiv_ptg000004l_0748-R, Sdiv_ptg000005l_0443-R	Stapi.2445s0003, Stapi.3589s0001, Stapi.2445s0002, Stapi.2506s0004
OG0001340	Sdiv_ptg000010l_1146-R	Stapi.2056s0005, Stapi.1450s0011, Stapi.1899s0004, Stapi.7868s0001, Stapi.14396s0001, Stapi.7777s0003, Stapi.1363s0007, Stapi.2303s0003, Stapi.1978s0008, Stapi.1363s0003, Stapi.9910s0002
OG0001345	Sdiv_ptg000009l_2200-R	Stapi.3641s0004, Stapi.10308s0001
OG0001354	Sdiv_ptg000005l_0502-R, Sdiv_ptg000004l_0809-R	Stapi.0708s0012
OG0001355	Sdiv_ptg000004l_0816-R	Stapi.7712s0001
OG0001355	Sdiv_ptg000012l_1449-R	Stapi.2972s0005
OG0001356	Sdiv_ptg000007l_0676-R	Stapi.0972s0001, Stapi.2692s0001, Stapi.0706s0007, Stapi.13521s0001, Stapi.5811s0002
OG0001357	Sdiv_ptg000003l_1093-R	Stapi.4869s0002, Stapi.1364s0003
OG0001358	Sdiv_ptg000004l_1021-R	Stapi.7639s0005, Stapi.28025s0001
OG0001360	Sdiv_ptg000008l_0343-R	Stapi.0483s0008
OG0001361	Sdiv_ptg000008l_0330-R, Sdiv_ptg000022l_0329-R	Stapi.3029s0005
OG0001363	Sdiv_ptg000004l_1824-R, Sdiv_ptg000008l_0293-R	Stapi.0696s0005, Stapi.8042s0002
OG0001364	Sdiv_ptg000001l_0408-R	Stapi.3640s0003, Stapi.8400s0001
OG0001365	Sdiv_ptg000004l_1751-R	Stapi.1479s0014
OG0001366	Sdiv_ptg000008l_0184-R	Stapi.3074s0001
OG0001367	Sdiv_ptg000008l_0179-R	Stapi.4519s0002
OG0001368	Sdiv_ptg000022l_0166-R	Stapi.4206s0003, Stapi.11808s0001
OG0001370	Sdiv_ptg000002l_0143-R	Stapi.6642s0001
OG0001371	Sdiv_ptg000015l_1950-R	Stapi.3776s0001, Stapi.3776s0002
OG0001372	Sdiv_ptg000008l_1344-R	Stapi.2223s0002, Stapi.3562s0007
OG0001374	Sdiv_ptg000008l_1281-R, Sdiv_ptg000002l_1977-R	Stapi.10806s0001
OG0001375	Sdiv_ptg000022l_1369-R	Stapi.2104s0004
OG0001375	Sdiv_ptg000015l_1808-R, Sdiv_ptg000002l_0300-R	Stapi.0831s0007
OG0001376	Sdiv_ptg000022l_1245-R	Stapi.2166s0001
OG0001376	Sdiv_ptg000015l_1757-R	Stapi.0044s0028
OG0001377	Sdiv_ptg000015l_1752-R	Stapi.3515s0004
OG0001377	Sdiv_ptg000022l_1238-R	Stapi.3292s0005
OG0001378	Sdiv_ptg000008l_1077-R	Stapi.6081s0001
OG0001378	Sdiv_ptg000008l_1076-R	Stapi.0307s0002
OG0001379	Sdiv_ptg000003l_1706-R	Stapi.1018s0003
OG0001379	Sdiv_ptg000008l_1062-R	Stapi.3749s0004
OG0001380	Sdiv_ptg000022l_1127-R	Stapi.1041s0007, Stapi.0286s0002
OG0001381	Sdiv_ptg000014l_2125-R	Stapi.0534s0003, Stapi.0391s0007, Stapi.2094s0006, Stapi.0376s0004
OG0001382	Sdiv_ptg000022l_1065-R	Stapi.15595s0001
OG0001382	Sdiv_ptg000003l_1016-R	Stapi.2732s0010
OG0001383	Sdiv_ptg000008l_0990-R	Stapi.5402s0002
OG0001384	Sdiv_ptg000022l_0964-R	Stapi.0917s0003
OG0001385	Sdiv_ptg000008l_0877-R, Sdiv_ptg000022l_0943-R	Stapi.1807s0004
OG0001386	Sdiv_ptg000009l_1614-R	Stapi.2314s0002
OG0001386	Sdiv_ptg000004l_1180-R, Sdiv_ptg000005l_0866-R	Stapi.0593s0028
OG0001387	Sdiv_ptg000010l_1602-R	Stapi.1335s0002, Stapi.1555s0001, Stapi.23812s0001, Stapi.25111s0002, Stapi.4867s0002, Stapi.11180s0002, Stapi.4080s0003
OG0001388	Sdiv_ptg000010l_1516-R	Stapi.0459s0011
OG0001388	Sdiv_ptg000003l_1240-R	Stapi.0566s0011
OG0001389	Sdiv_ptg000008l_0046-R, Sdiv_ptg000004l_2319-R, Sdiv_ptg000005l_2014-R	Stapi.7793s0004, Stapi.5721s0001
OG0001390	Sdiv_ptg000022l_0058-R	Stapi.4624s0001
OG0001391	Sdiv_ptg000005l_1989-R	Stapi.3289s0002
OG0001392	Sdiv_ptg000005l_1982-R	Stapi.23087s0001
OG0001393	Sdiv_ptg000012l_2039-R	Stapi.18264s0001
OG0001393	Sdiv_ptg000004l_2238-R, Sdiv_ptg000005l_1930-R	Stapi.9672s0001
OG0001395	Sdiv_ptg000008l_1519-R, Sdiv_ptg000022l_1635-R	Stapi.7786s0007
OG0001396	Sdiv_ptg000008l_1522-R	Stapi.0063s0037
OG0001396	Sdiv_ptg000015l_2056-R	Stapi.3097s0005
OG0001397	Sdiv_ptg000022l_1629-R	Stapi.17858s0001
OG0001398	Sdiv_ptg000018l_0338-R, Sdiv_ptg000022l_1687-R	Stapi.0970s0004
OG0001400	Sdiv_ptg000015l_2163-R	Stapi.4785s0005
OG0001401	Sdiv_ptg000022l_1826-R, Sdiv_ptg000018l_0208-R	Stapi.4579s0002
OG0001403	Sdiv_ptg000016l_0137-R	Stapi.24059s0001
OG0001404	Sdiv_ptg000015l_2264-R, Sdiv_ptg000016l_0161-R, Sdiv_ptg000018l_0156-R	Stapi.28758s0002
OG0001405	Sdiv_ptg000018l_0115-R	Stapi.7735s0001, Stapi.1531s0006, Stapi.16691s0001
OG0001407	Sdiv_ptg000003l_0508-R, Sdiv_ptg000014l_2693-R, Sdiv_ptg000015l_0237-R	Stapi.9592s0001, Stapi.2511s0003
OG0001408	Sdiv_ptg000002l_1941-R	Stapi.5821s0004
OG0001408	Sdiv_ptg000014l_2681-R, Sdiv_ptg000003l_0521-R	Stapi.6257s0004
OG0001409	Sdiv_ptg000014l_2632-R, Sdiv_ptg000003l_0579-R	Stapi.3910s0004
OG0001410	Sdiv_ptg000015l_0739-R, Sdiv_ptg000002l_1407-R	Stapi.3909s0004
OG0001411	Sdiv_ptg000002l_1323-R	Stapi.4003s0003
OG0001412	Sdiv_ptg000001l_2150-R	Stapi.8164s0003
OG0001413	Sdiv_ptg000014l_2458-R	Stapi.6717s0001
OG0001413	Sdiv_ptg000002l_1251-R	Stapi.7728s0003, Stapi.2797s0004
OG0001414	Sdiv_ptg000003l_0808-R, Sdiv_ptg000014l_2402-R	Stapi.12702s0001, Stapi.7992s0004
OG0001415	Sdiv_ptg000022l_1001-R	Stapi.1533s0001
OG0001415	Sdiv_ptg000014l_2299-R, Sdiv_ptg000003l_0897-R	Stapi.2500s0004
OG0001416	Sdiv_ptg000003l_0937-R, Sdiv_ptg000027l_0064-R	Stapi.10395s0001
OG0001417	Sdiv_ptg000003l_1039-R	Stapi.2874s0006
OG0001418	Sdiv_ptg000003l_1113-R	Stapi.2963s0001
OG0001418	Sdiv_ptg000014l_2087-R	Stapi.5580s0001
OG0001419	Sdiv_ptg000013l_1161-R, Sdiv_ptg000001l_1217-R, Sdiv_ptg000009l_0488-R	Stapi.8229s0002
OG0001422	Sdiv_ptg000002l_0595-R	Stapi.2988s0002
OG0001423	Sdiv_ptg000002l_0596-R	Stapi.2988s0001, Stapi.16492s0001
OG0001424	Sdiv_ptg000002l_0612-R	Stapi.2655s0007
OG0001425	Sdiv_ptg000002l_0613-R	Stapi.2266s0002
OG0001426	Sdiv_ptg000009l_0627-R	Stapi.1079s0008, Stapi.2948s0001
OG0001427	Sdiv_ptg000010l_2321-R	Stapi.1054s0007
OG0001428	Sdiv_ptg000009l_0609-R, Sdiv_ptg000010l_2318-R	Stapi.1054s0011
OG0001429	Sdiv_ptg000007l_1975-R	Stapi.3755s0005
OG0001430	Sdiv_ptg000007l_1952-R, Sdiv_ptg000012l_0213-R	Stapi.23876s0001
OG0001433	Sdiv_ptg000010l_2347-R	Stapi.1869s0001
OG0001434	Sdiv_ptg000012l_0309-R	Stapi.9493s0002
OG0001434	Sdiv_ptg000010l_2388-R	Stapi.0802s0018
OG0001435	Sdiv_ptg000012l_0322-R, Sdiv_ptg000007l_1867-R	Stapi.9286s0001
OG0001435	Sdiv_ptg000015l_1445-R	Stapi.0926s0010, Stapi.2127s0004
OG0001436	Sdiv_ptg000007l_1643-R	Stapi.1652s0006
OG0001437	Sdiv_ptg000015l_1509-R	Stapi.0538s0012, Stapi.6321s0005
OG0001438	Sdiv_ptg000009l_0693-R	Stapi.4604s0003
OG0001439	Sdiv_ptg000012l_0680-R, Sdiv_ptg000012l_0679-R	Stapi.2876s0008
OG0001441	Sdiv_ptg000001l_0884-R	Stapi.0255s0022
OG0001442	Sdiv_ptg000007l_1498-R, Sdiv_ptg000012l_0710-R	Stapi.2136s0004
OG0001443	Sdiv_ptg000012l_0729-R	Stapi.8306s0003, Stapi.30049s0001
OG0001444	Sdiv_ptg000007l_1470-R, Sdiv_ptg000012l_0738-R, Sdiv_ptg000001l_1976-R	Stapi.6643s0001
OG0001445	Sdiv_ptg000013l_1899-R, Sdiv_ptg000001l_1988-R, Sdiv_ptg000012l_0745-R	Stapi.2966s0005
OG0001446	Sdiv_ptg000012l_0749-R	Stapi.2553s0012, Stapi.2713s0015, Stapi.2966s0012
OG0001447	Sdiv_ptg000013l_1942-R	Stapi.1912s0003, Stapi.23936s0001
OG0001448	Sdiv_ptg000007l_1432-R, Sdiv_ptg000001l_2026-R	Stapi.1912s0002
OG0001448	Sdiv_ptg000012l_0780-R	Stapi.2563s0004
OG0001449	Sdiv_ptg000007l_1372-R	Stapi.6668s0003
OG0001449	Sdiv_ptg000013l_1821-R	Stapi.0862s0006
OG0001450	Sdiv_ptg000012l_0847-R	Stapi.5541s0003, Stapi.0341s0007
OG0001450	Sdiv_ptg000009l_2861-R	Stapi.0891s0003
OG0001451	Sdiv_ptg000012l_0882-R	Stapi.5142s0004
OG0001452	Sdiv_ptg000012l_0980-R	Stapi.11717s0001, Stapi.6368s0003
OG0001453	Sdiv_ptg000004l_0138-R	Stapi.2849s0003
OG0001454	Sdiv_ptg000027l_0204-R	Stapi.4674s0001
OG0001455	Sdiv_ptg000012l_1068-R	Stapi.0505s0015
OG0001456	Sdiv_ptg000003l_2067-R	Stapi.2693s0004, Stapi.1193s0018
OG0001457	Sdiv_ptg000009l_2927-R	Stapi.18064s0001
OG0001458	Sdiv_ptg000003l_2867-R	Stapi.14980s0001
OG0001459	Sdiv_ptg000003l_2831-R, Sdiv_ptg000014l_0125-R	Stapi.21247s0001
OG0001460	Sdiv_ptg000009l_2831-R	Stapi.0763s0003
OG0001460	Sdiv_ptg000014l_0130-R	Stapi.3788s0004
OG0001460	Sdiv_ptg000003l_2825-R	Stapi.6097s0003
OG0001462	Sdiv_ptg000010l_0212-R	Stapi.0786s0007
OG0001462	Sdiv_ptg000013l_2037-R	Stapi.15942s0002
OG0001463	Sdiv_ptg000014l_0170-R	Stapi.0308s0025
OG0001464	Sdiv_ptg000001l_2175-R	Stapi.10840s0002
OG0001464	Sdiv_ptg000009l_1076-R	Stapi.3938s0003
OG0001465	Sdiv_ptg000009l_1047-R	Stapi.8177s0001
OG0001466	Sdiv_ptg000013l_2103-R, Sdiv_ptg000001l_2200-R	Stapi.0702s0007
OG0001468	Sdiv_ptg000002l_1369-R	Stapi.0237s0029
OG0001468	Sdiv_ptg000004l_0102-R	Stapi.16020s0001, Stapi.0937s0003
OG0001469	Sdiv_ptg000002l_1329-R	Stapi.1909s0001
OG0001469	Sdiv_ptg000015l_0820-R	Stapi.0935s0004
OG0001470	Sdiv_ptg000027l_0047-R	Stapi.0111s0023
OG0001470	Sdiv_ptg000004l_0270-R	Stapi.3294s0002
OG0001471	Sdiv_ptg000009l_1918-R	Stapi.0063s0014
OG0001472	Sdiv_ptg000009l_2915-R, Sdiv_ptg000010l_0089-R	Stapi.25722s0001
OG0001472	Sdiv_ptg000014l_0086-R	Stapi.14575s0001
OG0001473	Sdiv_ptg000010l_0098-R, Sdiv_ptg000009l_2906-R	Stapi.11888s0001, Stapi.11888s0002, Stapi.15605s0002, Stapi.22511s0001
OG0001475	Sdiv_ptg000002l_0872-R, Sdiv_ptg000015l_1282-R	Stapi.0082s0013
OG0001475	Sdiv_ptg000010l_0557-R	Stapi.9053s0003
OG0001476	Sdiv_ptg000010l_0623-R	Stapi.8807s0005
OG0001478	Sdiv_ptg000015l_1357-R	Stapi.1754s0004, Stapi.0382s0009
OG0001480	Sdiv_ptg000010l_0838-R	Stapi.2481s0002
OG0001481	Sdiv_ptg000005l_1112-R	Stapi.17250s0001
OG0001483	Sdiv_ptg000009l_2394-R	Stapi.1757s0009
OG0001484	Sdiv_ptg000010l_1028-R	Stapi.1098s0006
OG0001484	Sdiv_ptg000009l_2255-R	Stapi.4771s0004, Stapi.0012s0001
OG0001485	Sdiv_ptg000005l_1218-R	Stapi.1761s0011, Stapi.1986s0005
OG0001486	Sdiv_ptg000005l_1227-R	Stapi.2812s0002, Stapi.1702s0011, Stapi.1761s0002
OG0001487	Sdiv_ptg000009l_2065-R	Stapi.9775s0001, Stapi.3387s0006, Stapi.1468s0004
OG0001488	Sdiv_ptg000010l_1981-R, Sdiv_ptg000001l_2269-R, Sdiv_ptg000013l_2162-R	Stapi.22903s0001
OG0001490	Sdiv_ptg000010l_2073-R	Stapi.0851s0018
OG0001490	Sdiv_ptg000013l_1438-R	Stapi.12816s0001
OG0001491	Sdiv_ptg000009l_0770-R	Stapi.6466s0002
OG0001491	Sdiv_ptg000010l_2154-R, Sdiv_ptg000003l_1423-R	Stapi.3960s0001
OG0001493	Sdiv_ptg000009l_0729-R	Stapi.4076s0001
OG0001493	Sdiv_ptg000004l_1973-R	Stapi.0788s0003
OG0001496	Sdiv_ptg000005l_1504-R, Sdiv_ptg000010l_2297-R	Stapi.2948s0002
OG0001497	Sdiv_ptg000010l_2350-R, Sdiv_ptg000009l_0578-R	Stapi.2285s0001
OG0001498	Sdiv_ptg000010l_2365-R	Stapi.2347s0001
OG0001499	Sdiv_ptg000002l_0836-R, Sdiv_ptg000002l_0854-R	Stapi.0622s0009
OG0001501	Sdiv_ptg000013l_1531-R, Sdiv_ptg000001l_1601-R	Stapi.7481s0003
OG0001502	Sdiv_ptg000013l_1586-R, Sdiv_ptg000001l_1653-R	Stapi.9377s0002
OG0001503	Sdiv_ptg000001l_1675-R	Stapi.8104s0002
OG0001504	Sdiv_ptg000010l_2724-R, Sdiv_ptg000009l_0212-R	Stapi.0454s0019, Stapi.9939s0001
OG0001505	Sdiv_ptg000009l_0206-R	Stapi.8631s0002, Stapi.5247s0001
OG0001506	Sdiv_ptg000013l_0095-R, Sdiv_ptg000011l_0096-R	Stapi.5486s0004, Stapi.5524s0001
OG0001507	Sdiv_ptg000009l_0152-R, Sdiv_ptg000010l_2774-R, Sdiv_ptg000001l_1703-R	Stapi.2816s0003
OG0001508	Sdiv_ptg000010l_2813-R	Stapi.3639s0003
OG0001509	Sdiv_ptg000013l_1696-R, Sdiv_ptg000009l_0033-R	Stapi.3857s0005
OG0001510	Sdiv_ptg000022l_0088-R, Sdiv_ptg000022l_0082-R	Stapi.1417s0003
OG0001510	Sdiv_ptg000022l_0061-R	Stapi.5742s0001, Stapi.10947s0001
OG0001511	Sdiv_ptg000004l_2233-R, Sdiv_ptg000005l_1909-R, Sdiv_ptg000022l_0139-R	Stapi.21360s0001, Stapi.4034s0001
OG0001512	Sdiv_ptg000005l_1499-R	Stapi.4288s0003
OG0001512	Sdiv_ptg000004l_1788-R	Stapi.4313s0002
OG0001514	Sdiv_ptg000014l_2883-R, Sdiv_ptg000003l_0057-R	Stapi.17408s0001
OG0001515	Sdiv_ptg000013l_1358-R	Stapi.4477s0001
OG0001515	Sdiv_ptg000001l_1423-R	Stapi.6858s0003
OG0001516	Sdiv_ptg000003l_0087-R	Stapi.4247s0005
OG0001516	Sdiv_ptg000013l_1339-R, Sdiv_ptg000001l_1408-R	Stapi.0807s0007
OG0001517	Sdiv_ptg000001l_1264-R	Stapi.2264s0001, Stapi.10095s0003
OG0001518	Sdiv_ptg000001l_1251-R	Stapi.2304s0004
OG0001519	Sdiv_ptg000013l_1144-R	Stapi.0118s0026, Stapi.0118s0012
OG0001520	Sdiv_ptg000014l_1667-R	Stapi.5175s0001, Stapi.1644s0004
OG0001521	Sdiv_ptg000001l_1128-R	Stapi.2762s0002
OG0001521	Sdiv_ptg000014l_1657-R	Stapi.3137s0003
OG0001522	Sdiv_ptg000013l_1011-R	Stapi.2382s0014, Stapi.2609s0005, Stapi.5623s0002
OG0001523	Sdiv_ptg000014l_1630-R	Stapi.0846s0003
OG0001523	Sdiv_ptg000001l_1074-R	Stapi.23495s0001
OG0001524	Sdiv_ptg000001l_1067-R	Stapi.4832s0001
OG0001525	Sdiv_ptg000001l_0987-R, Sdiv_ptg000013l_0933-R, Sdiv_ptg000004l_1987-R	Stapi.1059s0011, Stapi.7033s0004
OG0001526	Sdiv_ptg000001l_0961-R	Stapi.2847s0001
OG0001526	Sdiv_ptg000013l_0905-R	Stapi.0587s0016
OG0001527	Sdiv_ptg000013l_0860-R	Stapi.1216s0011
OG0001527	Sdiv_ptg000013l_0859-R	Stapi.3015s0001, Stapi.6745s0002
OG0001528	Sdiv_ptg000013l_0800-R	Stapi.4134s0005, Stapi.0943s0008
OG0001528	Sdiv_ptg000003l_1720-R	Stapi.1853s0008
OG0001529	Sdiv_ptg000003l_1723-R	Stapi.1853s0003
OG0001529	Sdiv_ptg000014l_1461-R	Stapi.1720s0007
OG0001530	Sdiv_ptg000013l_0749-R	Stapi.3214s0002
OG0001530	Sdiv_ptg000005l_0318-R	Stapi.6542s0001
OG0001531	Sdiv_ptg000001l_0783-R	Stapi.1460s0009, Stapi.10032s0003
OG0001531	Sdiv_ptg000005l_0292-R	Stapi.0694s0011
OG0001532	Sdiv_ptg000001l_0753-R	Stapi.0586s0012
OG0001532	Sdiv_ptg000013l_0700-R	Stapi.2338s0003
OG0001533	Sdiv_ptg000001l_0707-R	Stapi.1884s0002
OG0001533	Sdiv_ptg000013l_0667-R	Stapi.1043s0008
OG0001534	Sdiv_ptg000005l_0228-R	Stapi.0890s0011
OG0001534	Sdiv_ptg000013l_0632-R	Stapi.0049s0025, Stapi.1418s0001
OG0001536	Sdiv_ptg000001l_0579-R	Stapi.0657s0002, Stapi.1719s0003
OG0001538	Sdiv_ptg000001l_0551-R	Stapi.1731s0003, Stapi.10104s0002
OG0001538	Sdiv_ptg000013l_0520-R	Stapi.0348s0005
OG0001539	Sdiv_ptg000004l_1425-R	Stapi.0340s0020, Stapi.3897s0002
OG0001541	Sdiv_ptg000004l_0011-R	Stapi.3576s0009
OG0001543	Sdiv_ptg000008l_0797-R	Stapi.13538s0001, Stapi.0071s0031, Stapi.0777s0013, Stapi.0405s0006
OG0001544	Sdiv_ptg000005l_1459-R	Stapi.1312s0001
OG0001545	Sdiv_ptg000005l_1385-R	Stapi.6390s0001
OG0001546	Sdiv_ptg000005l_1273-R	Stapi.0719s0005
OG0001547	Sdiv_ptg000005l_1260-R	Stapi.6663s0002
OG0001548	Sdiv_ptg000003l_1590-R	Stapi.0576s0020
OG0001548	Sdiv_ptg000014l_1458-R	Stapi.0950s0006
OG0001549	Sdiv_ptg000004l_0202-R	Stapi.1508s0012
OG0001549	Sdiv_ptg000015l_0988-R	Stapi.0677s0005
OG0001552	Sdiv_ptg000013l_2167-R	Stapi.5720s0001
OG0001552	Sdiv_ptg000010l_1990-R	Stapi.5645s0001, Stapi.5774s0001
OG0001553	Sdiv_ptg000010l_1963-R	Stapi.0819s0010
OG0001554	Sdiv_ptg000009l_0980-R	Stapi.2684s0002
OG0001554	Sdiv_ptg000001l_0251-R	Stapi.0926s0002
OG0001555	Sdiv_ptg000009l_1485-R, Sdiv_ptg000010l_1757-R, Sdiv_ptg000014l_0168-R	Stapi.12772s0001
OG0001556	Sdiv_ptg000004l_1083-R	Stapi.3270s0003, Stapi.3898s0008
OG0001558	Sdiv_ptg000005l_0827-R	Stapi.3130s0002
OG0001558	Sdiv_ptg000010l_1679-R	Stapi.0370s0011
OG0001559	Sdiv_ptg000009l_1580-R	Stapi.1864s0005
OG0001560	Sdiv_ptg000001l_1252-R	Stapi.6901s0003, Stapi.2304s0005
OG0001561	Sdiv_ptg000003l_2563-R	Stapi.9411s0003
OG0001561	Sdiv_ptg000008l_0696-R	Stapi.4381s0004
OG0001562	Sdiv_ptg000022l_0913-R	Stapi.1405s0011
OG0001563	Sdiv_ptg000022l_0899-R	Stapi.4253s0001
OG0001564	Sdiv_ptg000008l_0782-R	Stapi.0115s0018
OG0001565	Sdiv_ptg000014l_0293-R	Stapi.1215s0010
OG0001565	Sdiv_ptg000022l_0833-R	Stapi.0364s0004
OG0001566	Sdiv_ptg000022l_0807-R	Stapi.1390s0002
OG0001566	Sdiv_ptg000008l_0837-R	Stapi.9974s0002
OG0001566	Sdiv_ptg000022l_0838-R	Stapi.0364s0022
OG0001567	Sdiv_ptg000005l_1777-R	Stapi.4530s0002
OG0001567	Sdiv_ptg000013l_0209-R	Stapi.11769s0001
OG0001568	Sdiv_ptg000003l_0418-R	Stapi.2505s0001
OG0001569	Sdiv_ptg000004l_2020-R	Stapi.8100s0001
OG0001570	Sdiv_ptg000001l_0332-R	Stapi.3096s0001, Stapi.4307s0005
OG0001571	Sdiv_ptg000007l_0404-R, Sdiv_ptg000007l_0402-R, Sdiv_ptg000007l_0403-R, Sdiv_ptg000007l_0405-R, Sdiv_ptg000007l_0401-R, Sdiv_ptg000007l_0400-R	Stapi.0076s0004, Stapi.0731s0001
OG0001573	Sdiv_ptg000005l_1174-R	Stapi.0987s0001, Stapi.30631s0001
OG0001575	Sdiv_ptg000005l_0117-R	Stapi.0848s0007
OG0001576	Sdiv_ptg000007l_1617-R	Stapi.3954s0006, Stapi.2209s0007
OG0001576	Sdiv_ptg000007l_1620-R	Stapi.3954s0005
OG0001579	Sdiv_ptg000014l_1805-R	Stapi.0500s0012
OG0001579	Sdiv_ptg000007l_0451-R	Stapi.0009s0005
OG0001580	Sdiv_ptg000003l_2232-R	Stapi.5380s0005
OG0001580	Sdiv_ptg000007l_0220-R	Stapi.12664s0001
OG0001581	Sdiv_ptg000003l_2233-R	Stapi.10978s0002, Stapi.5380s0003
OG0001582	Sdiv_ptg000012l_2121-R, Sdiv_ptg000007l_0235-R	Stapi.3295s0003
OG0001583	Sdiv_ptg000003l_2218-R	Stapi.1152s0008
OG0001583	Sdiv_ptg000012l_2160-R, Sdiv_ptg000007l_0205-R	Stapi.6002s0002
OG0001584	Sdiv_ptg000007l_0194-R	Stapi.4908s0005, Stapi.4908s0003, Stapi.1344s0007, Stapi.3222s0006
OG0001585	Sdiv_ptg000007l_0181-R	Stapi.6562s0001, Stapi.4306s0001
OG0001585	Sdiv_ptg000012l_2183-R	Stapi.1724s0010
OG0001586	Sdiv_ptg000007l_0099-R	Stapi.5048s0001
OG0001587	Sdiv_ptg000014l_0820-R	Stapi.0741s0016
OG0001588	Sdiv_ptg000015l_1043-R	Stapi.3035s0001, Stapi.0080s0028
OG0001589	Sdiv_ptg000003l_2354-R	Stapi.3163s0006
OG0001589	Sdiv_ptg000014l_0579-R	Stapi.4332s0003, Stapi.3361s0009
OG0001590	Sdiv_ptg000014l_0664-R	Stapi.1922s0005
OG0001590	Sdiv_ptg000007l_0175-R	Stapi.4198s0002
OG0001591	Sdiv_ptg000014l_0684-R, Sdiv_ptg000003l_2207-R	Stapi.2250s0012, Stapi.0460s0012
OG0001592	Sdiv_ptg000014l_0774-R, Sdiv_ptg000003l_2318-R, Sdiv_ptg000014l_0773-R	Stapi.0089s0007
OG0001594	Sdiv_ptg000014l_0910-R	Stapi.1209s0004
OG0001595	Sdiv_ptg000007l_0954-R	Stapi.8072s0002
OG0001596	Sdiv_ptg000003l_1982-R	Stapi.5747s0001
OG0001596	Sdiv_ptg000012l_1296-R	Stapi.0540s0008
OG0001598	Sdiv_ptg000014l_0980-R	Stapi.1007s0006
OG0001599	Sdiv_ptg000003l_0123-R	Stapi.10962s0002, Stapi.16031s0001
OG0001600	Sdiv_ptg000014l_1059-R, Sdiv_ptg000003l_0125-R	Stapi.0327s0010
OG0001601	Sdiv_ptg000007l_0592-R	Stapi.0045s0032
OG0001602	Sdiv_ptg000003l_2762-R	Stapi.4267s0004
OG0001603	Sdiv_ptg000014l_0196-R, Sdiv_ptg000003l_2764-R	Stapi.4267s0006, Stapi.8602s0002
OG0001605	Sdiv_ptg000012l_2286-R, Sdiv_ptg000007l_0064-R	Stapi.2074s0001, Stapi.7569s0001
OG0001606	Sdiv_ptg000003l_2926-R	Stapi.22777s0001, Stapi.17541s0001, Stapi.14561s0001
OG0001607	Sdiv_ptg000014l_1328-R	Stapi.2359s0007
OG0001608	Sdiv_ptg000003l_0401-R	Stapi.4480s0003, Stapi.4356s0003
OG0001609	Sdiv_ptg000003l_0400-R, Sdiv_ptg000014l_1336-R	Stapi.2470s0003
OG0001611	Sdiv_ptg000002l_1820-R, Sdiv_ptg000014l_1348-R, Sdiv_ptg000003l_0412-R	Stapi.6350s0001, Stapi.5443s0001
OG0001612	Sdiv_ptg000014l_1360-R, Sdiv_ptg000003l_0423-R	Stapi.13115s0001
OG0001613	Sdiv_ptg000014l_1362-R	Stapi.13115s0002
OG0001613	Sdiv_ptg000003l_0425-R	Stapi.1128s0005
OG0001614	Sdiv_ptg000015l_0324-R	Stapi.10229s0001
OG0001614	Sdiv_ptg000014l_1368-R	Stapi.1319s0010
OG0001615	Sdiv_ptg000003l_0436-R, Sdiv_ptg000014l_1373-R	Stapi.1319s0001
OG0001616	Sdiv_ptg000014l_1394-R	Stapi.5980s0003
OG0001618	Sdiv_ptg000015l_2055-R, Sdiv_ptg000002l_0042-R	Stapi.3097s0003
OG0001619	Sdiv_ptg000005l_1082-R	Stapi.4577s0001
OG0001619	Sdiv_ptg000005l_1081-R	Stapi.7846s0001
OG0001620	Sdiv_ptg000004l_1383-R	Stapi.1126s0022, Stapi.1126s0017
OG0001621	Sdiv_ptg000005l_1069-R	Stapi.3950s0006
OG0001622	Sdiv_ptg000004l_1191-R	Stapi.9739s0004
OG0001623	Sdiv_ptg000009l_1559-R	Stapi.0287s0020, Stapi.9297s0002
OG0001623	Sdiv_ptg000005l_0807-R	Stapi.0147s0019
OG0001625	Sdiv_ptg000001l_0306-R	Stapi.9153s0001
OG0001625	Sdiv_ptg000004l_1109-R	Stapi.4810s0002
OG0001627	Sdiv_ptg000004l_0849-R	Stapi.1978s0004
OG0001627	Sdiv_ptg000005l_0539-R	Stapi.4806s0006
OG0001628	Sdiv_ptg000004l_0847-R	Stapi.1978s0002
OG0001628	Sdiv_ptg000005l_0537-R	Stapi.4806s0003
OG0001631	Sdiv_ptg000001l_0312-R	Stapi.1402s0003, Stapi.6866s0001
OG0001634	Sdiv_ptg000015l_1020-R, Sdiv_ptg000015l_1021-R	Stapi.0162s0001
OG0001635	Sdiv_ptg000015l_0912-R	Stapi.2098s0005, Stapi.3949s0004, Stapi.3753s0002, Stapi.5660s0001
OG0001635	Sdiv_ptg000002l_1218-R	Stapi.1081s0002
OG0001637	Sdiv_ptg000013l_1649-R	Stapi.0185s0014
OG0001638	Sdiv_ptg000013l_1761-R	Stapi.1628s0009
OG0001639	Sdiv_ptg000013l_2136-R	Stapi.2684s0014, Stapi.4534s0004, Stapi.2684s0015
OG0001640	Sdiv_ptg000004l_0573-R	Stapi.0362s0024
