Orthogroup	E_salsugineum	S_pinnata
OG0002075	Thhalv10023078m.g, Thhalv10006605m.g	Stapi.14776s0001, Stapi.12765s0002, Stapi.11653s0001
OG0002076	Thhalv10011010m.g	Stapi.0519s0001
OG0002076	Thhalv10012105m.g, Thhalv10012129m.g	Stapi.5581s0002
OG0002077	Thhalv10023003m.g, Thhalv10023069m.g, Thhalv10023026m.g, Thhalv10022972m.g, Thhalv10023111m.g	Stapi.0131s0001, Stapi.0190s0018, Stapi.0131s0002, Stapi.0190s0017
OG0002078	Thhalv10011999m.g, Thhalv10011446m.g	Stapi.0603s0003
OG0002079	Thhalv10025293m.g, Thhalv10026801m.g	Stapi.2688s0001, Stapi.5162s0002
OG0002080	Thhalv10000960m.g	Stapi.3497s0004
OG0002080	Thhalv10025694m.g	Stapi.0155s0012
OG0002081	Thhalv10000397m.g	Stapi.8286s0001
OG0002083	Thhalv10018851m.g	Stapi.2216s0004
OG0002083	Thhalv10019730m.g	Stapi.0641s0006
OG0002084	Thhalv10003106m.g	Stapi.4848s0002, Stapi.4848s0001, Stapi.16836s0001, Stapi.8187s0002, Stapi.7590s0002, Stapi.9037s0001, Stapi.3587s0002, Stapi.7590s0001
OG0002086	Thhalv10005700m.g, Thhalv10005113m.g, Thhalv10005414m.g	Stapi.0271s0008
OG0002087	Thhalv10001916m.g	Stapi.0092s0022, Stapi.0101s0028
OG0002088	Thhalv10017203m.g	Stapi.0162s0041, Stapi.0104s0032
OG0002089	Thhalv10022959m.g, Thhalv10022576m.g	Stapi.6558s0001, Stapi.0198s0003
OG0002090	Thhalv10022547m.g	Stapi.0179s0013, Stapi.0005s0024
OG0002091	Thhalv10003256m.g	Stapi.0179s0012, Stapi.0005s0026
OG0002092	Thhalv10011617m.g	Stapi.4145s0006
OG0002092	Thhalv10021053m.g	Stapi.3140s0003
OG0002093	Thhalv10020816m.g, Thhalv10011520m.g	Stapi.5533s0004
OG0002095	Thhalv10011242m.g	Stapi.0336s0004
OG0002096	Thhalv10019047m.g	Stapi.1711s0001, Stapi.1711s0005
OG0002098	Thhalv10010658m.g	Stapi.1952s0004
OG0002098	Thhalv10004922m.g	Stapi.1768s0004
OG0002099	Thhalv10027135m.g	Stapi.1987s0016, Stapi.5406s0004
OG0002100	Thhalv10000228m.g	Stapi.7304s0004
OG0002101	Thhalv10023543m.g, Thhalv10002930m.g, Thhalv10002168m.g, Thhalv10020505m.g, Thhalv10019590m.g	Stapi.2669s0002, Stapi.1397s0005
OG0002103	Thhalv10016591m.g	Stapi.5563s0003
OG0002103	Thhalv10015561m.g	Stapi.3944s0004
OG0002104	Thhalv10017971m.g	Stapi.11919s0002, Stapi.2079s0009, Stapi.11919s0001, Stapi.4773s0002, Stapi.0898s0017
OG0002107	Thhalv10019289m.g	Stapi.1786s0014, Stapi.7665s0008
OG0002108	Thhalv10010036m.g, Thhalv10023958m.g, Thhalv10015415m.g, Thhalv10015447m.g, Thhalv10001261m.g, Thhalv10003093m.g, Thhalv10029131m.g, Thhalv10012295m.g	Stapi.0595s0006
OG0002109	Thhalv10028909m.g	Stapi.3124s0002
OG0002110	Thhalv10011840m.g	Stapi.0948s0004
OG0002110	Thhalv10011838m.g	Stapi.1427s0005
OG0002111	Thhalv10010287m.g	Stapi.0573s0001
OG0002111	Thhalv10023872m.g, Thhalv10010367m.g	Stapi.0264s0003
OG0002112	Thhalv10024170m.g	Stapi.3972s0001
OG0002112	Thhalv10010124m.g	Stapi.2696s0003
OG0002113	Thhalv10010159m.g	Stapi.1952s0005
OG0002113	Thhalv10010975m.g	Stapi.0356s0001, Stapi.4002s0001
OG0002114	Thhalv10002351m.g, Thhalv10005834m.g	Stapi.9445s0002
OG0002114	Thhalv10015310m.g, Thhalv10000829m.g, Thhalv10022693m.g, Thhalv10022611m.g, Thhalv10023009m.g, Thhalv10022238m.g	Stapi.1029s0007
OG0002115	Thhalv10001914m.g	Stapi.1929s0001, Stapi.6494s0004, Stapi.2800s0002, Stapi.1929s0004, Stapi.1931s0004, Stapi.2460s0009
OG0002116	Thhalv10023108m.g	Stapi.0737s0012, Stapi.10209s0001, Stapi.0737s0013
OG0002117	Thhalv10025481m.g	Stapi.5831s0005
OG0002117	Thhalv10022750m.g	Stapi.4729s0004, Stapi.23169s0001, Stapi.7368s0002
OG0002118	Thhalv10006588m.g	Stapi.2602s0004, Stapi.4545s0001
OG0002120	Thhalv10027173m.g	Stapi.0781s0008
OG0002121	Thhalv10001863m.g	Stapi.1751s0005, Stapi.12474s0002
OG0002121	Thhalv10015996m.g, Thhalv10015660m.g, Thhalv10028209m.g, Thhalv10027963m.g	Stapi.5540s0003, Stapi.1885s0003, Stapi.0122s0003
OG0002122	Thhalv10010902m.g, Thhalv10009409m.g, Thhalv10015261m.g	Stapi.1047s0011, Stapi.1965s0007, Stapi.1706s0002, Stapi.1706s0001, Stapi.1120s0001
OG0002136	Thhalv10001130m.g	Stapi.2972s0003, Stapi.3792s0001
OG0002137	Thhalv10006351m.g	Stapi.13861s0002
OG0002138	Thhalv10000859m.g, Thhalv10011031m.g	Stapi.1604s0003, Stapi.2100s0001, Stapi.1918s0004
OG0002139	Thhalv10001168m.g, Thhalv10001151m.g	Stapi.0020s0012, Stapi.0761s0012
OG0002140	Thhalv10001075m.g, Thhalv10001150m.g	Stapi.0738s0009, Stapi.2385s0002
OG0002141	Thhalv10001195m.g	Stapi.4869s0007, Stapi.13787s0001
OG0002142	Thhalv10001042m.g	Stapi.0981s0002
OG0002142	Thhalv10026325m.g	Stapi.3820s0005
OG0002144	Thhalv10000224m.g	Stapi.1382s0015
OG0002145	Thhalv10029466m.g	Stapi.3662s0002, Stapi.3662s0003
OG0002146	Thhalv10025119m.g	Stapi.4064s0007, Stapi.0652s0011
OG0002147	Thhalv10000336m.g	Stapi.12458s0001, Stapi.4512s0002, Stapi.4512s0003, Stapi.6621s0001
OG0002148	Thhalv10000049m.g, Thhalv10024415m.g	Stapi.13648s0003
OG0002149	Thhalv10016860m.g	Stapi.0129s0005
OG0002150	Thhalv10009639m.g, Thhalv10008553m.g, Thhalv10006455m.g, Thhalv10009908m.g	Stapi.3817s0004
OG0002151	Thhalv10001885m.g	Stapi.0967s0004
OG0002152	Thhalv10002929m.g, Thhalv10005572m.g, Thhalv10002377m.g	Stapi.0490s0005, Stapi.0369s0005
OG0002153	Thhalv10017415m.g	Stapi.2711s0004
OG0002154	Thhalv10028970m.g	Stapi.6041s0002
OG0002155	Thhalv10016180m.g	Stapi.5601s0003, Stapi.1033s0008, Stapi.3160s0003
OG0002156	Thhalv10010428m.g	Stapi.0010s0001
OG0002156	Thhalv10016752m.g	Stapi.6574s0002
OG0002157	Thhalv10017405m.g	Stapi.6654s0005
OG0002158	Thhalv10016455m.g, Thhalv10023628m.g	Stapi.6654s0004, Stapi.8400s0002, Stapi.3373s0001
OG0002160	Thhalv10010931m.g	Stapi.2298s0003
OG0002160	Thhalv10017760m.g	Stapi.3983s0004
OG0002161	Thhalv10017239m.g	Stapi.2166s0007
OG0002162	Thhalv10016126m.g	Stapi.1797s0004, Stapi.0093s0032, Stapi.2350s0003, Stapi.1797s0003
OG0002163	Thhalv10017131m.g	Stapi.13713s0002
OG0002163	Thhalv10010984m.g	Stapi.1456s0013
OG0002164	Thhalv10016285m.g	Stapi.14324s0002, Stapi.3611s0001, Stapi.1445s0004
OG0002165	Thhalv10016514m.g	Stapi.5061s0004
OG0002166	Thhalv10022107m.g	Stapi.18195s0001, Stapi.2382s0003, Stapi.4832s0003
OG0002167	Thhalv10016306m.g	Stapi.2734s0006, Stapi.3748s0003
OG0002168	Thhalv10017390m.g	Stapi.0342s0002, Stapi.4158s0002
OG0002169	Thhalv10028387m.g	Stapi.2245s0003, Stapi.0142s0017
OG0002170	Thhalv10028920m.g	Stapi.5636s0002
OG0002171	Thhalv10024469m.g	Stapi.1335s0007, Stapi.3517s0004, Stapi.2930s0008
OG0002172	Thhalv10028514m.g	Stapi.3600s0001
OG0002173	Thhalv10029447m.g	Stapi.3939s0003
OG0002173	Thhalv10027282m.g, Thhalv10026847m.g	Stapi.2646s0002
OG0002174	Thhalv10029469m.g, Thhalv10029471m.g, Thhalv10029259m.g, Thhalv10029136m.g	Stapi.0583s0008
OG0002175	Thhalv10012710m.g	Stapi.0134s0042, Stapi.1438s0004
OG0002177	Thhalv10013134m.g	Stapi.5396s0001
OG0002178	Thhalv10027206m.g	Stapi.3527s0002, Stapi.0380s0037
OG0002179	Thhalv10025123m.g, Thhalv10000244m.g	Stapi.14830s0001
OG0002181	Thhalv10024369m.g, Thhalv10000042m.g	Stapi.7793s0003
OG0002182	Thhalv10000082m.g, Thhalv10024693m.g	Stapi.7571s0003
OG0002183	Thhalv10026317m.g	Stapi.10521s0003
OG0002184	Thhalv10025805m.g	Stapi.10521s0004
OG0002185	Thhalv10008712m.g	Stapi.0566s0009
OG0002186	Thhalv10019106m.g	Stapi.4838s0003, Stapi.27463s0001
OG0002186	Thhalv10026153m.g	Stapi.6486s0008
OG0002187	Thhalv10027362m.g, Thhalv10027453m.g	Stapi.0596s0004, Stapi.0596s0003
OG0002188	Thhalv10000315m.g	Stapi.14511s0002
OG0002190	Thhalv10025541m.g	Stapi.2894s0006, Stapi.24678s0001, Stapi.3218s0001, Stapi.1390s0010
OG0002191	Thhalv10025554m.g	Stapi.10434s0003, Stapi.10434s0001, Stapi.23618s0001, Stapi.5619s0002
OG0002193	Thhalv10007079m.g	Stapi.4539s0002, Stapi.9765s0003
OG0002194	Thhalv10017173m.g	Stapi.2561s0009
OG0002195	Thhalv10016457m.g, Thhalv10000860m.g	Stapi.4486s0007, Stapi.4486s0008, Stapi.6830s0002
OG0002196	Thhalv10005924m.g	Stapi.2679s0004
OG0002197	Thhalv10005801m.g	Stapi.0170s0005
OG0002198	Thhalv10017915m.g	Stapi.2997s0011, Stapi.10920s0002, Stapi.0923s0002, Stapi.0923s0006, Stapi.1356s0002, Stapi.2708s0001
OG0002199	Thhalv10017394m.g, Thhalv10017393m.g	Stapi.8687s0002
OG0002202	Thhalv10005966m.g	Stapi.0938s0001
OG0002203	Thhalv10005492m.g, Thhalv10001372m.g	Stapi.4297s0002
OG0002204	Thhalv10006444m.g	Stapi.26235s0001
OG0002205	Thhalv10001549m.g	Stapi.1178s0009, Stapi.12348s0001, Stapi.6087s0002, Stapi.15444s0001
OG0002207	Thhalv10026950m.g, Thhalv10027452m.g	Stapi.4855s0004, Stapi.7033s0005
OG0002208	Thhalv10001778m.g	Stapi.9756s0001
OG0002209	Thhalv10006419m.g	Stapi.11692s0001
OG0002210	Thhalv10001609m.g	Stapi.4196s0005, Stapi.6074s0002
OG0002211	Thhalv10001466m.g	Stapi.2580s0004
OG0002212	Thhalv10018217m.g	Stapi.3443s0004, Stapi.0155s0049
OG0002213	Thhalv10019145m.g	Stapi.15054s0001
OG0002213	Thhalv10008793m.g	Stapi.2061s0004
OG0002214	Thhalv10009136m.g	Stapi.1338s0001
OG0002215	Thhalv10009116m.g	Stapi.2377s0006
OG0002217	Thhalv10008273m.g	Stapi.2109s0005, Stapi.0064s0052, Stapi.3721s0001, Stapi.0097s0031
OG0002218	Thhalv10007822m.g	Stapi.1578s0001, Stapi.0064s0041
OG0002219	Thhalv10009999m.g, Thhalv10008195m.g	Stapi.0064s0040
OG0002220	Thhalv10019724m.g	Stapi.2898s0003
OG0002221	Thhalv10007728m.g, Thhalv10001260m.g	Stapi.0006s0021
OG0002222	Thhalv10009481m.g, Thhalv10002283m.g	Stapi.2128s0002, Stapi.6109s0002, Stapi.7657s0002, Stapi.0885s0014, Stapi.7657s0001
OG0002223	Thhalv10009709m.g	Stapi.2302s0004, Stapi.2302s0005, Stapi.5781s0002
OG0002224	Thhalv10009144m.g	Stapi.1286s0008, Stapi.0816s0007
OG0002225	Thhalv10008238m.g	Stapi.1715s0005, Stapi.8720s0002
OG0002226	Thhalv10006650m.g, Thhalv10017881m.g	Stapi.0252s0009
OG0002227	Thhalv10006532m.g	Stapi.1232s0008, Stapi.8273s0002
OG0002228	Thhalv10015408m.g	Stapi.1965s0008, Stapi.3727s0004, Stapi.1047s0006, Stapi.5732s0002, Stapi.1120s0003, Stapi.1047s0001, Stapi.0898s0019
OG0002229	Thhalv10010020m.g, Thhalv10007588m.g	Stapi.0228s0015, Stapi.0228s0013
OG0002230	Thhalv10000676m.g	Stapi.2734s0007, Stapi.5028s0002, Stapi.1340s0007
OG0002233	Thhalv10018538m.g	Stapi.0046s0020
OG0002234	Thhalv10015247m.g	Stapi.9857s0002
OG0002235	Thhalv10006404m.g, Thhalv10009901m.g	Stapi.2148s0004
OG0002236	Thhalv10014895m.g	Stapi.1437s0004
OG0002237	Thhalv10013550m.g	Stapi.6792s0001
OG0002238	Thhalv10013809m.g	Stapi.12848s0001, Stapi.1869s0002
OG0002239	Thhalv10005092m.g	Stapi.6362s0005
OG0002239	Thhalv10014959m.g	Stapi.2285s0006
OG0002243	Thhalv10004000m.g, Thhalv10004048m.g	Stapi.0834s0010, Stapi.0996s0003, Stapi.0098s0025, Stapi.0069s0001
OG0002244	Thhalv10003641m.g	Stapi.5722s0001, Stapi.6592s0003, Stapi.27714s0001, Stapi.13215s0001
OG0002245	Thhalv10014725m.g	Stapi.8337s0001, Stapi.10646s0003
OG0002246	Thhalv10005256m.g	Stapi.0931s0009
OG0002246	Thhalv10015471m.g	Stapi.1268s0012, Stapi.0646s0019
OG0002247	Thhalv10004885m.g	Stapi.7577s0002
OG0002248	Thhalv10004745m.g	Stapi.1647s0019
OG0002249	Thhalv10004203m.g, Thhalv10029181m.g	Stapi.3855s0001, Stapi.12992s0001, Stapi.1647s0018
OG0002250	Thhalv10003627m.g	Stapi.1647s0011
OG0002251	Thhalv10020879m.g	Stapi.1912s0006
OG0002251	Thhalv10004370m.g	Stapi.2563s0011
OG0002252	Thhalv10004666m.g	Stapi.1912s0004
OG0002253	Thhalv10020353m.g	Stapi.2563s0002
OG0002254	Thhalv10020130m.g	Stapi.11287s0001
OG0002255	Thhalv10003639m.g	Stapi.1067s0005, Stapi.4403s0001
OG0002256	Thhalv10003957m.g	Stapi.6393s0004
OG0002256	Thhalv10003963m.g	Stapi.6393s0005
OG0002257	Thhalv10023969m.g	Stapi.2900s0002
OG0002257	Thhalv10003751m.g	Stapi.5298s0006
OG0002258	Thhalv10003711m.g	Stapi.9464s0001
OG0002259	Thhalv10020265m.g	Stapi.14220s0001, Stapi.2147s0005
OG0002260	Thhalv10004670m.g	Stapi.0465s0008, Stapi.4529s0001, Stapi.3726s0004
OG0002261	Thhalv10004716m.g	Stapi.4948s0004
OG0002262	Thhalv10003675m.g	Stapi.0481s0006, Stapi.5230s0002
OG0002263	Thhalv10018583m.g	Stapi.5835s0001
OG0002264	Thhalv10003856m.g	Stapi.7926s0001
OG0002264	Thhalv10003975m.g	Stapi.7926s0002
OG0002265	Thhalv10004055m.g	Stapi.2249s0007
OG0002266	Thhalv10005082m.g	Stapi.5564s0002
OG0002267	Thhalv10005667m.g	Stapi.5206s0002
OG0002268	Thhalv10004779m.g	Stapi.4444s0004, Stapi.3465s0009
OG0002269	Thhalv10027816m.g, Thhalv10004482m.g	Stapi.6028s0001
OG0002270	Thhalv10004014m.g	Stapi.1057s0005
OG0002271	Thhalv10005242m.g	Stapi.9663s0003
OG0002273	Thhalv10003736m.g, Thhalv10003731m.g	Stapi.1189s0019, Stapi.7080s0001
OG0002274	Thhalv10005481m.g	Stapi.1511s0010
OG0002277	Thhalv10008710m.g	Stapi.13439s0002, Stapi.13339s0001, Stapi.20856s0001, Stapi.15290s0001
OG0002278	Thhalv10028867m.g	Stapi.10766s0002
OG0002279	Thhalv10006729m.g	Stapi.26140s0001, Stapi.27344s0001, Stapi.27718s0001
OG0002280	Thhalv10009199m.g	Stapi.9436s0001, Stapi.3241s0003, Stapi.3241s0002, Stapi.21311s0001
OG0002281	Thhalv10029252m.g	Stapi.10848s0001
OG0002282	Thhalv10020173m.g, Thhalv10012841m.g	Stapi.1497s0009
OG0002283	Thhalv10013493m.g	Stapi.0891s0014, Stapi.2793s0003
OG0002284	Thhalv10013587m.g	Stapi.3879s0003
OG0002285	Thhalv10021316m.g	Stapi.4087s0007
OG0002285	Thhalv10014121m.g	Stapi.4087s0006
OG0002287	Thhalv10013319m.g	Stapi.5071s0003
OG0002288	Thhalv10015095m.g	Stapi.11378s0002, Stapi.3938s0006, Stapi.0853s0020
OG0002289	Thhalv10013660m.g, Thhalv10020815m.g	Stapi.4380s0001
OG0002290	Thhalv10019141m.g	Stapi.2945s0005, Stapi.1354s0002, Stapi.13976s0001
OG0002291	Thhalv10008312m.g	Stapi.1294s0004, Stapi.2856s0008
OG0002292	Thhalv10018357m.g	Stapi.6714s0001, Stapi.0147s0010, Stapi.4501s0001, Stapi.4575s0002, Stapi.1421s0009
OG0002293	Thhalv10019223m.g	Stapi.0440s0010, Stapi.29570s0001, Stapi.5908s0002
OG0002294	Thhalv10019726m.g, Thhalv10018691m.g	Stapi.2450s0003, Stapi.5804s0002
OG0002295	Thhalv10027972m.g	Stapi.0095s0020
OG0002296	Thhalv10027629m.g, Thhalv10027679m.g	Stapi.5320s0003, Stapi.1902s0002, Stapi.8381s0002
OG0002297	Thhalv10027902m.g	Stapi.0143s0014, Stapi.0929s0009, Stapi.3268s0001
OG0002298	Thhalv10029050m.g	Stapi.21907s0001
OG0002299	Thhalv10002932m.g, Thhalv10028853m.g	Stapi.2077s0009, Stapi.19422s0001
OG0002300	Thhalv10028572m.g	Stapi.5526s0002, Stapi.14745s0002, Stapi.4626s0002, Stapi.29288s0002
OG0002303	Thhalv10013116m.g	Stapi.0469s0003
OG0002304	Thhalv10021555m.g	Stapi.12523s0002
OG0002305	Thhalv10014589m.g, Thhalv10022838m.g	Stapi.2996s0002, Stapi.2996s0003, Stapi.6110s0002
OG0002306	Thhalv10012719m.g	Stapi.0419s0011, Stapi.12645s0001
OG0002307	Thhalv10015295m.g	Stapi.9815s0001, Stapi.1430s0002, Stapi.15838s0001, Stapi.3337s0005
OG0002308	Thhalv10003016m.g	Stapi.11442s0002, Stapi.0628s0009
OG0002310	Thhalv10012762m.g	Stapi.7030s0003, Stapi.1307s0015, Stapi.2283s0003
OG0002311	Thhalv10012950m.g	Stapi.2321s0005
OG0002311	Thhalv10024661m.g	Stapi.4238s0002
OG0002312	Thhalv10026146m.g	Stapi.15662s0001, Stapi.28194s0001
OG0002313	Thhalv10012723m.g	Stapi.0444s0010
OG0002313	Thhalv10001095m.g	Stapi.30218s0001, Stapi.0924s0006
OG0002314	Thhalv10025217m.g	Stapi.2699s0003
OG0002314	Thhalv10015444m.g, Thhalv10015378m.g	Stapi.1379s0004
OG0002315	Thhalv10012981m.g	Stapi.4441s0003, Stapi.3405s0002
OG0002316	Thhalv10014242m.g	Stapi.1482s0003, Stapi.0304s0010, Stapi.6483s0002
OG0002317	Thhalv10014456m.g	Stapi.3194s0005, Stapi.3683s0001, Stapi.0065s0012
OG0002319	Thhalv10015798m.g	Stapi.0023s0022
OG0002320	Thhalv10014300m.g	Stapi.0760s0013, Stapi.2075s0002
OG0002322	Thhalv10013782m.g	Stapi.3535s0008, Stapi.3131s0004
OG0002323	Thhalv10014978m.g	Stapi.8752s0001, Stapi.8301s0001, Stapi.2524s0002
OG0002324	Thhalv10000696m.g, Thhalv10013083m.g	Stapi.6849s0001, Stapi.0995s0015
OG0002325	Thhalv10013800m.g	Stapi.0851s0010, Stapi.0782s0023
OG0002325	Thhalv10020919m.g	Stapi.2295s0005
OG0002326	Thhalv10012221m.g	Stapi.4182s0006, Stapi.3700s0003
OG0002326	Thhalv10012468m.g	Stapi.1825s0005
OG0002327	Thhalv10013519m.g	Stapi.2440s0003, Stapi.4167s0001, Stapi.1825s0011
OG0002328	Thhalv10014116m.g	Stapi.0250s0015
OG0002328	Thhalv10021168m.g	Stapi.12844s0001, Stapi.2446s0006
OG0002329	Thhalv10014910m.g	Stapi.1312s0008, Stapi.12136s0001, Stapi.14538s0002
OG0002330	Thhalv10012826m.g	Stapi.5530s0001
OG0002331	Thhalv10013514m.g, Thhalv10015997m.g, Thhalv10013980m.g	Stapi.15297s0001
OG0002332	Thhalv10015116m.g	Stapi.19658s0001, Stapi.10674s0002, Stapi.8985s0002, Stapi.10674s0001
OG0002333	Thhalv10013785m.g	Stapi.2347s0004, Stapi.2915s0005
OG0002334	Thhalv10015090m.g	Stapi.4566s0001
OG0002334	Thhalv10015089m.g	Stapi.0132s0023
OG0002335	Thhalv10021139m.g	Stapi.1265s0001
OG0002336	Thhalv10027472m.g, Thhalv10027188m.g, Thhalv10023018m.g, Thhalv10015674m.g, Thhalv10015413m.g	Stapi.1210s0005
OG0002337	Thhalv10013303m.g	Stapi.2093s0003, Stapi.13300s0002
OG0002338	Thhalv10013792m.g	Stapi.15014s0001, Stapi.6725s0003, Stapi.0054s0076, Stapi.3272s0007
OG0002339	Thhalv10015461m.g, Thhalv10022343m.g	Stapi.14464s0001, Stapi.3836s0001
OG0002340	Thhalv10021220m.g	Stapi.3836s0002
OG0002341	Thhalv10015202m.g	Stapi.4974s0002
OG0002342	Thhalv10021191m.g	Stapi.6132s0001
OG0002343	Thhalv10000007m.g	Stapi.1417s0006, Stapi.18853s0001, Stapi.3238s0004
OG0002344	Thhalv10000239m.g	Stapi.29730s0001, Stapi.14062s0001, Stapi.16148s0001
OG0002345	Thhalv10024871m.g	Stapi.18571s0001
OG0002346	Thhalv10000495m.g	Stapi.1365s0008, Stapi.6056s0001, Stapi.5525s0003
OG0002347	Thhalv10024883m.g	Stapi.2099s0003, Stapi.0364s0030
OG0002348	Thhalv10016761m.g	Stapi.6657s0005
OG0002348	Thhalv10006019m.g	Stapi.0120s0029
OG0002349	Thhalv10020198m.g	Stapi.6077s0003, Stapi.2160s0013, Stapi.4661s0004
OG0002350	Thhalv10022201m.g	Stapi.4961s0001
OG0002351	Thhalv10021863m.g	Stapi.0629s0010
OG0002352	Thhalv10011917m.g, Thhalv10021884m.g	Stapi.1914s0014, Stapi.1914s0013
OG0002353	Thhalv10021397m.g	Stapi.0446s0003
OG0002354	Thhalv10022114m.g	Stapi.2304s0007, Stapi.6901s0001
OG0002355	Thhalv10020719m.g	Stapi.14852s0001, Stapi.1203s0010, Stapi.0118s0037, Stapi.1203s0014
OG0002356	Thhalv10021015m.g, Thhalv10011732m.g	Stapi.1878s0008, Stapi.1142s0005, Stapi.16669s0002
OG0002357	Thhalv10022004m.g	Stapi.1887s0007, Stapi.1878s0005
OG0002358	Thhalv10011708m.g	Stapi.5015s0001
OG0002359	Thhalv10019632m.g	Stapi.5982s0002, Stapi.6335s0002
OG0002360	Thhalv10021448m.g	Stapi.4035s0002
OG0002361	Thhalv10022207m.g, Thhalv10021022m.g	Stapi.3055s0003, Stapi.0965s0010, Stapi.4737s0003, Stapi.0526s0006
OG0002362	Thhalv10020766m.g	Stapi.6815s0002, Stapi.1536s0002, Stapi.3015s0002, Stapi.1536s0003
OG0002363	Thhalv10020563m.g	Stapi.8051s0001, Stapi.1670s0002
OG0002364	Thhalv10020296m.g	Stapi.1613s0005, Stapi.14567s0003
OG0002365	Thhalv10017318m.g, Thhalv10029384m.g, Thhalv10021679m.g	Stapi.0126s0012, Stapi.3966s0008
OG0002366	Thhalv10021866m.g	Stapi.31160s0001, Stapi.3537s0003, Stapi.0539s0005, Stapi.3974s0002, Stapi.0117s0027
OG0002367	Thhalv10025273m.g	Stapi.6234s0001
OG0002368	Thhalv10002522m.g	Stapi.1529s0003, Stapi.0124s0005
OG0002369	Thhalv10002593m.g, Thhalv10002569m.g	Stapi.0199s0009, Stapi.1612s0009
OG0002370	Thhalv10015106m.g	Stapi.1130s0003, Stapi.22814s0001, Stapi.0172s0006
OG0002370	Thhalv10002468m.g	Stapi.1448s0004
OG0002371	Thhalv10002621m.g	Stapi.0348s0008, Stapi.1731s0001
OG0002373	Thhalv10008854m.g	Stapi.11373s0001, Stapi.26155s0001
OG0002374	Thhalv10029175m.g	Stapi.9321s0001, Stapi.8393s0007, Stapi.21390s0001, Stapi.12420s0002, Stapi.8586s0001
OG0002376	Thhalv10029453m.g	Stapi.0891s0002
OG0002378	Thhalv10028361m.g	Stapi.3229s0002, Stapi.1721s0002
OG0002378	Thhalv10029135m.g	Stapi.8519s0002
OG0002379	Thhalv10002983m.g	Stapi.19183s0001, Stapi.0263s0021, Stapi.13444s0004
OG0002381	Thhalv10017884m.g	Stapi.18948s0001
OG0002381	Thhalv10017934m.g	Stapi.6540s0001, Stapi.12264s0002
OG0002382	Thhalv10015358m.g	Stapi.0210s0025
OG0002382	Thhalv10026282m.g	Stapi.3314s0005
OG0002388	Thhalv10028091m.g	Stapi.0362s0011, Stapi.13299s0001, Stapi.2882s0005, Stapi.0362s0003, Stapi.2882s0007
OG0002389	Thhalv10027651m.g	Stapi.1914s0009, Stapi.6297s0001
OG0002392	Thhalv10027995m.g	Stapi.8792s0001, Stapi.6673s0003
OG0002393	Thhalv10027723m.g	Stapi.1663s0005, Stapi.0293s0021, Stapi.14476s0001, Stapi.0125s0009
OG0002394	Thhalv10000991m.g, Thhalv10010555m.g	Stapi.1336s0001
OG0002396	Thhalv10027904m.g	Stapi.1340s0003
OG0002397	Thhalv10024945m.g, Thhalv10023019m.g, Thhalv10015942m.g, Thhalv10023162m.g	Stapi.2710s0007
OG0002399	Thhalv10025913m.g	Stapi.6193s0002, Stapi.5792s0001
OG0002400	Thhalv10026650m.g	Stapi.10376s0002
OG0002401	Thhalv10026945m.g	Stapi.6242s0001, Stapi.3620s0003
OG0002402	Thhalv10002253m.g	Stapi.4932s0002
OG0002402	Thhalv10027027m.g	Stapi.2208s0004
OG0002403	Thhalv10025937m.g	Stapi.1022s0007
OG0002404	Thhalv10011205m.g	Stapi.6374s0001, Stapi.0625s0012
OG0002405	Thhalv10011608m.g	Stapi.0043s0035
OG0002406	Thhalv10012120m.g	Stapi.0517s0009, Stapi.1188s0004, Stapi.3806s0003
OG0002407	Thhalv10027906m.g	Stapi.3193s0003, Stapi.3193s0002, Stapi.2766s0005, Stapi.0560s0014, Stapi.0555s0008, Stapi.2604s0001
OG0002408	Thhalv10027684m.g	Stapi.10392s0001, Stapi.7709s0001, Stapi.20537s0001, Stapi.0436s0015
OG0002409	Thhalv10014200m.g	Stapi.3131s0001
OG0002409	Thhalv10021199m.g	Stapi.2954s0001
OG0002410	Thhalv10018518m.g	Stapi.4083s0001
OG0002411	Thhalv10028541m.g	Stapi.8884s0003, Stapi.6159s0001, Stapi.6809s0001, Stapi.0234s0004
OG0002412	Thhalv10028563m.g	Stapi.0363s0014
OG0002413	Thhalv10026767m.g, Thhalv10027200m.g, Thhalv10028567m.g	Stapi.7442s0001, Stapi.0387s0002
OG0002414	Thhalv10026894m.g	Stapi.0481s0004, Stapi.1595s0013, Stapi.5485s0003, Stapi.0743s0012
OG0002414	Thhalv10028702m.g	Stapi.0287s0007
OG0002415	Thhalv10028536m.g	Stapi.1349s0007, Stapi.2422s0007, Stapi.1349s0008, Stapi.3771s0002
OG0002416	Thhalv10028697m.g	Stapi.0370s0008
OG0002417	Thhalv10011401m.g	Stapi.0525s0007, Stapi.0098s0021
OG0002419	Thhalv10011226m.g	Stapi.1854s0005, Stapi.2533s0005
OG0002420	Thhalv10010637m.g	Stapi.4123s0004
OG0002421	Thhalv10011821m.g	Stapi.6089s0002
OG0002422	Thhalv10016544m.g	Stapi.0084s0055
OG0002422	Thhalv10016545m.g	Stapi.0084s0056
OG0002423	Thhalv10002140m.g	Stapi.20382s0001
OG0002423	Thhalv10017452m.g	Stapi.4444s0002
OG0002424	Thhalv10016918m.g	Stapi.12451s0001
