Orthogroup	S_parvula	S_pinnata
OG0006173	Sp1g34850	Stapi.6446s0001, Stapi.0867s0005
OG0006174	Sp1g35070	Stapi.0634s0012, Stapi.1989s0005
OG0006175	Sp1g35090	Stapi.1077s0007, Stapi.12452s0001, Stapi.0634s0011
OG0006176	Sp1g35120	Stapi.7560s0004, Stapi.1077s0010
OG0006177	Sp1g35170	Stapi.0230s0011, Stapi.1829s0001
OG0006178	Sp1g35240	Stapi.1644s0001, Stapi.1959s0008
OG0006179	Sp1g35360	Stapi.2872s0001, Stapi.3919s0002
OG0006180	Sp1g35370	Stapi.2872s0002, Stapi.3919s0001
OG0006181	Sp4g15480	Stapi.2550s0004, Stapi.0763s0002, Stapi.0235s0001
OG0006182	Sp7g06850	Stapi.0224s0002, Stapi.0015s0036
OG0006183	Sp7g06890	Stapi.0015s0040, Stapi.0135s0024
OG0006184	Sp7g05900	Stapi.1658s0004, Stapi.1374s0002
OG0006185	Sp7g05750	Stapi.1140s0009
OG0006186	Sp7g05620	Stapi.0461s0012, Stapi.0082s0032
OG0006187	Sp7g05500	Stapi.0207s0011
OG0006188	Sp7g05490	Stapi.0494s0008, Stapi.0664s0006, Stapi.0207s0012
OG0006189	Sp1g28450	Stapi.6437s0001, Stapi.0803s0017, Stapi.14604s0001
OG0006190	Sp2g05420	Stapi.2497s0004, Stapi.0567s0013, Stapi.6213s0003
OG0006191	Sp1g12170	Stapi.5672s0001
OG0006192	Sp6g05500	Stapi.4853s0001, Stapi.2358s0003, Stapi.2358s0002, Stapi.1383s0008
OG0006193	Sp7g07700	Stapi.0157s0005, Stapi.0250s0007
OG0006194	Sp5g26850, SpUn0020_0120	Stapi.4125s0002, Stapi.1733s0011
OG0006195	Sp2g09770	Stapi.8205s0001
OG0006196	Sp2g10140	Stapi.5547s0005
OG0006197	Sp2g12130	Stapi.6613s0001, Stapi.9884s0001
OG0006198	Sp2g12250	Stapi.1065s0007, Stapi.2392s0007
OG0006199	Sp2g12290	Stapi.2392s0010, Stapi.1065s0012
OG0006200	Sp2g12300	Stapi.1065s0013
OG0006201	Sp2g12320	Stapi.0549s0021
OG0006202	Sp2g12370	Stapi.0635s0001, Stapi.0549s0016
OG0006203	Sp2g12390	Stapi.0549s0014, Stapi.0635s0003
OG0006204	Sp2g12400	Stapi.0635s0004, Stapi.0549s0013
OG0006205	Sp2g12430	Stapi.0549s0010, Stapi.0635s0006
OG0006206	Sp2g12440	Stapi.0549s0009, Stapi.0635s0007
OG0006207	Sp2g12450	Stapi.0549s0008, Stapi.0635s0008
OG0006208	Sp2g12480	Stapi.0222s0011, Stapi.0635s0018
OG0006209	Sp2g12510	Stapi.0222s0009, Stapi.0635s0021
OG0006210	Sp2g12530	Stapi.0222s0007, Stapi.18289s0001, Stapi.0635s0023
OG0006211	Sp2g12580	Stapi.0222s0001, Stapi.2367s0011
OG0006212	Sp2g12600	Stapi.2367s0009, Stapi.6239s0002, Stapi.9430s0001
OG0006213	Sp2g12610	Stapi.6239s0001, Stapi.2367s0008
OG0006214	Sp2g12640	Stapi.8885s0002, Stapi.2367s0005
OG0006215	Sp2g12860	Stapi.10346s0001, Stapi.1073s0009
OG0006216	Sp2g12960	Stapi.0860s0011, Stapi.1083s0005, Stapi.0581s0004
OG0006217	Sp2g12990	Stapi.0860s0008, Stapi.1083s0009
OG0006218	Sp2g13010	Stapi.0860s0004, Stapi.1083s0011
OG0006219	Sp2g13050	Stapi.1380s0007, Stapi.1302s0003
OG0006220	Sp2g13090	Stapi.1380s0003, Stapi.4352s0002, Stapi.0456s0010
OG0006221	Sp2g13110, Sp2g23020	Stapi.0456s0008
OG0006222	Sp2g13140	Stapi.0772s0002, Stapi.0456s0006
OG0006223	Sp2g13150	Stapi.0772s0003, Stapi.0456s0005
OG0006224	Sp2g13170	Stapi.0772s0005, Stapi.0456s0001
OG0006225	Sp2g13200	Stapi.2556s0004, Stapi.0772s0009
OG0006226	Sp2g13230	Stapi.2556s0002, Stapi.0772s0012
OG0006227	Sp2g13250	Stapi.3632s0001, Stapi.7179s0002
OG0006228	Sp2g13260	Stapi.3632s0003, Stapi.9737s0001
OG0006229	Sp2g13340	Stapi.3162s0003, Stapi.0376s0014
OG0006230	Sp2g13500	Stapi.5710s0003, Stapi.3750s0002
OG0006231	Sp2g13565	Stapi.0222s0016
OG0006232	Sp2g13580	Stapi.0222s0018
OG0006233	Sp2g13650	Stapi.8682s0002, Stapi.0540s0018
OG0006234	Sp2g13710	Stapi.3990s0003, Stapi.6827s0001
OG0006235	Sp2g13720	Stapi.8072s0004
OG0006236	Sp2g13770	Stapi.1113s0018, Stapi.3080s0001
OG0006237	Sp2g13790	Stapi.1113s0016, Stapi.3080s0002
OG0006238	Sp3g12540	Stapi.2370s0007, Stapi.5781s0001
OG0006239	Sp5g11740	Stapi.2157s0002, Stapi.2909s0004, Stapi.3360s0005
OG0006240	Sp5g11320	Stapi.4123s0007, Stapi.0573s0005
OG0006241	Sp5g11230	Stapi.0264s0006
OG0006242	Sp5g11150	Stapi.0264s0015, Stapi.2517s0005
OG0006243	Sp5g11140	Stapi.0264s0016, Stapi.2517s0004
OG0006244	Sp5g11090	Stapi.1166s0021, Stapi.2517s0001
OG0006245	Sp5g11080	Stapi.4521s0001, Stapi.1166s0020
OG0006246	Sp5g11040	Stapi.4521s0004, Stapi.1166s0017
OG0006247	Sp5g11000	Stapi.1166s0014, Stapi.4270s0002
OG0006248	Sp5g10940	Stapi.4270s0009, Stapi.1166s0008
OG0006249	Sp5g10920	Stapi.1166s0004, Stapi.1027s0010
OG0006250	Sp5g10850	Stapi.10890s0004
OG0006251	Sp5g10830	Stapi.3682s0004
OG0006252	Sp5g10810	Stapi.3682s0001, Stapi.0354s0011
OG0006253	Sp5g10800, Sp5g10790	Stapi.0354s0010
OG0006254	Sp5g10780	Stapi.0354s0009
OG0006254	Sp2g30670	Stapi.2129s0004
OG0006255	Sp5g10740	Stapi.2129s0008, Stapi.11642s0001
OG0006256	Sp5g10720	Stapi.11642s0002, Stapi.0237s0002
OG0006257	Sp5g10700	Stapi.2129s0011, Stapi.0237s0004
OG0006258	Sp5g10650	Stapi.1068s0005, Stapi.4319s0003
OG0006259	Sp5g10480	Stapi.2787s0001
OG0006260	Sp5g10470	Stapi.0307s0007
OG0006261	Sp5g10420	Stapi.0573s0011, Stapi.2787s0011
OG0006262	Sp5g10380	Stapi.5602s0002, Stapi.0573s0017
OG0006263	Sp5g10330	Stapi.0218s0046, Stapi.3364s0002
OG0006264	Sp5g10320	Stapi.0218s0045
OG0006264	Sp5g00100	Stapi.3364s0001
OG0006265	Sp5g10220	Stapi.0218s0032, Stapi.11129s0001
OG0006266	Sp5g10210	Stapi.11129s0002, Stapi.0218s0031
OG0006267	Sp5g10200	Stapi.11129s0003, Stapi.0218s0030
OG0006268	Sp5g10110	Stapi.0218s0020
OG0006269	Sp5g10080	Stapi.0218s0015, Stapi.1645s0008
OG0006270	Sp5g10020	Stapi.0218s0009, Stapi.1645s0006
OG0006271	Sp5g10010	Stapi.1645s0005, Stapi.0218s0008
OG0006272	Sp5g09830	Stapi.2992s0002
OG0006273	Sp5g09810	Stapi.0855s0004, Stapi.5087s0004
OG0006274	Sp5g09730	Stapi.2257s0008, Stapi.0855s0013
OG0006275	Sp5g09640	Stapi.6221s0001
OG0006276	Sp4g18560, Sp5g09530	Stapi.2696s0001
OG0006277	Sp5g09500	Stapi.3972s0003
OG0006277	Sp7g24160	Stapi.2696s0004
OG0006278	Sp5g09480	Stapi.3972s0004, Stapi.1554s0002
OG0006279	Sp5g09450	Stapi.1554s0009, Stapi.2796s0001
OG0006280	Sp5g09280	Stapi.3215s0007, Stapi.0647s0013
OG0006281	Sp5g07640	Stapi.0084s0064, Stapi.1968s0002
OG0006282	Sp5g07650	Stapi.1968s0004, Stapi.0084s0065
OG0006283	Sp5g07700	Stapi.5010s0005, Stapi.18549s0001, Stapi.2869s0004
OG0006284	Sp5g07760	Stapi.2869s0008, Stapi.10110s0002
OG0006285	Sp5g07780	Stapi.0010s0008, Stapi.2869s0009
OG0006286	Sp5g07830	Stapi.0010s0003, Stapi.10962s0001
OG0006287	Sp5g07970	Stapi.3017s0007
OG0006288	Sp5g08110	Stapi.4450s0001, Stapi.2031s0004
OG0006289	Sp5g08180	Stapi.0831s0003
OG0006290	Sp5g08190	Stapi.0831s0004, Stapi.5597s0002
OG0006291	Sp5g08290	Stapi.2298s0001, Stapi.4103s0004
OG0006292	Sp5g08360	Stapi.2298s0008, Stapi.1686s0010
OG0006293	Sp5g08380	Stapi.2298s0012, Stapi.1686s0012
OG0006294	Sp5g08430	Stapi.1698s0001
OG0006295	Sp5g08440	Stapi.2298s0016, Stapi.2277s0002
OG0006296	Sp5g08700	Stapi.0619s0014, Stapi.3252s0005
OG0006297	Sp5g08790	Stapi.0728s0005, Stapi.6594s0004
OG0006298	Sp5g08810	Stapi.2350s0005
OG0006299	Sp5g08840	Stapi.2398s0004, Stapi.2789s0004
OG0006301	Sp5g09170	Stapi.10156s0001, Stapi.9024s0001, Stapi.0647s0006
OG0006302	Sp5g09230	Stapi.0647s0012, Stapi.3215s0008
OG0006303	Sp5g07550	Stapi.2118s0003
OG0006304	Sp5g07480	Stapi.2118s0010, Stapi.2118s0008
OG0006305	Sp5g07470	Stapi.3440s0004, Stapi.8927s0001
OG0006306	Sp5g07400	Stapi.8890s0001, Stapi.2569s0004
OG0006307	Sp1g34470, Sp3g08900	Stapi.3121s0010, Stapi.18651s0001, Stapi.2558s0002, Stapi.13399s0001
OG0006308	Sp3g33210	Stapi.7373s0005
OG0006309	Sp3g33380	Stapi.8474s0001
OG0006310	Sp3g33400	Stapi.9257s0001
OG0006311	Sp3g33430	Stapi.12615s0001
OG0006312	Sp3g33510	Stapi.2974s0001
OG0006313	Sp3g33520	Stapi.2974s0002
OG0006314	Sp3g33550	Stapi.2974s0003
OG0006316	Sp3g33570	Stapi.2986s0004
OG0006317	Sp3g33730	Stapi.3447s0002
OG0006318	Sp3g33910	Stapi.9620s0001, Stapi.17492s0001
OG0006319	Sp6g03390	Stapi.0649s0005, Stapi.8665s0001
OG0006320	Sp5g05590	Stapi.0654s0004, Stapi.0629s0004
OG0006324	Sp7g07140	Stapi.0136s0006, Stapi.0372s0009
OG0006326	Sp7g14560	Stapi.0200s0018, Stapi.1035s0005
OG0006327	Sp7g14300	Stapi.2038s0001, Stapi.1275s0007
OG0006328	Sp7g14290	Stapi.2038s0002, Stapi.1275s0006
OG0006329	Sp7g14190	Stapi.0661s0013, Stapi.3839s0002
OG0006330	Sp7g14150, Sp7g14310	Stapi.0604s0006, Stapi.0661s0010
OG0006331	Sp7g14140	Stapi.0661s0009, Stapi.0769s0010
OG0006332	Sp7g14020	Stapi.5702s0002
OG0006333	Sp3g33030	Stapi.7871s0004, Stapi.4742s0001
OG0006334	Sp3g32960	Stapi.2299s0006, Stapi.2299s0011
OG0006335	Sp3g32760	Stapi.30972s0001
OG0006336	Sp3g32680	Stapi.6844s0003
OG0006337	Sp3g32670	Stapi.6844s0001
OG0006338	Sp3g32630	Stapi.6176s0005
OG0006339	Sp3g32250	Stapi.26122s0002
OG0006340	Sp3g31890	Stapi.4437s0003
OG0006343	Sp3g31410	Stapi.1581s0010
OG0006344	Sp3g31200	Stapi.1292s0002, Stapi.19386s0001
OG0006346	Sp7g28300	Stapi.8713s0003, Stapi.8713s0004, Stapi.0721s0010, Stapi.0721s0009
OG0006347	Sp7g27120	Stapi.4018s0001
OG0006347	Sp7g27130	Stapi.4018s0002
OG0006348	Sp7g15040	Stapi.3087s0006, Stapi.5332s0001
OG0006349	Sp7g15060, Sp7g15050	Stapi.10275s0001, Stapi.13055s0001
OG0006350	Sp7g15250	Stapi.0754s0004
OG0006351	Sp7g17270	Stapi.3484s0003, Stapi.1109s0008
OG0006352	Sp5g03780	Stapi.7808s0003, Stapi.9484s0001
OG0006353	Sp5g05070	Stapi.4415s0002, Stapi.6083s0002, Stapi.3303s0005
OG0006354	Sp5g06310, Sp4g22750	Stapi.3776s0003
OG0006355	Sp5g06500	Stapi.2545s0002, Stapi.23904s0001
OG0006356	Sp5g06770	Stapi.3253s0002, Stapi.6263s0001
OG0006357	Sp5g06840	Stapi.5282s0006, Stapi.10739s0002, Stapi.28254s0001
OG0006358	Sp5g06990	Stapi.6628s0001, Stapi.30835s0001, Stapi.3165s0005
OG0006359	Sp5g07040	Stapi.19037s0001, Stapi.5886s0003
OG0006360	Sp5g07070	Stapi.10042s0002, Stapi.10477s0002
OG0006361	Sp5g07100	Stapi.0038s0003, Stapi.5846s0001, Stapi.3660s0007
OG0006362	Sp5g07130	Stapi.4172s0003, Stapi.3660s0005
OG0006363	Sp5g09750	Stapi.0855s0011, Stapi.3405s0005
OG0006364	Sp3g34050	Stapi.3439s0011
OG0006365	Sp5g16270	Stapi.0033s0053
OG0006366	SpUn0013_0070, SpUn0038_0030, SpUn0007_0100, Sp5g15720, Sp5g16570	Stapi.1528s0001
OG0006367	Sp5g15090	Stapi.2848s0001, Stapi.16059s0001, Stapi.0435s0001, Stapi.1693s0005
OG0006368	Sp7g12690	Stapi.7145s0002, Stapi.0541s0003
OG0006369	Sp7g03980	Stapi.14548s0001, Stapi.2769s0002
OG0006370	Sp7g05580	Stapi.0207s0002, Stapi.5688s0002, Stapi.1471s0001
OG0006373	Sp6g03520	Stapi.4598s0002
OG0006379	Sp1g33850, Sp2g08230, Sp2g08170, Sp2g08180	Stapi.6850s0001, Stapi.8396s0002, Stapi.2311s0003, Stapi.0032s0039
OG0006381	Sp3g27090, Sp3g23590, Sp7g07850, Sp4g06160, Sp4g09240, SpUn0001_0350, Sp4g05250	Stapi.4142s0002
OG0006400	Sp2g12040	Stapi.2018s0005
OG0006401	Sp2g11920	Stapi.2972s0004
OG0006402	Sp2g12310	Stapi.3301s0007
OG0006403	Sp2g11680, SpUn1868_0010	Stapi.6149s0002
OG0006404	Sp2g11590, SpUn0036_0020	Stapi.13439s0001
OG0006406	Sp2g11500	Stapi.7918s0004
OG0006407	Sp2g11490	Stapi.7918s0003
OG0006408	Sp2g11420	Stapi.3469s0002
OG0006409	Sp2g11410	Stapi.2100s0006, Stapi.1918s0009
OG0006410	Sp2g11380	Stapi.1918s0006
OG0006411	Sp2g11270	Stapi.2227s0006
OG0006412	Sp2g11260	Stapi.0242s0013, Stapi.2227s0004
OG0006413	Sp2g11210	Stapi.0242s0009
OG0006414	Sp2g11200	Stapi.2851s0004
OG0006416	Sp2g11060	Stapi.8388s0001, Stapi.0581s0018
OG0006417	Sp2g11050	Stapi.3114s0007
OG0006418	Sp2g11040	Stapi.3114s0008
OG0006419	Sp2g10970	Stapi.2144s0001
OG0006420	Sp2g10940	Stapi.2144s0004
OG0006421	Sp2g10930	Stapi.2144s0005
OG0006422	SpUn1121_0010	Stapi.2144s0007, Stapi.11445s0002
OG0006423	Sp2g10880	Stapi.2040s0001
OG0006424	Sp2g10860	Stapi.0487s0008, Stapi.0412s0014
OG0006425	Sp2g10810	Stapi.0487s0002
OG0006427	Sp2g10770	Stapi.1085s0007
OG0006428	Sp2g10750	Stapi.11789s0001
OG0006429	Sp2g10720	Stapi.0738s0001, Stapi.1085s0001
OG0006430	Sp2g10670	Stapi.0738s0008
OG0006431	Sp2g10580	Stapi.0738s0017, Stapi.3001s0006
OG0006432	Sp2g10550	Stapi.0738s0020
OG0006433	Sp2g10520	Stapi.3001s0001, Stapi.1289s0011
OG0006434	Sp2g10470	Stapi.0226s0032
OG0006435	Sp2g10450	Stapi.0226s0027, Stapi.0147s0033
OG0006436	Sp2g10340	Stapi.2114s0003
OG0006437	Sp2g10300	Stapi.0745s0010, Stapi.0226s0001
OG0006438	Sp2g10180	Stapi.1006s0011
OG0006439	Sp2g09930	Stapi.0567s0003, Stapi.4989s0003
OG0006440	Sp2g09920	Stapi.4989s0001
OG0006441	Sp2g09490	Stapi.3714s0001
OG0006442	Sp2g09410	Stapi.4869s0006
OG0006443	Sp2g09350	Stapi.0265s0001
OG0006444	Sp2g09290	Stapi.2576s0007
OG0006446	Sp7g11240	Stapi.0293s0020, Stapi.2063s0004
OG0006447	Sp7g11220	Stapi.2063s0002, Stapi.0293s0018
OG0006448	Sp7g11190, Sp7g11180	Stapi.0293s0014
OG0006450	Sp7g11140	Stapi.0293s0011
OG0006452	Sp7g11010	Stapi.0127s0010, Stapi.0987s0004, Stapi.0002s0034
OG0006453	Sp7g10990	Stapi.0077s0004, Stapi.0127s0015
OG0006454	Sp7g10890	Stapi.0210s0011
OG0006455	Sp7g10780	Stapi.1100s0003
OG0006456	Sp7g10750	Stapi.0127s0008, Stapi.0154s0019
OG0006457	Sp7g10550	Stapi.0025s0008, Stapi.0127s0023
OG0006459	Sp7g10480	Stapi.3288s0004
OG0006461	Sp3g25900	Stapi.0421s0018
OG0006462	Sp4g04690	Stapi.0974s0005, Stapi.2779s0001
OG0006463	Sp4g05430	Stapi.0770s0002
OG0006464	Sp4g05380	Stapi.3029s0002, Stapi.0193s0010
OG0006466	Sp4g05280	Stapi.1179s0004, Stapi.2741s0001
OG0006467	Sp4g05210	Stapi.0808s0010, Stapi.2361s0002
OG0006468	Sp4g05180	Stapi.3671s0003
OG0006469	Sp4g05000	Stapi.0203s0004
OG0006470	Sp5g16330, Sp4g04830	Stapi.7112s0001, Stapi.4062s0002
OG0006471	Sp4g04780	Stapi.2088s0001
OG0006472	Sp4g04680	Stapi.2933s0001
OG0006473	Sp4g04660	Stapi.7564s0001, Stapi.7638s0001
OG0006474	Sp4g04430	Stapi.2150s0004
OG0006475	Sp4g04380	Stapi.6637s0001
OG0006477	Sp4g03770, Sp4g03780	Stapi.3752s0007
OG0006478	Sp4g03910	Stapi.0159s0004, Stapi.2099s0002
OG0006479	Sp4g03930	Stapi.0491s0009, Stapi.2630s0001
OG0006482	Sp4g04070	Stapi.0760s0007
OG0006483	Sp4g04080	Stapi.0760s0006
OG0006484	Sp4g04160	Stapi.0767s0001
OG0006485	Sp4g04200	Stapi.3503s0003, Stapi.1327s0008
OG0006486	Sp4g03600	Stapi.1970s0007
OG0006488	Sp4g03490	Stapi.10663s0001
OG0006489	Sp4g03510	Stapi.1158s0009
OG0006490	Sp4g03530	Stapi.1158s0008
OG0006491	Sp4g03450	Stapi.1158s0007
OG0006492	Sp4g03380	Stapi.5328s0001
OG0006493	Sp4g03370	Stapi.3732s0001
OG0006494	Sp4g03300	Stapi.1756s0005, Stapi.1416s0001
OG0006495	Sp4g03260	Stapi.1756s0001
OG0006496	Sp4g03250	Stapi.8431s0001
OG0006497	Sp4g03180	Stapi.1136s0001
OG0006498	Sp4g03170	Stapi.2607s0002, Stapi.1136s0002
OG0006499	Sp4g03160	Stapi.1136s0003, Stapi.0833s0008, Stapi.2607s0003
OG0006500	Sp4g03100	Stapi.0906s0007, Stapi.5362s0001
OG0006501	Sp4g03080	Stapi.4562s0001, Stapi.0906s0005, Stapi.17188s0001, Stapi.2674s0007
OG0006502	Sp4g02980	Stapi.1838s0002
OG0006503	Sp4g02900	Stapi.10939s0001, Stapi.2076s0007
OG0006504	Sp4g02890	Stapi.2362s0002
OG0006505	Sp4g02790	Stapi.4951s0002
OG0006506	Sp4g02740	Stapi.0748s0009, Stapi.5449s0003, Stapi.3406s0003
OG0006507	Sp4g02670	Stapi.3074s0003
OG0006508	Sp4g02660	Stapi.4519s0003
OG0006509	Sp4g02620, Sp4g02600	Stapi.1973s0007
OG0006510	Sp4g02610	Stapi.1973s0006, Stapi.16062s0001
OG0006511	Sp4g02460	Stapi.3481s0004
OG0006512	Sp4g02430	Stapi.6059s0001, Stapi.14059s0001, Stapi.2138s0006
OG0006513	Sp4g02390	Stapi.4206s0004
OG0006514	Sp4g02370	Stapi.4206s0006
OG0006515	Sp4g02300	Stapi.3358s0002
OG0006516	Sp4g02200	Stapi.2171s0003, Stapi.4713s0002
OG0006518	Sp5g33580	Stapi.5256s0002, Stapi.7029s0001
OG0006519	Sp4g02050	Stapi.4034s0003, Stapi.4334s0001
OG0006523	Sp7g10310	Stapi.0302s0001, Stapi.0329s0007
OG0006525	Sp4g11740	Stapi.0139s0014, Stapi.0953s0008
OG0006526	Sp4g11690	Stapi.0953s0015, Stapi.0139s0022
OG0006527	Sp4g11650	Stapi.0188s0002
OG0006528	Sp4g11630	Stapi.0188s0011
OG0006529	Sp4g11580	Stapi.0129s0013
OG0006530	Sp4g11440	Stapi.0876s0008
OG0006531	Sp4g11250	Stapi.0044s0061
OG0006532	Sp4g11240	Stapi.0110s0004, Stapi.0044s0060
OG0006533	Sp4g11200	Stapi.0433s0014, Stapi.0044s0056
OG0006534	Sp4g11170	Stapi.0433s0010, Stapi.0044s0051
OG0006535	Sp4g11130	Stapi.0016s0075
OG0006536	Sp4g11120	Stapi.0016s0072
OG0006537	Sp4g11110	Stapi.0044s0040
OG0006538	Sp4g11080	Stapi.0016s0055
OG0006539	Sp4g11070	Stapi.0044s0026, Stapi.0016s0052
OG0006540	Sp4g10970	Stapi.0016s0022, Stapi.0310s0011
OG0006541	Sp4g10940	Stapi.0016s0016
OG0006542	Sp4g10930	Stapi.0016s0015
OG0006543	Sp4g10800	Stapi.0177s0014
OG0006544	Sp4g10720	Stapi.0351s0002
OG0006545	Sp4g10680	Stapi.0043s0002
OG0006546	Sp4g10670	Stapi.0175s0020
OG0006547	Sp4g10610	Stapi.0175s0009
OG0006548	Sp3g24490	Stapi.0374s0001
OG0006549	Sp3g24610	Stapi.14028s0002
OG0006551	Sp3g25130	Stapi.0227s0002
OG0006552	Sp5g03990	Stapi.0926s0012, Stapi.4304s0002
OG0006554	Sp3g24260	Stapi.2089s0002
OG0006556	Sp4g22810	Stapi.4612s0001
OG0006557	Sp4g22770	Stapi.3873s0007
OG0006558	Sp4g22720	Stapi.8380s0001
OG0006559	Sp4g22680	Stapi.3873s0001
OG0006560	Sp4g22620	Stapi.0233s0017
OG0006562	Sp4g22600	Stapi.11784s0002
OG0006563	Sp4g22580	Stapi.3929s0001, Stapi.25660s0001
OG0006564	Sp4g22540	Stapi.0932s0001, Stapi.7672s0001
OG0006565	Sp4g22490	Stapi.7755s0001
OG0006566	Sp5g18250, Sp4g22460	Stapi.2711s0002
OG0006567	Sp4g22370	Stapi.15375s0001
OG0006568	Sp4g22360	Stapi.4451s0001
OG0006569	Sp4g22350	Stapi.4451s0002
OG0006570	Sp4g22320	Stapi.9586s0001
OG0006571	Sp4g22300	Stapi.7035s0001
OG0006572	Sp4g22280	Stapi.3963s0003
OG0006573	Sp4g22230	Stapi.2982s0006
OG0006574	Sp4g22110	Stapi.9712s0002
OG0006575	Sp4g22100	Stapi.9712s0004, Stapi.3562s0002
OG0006576	Sp4g22090	Stapi.3562s0003
OG0006577	Sp4g22070	Stapi.2223s0001
OG0006578	Sp4g22010	Stapi.5478s0003, Stapi.2223s0005
OG0006579	Sp4g21980	Stapi.2223s0008
OG0006580	Sp4g21960	Stapi.2520s0003
OG0006581	Sp4g21920	Stapi.2276s0005, Stapi.1004s0018
OG0006582	Sp4g21890	Stapi.9885s0001
OG0006583	Sp4g21790	Stapi.5176s0004
OG0006584	Sp4g21770	Stapi.5176s0002
OG0006585	Sp5g07220	Stapi.2602s0003
OG0006586	SpUn0165_0030	Stapi.12056s0001
OG0006587	Sp4g21670	Stapi.5601s0001, Stapi.12503s0001
OG0006588	Sp4g21520	Stapi.4648s0004
OG0006589	Sp4g21500	Stapi.6744s0001
OG0006590	Sp4g21480	Stapi.6744s0003
OG0006591	Sp4g21460	Stapi.6744s0005
OG0006592	Sp4g21420	Stapi.1097s0012
OG0006593	Sp4g21400	Stapi.1097s0014
OG0006594	Sp4g21370	Stapi.5543s0002
OG0006595	Sp4g21340	Stapi.2311s0008, Stapi.5227s0001
OG0006596	Sp4g25680	Stapi.4523s0001
OG0006597	Sp4g21160	Stapi.10806s0002
OG0006598	Sp4g21110, Sp4g21130	Stapi.8737s0003
OG0006599	Sp4g20940	Stapi.2104s0003
OG0006600	Sp4g20920	Stapi.2989s0003
OG0006601	Sp4g20900	Stapi.6545s0003
OG0006602	Sp4g20880	Stapi.6545s0005
OG0006603	Sp4g20810	Stapi.3725s0004
OG0006604	Sp4g20790	Stapi.3725s0002
OG0006605	Sp4g20770	Stapi.4216s0006
OG0006606	Sp4g20650	Stapi.5237s0001, Stapi.3099s0008
OG0006607	Sp4g20580	Stapi.19544s0001
OG0006608	Sp4g20530	Stapi.6245s0001
OG0006609	Sp4g20510	Stapi.7041s0002
OG0006610	Sp4g20490	Stapi.1379s0007, Stapi.6349s0002
OG0006611	Sp4g20450	Stapi.13389s0001
OG0006612	Sp4g20380	Stapi.1791s0008, Stapi.1904s0002
OG0006613	Sp4g20370	Stapi.1904s0003
OG0006614	Sp4g20360	Stapi.1791s0006
OG0006615	Sp4g20320	Stapi.1791s0002
OG0006616	Sp4g20310	Stapi.1791s0001
OG0006617	Sp4g20300	Stapi.3983s0005
OG0006618	Sp4g20200	Stapi.7099s0001
OG0006619	Sp4g20110	Stapi.4546s0001
OG0006620	Sp4g20080	Stapi.12110s0001
OG0006621	Sp4g20060	Stapi.15926s0001, Stapi.4325s0003
OG0006622	Sp4g20050	Stapi.4325s0004
OG0006623	Sp4g20010	Stapi.1862s0006, Stapi.0728s0012
OG0006624	Sp4g20000	Stapi.12598s0001
OG0006625	Sp4g19990	Stapi.4151s0002
OG0006626	Sp4g19860	Stapi.1154s0009
OG0006627	Sp4g19840	Stapi.1154s0007, Stapi.1149s0003
OG0006628	Sp4g19820	Stapi.1149s0004, Stapi.1154s0004
OG0006629	Sp4g19800	Stapi.1149s0012
OG0006631	Sp4g19750	Stapi.5106s0004
OG0006632	Sp4g19680	Stapi.3685s0001
OG0006633	Sp4g19650	Stapi.2010s0004, Stapi.3685s0004
OG0006634	Sp4g19640	Stapi.3685s0005
OG0006635	Sp4g19580	Stapi.13217s0003
OG0006636	Sp4g19560	Stapi.2166s0005
OG0006637	Sp4g19510	Stapi.11977s0001
OG0006638	Sp4g19420	Stapi.1310s0001
OG0006639	Sp4g19310	Stapi.1255s0001
OG0006640	Sp4g19220	Stapi.4556s0003
OG0006641	Sp4g19190	Stapi.8434s0002
OG0006642	Sp4g19180	Stapi.3690s0005
OG0006643	Sp4g19170	Stapi.10127s0001
OG0006644	Sp4g19090	Stapi.1915s0002
OG0006645	Sp4g18970	Stapi.9174s0001
OG0006646	Sp4g18940	Stapi.1407s0008
OG0006647	Sp4g18930	Stapi.1407s0007
OG0006648	Sp4g18810	Stapi.1071s0015, Stapi.1752s0008
OG0006649	Sp4g18720	Stapi.1071s0005, Stapi.1917s0005
OG0006650	Sp4g18660	Stapi.3059s0001, Stapi.16009s0001
OG0006651	Sp4g18640	Stapi.3059s0002
OG0006652	Sp4g18620	Stapi.3059s0004, Stapi.3603s0006
OG0006653	Sp4g18550	Stapi.2182s0005
OG0006654	Sp4g18530	Stapi.2182s0003, Stapi.13713s0003
OG0006655	Sp4g18490	Stapi.2652s0002
OG0006656	Sp4g18460	Stapi.2652s0004, Stapi.1269s0005, Stapi.1607s0003
OG0006657	Sp4g18370	Stapi.5951s0002
OG0006658	Sp4g18260	Stapi.4129s0002
OG0006659	Sp4g18240	Stapi.0313s0004
OG0006660	Sp4g18140	Stapi.1576s0006
OG0006661	Sp4g18030	Stapi.7920s0006
OG0006662	Sp4g18010	Stapi.2548s0007
OG0006663	Sp4g17940	Stapi.9107s0002, Stapi.3249s0001
OG0006664	Sp4g17860	Stapi.0376s0006, Stapi.2094s0008
OG0006665	Sp4g17840	Stapi.2094s0010, Stapi.0376s0008
OG0006666	Sp4g17820	Stapi.1592s0001, Stapi.0376s0009
OG0006667	Sp4g17770	Stapi.1111s0008, Stapi.1592s0005
