Orthogroup	S_diversifolius	C_amplexicaulis
OG0002547	Sdiv_ptg000002l_0383-R	Caamp.0078s0362, Caamp.0060s0005, Caamp.0078s0028, Caamp.0026s0189
OG0002548	Sdiv_ptg000015l_1371-R	Caamp.0026s0269
OG0002548	Sdiv_ptg000002l_0772-R	Caamp.0005s0250
OG0002549	Sdiv_ptg000002l_0766-R	Caamp.0026s0279, Caamp.0097s0426, Caamp.0005s0262
OG0002551	Sdiv_ptg000015l_1556-R	Caamp.0026s0519
OG0002551	Sdiv_ptg000002l_0570-R	Caamp.0078s0116
OG0002552	Sdiv_ptg000015l_1564-R	Caamp.0078s0126, Caamp.0026s0527
OG0002553	Sdiv_ptg000013l_0232-R, Sdiv_ptg000011l_0238-R	Caamp.0436s0040, Caamp.0026s0578
OG0002554	Sdiv_ptg000004l_1950-R	Caamp.0094s0515
OG0002554	Sdiv_ptg000013l_0374-R, Sdiv_ptg000011l_0377-R	Caamp.0026s0802
OG0002555	Sdiv_ptg000007l_0050-R	Caamp.0303s1092
OG0002555	Sdiv_ptg000012l_2301-R	Caamp.0266s0018
OG0002556	Sdiv_ptg000014l_1764-R	Caamp.0027s0068
OG0002556	Sdiv_ptg000003l_1412-R	Caamp.0004s0080
OG0002557	Sdiv_ptg000010l_1650-R	Caamp.0064s0476, Caamp.0064s0468, Caamp.0064s0480, Caamp.0064s0471, Caamp.0028s0253
OG0002558	Sdiv_ptg000004l_1237-R	Caamp.0003s0245
OG0002558	Sdiv_ptg000005l_0927-R	Caamp.0003s0244
OG0002559	Sdiv_ptg000004l_0795-R	Caamp.0003s0794, Caamp.0095s0197
OG0002560	Sdiv_ptg000003l_2455-R	Caamp.0052s0059
OG0002561	Sdiv_ptg000003l_2464-R	Caamp.0052s0050, Caamp.0303s0558, Caamp.0052s0049
OG0002562	Sdiv_ptg000002l_1505-R	Caamp.0076s0115
OG0002562	Sdiv_ptg000015l_0646-R	Caamp.0303s0754
OG0002563	Sdiv_ptg000002l_1464-R	Caamp.0076s0070
OG0002563	Sdiv_ptg000015l_0686-R	Caamp.0303s0794
OG0002564	Sdiv_ptg000754l_0003-R, Sdiv_ptg001036l_0004-R, Sdiv_ptg000656l_0003-R, Sdiv_ptg001019l_0004-R, Sdiv_ptg000824l_0004-R, Sdiv_ptg000998l_0002-R, Sdiv_ptg000826l_0006-R	Caamp.0311s0029
OG0002565	Sdiv_ptg000012l_0025-R	Caamp.0033s0457, Caamp.0436s0009
OG0002565	Sdiv_ptg000002l_0532-R	Caamp.0078s0172
OG0002566	Sdiv_ptg000022l_0484-R, Sdiv_ptg000008l_0465-R	Caamp.0034s0068, Caamp.0060s0028
OG0002567	Sdiv_ptg000001l_0451-R, Sdiv_ptg000013l_0416-R, Sdiv_ptg000011l_0409-R	Caamp.0043s0028, Caamp.0035s0019
OG0002568	Sdiv_ptg000007l_0445-R	Caamp.0058s0081
OG0002569	Sdiv_ptg000007l_0444-R	Caamp.0058s0082
OG0002569	Sdiv_ptg000012l_1820-R	Caamp.0036s0016
OG0002570	Sdiv_ptg000014l_2747-R	Caamp.0037s0256
OG0002571	Sdiv_ptg000015l_0207-R	Caamp.0006s0057
OG0002571	Sdiv_ptg000002l_1947-R	Caamp.0064s0170
OG0002573	Sdiv_ptg000003l_1895-R	Caamp.0040s0151, Caamp.0040s0150
OG0002574	Sdiv_ptg000009l_1475-R	Caamp.0052s0494, Caamp.0095s1171, Caamp.0040s0219, Caamp.0076s1344
OG0002575	Sdiv_ptg000027l_0171-R	Caamp.0044s0192
OG0002576	Sdiv_ptg000002l_1750-R	Caamp.0076s0420
OG0002576	Sdiv_ptg000015l_0413-R	Caamp.0006s0302
OG0002577	Sdiv_ptg000002l_0902-R	Caamp.0005s0047
OG0002577	Sdiv_ptg000015l_1242-R	Caamp.0097s0105
OG0002578	Sdiv_ptg000004l_0272-R	Caamp.0064s0636, Caamp.0097s0854
OG0002579	Sdiv_ptg000012l_2090-R, Sdiv_ptg000007l_0270-R	Caamp.0054s0023
OG0002581	Sdiv_ptg000003l_2765-R	Caamp.0056s0029
OG0002582	Sdiv_ptg000003l_2580-R	Caamp.0056s0273
OG0002583	Sdiv_ptg000012l_1641-R	Caamp.0076s0562
OG0002583	Sdiv_ptg000007l_0646-R	Caamp.0058s0273
OG0002584	Sdiv_ptg000015l_0172-R	Caamp.0006s0014
OG0002585	Sdiv_ptg000015l_0239-R	Caamp.0006s0099
OG0002585	Sdiv_ptg000002l_1916-R, Sdiv_ptg000009l_1841-R	Caamp.0064s0213
OG0002586	Sdiv_ptg000015l_0271-R	Caamp.0064s0249, Caamp.0064s0250, Caamp.0006s0139
OG0002587	Sdiv_ptg000015l_0272-R	Caamp.0006s0140
OG0002587	Sdiv_ptg000002l_1879-R	Caamp.0064s0251
OG0002588	Sdiv_ptg000002l_1858-R	Caamp.0064s0274
OG0002589	Sdiv_ptg000002l_1856-R	Caamp.0006s0165
OG0002589	Sdiv_ptg000015l_0297-R	Caamp.0006s0166
OG0002589	Sdiv_ptg000002l_1855-R	Caamp.0064s0277
OG0002590	Sdiv_ptg000015l_0428-R	Caamp.0006s0319
OG0002590	Sdiv_ptg000002l_1735-R	Caamp.0076s0401
OG0002591	Sdiv_ptg000015l_0149-R	Caamp.0006s0634
OG0002591	Sdiv_ptg000002l_2016-R	Caamp.0064s0084
OG0002592	Sdiv_ptg000015l_0101-R	Caamp.0006s0695
OG0002592	Sdiv_ptg000002l_2073-R	Caamp.0064s0005
OG0002593	Sdiv_ptg000011l_0216-R	Caamp.0095s1124
OG0002593	Sdiv_ptg000005l_1781-R	Caamp.0064s0302, Caamp.0094s0322
OG0002593	Sdiv_ptg000001l_0223-R	Caamp.0093s0180
OG0002595	Sdiv_ptg000008l_0866-R	Caamp.0066s0131
OG0002598	Sdiv_ptg000012l_1614-R	Caamp.0076s0596
OG0002599	Sdiv_ptg000012l_1401-R	Caamp.0076s0876
OG0002599	Sdiv_ptg000007l_0857-R	Caamp.0085s0050
OG0002601	Sdiv_ptg000022l_1576-R	Caamp.0076s1611
OG0002603	Sdiv_ptg000015l_1603-R	Caamp.0095s1091
OG0002603	Sdiv_ptg000002l_0516-R	Caamp.0078s0192
OG0002604	Sdiv_ptg000002l_0274-R	Caamp.0078s0397
OG0002604	Sdiv_ptg000015l_1832-R	Caamp.0095s0794
OG0002605	Sdiv_ptg000001l_0075-R	Caamp.0079s0027
OG0002605	Sdiv_ptg000011l_0058-R, Sdiv_ptg000013l_0059-R	Caamp.0095s1313
OG0002606	Sdiv_ptg000013l_0051-R	Caamp.0095s1322
OG0002606	Sdiv_ptg000001l_0066-R	Caamp.0079s0037
OG0002607	Sdiv_ptg000004l_1593-R	Caamp.0094s0991
OG0002607	Sdiv_ptg000001l_0046-R	Caamp.0079s0058
OG0002610	Sdiv_ptg000005l_0081-R	Caamp.0089s0003
OG0002610	Sdiv_ptg000004l_0353-R	Caamp.0097s0995
OG0002611	Sdiv_ptg000005l_0375-R	Caamp.0090s0017
OG0002612	Sdiv_ptg000005l_0351-R	Caamp.0090s0040
OG0002613	Sdiv_ptg000001l_0092-R	Caamp.0093s0002
OG0002613	Sdiv_ptg000013l_0079-R, Sdiv_ptg000011l_0080-R	Caamp.0095s1302
OG0002614	Sdiv_ptg000013l_0140-R, Sdiv_ptg000011l_0150-R	Caamp.0095s1218
OG0002614	Sdiv_ptg000001l_0156-R	Caamp.0093s0083
OG0002615	Sdiv_ptg000001l_0216-R, Sdiv_ptg000013l_0202-R, Sdiv_ptg000011l_0213-R	Caamp.0095s1128
OG0002616	Sdiv_ptg000004l_0700-R	Caamp.0095s0082
OG0002617	Sdiv_ptg000004l_0743-R	Caamp.0097s0401, Caamp.0095s0131
OG0002618	Sdiv_ptg000015l_1243-R	Caamp.0097s0106
OG0002647	Sdiv_ptg000012l_1466-R	Caamp.0076s0796
OG0002647	Sdiv_ptg000007l_0793-R	Caamp.0001s0045
OG0002648	Sdiv_ptg000012l_1468-R	Caamp.0001s0047, Caamp.0076s0794
OG0002649	Sdiv_ptg000012l_1487-R	Caamp.0076s0773
OG0002649	Sdiv_ptg000007l_0777-R	Caamp.0001s0067
OG0002650	Sdiv_ptg000012l_1508-R	Caamp.0076s0740
OG0002650	Sdiv_ptg000007l_0759-R	Caamp.0001s0100
OG0002651	Sdiv_ptg000007l_0725-R, Sdiv_ptg000012l_1544-R	Caamp.0001s0244, Caamp.0001s0147, Caamp.0076s0698
OG0002652	Sdiv_ptg000007l_0705-R	Caamp.0001s0171
OG0002652	Sdiv_ptg000012l_1572-R	Caamp.0076s0664
OG0002653	Sdiv_ptg000012l_1579-R	Caamp.0076s0656
OG0002653	Sdiv_ptg000007l_0699-R	Caamp.0001s0183
OG0002654	Sdiv_ptg000012l_1580-R, Sdiv_ptg000007l_0698-R	Caamp.0001s0184, Caamp.0076s0655
OG0002656	Sdiv_ptg000012l_1606-R	Caamp.0076s0616
OG0002656	Sdiv_ptg000007l_0681-R	Caamp.0001s0210
OG0002657	Sdiv_ptg000007l_0677-R	Caamp.0001s0213, Caamp.0076s0613
OG0002659	Sdiv_ptg000004l_0463-R	Caamp.0061s0041
OG0002659	Sdiv_ptg000005l_0199-R	Caamp.0061s0042
OG0002660	Sdiv_ptg000009l_1058-R	Caamp.1041s1555
OG0002660	Sdiv_ptg000005l_0186-R	Caamp.0001s0289
OG0002664	Sdiv_ptg000008l_0342-R	Caamp.0010s0034
OG0002664	Sdiv_ptg000022l_0336-R	Caamp.0008s0135
OG0002667	Sdiv_ptg000008l_0329-R	Caamp.0008s0112, Caamp.0008s0116, Caamp.0010s0059
OG0002668	Sdiv_ptg000022l_0310-R	Caamp.1039s0436
OG0002668	Sdiv_ptg000008l_0303-R	Caamp.0010s0090
OG0002670	Sdiv_ptg000008l_0282-R	Caamp.0010s0123
OG0002671	Sdiv_ptg000022l_0274-R	Caamp.1039s0377
OG0002672	Sdiv_ptg000008l_0258-R	Caamp.0010s0148
OG0002672	Sdiv_ptg000022l_0249-R	Caamp.1039s0343
OG0002673	Sdiv_ptg000008l_0250-R	Caamp.0010s0158
OG0002673	Sdiv_ptg000022l_0239-R	Caamp.1039s0326
OG0002674	Sdiv_ptg000008l_0236-R	Caamp.0010s0172, Caamp.0010s0165
OG0002675	Sdiv_ptg000005l_1456-R	Caamp.0094s0757, Caamp.0010s0193
OG0002677	Sdiv_ptg000001l_1583-R	Caamp.0078s0976
OG0002679	Sdiv_ptg000008l_0167-R	Caamp.0010s0272
OG0002679	Sdiv_ptg000022l_0167-R	Caamp.1039s0212
OG0002680	Sdiv_ptg000022l_0157-R, Sdiv_ptg000022l_0184-R	Caamp.1039s0238
OG0002682	Sdiv_ptg000008l_0147-R	Caamp.0010s0298
OG0002682	Sdiv_ptg000022l_0145-R	Caamp.1039s0188
OG0002684	Sdiv_ptg000005l_0152-R	Caamp.0012s0121
OG0002684	Sdiv_ptg000004l_0420-R	Caamp.0010s0324
OG0002686	Sdiv_ptg000022l_0635-R	Caamp.0013s0018
OG0002687	Sdiv_ptg000022l_0609-R	Caamp.0013s0032
OG0002687	Sdiv_ptg000008l_0594-R	Caamp.0101s0016
OG0002688	Sdiv_ptg000008l_0592-R	Caamp.0101s0019, Caamp.0013s0035, Caamp.0035s0025, Caamp.0052s0008
OG0002689	Sdiv_ptg000008l_0578-R	Caamp.0101s0039
OG0002689	Sdiv_ptg000022l_0623-R	Caamp.0013s0058
OG0002690	Sdiv_ptg000008l_0532-R	Caamp.0101s0090
OG0002690	Sdiv_ptg000022l_0569-R	Caamp.0097s0718
OG0002691	Sdiv_ptg000022l_0555-R	Caamp.0097s0737
OG0002691	Sdiv_ptg000008l_0520-R	Caamp.0101s0106
OG0002692	Sdiv_ptg000022l_0549-R, Sdiv_ptg000008l_0515-R	Caamp.0097s0744, Caamp.0101s0114, Caamp.0101s0116
OG0002693	Sdiv_ptg000022l_0503-R	Caamp.0080s0011
OG0002694	Sdiv_ptg000001l_0501-R	Caamp.0026s0224
OG0002694	Sdiv_ptg000013l_0470-R	Caamp.0013s0149, Caamp.0101s0193, Caamp.0101s0192
OG0002695	Sdiv_ptg000008l_1381-R	Caamp.1031s0249
OG0002695	Sdiv_ptg000022l_1492-R	Caamp.0102s0034
OG0002696	Sdiv_ptg000022l_1465-R	Caamp.0102s0062
OG0002696	Sdiv_ptg000008l_1361-R	Caamp.1031s0223
OG0002697	Sdiv_ptg000022l_1427-R	Caamp.0102s0108
OG0002697	Sdiv_ptg000008l_1326-R	Caamp.1031s0172
OG0002699	Sdiv_ptg000008l_1319-R	Caamp.1031s0158
OG0002699	Sdiv_ptg000022l_1422-R	Caamp.0102s0120
OG0002700	Sdiv_ptg000022l_1417-R	Caamp.0102s0125
OG0002700	Sdiv_ptg000008l_1315-R	Caamp.1031s0154
OG0002701	Sdiv_ptg000008l_1314-R	Caamp.1031s0151
OG0002701	Sdiv_ptg000022l_1416-R	Caamp.0102s0126
OG0002702	Sdiv_ptg000008l_1286-R	Caamp.1031s0117
OG0002702	Sdiv_ptg000022l_1388-R	Caamp.0102s0167
OG0002703	Sdiv_ptg000022l_1350-R	Caamp.0102s0206
OG0002703	Sdiv_ptg000008l_1253-R	Caamp.1031s0079
OG0002704	Sdiv_ptg000008l_1252-R	Caamp.1031s0077
OG0002705	Sdiv_ptg000008l_1250-R	Caamp.1031s0074
OG0002705	Sdiv_ptg000022l_1347-R	Caamp.0102s0211
OG0002706	Sdiv_ptg000008l_1240-R, Sdiv_ptg000022l_1336-R	Caamp.0102s0222
OG0002707	Sdiv_ptg000008l_1207-R	Caamp.0102s0277, Caamp.1031s0008
OG0002708	Sdiv_ptg000022l_1295-R	Caamp.0102s0278
OG0002708	Sdiv_ptg000008l_1206-R	Caamp.1031s0007
OG0002709	Sdiv_ptg000022l_1259-R	Caamp.0102s0319
OG0002710	Sdiv_ptg000008l_1148-R	Caamp.0105s0717
OG0002710	Sdiv_ptg000022l_1228-R	Caamp.0102s0346
OG0002712	Sdiv_ptg000008l_1114-R	Caamp.0105s0674
OG0002712	Sdiv_ptg000022l_1169-R	Caamp.0102s0387
OG0002713	Sdiv_ptg000008l_1107-R	Caamp.0105s0666
OG0002714	Sdiv_ptg000022l_1185-R	Caamp.0102s0408
OG0002714	Sdiv_ptg000008l_1101-R	Caamp.0105s0657
OG0002715	Sdiv_ptg000022l_1192-R	Caamp.0102s0414, Caamp.0105s0650
OG0002716	Sdiv_ptg000022l_1196-R	Caamp.0102s0422
OG0002716	Sdiv_ptg000008l_1086-R	Caamp.0105s0641
OG0002717	Sdiv_ptg000022l_1082-R	Caamp.0102s0534
OG0002717	Sdiv_ptg000008l_1007-R	Caamp.0105s0534
OG0002718	Sdiv_ptg000022l_1029-R	Caamp.0102s0600
OG0002718	Sdiv_ptg000008l_0960-R	Caamp.0105s0462
OG0002719	Sdiv_ptg000009l_1847-R	Caamp.0032s0037
OG0002719	Sdiv_ptg000010l_1448-R	Caamp.0083s0004
OG0002720	Sdiv_ptg000022l_1014-R, Sdiv_ptg000003l_0923-R	Caamp.0102s0615
OG0002720	Sdiv_ptg000008l_0948-R	Caamp.0105s0447
OG0002721	Sdiv_ptg000008l_0927-R	Caamp.0105s0417
OG0002722	Sdiv_ptg000008l_0925-R	Caamp.0105s0416
OG0002722	Sdiv_ptg000022l_0992-R	Caamp.0102s0642
OG0002723	Sdiv_ptg000008l_0910-R	Caamp.0105s0397
OG0002723	Sdiv_ptg000022l_0980-R	Caamp.0102s0661
OG0002724	Sdiv_ptg000022l_0954-R	Caamp.0102s0683
OG0002725	Sdiv_ptg000009l_1761-R, Sdiv_ptg000002l_1063-R, Sdiv_ptg000014l_1772-R, Sdiv_ptg000001l_0424-R	Caamp.0102s0688, Caamp.0051s0106, Caamp.0008s0183
OG0002726	Sdiv_ptg000011l_0388-R, Sdiv_ptg000013l_0385-R	Caamp.0028s0225, Caamp.0076s1291, Caamp.1027s0117, Caamp.0190s1136, Caamp.0102s0717
OG0002727	Sdiv_ptg000010l_1617-R	Caamp.0028s0204
OG0002727	Sdiv_ptg000009l_1635-R	Caamp.0102s0736
OG0002728	Sdiv_ptg000009l_1644-R, Sdiv_ptg000012l_0396-R	Caamp.1035s0370, Caamp.0033s0029, Caamp.0102s0747
OG0002730	Sdiv_ptg000009l_1659-R	Caamp.0102s0767
OG0002730	Sdiv_ptg000010l_1598-R	Caamp.0028s0180
OG0002731	Sdiv_ptg000009l_1666-R	Caamp.0102s0773
OG0002731	Sdiv_ptg000010l_1594-R	Caamp.0028s0172
OG0002732	Sdiv_ptg000010l_1579-R	Caamp.0095s0478, Caamp.0028s0155
OG0002733	Sdiv_ptg000010l_1575-R	Caamp.0028s0150
OG0002733	Sdiv_ptg000009l_1690-R	Caamp.0102s0810
OG0002734	Sdiv_ptg000010l_1566-R	Caamp.0028s0134
OG0002734	Sdiv_ptg000009l_1703-R	Caamp.0102s0828
OG0002735	Sdiv_ptg000010l_1564-R	Caamp.0028s0126
OG0002735	Sdiv_ptg000009l_1710-R	Caamp.0102s0836
OG0002736	Sdiv_ptg000009l_1719-R	Caamp.0102s0844
OG0002736	Sdiv_ptg000010l_1556-R	Caamp.0028s0117
OG0002737	Sdiv_ptg000009l_1725-R	Caamp.0102s0855
OG0002737	Sdiv_ptg000010l_1550-R	Caamp.0028s0108
OG0002738	Sdiv_ptg000010l_1543-R	Caamp.0028s0103
OG0002738	Sdiv_ptg000009l_1730-R	Caamp.0102s0860
OG0002739	Sdiv_ptg000009l_1732-R	Caamp.0102s0861
OG0002739	Sdiv_ptg000010l_1539-R	Caamp.0028s0099
OG0002740	Sdiv_ptg000009l_1739-R	Caamp.0102s0869
OG0002740	Sdiv_ptg000010l_1534-R	Caamp.0028s0092, Caamp.0028s0093
OG0002742	Sdiv_ptg000009l_1811-R, Sdiv_ptg000009l_1813-R, Sdiv_ptg000009l_1812-R	Caamp.0102s0957
OG0002745	Sdiv_ptg000022l_0123-R, Sdiv_ptg000008l_0124-R	Caamp.1039s0151
OG0002745	Sdiv_ptg000004l_2249-R	Caamp.1027s0192
OG0002746	Sdiv_ptg000004l_2214-R	Caamp.1027s0231
OG0002746	Sdiv_ptg000005l_1925-R	Caamp.0094s0161
OG0002747	Sdiv_ptg000005l_1877-R	Caamp.0094s0208
OG0002747	Sdiv_ptg000004l_2191-R	Caamp.1027s0263
OG0002749	Sdiv_ptg000005l_1861-R	Caamp.0094s0230
OG0002749	Sdiv_ptg000004l_2174-R	Caamp.1027s0283
OG0002750	Sdiv_ptg000022l_1428-R, Sdiv_ptg000014l_1730-R	Caamp.0097s0375, Caamp.1031s0173
OG0002751	Sdiv_ptg000022l_1547-R	Caamp.1031s0324, Caamp.0076s1651
OG0002752	Sdiv_ptg000008l_1478-R	Caamp.0076s1597, Caamp.1031s0374
OG0002754	Sdiv_ptg000022l_1628-R, Sdiv_ptg000008l_1528-R	Caamp.0076s1531, Caamp.1031s0435
OG0002756	Sdiv_ptg000022l_1644-R	Caamp.0076s1520
OG0002757	Sdiv_ptg000018l_0344-R	Caamp.1031s0484
OG0002757	Sdiv_ptg000022l_1675-R	Caamp.0076s1477
OG0002758	Sdiv_ptg000022l_1688-R	Caamp.0076s1464
OG0002758	Sdiv_ptg000018l_0337-R	Caamp.1031s0496, Caamp.0027s0005
OG0002759	Sdiv_ptg000022l_1697-R	Caamp.1031s0508, Caamp.0076s1453
OG0002760	Sdiv_ptg000022l_1700-R	Caamp.0076s1452
OG0002760	Sdiv_ptg000018l_0323-R	Caamp.1031s0509
OG0002761	Sdiv_ptg000022l_1730-R	Caamp.1031s0552, Caamp.0076s1418
OG0002762	Sdiv_ptg000022l_1753-R	Caamp.0076s1391
OG0002762	Sdiv_ptg000018l_0275-R	Caamp.1031s0581
OG0002763	Sdiv_ptg000022l_1774-R	Caamp.0018s0024
OG0002763	Sdiv_ptg000018l_0256-R	Caamp.1031s0605
OG0002764	Sdiv_ptg000018l_0249-R	Caamp.1031s0620
OG0002764	Sdiv_ptg000015l_2190-R	Caamp.0023s0333, Caamp.0095s0338
OG0002765	Sdiv_ptg000022l_1792-R	Caamp.0018s0046
OG0002766	Sdiv_ptg000022l_1809-R	Caamp.1031s0653, Caamp.0018s0067
OG0002767	Sdiv_ptg000015l_2217-R	Caamp.0065s0002, Caamp.1031s0673, Caamp.0018s0089
OG0002768	Sdiv_ptg000022l_1882-R	Caamp.1031s0743, Caamp.0018s0162
OG0002769	Sdiv_ptg000016l_0159-R	Caamp.0023s0439, Caamp.0023s0438
OG0002769	Sdiv_ptg000018l_0159-R	Caamp.1031s0744
OG0002770	Sdiv_ptg000015l_2278-R	Caamp.0065s0074
OG0002770	Sdiv_ptg000016l_0176-R	Caamp.0023s0459
OG0002771	Sdiv_ptg000022l_1923-R, Sdiv_ptg000022l_1924-R	Caamp.0018s0218
OG0002771	Sdiv_ptg000018l_0119-R	Caamp.1031s0795
OG0002772	Sdiv_ptg000018l_0005-R, Sdiv_ptg000022l_2046-R	Caamp.0018s0370, Caamp.1031s0947
OG0002773	Sdiv_ptg000003l_0492-R	Caamp.1033s0018
OG0002773	Sdiv_ptg000014l_1437-R	Caamp.0190s0137
OG0002774	Sdiv_ptg000014l_1442-R	Caamp.0190s0142
OG0002774	Sdiv_ptg000003l_0495-R	Caamp.1033s0024
OG0002775	Sdiv_ptg000003l_0509-R	Caamp.1033s0039
OG0002775	Sdiv_ptg000011l_0147-R, Sdiv_ptg000013l_0136-R	Caamp.0095s1224
OG0002776	Sdiv_ptg000003l_0520-R	Caamp.1033s0055
OG0002776	Sdiv_ptg000014l_2682-R	Caamp.0037s0335
OG0002777	Sdiv_ptg000015l_1834-R	Caamp.0095s0791, Caamp.0095s0792, Caamp.0078s0395
OG0002777	Sdiv_ptg000015l_1830-R	Caamp.0095s0795
OG0002778	Sdiv_ptg000003l_0632-R	Caamp.1033s0198
OG0002778	Sdiv_ptg000014l_2574-R	Caamp.0037s0481
OG0002779	Sdiv_ptg000014l_2529-R	Caamp.0037s0535
OG0002779	Sdiv_ptg000003l_0667-R	Caamp.1033s0249
OG0002780	Sdiv_ptg000014l_2444-R	Caamp.0037s0635
OG0002780	Sdiv_ptg000003l_0755-R	Caamp.1033s0347
OG0002781	Sdiv_ptg000014l_2411-R	Caamp.0037s0679
OG0002782	Sdiv_ptg000003l_0784-R	Caamp.1033s0401
OG0002782	Sdiv_ptg000014l_2410-R	Caamp.0037s0680
OG0002783	Sdiv_ptg000014l_2316-R	Caamp.0070s0037
OG0002783	Sdiv_ptg000003l_0879-R	Caamp.1033s0505
OG0002784	Sdiv_ptg000003l_0898-R	Caamp.1033s0533
OG0002785	Sdiv_ptg000014l_2281-R	Caamp.0070s0001
OG0002785	Sdiv_ptg000003l_0903-R	Caamp.1033s0542
OG0002786	Sdiv_ptg000003l_0906-R	Caamp.1033s0546
OG0002787	Sdiv_ptg000003l_0951-R	Caamp.1033s0604
OG0002787	Sdiv_ptg000014l_2233-R	Caamp.0007s0012
OG0002788	Sdiv_ptg000014l_2216-R	Caamp.0007s0031
OG0002788	Sdiv_ptg000003l_0964-R	Caamp.1033s0628
OG0002789	Sdiv_ptg000003l_0996-R	Caamp.1033s0670
OG0002790	Sdiv_ptg000003l_1017-R	Caamp.1033s0697
OG0002790	Sdiv_ptg000014l_2165-R	Caamp.0007s0089
OG0002791	Sdiv_ptg000014l_2161-R	Caamp.0007s0094
OG0002791	Sdiv_ptg000003l_1021-R	Caamp.1033s0702
OG0002792	Sdiv_ptg000003l_1026-R	Caamp.1033s0716
OG0002792	Sdiv_ptg000014l_2156-R	Caamp.0007s0105
OG0002793	Sdiv_ptg000014l_2097-R	Caamp.0007s0183
OG0002794	Sdiv_ptg000003l_1176-R	Caamp.0007s0382, Caamp.1033s0886
OG0002795	Sdiv_ptg000003l_1189-R	Caamp.1033s0902
OG0002795	Sdiv_ptg000014l_2017-R	Caamp.0007s0289
OG0002796	Sdiv_ptg000014l_2000-R, Sdiv_ptg000003l_1214-R	Caamp.1033s0924, Caamp.0007s0306
OG0002797	Sdiv_ptg000001l_0099-R	Caamp.0093s0014
OG0002797	Sdiv_ptg000013l_0089-R	Caamp.0095s1275
OG0002798	Sdiv_ptg000003l_1221-R	Caamp.1033s0936
OG0002798	Sdiv_ptg000014l_1992-R	Caamp.0007s0317
OG0002799	Sdiv_ptg000003l_1223-R	Caamp.1033s0937
OG0002799	Sdiv_ptg000014l_1990-R	Caamp.0007s0319
OG0002800	Sdiv_ptg000003l_1235-R	Caamp.1033s0948
OG0002800	Sdiv_ptg000014l_1982-R	Caamp.0007s0344
OG0002801	Sdiv_ptg000003l_1278-R	Caamp.1033s0998
OG0002801	Sdiv_ptg000014l_1943-R	Caamp.0007s0393
OG0002802	Sdiv_ptg000003l_1307-R	Caamp.1033s1050
OG0002802	Sdiv_ptg000014l_1912-R	Caamp.0008s0026
OG0002803	Sdiv_ptg000003l_1309-R	Caamp.1033s1052
OG0002803	Sdiv_ptg000014l_1907-R	Caamp.0008s0028
OG0002806	Sdiv_ptg000012l_0193-R	Caamp.0033s0261, Caamp.1035s0137
OG0002807	Sdiv_ptg000010l_2342-R	Caamp.1041s0992
OG0002807	Sdiv_ptg000012l_0229-R	Caamp.1035s0180
OG0002808	Sdiv_ptg000010l_2372-R	Caamp.1041s0943
OG0002809	Sdiv_ptg000007l_1874-R	Caamp.0033s0126
OG0002809	Sdiv_ptg000012l_0316-R	Caamp.1035s0278
OG0002810	Sdiv_ptg000012l_0385-R	Caamp.1035s0358
OG0002810	Sdiv_ptg000007l_1808-R	Caamp.0033s0043
OG0002811	Sdiv_ptg000007l_1788-R	Caamp.1035s0388, Caamp.0033s0012
OG0002812	Sdiv_ptg000012l_0426-R	Caamp.1035s0410
OG0002812	Sdiv_ptg000007l_1772-R	Caamp.0120s1007
OG0002813	Sdiv_ptg000012l_0444-R	Caamp.1035s0429
OG0002814	Sdiv_ptg000007l_1752-R	Caamp.0120s0984
OG0002815	Sdiv_ptg000007l_1717-R	Caamp.1035s0489
OG0002815	Sdiv_ptg000007l_1718-R	Caamp.0120s0938
OG0002816	Sdiv_ptg000012l_0593-R	Caamp.1035s0522
OG0002816	Sdiv_ptg000007l_1609-R	Caamp.0120s0798
OG0002817	Sdiv_ptg000012l_0587-R	Caamp.1035s0527
OG0002817	Sdiv_ptg000007l_1611-R	Caamp.0120s0804
OG0002818	Sdiv_ptg000007l_1662-R	Caamp.0120s0872
OG0002818	Sdiv_ptg000012l_0537-R	Caamp.1035s0582
OG0002819	Sdiv_ptg000009l_0512-R	Caamp.1041s0257, Caamp.1038s0531
OG0002820	Sdiv_ptg000012l_0526-R	Caamp.1035s0592
OG0002820	Sdiv_ptg000010l_2412-R	Caamp.1041s0259
OG0002820	Sdiv_ptg000009l_0510-R	Caamp.1038s0533
OG0002821	Sdiv_ptg000012l_0508-R	Caamp.1035s0613, Caamp.0041s0017
OG0002821	Sdiv_ptg000007l_1685-R	Caamp.0120s0900
OG0002822	Sdiv_ptg000012l_0607-R	Caamp.1035s0638
OG0002822	Sdiv_ptg000012l_0606-R, Sdiv_ptg000007l_1598-R	Caamp.0120s0779
OG0002823	Sdiv_ptg000012l_0614-R	Caamp.1035s0644
OG0002823	Sdiv_ptg000007l_1591-R	Caamp.0120s0771
OG0002824	Sdiv_ptg000012l_0641-R	Caamp.1035s0672
OG0002825	Sdiv_ptg000009l_0746-R	Caamp.1038s0240
OG0002825	Sdiv_ptg000012l_0697-R	Caamp.1035s0748
OG0002826	Sdiv_ptg000001l_1953-R	Caamp.0303s0096
OG0002826	Sdiv_ptg000012l_0706-R	Caamp.1035s0758
OG0002827	Sdiv_ptg000012l_0707-R	Caamp.1035s0759
OG0002827	Sdiv_ptg000007l_1499-R	Caamp.0120s0651
