Orthogroup	E_salsugineum	S_diversifolius
OG0001878	Thhalv10012556m.g	Sdiv_ptg000015l_1260-R, Sdiv_ptg000009l_2752-R
OG0001879	Thhalv10013846m.g	Sdiv_ptg000004l_2062-R, Sdiv_ptg000005l_1749-R, Sdiv_ptg000010l_0562-R, Sdiv_ptg000009l_2721-R
OG0001880	Thhalv10013934m.g	Sdiv_ptg000009l_2706-R, Sdiv_ptg000010l_0576-R
OG0001881	Thhalv10002801m.g	Sdiv_ptg000005l_0042-R
OG0001881	Thhalv10015366m.g	Sdiv_ptg000010l_0583-R, Sdiv_ptg000009l_2699-R
OG0001882	Thhalv10014933m.g, Thhalv10014932m.g	Sdiv_ptg000010l_0608-R, Sdiv_ptg000009l_2672-R, Sdiv_ptg000010l_0609-R
OG0001883	Thhalv10002686m.g	Sdiv_ptg000015l_1334-R
OG0001883	Thhalv10014846m.g	Sdiv_ptg000009l_2643-R, Sdiv_ptg000010l_0639-R
OG0001884	Thhalv10014165m.g	Sdiv_ptg000009l_2622-R
OG0001885	Thhalv10014590m.g	Sdiv_ptg000010l_0705-R
OG0001885	Thhalv10010643m.g	Sdiv_ptg000009l_2590-R
OG0001886	Thhalv10014775m.g	Sdiv_ptg000009l_2533-R, Sdiv_ptg000010l_0751-R
OG0001887	Thhalv10013277m.g	Sdiv_ptg000009l_2489-R
OG0001888	Thhalv10013902m.g	Sdiv_ptg000009l_2348-R, Sdiv_ptg000012l_2037-R
OG0001889	Thhalv10025248m.g	Sdiv_ptg000005l_1171-R
OG0001889	Thhalv10013605m.g	Sdiv_ptg000009l_2278-R
OG0001890	Thhalv10013439m.g	Sdiv_ptg000009l_2280-R, Sdiv_ptg000010l_1003-R
OG0001891	Thhalv10026251m.g	Sdiv_ptg000004l_1447-R, Sdiv_ptg000009l_2334-R
OG0001892	Thhalv10026307m.g	Sdiv_ptg000004l_1484-R
OG0001892	Thhalv10014706m.g	Sdiv_ptg000010l_1027-R, Sdiv_ptg000009l_2254-R
OG0001893	Thhalv10014994m.g	Sdiv_ptg000009l_2127-R
OG0001894	Thhalv10014624m.g	Sdiv_ptg000009l_2098-R, Sdiv_ptg000010l_1171-R, Sdiv_ptg000010l_1170-R
OG0001895	Thhalv10025338m.g	Sdiv_ptg000004l_2017-R
OG0001895	Thhalv10025392m.g	Sdiv_ptg000004l_2018-R
OG0001896	Thhalv10015178m.g	Sdiv_ptg000009l_1985-R, Sdiv_ptg000010l_1291-R
OG0001898	Thhalv10014824m.g	Sdiv_ptg000009l_0941-R
OG0001898	Thhalv10021628m.g	Sdiv_ptg000001l_2272-R
OG0001899	Thhalv10013044m.g	Sdiv_ptg000010l_2087-R
OG0001900	Thhalv10015810m.g	Sdiv_ptg000010l_2173-R, Sdiv_ptg000010l_2172-R, Sdiv_ptg000009l_0754-R
OG0001901	Thhalv10012772m.g	Sdiv_ptg000009l_0753-R, Sdiv_ptg000010l_2174-R
OG0001902	Thhalv10002608m.g, Thhalv10014783m.g	Sdiv_ptg000013l_0588-R
OG0001903	Thhalv10012815m.g	Sdiv_ptg000009l_0561-R
OG0001903	Thhalv10020497m.g	Sdiv_ptg000001l_0965-R
OG0001904	Thhalv10015520m.g, Thhalv10024138m.g	Sdiv_ptg000022l_0297-R
OG0001905	Thhalv10014718m.g	Sdiv_ptg000010l_2471-R
OG0001905	Thhalv10004938m.g	Sdiv_ptg000007l_1748-R
OG0001906	Thhalv10021405m.g	Sdiv_ptg000009l_0386-R, Sdiv_ptg000001l_1531-R, Sdiv_ptg000013l_1460-R
OG0001907	Thhalv10015967m.g	Sdiv_ptg000009l_0353-R
OG0001907	Thhalv10021542m.g	Sdiv_ptg000001l_1578-R, Sdiv_ptg000013l_1511-R
OG0001908	Thhalv10012734m.g	Sdiv_ptg000009l_0335-R
OG0001908	Thhalv10020101m.g	Sdiv_ptg000001l_1595-R
OG0001909	Thhalv10012528m.g	Sdiv_ptg000010l_2652-R, Sdiv_ptg000009l_0278-R
OG0001910	Thhalv10014156m.g	Sdiv_ptg000009l_0269-R, Sdiv_ptg000010l_2661-R
OG0001912	Thhalv10021208m.g	Sdiv_ptg000001l_1674-R
OG0001912	Thhalv10013932m.g	Sdiv_ptg000009l_0216-R
OG0001913	Thhalv10015784m.g	Sdiv_ptg000009l_0186-R
OG0001914	Thhalv10013851m.g	Sdiv_ptg000010l_2775-R
OG0001914	Thhalv10020958m.g	Sdiv_ptg000009l_0151-R
OG0001915	Thhalv10014043m.g	Sdiv_ptg000010l_2868-R
OG0001915	Thhalv10021104m.g	Sdiv_ptg000013l_1699-R
OG0001916	Thhalv10027092m.g	Sdiv_ptg000005l_1927-R
OG0001916	Thhalv10000162m.g	Sdiv_ptg000022l_0138-R
OG0001920	Thhalv10020726m.g	Sdiv_ptg000013l_1372-R
OG0001921	Thhalv10021153m.g	Sdiv_ptg000013l_1365-R, Sdiv_ptg000001l_1435-R
OG0001922	Thhalv10021058m.g	Sdiv_ptg000001l_1318-R, Sdiv_ptg000013l_1258-R
OG0001922	Thhalv10011624m.g	Sdiv_ptg000014l_2787-R
OG0001923	Thhalv10020786m.g	Sdiv_ptg000013l_1255-R, Sdiv_ptg000001l_1313-R
OG0001924	Thhalv10009202m.g	Sdiv_ptg000003l_1928-R
OG0001924	Thhalv10022282m.g	Sdiv_ptg000001l_1227-R
OG0001925	Thhalv10019180m.g	Sdiv_ptg000015l_0005-R
OG0001926	Thhalv10022138m.g, Thhalv10015617m.g	Sdiv_ptg000008l_1004-R
OG0001927	Thhalv10011337m.g	Sdiv_ptg000003l_1526-R
OG0001927	Thhalv10020350m.g	Sdiv_ptg000013l_1054-R
OG0001928	Thhalv10011861m.g	Sdiv_ptg000014l_1651-R, Sdiv_ptg000003l_1528-R
OG0001929	Thhalv10021782m.g	Sdiv_ptg000013l_0853-R
OG0001929	Thhalv10011871m.g	Sdiv_ptg000014l_1510-R
OG0001930	Thhalv10011521m.g	Sdiv_ptg000013l_0808-R, Sdiv_ptg000014l_1471-R
OG0001931	Thhalv10024542m.g	Sdiv_ptg000004l_0654-R
OG0001932	Thhalv10021534m.g	Sdiv_ptg000001l_0793-R, Sdiv_ptg000013l_0732-R
OG0001933	Thhalv10025980m.g	Sdiv_ptg000005l_0294-R
OG0001934	Thhalv10026343m.g	Sdiv_ptg000005l_0270-R, Sdiv_ptg000001l_0748-R
OG0001935	Thhalv10008523m.g, Thhalv10026057m.g	Sdiv_ptg000003l_2947-R, Sdiv_ptg000009l_3027-R
OG0001936	Thhalv10012988m.g	Sdiv_ptg000009l_1968-R
OG0001940	Thhalv10027919m.g	Sdiv_ptg000027l_0284-R, Sdiv_ptg000004l_0040-R
OG0001941	Thhalv10023428m.g	Sdiv_ptg000012l_2279-R, Sdiv_ptg000007l_0077-R
OG0001941	Thhalv10027736m.g	Sdiv_ptg000004l_0055-R
OG0001942	Thhalv10014722m.g	Sdiv_ptg000010l_1952-R, Sdiv_ptg000009l_0979-R
OG0001943	Thhalv10000136m.g, Thhalv10000691m.g	Sdiv_ptg000004l_1758-R
OG0001943	Thhalv10024653m.g	Sdiv_ptg000005l_1464-R
OG0001945	Thhalv10026996m.g	Sdiv_ptg000005l_1391-R
OG0001945	Thhalv10024341m.g	Sdiv_ptg000004l_1683-R
OG0001946	Thhalv10026559m.g	Sdiv_ptg000013l_0078-R, Sdiv_ptg000011l_0079-R, Sdiv_ptg000004l_1644-R
OG0001947	Thhalv10012356m.g	Sdiv_ptg000003l_1688-R
OG0001948	Thhalv10028126m.g, Thhalv10015379m.g	Sdiv_ptg000004l_0183-R
OG0001950	Thhalv10021152m.g	Sdiv_ptg000013l_2141-R
OG0001950	Thhalv10014085m.g	Sdiv_ptg000009l_0977-R, Sdiv_ptg000010l_1954-R
OG0001951	Thhalv10013218m.g	Sdiv_ptg000010l_1933-R
OG0001952	Thhalv10008772m.g	Sdiv_ptg000003l_2786-R
OG0001952	Thhalv10029253m.g	Sdiv_ptg000014l_0171-R
OG0001953	Thhalv10026097m.g	Sdiv_ptg000004l_1101-R
OG0001953	Thhalv10028917m.g	Sdiv_ptg000009l_1528-R
OG0001954	Thhalv10000498m.g	Sdiv_ptg000009l_1547-R, Sdiv_ptg000010l_1701-R
OG0001955	Thhalv10026628m.g	Sdiv_ptg000005l_0819-R, Sdiv_ptg000004l_1137-R
OG0001955	Thhalv10029083m.g	Sdiv_ptg000009l_1568-R
OG0001957	Thhalv10029296m.g, Thhalv10028535m.g	Sdiv_ptg000010l_1670-R
OG0001958	Thhalv10011670m.g	Sdiv_ptg000003l_1740-R
OG0001958	Thhalv10011638m.g	Sdiv_ptg000003l_1741-R
OG0001959	Thhalv10010481m.g	Sdiv_ptg000015l_1559-R
OG0001959	Thhalv10004469m.g	Sdiv_ptg000012l_0065-R
OG0001960	Thhalv10004972m.g	Sdiv_ptg000012l_0055-R
OG0001960	Thhalv10026362m.g	Sdiv_ptg000004l_2157-R, Sdiv_ptg000005l_1842-R
OG0001961	Thhalv10017460m.g	Sdiv_ptg000022l_0924-R
OG0001962	Thhalv10008791m.g	Sdiv_ptg000014l_0355-R
OG0001962	Thhalv10017243m.g	Sdiv_ptg000022l_0901-R
OG0001963	Thhalv10009016m.g	Sdiv_ptg000022l_0857-R, Sdiv_ptg000003l_2655-R
OG0001964	Thhalv10009791m.g	Sdiv_ptg000002l_0882-R
OG0001965	Thhalv10009707m.g	Sdiv_ptg000003l_2665-R
OG0001965	Thhalv10017523m.g	Sdiv_ptg000008l_0805-R
OG0001966	Thhalv10017288m.g	Sdiv_ptg000022l_0796-R
OG0001967	Thhalv10006545m.g	Sdiv_ptg000014l_0239-R
OG0001967	Thhalv10016129m.g	Sdiv_ptg000022l_0753-R
OG0001968	Thhalv10022872m.g	Sdiv_ptg000001l_0178-R, Sdiv_ptg000011l_0157-R
OG0001968	Thhalv10027340m.g	Sdiv_ptg000005l_1853-R
OG0001969	Thhalv10024597m.g	Sdiv_ptg000005l_1809-R
OG0001969	Thhalv10022586m.g	Sdiv_ptg000001l_0196-R
OG0001970	Thhalv10026001m.g	Sdiv_ptg000004l_2116-R
OG0001970	Thhalv10022795m.g	Sdiv_ptg000001l_0209-R
OG0001971	Thhalv10025508m.g	Sdiv_ptg000004l_2085-R, Sdiv_ptg000005l_1772-R
OG0001972	Thhalv10024280m.g	Sdiv_ptg000005l_1661-R, Sdiv_ptg000004l_1970-R
OG0001973	Thhalv10024339m.g	Sdiv_ptg000004l_1937-R, Sdiv_ptg000005l_1629-R
OG0001974	Thhalv10024694m.g	Sdiv_ptg000005l_1620-R, Sdiv_ptg000013l_0425-R
OG0001975	Thhalv10001934m.g	Sdiv_ptg000008l_0401-R, Sdiv_ptg000022l_0420-R
OG0001976	Thhalv10013241m.g	Sdiv_ptg000010l_2638-R
OG0001976	Thhalv10020437m.g	Sdiv_ptg000001l_1617-R
OG0001977	Thhalv10015246m.g	Sdiv_ptg000002l_1086-R
OG0001978	Thhalv10019904m.g	Sdiv_ptg000001l_1772-R, Sdiv_ptg000013l_1703-R
OG0001978	Thhalv10012449m.g	Sdiv_ptg000010l_2883-R
OG0001979	Thhalv10023209m.g	Sdiv_ptg000007l_0324-R, Sdiv_ptg000012l_2015-R
OG0001980	Thhalv10029493m.g	Sdiv_ptg000012l_1961-R
OG0001982	Thhalv10002997m.g	Sdiv_ptg000089l_0003-R, Sdiv_ptg000089l_0014-R, Sdiv_ptg000129l_0004-R, Sdiv_ptg000839c_0005-R, Sdiv_ptg000958l_0004-R, Sdiv_ptg000050l_0002-R
OG0001986	Thhalv10003873m.g	Sdiv_ptg000012l_1230-R, Sdiv_ptg000007l_1002-R
OG0001987	Thhalv10011187m.g, Thhalv10003530m.g	Sdiv_ptg000012l_1019-R, Sdiv_ptg000007l_1197-R
OG0001988	Thhalv10003925m.g	Sdiv_ptg000007l_1602-R
OG0001988	Thhalv10010256m.g	Sdiv_ptg000002l_0627-R
OG0001989	Thhalv10004290m.g	Sdiv_ptg000005l_0049-R
OG0001989	Thhalv10002017m.g	Sdiv_ptg000011l_0017-R, Sdiv_ptg000013l_0022-R
OG0001995	Thhalv10023322m.g, Thhalv10024158m.g, Thhalv10024169m.g, Thhalv10023925m.g	Sdiv_ptg000012l_2107-R, Sdiv_ptg000012l_2097-R
OG0001996	Thhalv10007985m.g	Sdiv_ptg000003l_2234-R
OG0001996	Thhalv10023544m.g	Sdiv_ptg000007l_0222-R
OG0001998	Thhalv10008327m.g	Sdiv_ptg000014l_0689-R
OG0001998	Thhalv10023607m.g	Sdiv_ptg000012l_2162-R
OG0001999	Thhalv10024055m.g	Sdiv_ptg000007l_0199-R
OG0002000	Thhalv10023747m.g	Sdiv_ptg000007l_0134-R
OG0002001	Thhalv10023806m.g	Sdiv_ptg000012l_2240-R, Sdiv_ptg000007l_0123-R
OG0002001	Thhalv10009452m.g	Sdiv_ptg000012l_2250-R
OG0002002	Thhalv10023613m.g	Sdiv_ptg000007l_0104-R, Sdiv_ptg000012l_2257-R
OG0002003	Thhalv10002012m.g, Thhalv10023506m.g	Sdiv_ptg000013l_0062-R, Sdiv_ptg000011l_0061-R
OG0002005	Thhalv10001904m.g	Sdiv_ptg000022l_0445-R
OG0002007	Thhalv10001436m.g	Sdiv_ptg000022l_1776-R
OG0002007	Thhalv10005961m.g	Sdiv_ptg000015l_2188-R, Sdiv_ptg000016l_0082-R
OG0002008	Thhalv10001334m.g	Sdiv_ptg000015l_2230-R, Sdiv_ptg000016l_0127-R
OG0002009	Thhalv10016061m.g, Thhalv10015658m.g	Sdiv_ptg000022l_1989-R
OG0002009	Thhalv10005810m.g	Sdiv_ptg000015l_2334-R, Sdiv_ptg000016l_0228-R
OG0002010	Thhalv10023770m.g	Sdiv_ptg000007l_0346-R
OG0002010	Thhalv10009166m.g	Sdiv_ptg000014l_0582-R
OG0002011	Thhalv10009914m.g	Sdiv_ptg000014l_0721-R
OG0002011	Thhalv10024237m.g	Sdiv_ptg000005l_1089-R
OG0002012	Thhalv10009674m.g	Sdiv_ptg000003l_2290-R
OG0002012	Thhalv10008682m.g	Sdiv_ptg000003l_2289-R, Sdiv_ptg000014l_0748-R
OG0002013	Thhalv10008131m.g	Sdiv_ptg000014l_0869-R, Sdiv_ptg000003l_2057-R
OG0002014	Thhalv10008161m.g	Sdiv_ptg000014l_0932-R, Sdiv_ptg000003l_1998-R
OG0002014	Thhalv10004564m.g	Sdiv_ptg000007l_0969-R
OG0002015	Thhalv10008656m.g	Sdiv_ptg000014l_1040-R, Sdiv_ptg000003l_1889-R
OG0002016	Thhalv10019068m.g	Sdiv_ptg000002l_2093-R
OG0002017	Thhalv10009463m.g	Sdiv_ptg000003l_1880-R
OG0002017	Thhalv10018178m.g	Sdiv_ptg000015l_0094-R
OG0002018	Thhalv10018655m.g	Sdiv_ptg000002l_2065-R
OG0002019	Thhalv10007432m.g	Sdiv_ptg000003l_0134-R
OG0002019	Thhalv10018438m.g	Sdiv_ptg000015l_0123-R
OG0002020	Thhalv10018536m.g	Sdiv_ptg000002l_2010-R, Sdiv_ptg000014l_1082-R
OG0002021	Thhalv10009004m.g, Thhalv10017414m.g	Sdiv_ptg000003l_2719-R, Sdiv_ptg000014l_0243-R
OG0002022	Thhalv10023030m.g	Sdiv_ptg000014l_0203-R
OG0002022	Thhalv10000157m.g, Thhalv10007562m.g	Sdiv_ptg000003l_2758-R
OG0002023	Thhalv10006127m.g	Sdiv_ptg000016l_0151-R
OG0002025	Thhalv10018291m.g	Sdiv_ptg000015l_0314-R
OG0002025	Thhalv10007087m.g	Sdiv_ptg000014l_1382-R, Sdiv_ptg000003l_0445-R
OG0002026	Thhalv10008583m.g	Sdiv_ptg000014l_1401-R
OG0002028	Thhalv10006900m.g	Sdiv_ptg000014l_2516-R
OG0002028	Thhalv10028451m.g, Thhalv10024522m.g	Sdiv_ptg000004l_1356-R
OG0002029	Thhalv10024964m.g	Sdiv_ptg000005l_1030-R, Sdiv_ptg000004l_1342-R
OG0002030	Thhalv10026947m.g	Sdiv_ptg000013l_0335-R, Sdiv_ptg000011l_0334-R, Sdiv_ptg000004l_1215-R
OG0002031	Thhalv10027511m.g	Sdiv_ptg000005l_0831-R, Sdiv_ptg000005l_0885-R
OG0002032	Thhalv10024670m.g	Sdiv_ptg000004l_1192-R
OG0002032	Thhalv10028545m.g	Sdiv_ptg000004l_1190-R
OG0002033	Thhalv10024606m.g	Sdiv_ptg000005l_0876-R
OG0002034	Thhalv10025849m.g	Sdiv_ptg000004l_1164-R
OG0002034	Thhalv10024722m.g, Thhalv10028846m.g	Sdiv_ptg000010l_1653-R
OG0002035	Thhalv10026504m.g	Sdiv_ptg000005l_0730-R
OG0002036	Thhalv10024437m.g	Sdiv_ptg000005l_0669-R, Sdiv_ptg000004l_0990-R
OG0002037	Thhalv10023006m.g	Sdiv_ptg000001l_0391-R, Sdiv_ptg000011l_0362-R, Sdiv_ptg000013l_0361-R
OG0002038	Thhalv10022819m.g	Sdiv_ptg000001l_0375-R
OG0002039	Thhalv10022592m.g	Sdiv_ptg000013l_0324-R, Sdiv_ptg000011l_0324-R, Sdiv_ptg000011l_0323-R, Sdiv_ptg000001l_0350-R
OG0002040	Thhalv10022768m.g	Sdiv_ptg000011l_0318-R, Sdiv_ptg000013l_0319-R
OG0002041	Thhalv10022552m.g	Sdiv_ptg000001l_0317-R, Sdiv_ptg000011l_0291-R
OG0002042	Thhalv10022799m.g	Sdiv_ptg000011l_0282-R, Sdiv_ptg000013l_0279-R, Sdiv_ptg000001l_0299-R
OG0002043	Thhalv10018331m.g	Sdiv_ptg000003l_1637-R, Sdiv_ptg000002l_1929-R
OG0002045	Thhalv10009632m.g	Sdiv_ptg000003l_0235-R
OG0002046	Thhalv10018637m.g, Thhalv10018636m.g	Sdiv_ptg000002l_1221-R, Sdiv_ptg000002l_1220-R
OG0002048	Thhalv10021248m.g	Sdiv_ptg000013l_1504-R, Sdiv_ptg000013l_1524-R, Sdiv_ptg000001l_1594-R
OG0002049	Thhalv10020036m.g, Thhalv10020035m.g	Sdiv_ptg000013l_1694-R, Sdiv_ptg000001l_1764-R, Sdiv_ptg000001l_1763-R
OG0002050	Thhalv10025072m.g	Sdiv_ptg000005l_0335-R
OG0002051	Thhalv10025210m.g	Sdiv_ptg000004l_0635-R
OG0002052	Thhalv10026877m.g, Thhalv10022452m.g, Thhalv10024657m.g	Sdiv_ptg000005l_0308-R, Sdiv_ptg000004l_0615-R
OG0002053	Thhalv10027007m.g	Sdiv_ptg000004l_0546-R
OG0002053	Thhalv10026117m.g	Sdiv_ptg000004l_0547-R
OG0002055	Thhalv10024982m.g	Sdiv_ptg000004l_0481-R, Sdiv_ptg000005l_0213-R
OG0002056	Thhalv10006007m.g	Sdiv_ptg000016l_0007-R, Sdiv_ptg000015l_2106-R
OG0002057	Thhalv10006302m.g	Sdiv_ptg000015l_2108-R
OG0002057	Thhalv10017391m.g	Sdiv_ptg000022l_1657-R
OG0002058	Thhalv10006529m.g	Sdiv_ptg000003l_2600-R
OG0002058	Thhalv10005734m.g	Sdiv_ptg000016l_0029-R
OG0002059	Thhalv10007284m.g, Thhalv10018361m.g	Sdiv_ptg000014l_1305-R
OG0002060	Thhalv10008437m.g	Sdiv_ptg000002l_1757-R
OG0002060	Thhalv10019638m.g	Sdiv_ptg000015l_0404-R
OG0002061	Thhalv10018489m.g	Sdiv_ptg000002l_1753-R
OG0002061	Thhalv10007509m.g	Sdiv_ptg000003l_0359-R, Sdiv_ptg000014l_1294-R
OG0002062	Thhalv10007641m.g	Sdiv_ptg000014l_1207-R
OG0002062	Thhalv10018569m.g	Sdiv_ptg000002l_1649-R
OG0002063	Thhalv10008945m.g	Sdiv_ptg000014l_1189-R
OG0002064	Thhalv10008683m.g	Sdiv_ptg000014l_1187-R
OG0002064	Thhalv10018948m.g	Sdiv_ptg000003l_0259-R
OG0002065	Thhalv10018609m.g	Sdiv_ptg000015l_0543-R
OG0002065	Thhalv10007785m.g	Sdiv_ptg000003l_0245-R
OG0002066	Thhalv10008184m.g	Sdiv_ptg000014l_1170-R
OG0002066	Thhalv10018855m.g	Sdiv_ptg000015l_0550-R, Sdiv_ptg000002l_1606-R
OG0002067	Thhalv10008164m.g	Sdiv_ptg000014l_1141-R
OG0002067	Thhalv10018986m.g	Sdiv_ptg000015l_0593-R
OG0002068	Thhalv10008577m.g	Sdiv_ptg000014l_1134-R
OG0002068	Thhalv10019098m.g	Sdiv_ptg000002l_1548-R
OG0002069	Thhalv10019278m.g	Sdiv_ptg000015l_0163-R
OG0002069	Thhalv10008996m.g	Sdiv_ptg000002l_1995-R
OG0002070	Thhalv10018485m.g	Sdiv_ptg000002l_1996-R
OG0002070	Thhalv10007531m.g	Sdiv_ptg000003l_0165-R, Sdiv_ptg000014l_1093-R
OG0002071	Thhalv10009539m.g	Sdiv_ptg000002l_1998-R
OG0002072	Thhalv10007482m.g	Sdiv_ptg000014l_0422-R
OG0002073	Thhalv10017990m.g	Sdiv_ptg000008l_0663-R, Sdiv_ptg000022l_0705-R
OG0002074	Thhalv10017099m.g	Sdiv_ptg000022l_0681-R
OG0002075	Thhalv10023078m.g, Thhalv10006605m.g	Sdiv_ptg000014l_0464-R
OG0002076	Thhalv10011010m.g, Thhalv10012105m.g, Thhalv10012129m.g	Sdiv_ptg000015l_1350-R
OG0002078	Thhalv10011999m.g, Thhalv10011446m.g	Sdiv_ptg000014l_1785-R
OG0002079	Thhalv10025293m.g, Thhalv10026801m.g	Sdiv_ptg000005l_0900-R
OG0002080	Thhalv10025694m.g	Sdiv_ptg000004l_0790-R
OG0002081	Thhalv10021849m.g	Sdiv_ptg000001l_1991-R
OG0002082	Thhalv10005430m.g	Sdiv_ptg000003l_0284-R
OG0002083	Thhalv10018851m.g	Sdiv_ptg000015l_0671-R, Sdiv_ptg000015l_0672-R
OG0002083	Thhalv10019730m.g	Sdiv_ptg000015l_0670-R
OG0002087	Thhalv10001916m.g	Sdiv_ptg000008l_0473-R, Sdiv_ptg000022l_0493-R
OG0002088	Thhalv10017203m.g	Sdiv_ptg000022l_0538-R
OG0002089	Thhalv10022959m.g, Thhalv10022576m.g	Sdiv_ptg001183l_0001-R, Sdiv_ptg000001l_0437-R, Sdiv_ptg000013l_0411-R, Sdiv_ptg000011l_0404-R
OG0002090	Thhalv10022547m.g	Sdiv_ptg000012l_1894-R, Sdiv_ptg000007l_0508-R
OG0002091	Thhalv10003256m.g	Sdiv_ptg000012l_1895-R, Sdiv_ptg000007l_0509-R
OG0002092	Thhalv10011617m.g	Sdiv_ptg000014l_2934-R
OG0002092	Thhalv10021053m.g	Sdiv_ptg000001l_1489-R
OG0002093	Thhalv10020816m.g	Sdiv_ptg000001l_1425-R
OG0002093	Thhalv10011520m.g	Sdiv_ptg000003l_0064-R, Sdiv_ptg000014l_2880-R
OG0002095	Thhalv10011242m.g	Sdiv_ptg000003l_1853-R, Sdiv_ptg000014l_2806-R
OG0002095	Thhalv10018145m.g	Sdiv_ptg000002l_2139-R
OG0002096	Thhalv10019047m.g	Sdiv_ptg000004l_0564-R, Sdiv_ptg000007l_0420-R
OG0002098	Thhalv10010658m.g	Sdiv_ptg000002l_0218-R
OG0002098	Thhalv10004922m.g	Sdiv_ptg000015l_1875-R
OG0002099	Thhalv10027135m.g	Sdiv_ptg000001l_0004-R
OG0002099	Thhalv10001971m.g	Sdiv_ptg000001l_0001-R
OG0002100	Thhalv10000228m.g	Sdiv_ptg000002l_1876-R
OG0002100	Thhalv10008020m.g	Sdiv_ptg000003l_0469-R
OG0002101	Thhalv10023543m.g, Thhalv10002930m.g, Thhalv10002168m.g, Thhalv10020505m.g, Thhalv10019590m.g	Sdiv_ptg000015l_1200-R
OG0002103	Thhalv10016591m.g	Sdiv_ptg000022l_0682-R
OG0002104	Thhalv10017971m.g	Sdiv_ptg000022l_0695-R, Sdiv_ptg000008l_0655-R
OG0002105	Thhalv10019204m.g	Sdiv_ptg000015l_0305-R
OG0002105	Thhalv10019832m.g	Sdiv_ptg000002l_1847-R, Sdiv_ptg000015l_0306-R
OG0002107	Thhalv10019289m.g	Sdiv_ptg000015l_0012-R, Sdiv_ptg000002l_2144-R
OG0002109	Thhalv10028909m.g	Sdiv_ptg000010l_1652-R
OG0002110	Thhalv10011840m.g	Sdiv_ptg000014l_1661-R
OG0002110	Thhalv10011838m.g	Sdiv_ptg000003l_1517-R
OG0002111	Thhalv10023872m.g, Thhalv10010367m.g	Sdiv_ptg000002l_0536-R
OG0002112	Thhalv10010124m.g	Sdiv_ptg000002l_0395-R, Sdiv_ptg000015l_1710-R, Sdiv_ptg000015l_1711-R
OG0002113	Thhalv10010975m.g	Sdiv_ptg000002l_0217-R
OG0002115	Thhalv10001914m.g	Sdiv_ptg000001l_0076-R
OG0002116	Thhalv10002058m.g	Sdiv_ptg000005l_1348-R
OG0002117	Thhalv10025481m.g	Sdiv_ptg000005l_1854-R
OG0002118	Thhalv10006588m.g	Sdiv_ptg000002l_0216-R, Sdiv_ptg000002l_0214-R, Sdiv_ptg000015l_1879-R
OG0002121	Thhalv10015996m.g, Thhalv10015660m.g, Thhalv10028209m.g, Thhalv10027963m.g	Sdiv_ptg000005l_0024-R
OG0002122	Thhalv10010902m.g, Thhalv10009409m.g, Thhalv10015261m.g	Sdiv_ptg000003l_0953-R
OG0002136	Thhalv10001130m.g	Sdiv_ptg000012l_1447-R, Sdiv_ptg000007l_0812-R
OG0002138	Thhalv10000859m.g, Thhalv10011031m.g	Sdiv_ptg000007l_0776-R, Sdiv_ptg000012l_1488-R
OG0002139	Thhalv10001168m.g, Thhalv10001151m.g	Sdiv_ptg000012l_1499-R, Sdiv_ptg000007l_0765-R
OG0002140	Thhalv10001075m.g, Thhalv10001150m.g	Sdiv_ptg000007l_0727-R, Sdiv_ptg000007l_0728-R
OG0002141	Thhalv10000954m.g	Sdiv_ptg000012l_1628-R
OG0002141	Thhalv10001195m.g	Sdiv_ptg000007l_0659-R
OG0002142	Thhalv10001042m.g	Sdiv_ptg000012l_1638-R
OG0002144	Thhalv10000224m.g	Sdiv_ptg000008l_0292-R
OG0002144	Thhalv10025629m.g	Sdiv_ptg000004l_1823-R
OG0002146	Thhalv10025119m.g	Sdiv_ptg000004l_1721-R, Sdiv_ptg000005l_1425-R
OG0002148	Thhalv10000049m.g	Sdiv_ptg000008l_0156-R
OG0002148	Thhalv10024415m.g	Sdiv_ptg000004l_2207-R
OG0002149	Thhalv10016860m.g	Sdiv_ptg000008l_0588-R
OG0002149	Thhalv10008034m.g	Sdiv_ptg000003l_2507-R
OG0002150	Thhalv10009639m.g, Thhalv10008553m.g, Thhalv10006455m.g, Thhalv10009908m.g	Sdiv_ptg000002l_0070-R
OG0002151	Thhalv10006570m.g	Sdiv_ptg000003l_2723-R
OG0002151	Thhalv10001885m.g	Sdiv_ptg000022l_0502-R
OG0002152	Thhalv10002929m.g, Thhalv10005572m.g, Thhalv10002377m.g	Sdiv_ptg000011l_0444-R, Sdiv_ptg000013l_0451-R
OG0002153	Thhalv10017415m.g	Sdiv_ptg000008l_1375-R, Sdiv_ptg000022l_1483-R
OG0002154	Thhalv10028970m.g	Sdiv_ptg000010l_1692-R
OG0002155	Thhalv10016180m.g	Sdiv_ptg000022l_1423-R, Sdiv_ptg000008l_1320-R
OG0002156	Thhalv10010428m.g	Sdiv_ptg000015l_1835-R
OG0002156	Thhalv10016752m.g	Sdiv_ptg000022l_1391-R
OG0002157	Thhalv10017405m.g	Sdiv_ptg000022l_1387-R
OG0002157	Thhalv10010813m.g	Sdiv_ptg000002l_0273-R
OG0002158	Thhalv10016455m.g, Thhalv10023628m.g	Sdiv_ptg000022l_1386-R, Sdiv_ptg000008l_1284-R
