Orthogroup	S_pinnata	S_parvula
OG0009453	Stapi.1386s0020	Sp7g18240
OG0009454	Stapi.0832s0010	Sp7g18140, Sp7g18170
OG0009455	Stapi.1386s0012	Sp7g18130
OG0009456	Stapi.3018s0006, Stapi.3018s0005, Stapi.0451s0012	Sp7g18090
OG0009457	Stapi.0451s0010	Sp7g18070
OG0009458	Stapi.1908s0003	Sp7g17880
OG0009459	Stapi.1824s0004	Sp7g17820
OG0009460	Stapi.0539s0014, Stapi.2786s0004	Sp7g17770
OG0009461	Stapi.1483s0006	Sp7g17670
OG0009462	Stapi.2808s0003	Sp7g17640
OG0009463	Stapi.2691s0002, Stapi.0746s0003	Sp7g17590
OG0009464	Stapi.3882s0003, Stapi.4803s0006	Sp7g17520
OG0009465	Stapi.4803s0005, Stapi.3882s0004	Sp7g17510
OG0009466	Stapi.4803s0003, Stapi.3882s0007	Sp7g17490
OG0009467	Stapi.3882s0010	Sp7g17460
OG0009468	Stapi.0666s0018	Sp7g15390
OG0009469	Stapi.0666s0013	Sp7g15440
OG0009470	Stapi.0855s0019	Sp5g09660
OG0009471	Stapi.0666s0011, Stapi.2244s0002	Sp7g15450
OG0009472	Stapi.0666s0010	Sp7g15470
OG0009473	Stapi.3612s0004	Sp7g15500
OG0009474	Stapi.3612s0006, Stapi.0666s0006	SpUn0835_0010, SpUn0467_0010
OG0009475	Stapi.3612s0008	Sp7g15530
OG0009476	Stapi.0666s0003	Sp7g15540
OG0009477	Stapi.3612s0010	Sp7g15560
OG0009478	Stapi.3799s0004	Sp7g15630
OG0009479	Stapi.3799s0003	Sp7g15640
OG0009480	Stapi.0799s0012	Sp7g15660
OG0009481	Stapi.0799s0013, Stapi.6195s0001	Sp7g15690
OG0009482	Stapi.9656s0001	Sp7g15750
OG0009483	Stapi.1080s0010	Sp7g15800
OG0009484	Stapi.7266s0003, Stapi.1080s0008	Sp7g15870
OG0009485	Stapi.0688s0005	Sp7g16000
OG0009486	Stapi.1978s0006	Sp7g16060
OG0009487	Stapi.4806s0005	Sp7g16070
OG0009488	Stapi.1301s0009, Stapi.0332s0013	Sp3g28230
OG0009489	Stapi.1301s0006, Stapi.0332s0016	Sp3g28310
OG0009490	Stapi.1301s0002	Sp3g28360
OG0009491	Stapi.5322s0006	Sp3g28440
OG0009492	Stapi.2723s0001, Stapi.5322s0004	Sp3g28470
OG0009493	Stapi.0098s0022	Sp3g28490
OG0009494	Stapi.0131s0004, Stapi.0190s0020	Sp3g28530
OG0009495	Stapi.0718s0005	Sp3g28580
OG0009496	Stapi.5761s0001	SpUn0368_0010
OG0009497	Stapi.3795s0003, Stapi.0331s0013, Stapi.5880s0002	Sp3g28780
OG0009499	Stapi.2198s0004	Sp3g28870
OG0009500	Stapi.0644s0001	Sp3g29110
OG0009501	Stapi.0599s0014, Stapi.2946s0002, Stapi.2946s0003, Stapi.5668s0002	Sp3g29150
OG0009503	Stapi.0621s0002	Sp3g29340
OG0009505	Stapi.2509s0003	Sp3g30080
OG0009506	Stapi.4434s0001	Sp3g30010
OG0009507	Stapi.7016s0001, Stapi.7022s0001, Stapi.1005s0003	Sp3g14380
OG0009508	Stapi.4960s0003	Sp3g30480
OG0009509	Stapi.0433s0015	Sp3g30540
OG0009512	Stapi.0029s0025	SpUn0108_0010, Sp5g19610
OG0009513	Stapi.1694s0006	Sp5g21530
OG0009514	Stapi.0592s0014, Stapi.1244s0006	Sp5g21570
OG0009515	Stapi.0592s0008	Sp5g21620
OG0009516	Stapi.3596s0002	SpUn1100_0010
OG0009517	Stapi.3596s0004	Sp5g21800
OG0009518	Stapi.0169s0018, Stapi.6896s0003	Sp5g22120
OG0009519	Stapi.0034s0035, Stapi.1215s0001	Sp5g22210
OG0009520	Stapi.0034s0036, Stapi.1776s0002	Sp5g22240
OG0009521	Stapi.0034s0041, Stapi.2381s0004	Sp5g22270
OG0009522	Stapi.1253s0006, Stapi.3519s0008	Sp5g22330
OG0009523	Stapi.1253s0005, Stapi.3519s0007	Sp5g22340
OG0009524	Stapi.1727s0005	Sp5g22590
OG0009525	Stapi.0793s0004, Stapi.3578s0001	Sp5g22630
OG0009526	Stapi.6283s0004	Sp5g22660
OG0009527	Stapi.2384s0003, Stapi.4208s0007	Sp5g22680
OG0009528	Stapi.4208s0002, Stapi.2384s0005	Sp5g22690
OG0009529	Stapi.2019s0008, Stapi.2384s0008	Sp5g22710
OG0009530	Stapi.2019s0006, Stapi.2384s0010	Sp5g22730
OG0009531	Stapi.0909s0009, Stapi.2898s0004	Sp5g22760
OG0009532	Stapi.1858s0006, Stapi.0453s0007	Sp5g22800
OG0009533	Stapi.0453s0009	Sp5g22820
OG0009534	Stapi.0453s0011, Stapi.1858s0004	Sp5g22830
OG0009535	Stapi.1020s0006, Stapi.2064s0004	Sp5g22890
OG0009536	Stapi.3010s0003, Stapi.1020s0005	Sp5g22900
OG0009538	Stapi.4957s0003, Stapi.1020s0003	Sp5g22910
OG0009539	Stapi.7285s0002	Sp5g22980
OG0009540	Stapi.8268s0001	Sp5g23010, Sp5g23000
OG0009541	Stapi.2681s0002	Sp5g23060
OG0009542	Stapi.2681s0006, Stapi.3000s0007	Sp5g23080
OG0009543	Stapi.1360s0007, Stapi.7054s0002	Sp5g23130
OG0009544	Stapi.1360s0006	Sp5g23140
OG0009545	Stapi.2719s0006	Sp5g23230
OG0009546	Stapi.4357s0002	Sp5g23450
OG0009547	Stapi.0980s0012, Stapi.1633s0006	Sp5g23590
OG0009549	Stapi.4838s0002, Stapi.1314s0006	Sp5g23680
OG0009550	Stapi.4838s0001	Sp5g23700
OG0009551	Stapi.7728s0002	Sp5g23740
OG0009552	Stapi.2797s0005	Sp5g23760
OG0009553	Stapi.3782s0001	Sp5g23770
OG0009554	Stapi.3782s0002, Stapi.1716s0007	Sp5g23790
OG0009555	Stapi.2493s0001, Stapi.0130s0003	Sp1g30920
OG0009556	Stapi.2429s0004, Stapi.2457s0003, Stapi.11290s0002	Sp1g21350
OG0009557	Stapi.0130s0011	Sp1g30960
OG0009558	Stapi.0266s0011, Stapi.3605s0001	Sp1g31190
OG0009559	Stapi.0011s0013	Sp1g31990
OG0009560	Stapi.5259s0004	Sp3g09780
OG0009561	Stapi.5490s0004	Sp3g09830
OG0009562	Stapi.7213s0005	Sp3g09500
OG0009563	Stapi.7213s0004	Sp3g09490
OG0009564	Stapi.7234s0001	Sp3g09480
OG0009565	Stapi.6286s0003, Stapi.4362s0003, Stapi.12205s0001	Sp3g09400
OG0009566	Stapi.4665s0001	Sp3g09390
OG0009567	Stapi.4362s0011	Sp3g09360
OG0009568	Stapi.14958s0001	Sp3g09300
OG0009569	Stapi.1366s0001, Stapi.1924s0011	Sp3g09290
OG0009570	Stapi.1366s0003, Stapi.1924s0005	Sp3g09250
OG0009571	Stapi.5770s0001	Sp3g09080
OG0009572	Stapi.2542s0010	Sp3g09040
OG0009573	Stapi.2542s0009	Sp3g09020
OG0009574	Stapi.2542s0008	Sp3g09010
OG0009575	Stapi.2542s0007	Sp3g09000
OG0009576	Stapi.3121s0002, Stapi.2542s0006	Sp3g08990
OG0009577	Stapi.3121s0003	Sp3g08980
OG0009578	Stapi.3121s0006	Sp3g08930
OG0009579	Stapi.0296s0009	Sp3g08700
OG0009580	Stapi.7724s0002	Sp3g08680
OG0009581	Stapi.0296s0013, Stapi.7724s0004	Sp3g08660
OG0009582	Stapi.0296s0016	Sp3g08630
OG0009583	Stapi.2887s0007	Sp3g08610
OG0009584	Stapi.8104s0001	Sp3g08530
OG0009585	Stapi.9151s0002	Sp3g08510
OG0009586	Stapi.6755s0006	Sp3g08460
OG0009587	Stapi.6755s0003	Sp3g08440
OG0009588	Stapi.6131s0001, Stapi.12341s0001, Stapi.1589s0003	Sp3g08390
OG0009589	Stapi.6131s0002	Sp3g08380
OG0009590	Stapi.6131s0004	Sp3g08360
OG0009591	Stapi.10087s0001, Stapi.6131s0005	Sp3g08340
OG0009592	Stapi.5960s0006	Sp3g08270
OG0009593	Stapi.0196s0002	Sp3g08240
OG0009594	Stapi.2816s0002	Sp6g39420
OG0009595	Stapi.2816s0008	Sp3g08110
OG0009596	Stapi.2816s0011	Sp3g08100
OG0009597	Stapi.2816s0012	Sp3g08090
OG0009598	Stapi.19994s0001	Sp3g08070
OG0009599	Stapi.3639s0008	Sp3g07910
OG0009600	Stapi.4614s0003	Sp3g07890
OG0009601	Stapi.15658s0001, Stapi.4452s0007	Sp3g07690
OG0009602	Stapi.1586s0002	Sp3g07620
OG0009603	Stapi.0793s0013	Sp3g07590
OG0009604	Stapi.6820s0002	Sp3g07560
OG0009605	Stapi.14342s0001	Sp3g07500
OG0009606	Stapi.4917s0002	Sp3g07420
OG0009607	Stapi.3259s0007	Sp3g07200
OG0009608	Stapi.3259s0011	Sp3g07140
OG0009609	Stapi.3213s0007, Stapi.2295s0008	Sp3g07070
OG0009610	Stapi.3213s0009	Sp3g07050
OG0009611	Stapi.6805s0002, Stapi.9367s0002	Sp3g06930
OG0009612	Stapi.9367s0003, Stapi.0483s0004	Sp3g06920
OG0009614	Stapi.7749s0002	Sp3g06810
OG0009615	Stapi.7749s0001	Sp3g06800
OG0009616	Stapi.11800s0002	Sp3g06790
OG0009617	Stapi.8086s0003	Sp3g06730
OG0009618	Stapi.6459s0003, Stapi.8086s0004	Sp3g06720
OG0009619	Stapi.1082s0002	Sp3g06680
OG0009621	Stapi.1628s0023	Sp3g06640
OG0009622	Stapi.1628s0022	Sp3g06630
OG0009623	Stapi.1628s0019	Sp3g06610
OG0009624	Stapi.1628s0018	Sp3g06600
OG0009625	Stapi.1628s0017	Sp3g06590
OG0009626	Stapi.4144s0002, Stapi.1628s0016	Sp3g06570
OG0009627	Stapi.1628s0012	Sp3g06520
OG0009628	Stapi.3726s0006	Sp3g06510
OG0009629	Stapi.1628s0003	Sp3g06440
OG0009630	Stapi.3932s0006	Sp3g06340
OG0009631	Stapi.3932s0001	Sp3g06300
OG0009632	Stapi.5896s0001	Sp3g06260
OG0009633	Stapi.9317s0005	Sp3g06250
OG0009634	Stapi.3580s0001	Sp3g06160
OG0009636	Stapi.7650s0003	Sp3g06120
OG0009637	Stapi.2892s0005	Sp3g06020
OG0009638	Stapi.2892s0004	Sp3g06010
OG0009639	Stapi.2892s0003	Sp3g06000
OG0009640	Stapi.0058s0027	Sp3g05810
OG0009641	Stapi.18058s0001	Sp3g05780
OG0009642	Stapi.6487s0003	Sp3g05630
OG0009643	Stapi.7169s0001	Sp3g05530
OG0009644	Stapi.9589s0001	Sp3g05330
OG0009645	Stapi.13321s0001	Sp3g05290
OG0009646	Stapi.4349s0002	Sp3g05260
OG0009647	Stapi.9882s0001	Sp3g05070
OG0009648	Stapi.2614s0001	Sp3g04850
OG0009649	Stapi.3663s0002	Sp3g04680
OG0009650	Stapi.3663s0004	Sp3g04650
OG0009651	Stapi.3663s0005	Sp3g04640
OG0009652	Stapi.10150s0001, Stapi.3663s0006	Sp3g04620
OG0009654	Stapi.6643s0002	Sp3g04570
OG0009655	Stapi.0947s0009	Sp3g04390
OG0009656	Stapi.15030s0001	Sp3g04330
OG0009657	Stapi.3831s0006	Sp3g04300
OG0009658	Stapi.5270s0003	Sp3g04240
OG0009659	Stapi.12738s0002	Sp3g04120
OG0009660	Stapi.8934s0001	Sp3g04060
OG0009661	Stapi.7152s0002	Sp3g04010
OG0009662	Stapi.31133s0001	Sp3g03940
OG0009663	Stapi.15027s0001	Sp3g03820
OG0009664	Stapi.15027s0002	Sp3g03800
OG0009666	Stapi.6323s0006	Sp3g03660
OG0009667	Stapi.16013s0002	Sp3g03640
OG0009668	Stapi.6323s0002, Stapi.6862s0002	Sp3g03590
OG0009669	Stapi.10554s0001	Sp3g03460
OG0009670	Stapi.7328s0002	Sp3g03430
OG0009671	Stapi.8725s0002	Sp3g03210
OG0009672	Stapi.1646s0003	Sp3g03130
OG0009673	Stapi.24040s0001	Sp3g02790
OG0009674	Stapi.8003s0001	Sp3g02770
OG0009676	Stapi.16711s0001	Sp3g02690
OG0009677	Stapi.9039s0002	Sp3g02550
OG0009678	Stapi.2863s0008	Sp3g02440
OG0009679	Stapi.0044s0029	Sp3g02360
OG0009680	Stapi.1643s0001	Sp6g09960, Sp7g06180
OG0009682	Stapi.9918s0001	Sp3g02050
OG0009683	Stapi.10164s0002, Stapi.8407s0002	Sp3g01970
OG0009684	Stapi.10021s0001	Sp3g01890
OG0009685	Stapi.11378s0001	Sp3g01790
OG0009686	Stapi.10840s0003	Sp3g01780
OG0009687	Stapi.17962s0001, Stapi.13131s0003	Sp3g01720
OG0009688	Stapi.16616s0001	Sp3g01630
OG0009689	Stapi.0023s0017	Sp3g01460
OG0009690	Stapi.5575s0002, Stapi.24728s0001	Sp3g01310
OG0009691	Stapi.14981s0002	Sp3g01250
OG0009692	Stapi.14981s0001, Stapi.25507s0001	Sp3g01240
OG0009693	Stapi.7235s0007	Sp3g01170
OG0009694	Stapi.7235s0001	Sp3g01020
OG0009695	Stapi.15660s0002	Sp3g00970
OG0009698	Stapi.12809s0004	Sp3g00720
OG0009700	Stapi.12227s0003	Sp3g00600
OG0009701	Stapi.4386s0011, Stapi.10205s0004	Sp3g00480
OG0009702	Stapi.10205s0007	Sp3g00450
OG0009703	Stapi.15779s0001	Sp3g00380
OG0009704	Stapi.8839s0002	Sp3g00290
OG0009705	Stapi.5474s0002	Sp2g26020
OG0009706	Stapi.0863s0004, Stapi.0736s0006	Sp7g13860
OG0009707	Stapi.2573s0009	Sp7g13810
OG0009708	Stapi.0987s0008, Stapi.2573s0005	Sp7g13770
OG0009709	Stapi.0987s0010	Sp7g13750
OG0009710	Stapi.1558s0002, Stapi.0486s0011	Sp7g13700
OG0009711	Stapi.2994s0001, Stapi.5984s0003	Sp7g13620
OG0009712	Stapi.2412s0009	Sp4g07850, Sp7g13600
OG0009713	Stapi.6542s0002, Stapi.1353s0001	Sp7g13400
OG0009714	Stapi.5698s0001	Sp7g13380
OG0009715	Stapi.0913s0001	Sp2g01830, Sp7g13340
OG0009716	Stapi.10361s0002, Stapi.4564s0006	Sp7g13100
OG0009717	Stapi.0694s0013	Sp7g13040
OG0009718	Stapi.0694s0008	Sp7g13000
OG0009719	Stapi.5077s0002	Sp7g12920
OG0009720	Stapi.1313s0007	Sp7g12850
OG0009721	Stapi.0362s0019	Sp7g12770
OG0009722	Stapi.3191s0002, Stapi.0362s0015	Sp7g12760
OG0009723	Stapi.0362s0014	Sp7g12750
OG0009724	Stapi.1635s0005	Sp7g12580
OG0009725	Stapi.8223s0001, Stapi.0210s0002	Sp7g12490
OG0009726	Stapi.8223s0002	Sp7g12480
OG0009727	Stapi.1534s0008, Stapi.1378s0004	Sp7g12470
OG0009728	Stapi.1378s0005, Stapi.1534s0007	Sp7g12460
OG0009729	Stapi.1884s0006, Stapi.9210s0001	Sp7g12420
OG0009730	Stapi.0222s0030	Sp7g12320
OG0009731	Stapi.5093s0002, Stapi.0222s0031	Sp7g12310
OG0009732	Stapi.0222s0032	Sp7g12300
OG0009733	Stapi.0025s0036, Stapi.1488s0003	Sp7g12070
OG0009734	Stapi.0414s0009	Sp7g12010
OG0009735	Stapi.0233s0003, Stapi.0414s0005	Sp7g12000
OG0009736	Stapi.11605s0001, Stapi.0890s0008	Sp7g11890
OG0009737	Stapi.6859s0001	Sp7g11770
OG0009738	Stapi.0408s0017	Sp7g11750
OG0009739	Stapi.0064s0020	Sp7g11630
OG0009740	Stapi.0413s0006, Stapi.0631s0003	Sp7g11510
OG0009741	Stapi.0984s0004, Stapi.10473s0001	Sp7g11350
OG0009742	Stapi.0984s0005	Sp7g11340
OG0009743	Stapi.0282s0012, Stapi.10473s0002, Stapi.0984s0006	Sp7g11330
OG0009744	Stapi.4857s0006	Sp3g09870
OG0009745	Stapi.4857s0005	Sp3g09880
OG0009747	Stapi.3737s0008	Sp3g10060
OG0009748	Stapi.11842s0002	Sp3g10160
OG0009749	Stapi.3628s0009	Sp3g10280
OG0009750	Stapi.3628s0006	Sp3g10320
OG0009751	Stapi.2736s0005	Sp3g10380
OG0009752	Stapi.3336s0004, Stapi.2736s0010	Sp3g10430
OG0009753	Stapi.5295s0003, Stapi.2736s0013	Sp3g10480
OG0009754	Stapi.5295s0004	Sp3g10490
OG0009755	Stapi.5066s0001	Sp3g10540
OG0009756	Stapi.5066s0004, Stapi.3317s0001	Sp3g10560
OG0009757	Stapi.5066s0005, Stapi.3317s0002	Sp3g10570
OG0009759	Stapi.7087s0003	Sp5g05740
OG0009760	Stapi.24977s0001	Sp5g05680
OG0009761	Stapi.2250s0002, Stapi.2250s0004	Sp5g05650
OG0009763	Stapi.4777s0001, Stapi.4777s0003	Sp5g05530
OG0009764	Stapi.2947s0010	Sp5g05460
OG0009765	Stapi.2947s0006	Sp5g05440
OG0009766	Stapi.5864s0001	Sp5g05400
OG0009767	Stapi.4943s0004	Sp5g05380
OG0009768	Stapi.5878s0002	Sp5g05320
OG0009769	Stapi.5878s0001	Sp5g05300
OG0009770	Stapi.12708s0001	Sp5g05160
OG0009771	Stapi.8344s0002	Sp5g05150
OG0009773	Stapi.5594s0005	Sp5g05010
OG0009774	Stapi.5594s0004	Sp5g05000
OG0009775	Stapi.3303s0001, Stapi.5594s0003	Sp5g04990
OG0009776	Stapi.14404s0001	Sp5g04960
OG0009777	Stapi.4526s0001, Stapi.0599s0001	Sp5g04880
OG0009778	Stapi.3097s0008	Sp5g04810
OG0009779	Stapi.3097s0010	Sp5g04790
OG0009780	Stapi.7758s0002	Sp5g04730
OG0009782	Stapi.2455s0001, Stapi.12710s0002	Sp5g04670
OG0009783	Stapi.9522s0001	Sp5g04610
OG0009784	Stapi.2535s0009	Sp5g04580
OG0009785	Stapi.2535s0006	Sp5g04560
OG0009786	Stapi.2535s0003	Sp5g04540
OG0009787	Stapi.8816s0001	Sp5g04520
OG0009788	Stapi.4840s0001	Sp5g04420
OG0009789	Stapi.4840s0003	Sp5g04400
OG0009790	Stapi.0255s0005	Sp5g04360
OG0009791	Stapi.0255s0001, Stapi.5058s0002	Sp5g04310
OG0009793	Stapi.5970s0002	Sp5g04270
OG0009794	Stapi.5970s0003	Sp5g04260
OG0009795	Stapi.5079s0002	Sp5g04240
OG0009795	Stapi.0045s0061	Sp5g04230
OG0009796	Stapi.12244s0001	Sp5g04220
OG0009797	Stapi.1469s0001	Sp5g04200
OG0009798	Stapi.3192s0005	Sp5g04140
OG0009799	Stapi.3192s0004	Sp5g04130
OG0009800	Stapi.21422s0001, Stapi.13059s0001	Sp5g04030
OG0009801	Stapi.1150s0010	Sp5g04000
OG0009802	Stapi.9445s0001	Sp5g03880
OG0009803	Stapi.5205s0002	Sp5g03750
OG0009804	Stapi.9555s0002, Stapi.4076s0005	Sp5g03720
OG0009805	Stapi.9416s0001, Stapi.14228s0001	Sp5g03700
OG0009806	Stapi.11822s0002	Sp5g03630
OG0009807	Stapi.14565s0002	Sp5g03520
OG0009808	Stapi.14565s0001	Sp5g03510
OG0009810	Stapi.4785s0003, Stapi.2476s0005	Sp5g03270
OG0009811	Stapi.16379s0001	Sp5g03100
OG0009812	Stapi.2290s0002	Sp5g02970
OG0009814	Stapi.5855s0001	Sp5g02770
OG0009815	Stapi.4709s0007	Sp5g02720
OG0009816	Stapi.27401s0001	Sp5g02700
OG0009817	Stapi.11103s0002	Sp5g02690
OG0009818	Stapi.4346s0001	Sp5g02620
OG0009819	Stapi.11986s0001	Sp5g02590
OG0009820	Stapi.30929s0001	Sp5g02580
OG0009821	Stapi.4830s0001	Sp5g02560
OG0009822	Stapi.3745s0004	Sp5g02510
OG0009823	Stapi.8680s0003	Sp5g02400
OG0009824	Stapi.0611s0003	Sp5g02340
OG0009825	Stapi.10322s0001	Sp5g02310
OG0009826	Stapi.13184s0001	Sp5g02250
OG0009827	Stapi.7047s0001	Sp5g02190
OG0009828	Stapi.1470s0001, Stapi.8030s0001, Stapi.6001s0002	Sp5g01940
OG0009829	Stapi.5737s0001	Sp5g01820
OG0009830	Stapi.11578s0001, Stapi.9824s0001	Sp5g01630
OG0009831	Stapi.19327s0001, Stapi.10539s0002	Sp5g01570
OG0009832	Stapi.8127s0002	Sp5g01490
OG0009833	Stapi.0355s0009	Sp5g01350
OG0009834	Stapi.9362s0002	Sp5g01160
OG0009835	Stapi.9699s0001, Stapi.11204s0003	Sp5g01090
OG0009836	Stapi.11204s0001	Sp5g01040
OG0009837	Stapi.25111s0001	Sp5g00900
OG0009838	Stapi.1689s0010	Sp5g00880
OG0009839	Stapi.30139s0001	Sp5g00690
OG0009840	Stapi.5508s0004	Sp5g00680
OG0009841	Stapi.5508s0002	Sp5g00620
OG0009842	Stapi.7296s0001	Sp5g00460
OG0009843	Stapi.2162s0010	Sp5g00400
OG0009844	Stapi.9782s0003, Stapi.2162s0009	Sp5g00390
OG0009845	Stapi.2162s0008	Sp5g00380
OG0009846	Stapi.9782s0001	Sp5g00350
OG0009847	Stapi.3122s0008	Sp5g00230
OG0009848	Stapi.3223s0007	Sp5g00140
OG0009849	Stapi.3223s0005, Stapi.0594s0015	Sp5g00120
OG0009850	Stapi.3223s0004, Stapi.0594s0016	Sp5g00110
OG0009851	Stapi.7773s0001, Stapi.0594s0020	Sp5g00070
OG0009852	Stapi.1446s0004, Stapi.7773s0002	Sp5g00060
OG0009853	Stapi.6945s0002, Stapi.6886s0003	Sp1g17780
OG0009854	Stapi.3241s0004	Sp1g17670
OG0009855	Stapi.5174s0001, Stapi.3241s0006	Sp1g17650
OG0009856	Stapi.1341s0004	Sp1g17630
OG0009857	Stapi.1341s0003	Sp1g17620
OG0009858	Stapi.1341s0002	Sp1g17610
OG0009859	Stapi.1341s0001	Sp1g17600
OG0009860	Stapi.0605s0016	Sp1g17370
OG0009861	Stapi.0605s0015	Sp1g17360
OG0009862	Stapi.0605s0014	Sp1g17350
OG0009863	Stapi.11613s0002	Sp1g17330
OG0009864	Stapi.0605s0013, Stapi.0605s0012	Sp1g17310
OG0009865	Stapi.7522s0001	Sp1g17300
OG0009866	Stapi.27156s0001, Stapi.0605s0005	Sp1g17270
OG0009867	Stapi.0605s0001	Sp1g17210
OG0009868	Stapi.3347s0001, Stapi.9850s0003	Sp1g17190
OG0009869	Stapi.0008s0050	Sp1g17140
OG0009870	Stapi.4099s0003	Sp1g17120
OG0009871	Stapi.0484s0006	Sp1g17040
OG0009872	Stapi.0484s0007	Sp1g17020
OG0009873	Stapi.4493s0002	Sp1g16950
OG0009874	Stapi.0845s0003	Sp1g16830
OG0009875	Stapi.4471s0004, Stapi.7023s0002, Stapi.11020s0002	Sp1g16810
OG0009876	Stapi.0725s0010	Sp1g16760
OG0009877	Stapi.0725s0014	Sp1g16740
OG0009878	Stapi.0311s0007	Sp1g16610
OG0009879	Stapi.0311s0009, Stapi.7701s0004	Sp1g16590
OG0009880	Stapi.0311s0011, Stapi.7701s0002	Sp1g16580
OG0009881	Stapi.1133s0015	Sp1g16550, Sp1g16540
OG0009882	Stapi.11165s0003	Sp1g16470
OG0009883	Stapi.2166s0009, Stapi.1133s0005	Sp1g16420
OG0009884	Stapi.1133s0004	Sp1g16410
OG0009885	Stapi.8106s0002, Stapi.0441s0001	Sp1g16370
OG0009886	Stapi.15170s0001, Stapi.0441s0006	Sp1g16330
OG0009887	Stapi.3119s0003	Sp1g16250
OG0009888	Stapi.18319s0001	Sp1g16240
OG0009889	Stapi.0963s0010	Sp1g16110
OG0009890	Stapi.0963s0005	Sp1g16070
OG0009891	Stapi.5891s0003	Sp1g15990
OG0009892	Stapi.3368s0006, Stapi.8468s0003	Sp1g15930
OG0009893	Stapi.8468s0002	Sp1g15920
OG0009894	Stapi.3368s0004	Sp1g15900
OG0009895	Stapi.7369s0003	Sp1g15870
OG0009896	Stapi.7062s0001, Stapi.1599s0001	Sp1g15840
OG0009897	Stapi.1599s0010	Sp1g15810
OG0009898	Stapi.1285s0012	Sp1g15620
OG0009899	Stapi.0786s0003	Sp1g15580
OG0009901	Stapi.5120s0004	Sp1g15420
OG0009902	Stapi.1520s0007	Sp1g15370
OG0009903	Stapi.1520s0004	Sp1g15340
OG0009904	Stapi.0921s0009	Sp1g15310
OG0009905	Stapi.0921s0012, Stapi.1321s0016	Sp1g15270
OG0009906	Stapi.1321s0014	Sp1g15250
OG0009907	Stapi.1321s0012	Sp1g15230
OG0009908	Stapi.19043s0001, Stapi.1321s0006	Sp1g15200
OG0009909	Stapi.1321s0003	Sp1g15170
OG0009910	Stapi.22617s0001, Stapi.26546s0001	Sp1g15050
OG0009911	Stapi.0701s0026	Sp1g15040
OG0009913	Stapi.0701s0023	Sp1g15010
OG0009914	Stapi.0701s0021, Stapi.13926s0001	Sp1g14990
OG0009915	Stapi.5559s0001	Sp5g33920
OG0009916	Stapi.6233s0002	Sp1g04270
OG0009917	Stapi.8320s0002	Sp1g04300
OG0009918	Stapi.11706s0001	Sp1g04480
OG0009919	Stapi.17021s0001	Sp1g04510
OG0009920	Stapi.14558s0002, Stapi.15909s0001	Sp1g04570
OG0009921	Stapi.19456s0001	Sp1g04660
OG0009922	Stapi.11929s0002	Sp1g04700
OG0009923	Stapi.11929s0001	Sp1g04710
OG0009924	Stapi.10240s0001, Stapi.10183s0001	Sp1g04750
OG0009926	Stapi.4809s0006	Sp1g04860
OG0009927	Stapi.7901s0001	Sp1g04870
OG0009928	Stapi.10626s0001	Sp1g04980
OG0009929	Stapi.6145s0001	Sp1g05020
OG0009930	Stapi.6145s0007, Stapi.2728s0006	Sp1g05070
OG0009931	Stapi.3904s0002	Sp1g05160
OG0009932	Stapi.3904s0004	Sp1g05210
OG0009933	Stapi.3904s0006	Sp1g05240
OG0009934	Stapi.12148s0004	Sp1g05280
OG0009935	Stapi.10785s0002	Sp1g05300
OG0009936	Stapi.26789s0001, Stapi.29801s0001	Sp1g05320
OG0009937	Stapi.13011s0001	Sp1g05370
OG0009938	Stapi.10558s0001	Sp1g05550
OG0009939	Stapi.5336s0007	Sp1g05610
OG0009940	Stapi.5336s0006	Sp1g05620
OG0009941	Stapi.9411s0001, Stapi.7138s0001	Sp1g05680
OG0009942	Stapi.13505s0002	Sp1g05830
OG0009944	Stapi.3944s0001	Sp1g06040
OG0009945	Stapi.0576s0007, Stapi.3287s0004	Sp1g06070
OG0009946	Stapi.9904s0001, Stapi.3281s0004	Sp1g06240
OG0009947	Stapi.3245s0001	Sp1g06260
OG0009948	Stapi.3245s0002	Sp1g06270
OG0009949	Stapi.3245s0005	Sp1g06300
OG0009950	Stapi.3227s0004	Sp1g06350
OG0009951	Stapi.7566s0001	Sp1g06520
OG0009952	Stapi.7566s0003	Sp1g06550
OG0009953	Stapi.3310s0005	Sp1g06630
OG0009954	Stapi.3310s0006	Sp1g06640
OG0009955	Stapi.1105s0004, Stapi.0015s0019	Sp7g07060
OG0009956	Stapi.0015s0020, Stapi.1105s0003	Sp7g07050
OG0009957	Stapi.0036s0040, Stapi.0007s0029	Sp4g09040
OG0009958	Stapi.0506s0002, Stapi.0199s0012	SpUn0027_0010, Sp3g22530
OG0009959	Stapi.1919s0002, Stapi.0245s0010	Sp3g23100
OG0009960	Stapi.0744s0004	Sp7g08910, Sp5g19180
OG0009960	Stapi.0042s0034	Sp3g23120
OG0009961	Stapi.10220s0002, Stapi.0389s0014	Sp3g23200
OG0009962	Stapi.0071s0011	Sp3g23450
OG0009964	Stapi.0498s0005, Stapi.0396s0016	Sp5g14800
OG0009965	Stapi.2427s0002, Stapi.1754s0001	Sp5g14660
OG0009966	Stapi.5983s0003	Sp5g14510
OG0009967	Stapi.0343s0011, Stapi.5983s0002	Sp5g14500
OG0009968	Stapi.1498s0003, Stapi.0343s0019	Sp5g14450
OG0009969	Stapi.10432s0001	Sp5g14380
