Orthogroup	C_amplexicaulis	E_salsugineum
OG0003792	Caamp.0102s0654, Caamp.0105s0404	Thhalv10017431m.g
OG0003793	Caamp.0105s0395, Caamp.0102s0664	Thhalv10016587m.g
OG0003794	Caamp.0105s0394, Caamp.0102s0665	Thhalv10016801m.g
OG0003795	Caamp.0102s0670, Caamp.0105s0389	Thhalv10016366m.g
OG0003796	Caamp.0102s0672, Caamp.0105s0387	Thhalv10016779m.g
OG0003797	Caamp.0105s0384, Caamp.0102s0674	Thhalv10016157m.g
OG0003798	Caamp.0102s0677, Caamp.0105s0381	Thhalv10017284m.g
OG0003799	Caamp.0105s0377, Caamp.0102s0681	Thhalv10017223m.g
OG0003800	Caamp.0102s0694, Caamp.0105s0365	Thhalv10016744m.g
OG0003801	Caamp.0102s0703, Caamp.0028s0240	Thhalv10028695m.g
OG0003802	Caamp.0028s0238, Caamp.0102s0705	Thhalv10028629m.g
OG0003803	Caamp.0028s0234, Caamp.0102s0709	Thhalv10028949m.g
OG0003804	Caamp.0102s0710, Caamp.0028s0233	Thhalv10028490m.g
OG0003805	Caamp.0102s0712, Caamp.0028s0230	Thhalv10028643m.g
OG0003806	Caamp.0028s0226, Caamp.0102s0716	Thhalv10028604m.g
OG0003807	Caamp.0028s0224, Caamp.0102s0718	Thhalv10028549m.g
OG0003808	Caamp.0102s0721, Caamp.0028s0219	Thhalv10028744m.g
OG0003809	Caamp.0102s0728, Caamp.0028s0214	Thhalv10028735m.g
OG0003810	Caamp.0028s0201, Caamp.0102s0738	Thhalv10029117m.g
OG0003811	Caamp.0028s0192, Caamp.0102s0749	Thhalv10028797m.g
OG0003812	Caamp.0102s0752, Caamp.0028s0190	Thhalv10028363m.g
OG0003813	Caamp.0102s0764, Caamp.0028s0182	Thhalv10029051m.g
OG0003814	Caamp.0102s0775, Caamp.0105s0198, Caamp.0003s0689	Thhalv10012343m.g, Thhalv10012233m.g, Thhalv10024065m.g
OG0003815	Caamp.0028s0160, Caamp.0102s0783	Thhalv10028398m.g
OG0003816	Caamp.0102s0784, Caamp.0028s0161	Thhalv10028704m.g
OG0003817	Caamp.0102s0789, Caamp.0028s0166	Thhalv10028863m.g
OG0003818	Caamp.0102s0793, Caamp.0028s0168	Thhalv10028850m.g
OG0003819	Caamp.0102s0802, Caamp.0028s0153	Thhalv10028519m.g
OG0003820	Caamp.0102s0803	Thhalv10028640m.g
OG0003821	Caamp.0018s0293, Caamp.0102s0808	Thhalv10001489m.g
OG0003822	Caamp.0102s0809, Caamp.0028s0151	Thhalv10029255m.g, Thhalv10028868m.g
OG0003823	Caamp.0028s0145, Caamp.0102s0814	Thhalv10028481m.g
OG0003824	Caamp.0028s0138, Caamp.0102s0822	Thhalv10028683m.g
OG0003825	Caamp.0102s0825, Caamp.0028s0135	Thhalv10028526m.g
OG0003826	Caamp.0102s0839, Caamp.0028s0123	Thhalv10028495m.g
OG0003827	Caamp.0102s0842, Caamp.0028s0119	Thhalv10028842m.g
OG0003828	Caamp.0102s0843, Caamp.0028s0118	Thhalv10028888m.g
OG0003829	Caamp.0102s0862, Caamp.0028s0098	Thhalv10028384m.g
OG0003830	Caamp.0102s0877, Caamp.0028s0087	Thhalv10028507m.g
OG0003831	Caamp.0028s0074, Caamp.0102s0890	Thhalv10028989m.g
OG0003832	Caamp.0102s0891, Caamp.0028s0073	Thhalv10028584m.g
OG0003833	Caamp.0102s0905, Caamp.0028s0062	Thhalv10028838m.g
OG0003834	Caamp.1040s1421, Caamp.0102s0911, Caamp.0028s0057	Thhalv10028979m.g
OG0003835	Caamp.0102s0917, Caamp.0028s0048	Thhalv10028553m.g
OG0003836	Caamp.0102s0918, Caamp.0028s0047	Thhalv10028861m.g
OG0003837	Caamp.0102s0921	Thhalv10006070m.g, Thhalv10006071m.g
OG0003838	Caamp.0028s0028, Caamp.0102s0946	Thhalv10029063m.g
OG0003839	Caamp.0102s0949, Caamp.0028s0024	Thhalv10029093m.g, Thhalv10028005m.g
OG0003840	Caamp.0028s0019, Caamp.0102s0953	Thhalv10028810m.g
OG0003841	Caamp.0102s0996, Caamp.0028s0007	Thhalv10028555m.g
OG0003842	Caamp.0028s0004, Caamp.0102s1000	Thhalv10028769m.g
OG0003843	Caamp.0049s0021, Caamp.0102s1023	Thhalv10028540m.g
OG0003844	Caamp.0059s0147, Caamp.1027s0003	Thhalv10027396m.g
OG0003845	Caamp.1027s0004, Caamp.0059s0146	Thhalv10005467m.g
OG0003846	Caamp.1027s0032	Thhalv10025111m.g
OG0003846	Caamp.0105s1047	Thhalv10025258m.g
OG0003847	Caamp.1027s0040	Thhalv10026520m.g
OG0003848	Caamp.0094s0033, Caamp.1027s0078	Thhalv10025494m.g
OG0003848	Caamp.0059s0076	Thhalv10000210m.g
OG0003849	Caamp.1027s0086, Caamp.0026s0583	Thhalv10024751m.g
OG0003850	Caamp.0094s0087, Caamp.1027s0140	Thhalv10025958m.g
OG0003851	Caamp.0094s0094	Thhalv10024225m.g
OG0003851	Caamp.1027s0148	Thhalv10011916m.g, Thhalv10028355m.g
OG0003852	Caamp.1027s0151, Caamp.0094s0097	Thhalv10026378m.g
OG0003853	Caamp.0094s0115, Caamp.1027s0169	Thhalv10000378m.g
OG0003854	Caamp.0094s0181, Caamp.1027s0211, Caamp.0073s0028	Thhalv10025437m.g
OG0003855	Caamp.1027s0220	Thhalv10025178m.g
OG0003855	Caamp.1027s0221	Thhalv10025180m.g
OG0003856	Caamp.0094s0169, Caamp.1027s0223	Thhalv10025695m.g
OG0003857	Caamp.0094s0164, Caamp.1027s0228	Thhalv10024286m.g
OG0003858	Caamp.0094s0190, Caamp.1027s0243	Thhalv10027040m.g
OG0003859	Caamp.1027s0276, Caamp.0094s0223	Thhalv10025593m.g
OG0003860	Caamp.0105s0551	Thhalv10017910m.g
OG0003860	Caamp.1031s0062	Thhalv10017827m.g, Thhalv10009920m.g
OG0003861	Caamp.1031s0149	Thhalv10016436m.g
OG0003862	Caamp.1031s0284	Thhalv10017880m.g, Thhalv10017950m.g, Thhalv10017514m.g, Thhalv10017958m.g
OG0003863	Caamp.0076s1665, Caamp.1031s0308	Thhalv10016615m.g
OG0003864	Caamp.1031s0320, Caamp.0076s1654	Thhalv10016454m.g
OG0003865	Caamp.1031s0381, Caamp.0076s1590	Thhalv10016632m.g
OG0003866	Caamp.1031s0385, Caamp.0076s1585	Thhalv10016562m.g
OG0003867	Caamp.1031s0391, Caamp.0076s1578	Thhalv10016812m.g
OG0003868	Caamp.1031s0398, Caamp.0076s1568	Thhalv10016216m.g
OG0003869	Caamp.0076s1567, Caamp.1031s0399	Thhalv10016171m.g
OG0003870	Caamp.1031s0407, Caamp.0076s1560	Thhalv10016315m.g
OG0003871	Caamp.1031s0413, Caamp.0076s1555	Thhalv10017089m.g
OG0003872	Caamp.0076s1534, Caamp.1031s0432	Thhalv10016847m.g
OG0003874	Caamp.1031s0444, Caamp.0076s1522	Thhalv10017158m.g
OG0003875	Caamp.0076s1518, Caamp.1031s0449	Thhalv10016316m.g
OG0003876	Caamp.0076s1516, Caamp.1031s0451	Thhalv10016741m.g
OG0003877	Caamp.0076s1487, Caamp.1031s0476	Thhalv10016582m.g
OG0003878	Caamp.1031s0502, Caamp.0076s1459	Thhalv10017142m.g
OG0003879	Caamp.1031s0503, Caamp.0076s1458	Thhalv10017125m.g
OG0003880	Caamp.0076s1444	Thhalv10001772m.g
OG0003880	Caamp.0076s1443, Caamp.1031s0516	Thhalv10001801m.g
OG0003881	Caamp.0076s1427, Caamp.1031s0537	Thhalv10001777m.g
OG0003882	Caamp.1031s0572	Thhalv10001418m.g
OG0003883	Caamp.1031s0585, Caamp.0018s0003	Thhalv10001750m.g
OG0003884	Caamp.0018s0010, Caamp.1031s0592	Thhalv10001361m.g
OG0003885	Caamp.0018s0037, Caamp.1031s0617	Thhalv10001527m.g
OG0003886	Caamp.1031s0628, Caamp.0190s1317	Thhalv10014438m.g, Thhalv10015472m.g, Thhalv10001552m.g
OG0003887	Caamp.1031s0635	Thhalv10001749m.g
OG0003887	Caamp.0023s0340, Caamp.0095s0334	Thhalv10005838m.g
OG0003888	Caamp.0018s0069, Caamp.1031s0654	Thhalv10001322m.g
OG0003889	Caamp.1031s0655, Caamp.0018s0070	Thhalv10001315m.g
OG0003890	Caamp.0018s0074, Caamp.1031s0660	Thhalv10001300m.g
OG0003891	Caamp.0018s0092, Caamp.1031s0677	Thhalv10001320m.g
OG0003892	Caamp.0018s0113, Caamp.1031s0693	Thhalv10001404m.g
OG0003893	Caamp.0018s0122, Caamp.1031s0702	Thhalv10001760m.g
OG0003894	Caamp.0023s0406	Thhalv10005998m.g
OG0003894	Caamp.1031s0706, Caamp.0018s0126	Thhalv10001463m.g
OG0003895	Caamp.0018s0130, Caamp.1031s0710	Thhalv10001408m.g
OG0003896	Caamp.1031s0727, Caamp.0018s0148	Thhalv10001692m.g
OG0003897	Caamp.1031s0759, Caamp.0018s0178	Thhalv10001280m.g
OG0003898	Caamp.0018s0192, Caamp.1031s0773	Thhalv10001599m.g
OG0003899	Caamp.1031s0775, Caamp.0018s0194	Thhalv10028732m.g, Thhalv10001493m.g
OG0003900	Caamp.1031s0778, Caamp.0190s1167, Caamp.0018s0197	Thhalv10001562m.g
OG0003901	Caamp.1031s0784, Caamp.0018s0202	Thhalv10001596m.g
OG0003902	Caamp.0018s0207, Caamp.1031s0787	Thhalv10001752m.g
OG0003903	Caamp.0097s1015, Caamp.1031s0800, Caamp.0018s0222	Thhalv10005650m.g
OG0003904	Caamp.0018s0224, Caamp.1031s0802	Thhalv10001379m.g
OG0003905	Caamp.0303s1020, Caamp.0018s0225, Caamp.1031s0803	Thhalv10001774m.g
OG0003906	Caamp.0018s0227	Thhalv10019782m.g
OG0003906	Caamp.1031s0805	Thhalv10001293m.g
OG0003907	Caamp.1031s0813, Caamp.0065s0109, Caamp.0023s0493	Thhalv10001540m.g
OG0003908	Caamp.0018s0237, Caamp.1031s0814, Caamp.0023s0494, Caamp.0065s0110	Thhalv10028615m.g
OG0003909	Caamp.1031s0836, Caamp.0018s0261	Thhalv10001550m.g
OG0003910	Caamp.0018s0276	Thhalv10001465m.g
OG0003911	Caamp.1031s0874, Caamp.0018s0303	Thhalv10001321m.g
OG0003912	Caamp.1031s0888, Caamp.0018s0318	Thhalv10001292m.g
OG0003913	Caamp.0018s0334, Caamp.1031s0905	Thhalv10001505m.g
OG0003914	Caamp.0018s0336, Caamp.1031s0907	Thhalv10001585m.g
OG0003915	Caamp.0018s0343, Caamp.1031s0915	Thhalv10001316m.g
OG0003916	Caamp.1031s0917, Caamp.0018s0346	Thhalv10001399m.g
OG0003917	Caamp.0018s0347, Caamp.1031s0919	Thhalv10001691m.g
OG0003918	Caamp.1033s0008, Caamp.0190s0129	Thhalv10006584m.g
OG0003919	Caamp.1033s0013, Caamp.0190s0133	Thhalv10007304m.g
OG0003920	Caamp.1033s0016, Caamp.0190s0135	Thhalv10008129m.g
OG0003921	Caamp.0190s0152, Caamp.1033s0033	Thhalv10007751m.g
OG0003922	Caamp.0037s0333, Caamp.1033s0052	Thhalv10009379m.g
OG0003923	Caamp.0037s0356, Caamp.1033s0072	Thhalv10007200m.g
OG0003924	Caamp.1033s0079, Caamp.0037s0361	Thhalv10007380m.g
OG0003925	Caamp.0037s0370, Caamp.1033s0085	Thhalv10009689m.g
OG0003926	Caamp.0037s0388, Caamp.1033s0111	Thhalv10000448m.g
OG0003927	Caamp.1033s0116, Caamp.0037s0393	Thhalv10006603m.g
OG0003928	Caamp.1033s0122, Caamp.0037s0400	Thhalv10006692m.g
OG0003929	Caamp.1033s0128, Caamp.0037s0404	Thhalv10008564m.g
OG0003930	Caamp.1033s0155, Caamp.0037s0437	Thhalv10008638m.g
OG0003931	Caamp.1033s0158, Caamp.0037s0440	Thhalv10006548m.g
OG0003932	Caamp.0037s0480, Caamp.1033s0197	Thhalv10007807m.g
OG0003934	Caamp.1033s0202, Caamp.0037s0489	Thhalv10008007m.g
OG0003935	Caamp.1033s0204, Caamp.0037s0490	Thhalv10009785m.g
OG0003936	Caamp.0037s0504, Caamp.1033s0220	Thhalv10007045m.g
OG0003937	Caamp.0037s0526, Caamp.1033s0241	Thhalv10009197m.g
OG0003938	Caamp.1033s0248, Caamp.0037s0533	Thhalv10007709m.g
OG0003939	Caamp.1033s0252, Caamp.0037s0538	Thhalv10006921m.g
OG0003940	Caamp.0037s0551, Caamp.1033s0264	Thhalv10008835m.g
OG0003941	Caamp.0037s0552, Caamp.1036s0471, Caamp.1033s0265	Thhalv10009076m.g
OG0003942	Caamp.0037s0565, Caamp.1033s0277	Thhalv10006734m.g
OG0003943	Caamp.1033s0290, Caamp.0037s0578	Thhalv10008841m.g
OG0003944	Caamp.1033s0293, Caamp.0037s0581	Thhalv10006970m.g
OG0003945	Caamp.1033s0294, Caamp.0037s0582	Thhalv10007629m.g
OG0003946	Caamp.1033s0298, Caamp.0037s0585	Thhalv10008576m.g
OG0003947	Caamp.0037s0591, Caamp.1033s0303	Thhalv10007125m.g
OG0003948	Caamp.0037s0612, Caamp.1033s0325	Thhalv10027099m.g, Thhalv10008115m.g
OG0003949	Caamp.1033s0326, Caamp.0037s0613	Thhalv10006778m.g
OG0003950	Caamp.1033s0333, Caamp.0037s0625	Thhalv10007685m.g
OG0003951	Caamp.1033s0334, Caamp.0037s0626	Thhalv10009743m.g
OG0003952	Caamp.1033s0352, Caamp.0037s0638	Thhalv10007625m.g
OG0003953	Caamp.0037s0641, Caamp.1033s0356, Caamp.0021s0014	Thhalv10008096m.g
OG0003954	Caamp.1033s0358, Caamp.0037s0643	Thhalv10009376m.g
OG0003955	Caamp.1033s0364, Caamp.0037s0650	Thhalv10006540m.g
OG0003956	Caamp.0037s0654	Thhalv10007532m.g
OG0003956	Caamp.1033s0369	Thhalv10017450m.g
OG0003957	Caamp.0002s0287, Caamp.1033s0372, Caamp.0037s0657	Thhalv10009220m.g
OG0003958	Caamp.1033s0374, Caamp.0037s0659	Thhalv10009051m.g
OG0003959	Caamp.1033s0376, Caamp.0037s0661	Thhalv10006977m.g
OG0003960	Caamp.1033s0393, Caamp.0037s0672	Thhalv10008563m.g
OG0003961	Caamp.1033s0403, Caamp.0037s0681	Thhalv10008300m.g
OG0003962	Caamp.0070s0100, Caamp.1033s0434	Thhalv10007008m.g
OG0003963	Caamp.1033s0435, Caamp.0070s0099	Thhalv10007043m.g
OG0003964	Caamp.1033s0438, Caamp.0070s0097	Thhalv10006574m.g
OG0003965	Caamp.0085s0055, Caamp.1033s0440, Caamp.0070s0096	Thhalv10007547m.g
OG0003966	Caamp.1033s0442, Caamp.0070s0094	Thhalv10008251m.g
OG0003967	Caamp.1033s0463, Caamp.0070s0076	Thhalv10006616m.g
OG0003968	Caamp.0070s0069, Caamp.1033s0470	Thhalv10008820m.g
OG0003969	Caamp.1033s0480, Caamp.0070s0060	Thhalv10009825m.g
OG0003970	Caamp.1033s0484, Caamp.0070s0056	Thhalv10008031m.g
OG0003971	Caamp.1033s0485, Caamp.0070s0055	Thhalv10007112m.g
OG0003972	Caamp.0070s0046, Caamp.1033s0494	Thhalv10008037m.g
OG0003973	Caamp.1033s0509, Caamp.0070s0035	Thhalv10016782m.g
OG0003974	Caamp.0070s0025, Caamp.1033s0521	Thhalv10006543m.g
OG0003975	Caamp.1033s0522, Caamp.0070s0024	Thhalv10006677m.g
OG0003976	Caamp.0070s0019, Caamp.1033s0527	Thhalv10008609m.g
OG0003977	Caamp.1033s0556, Caamp.0078s0602	Thhalv10009660m.g
OG0003978	Caamp.1033s0561, Caamp.0078s0596	Thhalv10006666m.g
OG0003979	Caamp.1033s0568, Caamp.0078s0587	Thhalv10007505m.g
OG0003980	Caamp.0078s0586, Caamp.1033s0570	Thhalv10009779m.g
OG0003981	Caamp.1033s0572, Caamp.0078s0584	Thhalv10009585m.g
OG0003983	Caamp.1033s0586, Caamp.0078s0564	Thhalv10006884m.g
OG0003984	Caamp.1033s0596, Caamp.0007s0004	Thhalv10008596m.g
OG0003985	Caamp.0007s0027, Caamp.0007s0249, Caamp.1033s0622	Thhalv10006931m.g
OG0003986	Caamp.0007s0028, Caamp.1033s0623	Thhalv10006598m.g
OG0003987	Caamp.0007s0036, Caamp.1033s0636	Thhalv10009093m.g
OG0003988	Caamp.0007s0042, Caamp.1033s0642	Thhalv10008455m.g
OG0003989	Caamp.0007s0043, Caamp.1033s0643	Thhalv10007753m.g
OG0003990	Caamp.1033s0646, Caamp.0007s0046	Thhalv10008899m.g
OG0003991	Caamp.1033s0659, Caamp.0007s0058	Thhalv10007518m.g
OG0003992	Caamp.1033s0663, Caamp.0007s0062	Thhalv10007414m.g
OG0003993	Caamp.0037s0022, Caamp.1033s0664	Thhalv10011235m.g
OG0003994	Caamp.0046s0022, Caamp.0037s0020, Caamp.1033s0665	Thhalv10011531m.g
OG0003995	Caamp.1033s0666, Caamp.0007s0063	Thhalv10006747m.g
OG0003996	Caamp.1033s0667, Caamp.0007s0069	Thhalv10006695m.g
OG0003997	Caamp.1033s0668, Caamp.0007s0068	Thhalv10007010m.g
OG0003998	Caamp.0007s0066, Caamp.1033s0673	Thhalv10009090m.g
OG0003999	Caamp.1033s0676, Caamp.0007s0064	Thhalv10006933m.g
OG0004000	Caamp.0007s0070, Caamp.1033s0678	Thhalv10007064m.g
OG0004001	Caamp.0007s0073, Caamp.1033s0681	Thhalv10007861m.g
OG0004002	Caamp.0007s0100, Caamp.1033s0710	Thhalv10007107m.g
OG0004003	Caamp.0007s0112, Caamp.1033s0724	Thhalv10008077m.g
OG0004004	Caamp.1033s0730, Caamp.0007s0120	Thhalv10008022m.g
OG0004005	Caamp.0007s0126, Caamp.1033s0737	Thhalv10007394m.g
OG0004006	Caamp.0007s0145, Caamp.1033s0746	Thhalv10008439m.g
OG0004007	Caamp.0007s0146, Caamp.1033s0747	Thhalv10007862m.g
OG0004008	Caamp.1033s0750, Caamp.0007s0150	Thhalv10008731m.g
OG0004009	Caamp.1033s0753, Caamp.0007s0153	Thhalv10009358m.g
OG0004010	Caamp.0007s0163, Caamp.1033s0762	Thhalv10006721m.g
OG0004011	Caamp.0059s0043, Caamp.1033s0764, Caamp.0007s0165	Thhalv10007841m.g
OG0004012	Caamp.1033s0766, Caamp.0007s0167	Thhalv10006757m.g
OG0004013	Caamp.0007s0171, Caamp.1033s0771	Thhalv10006719m.g
OG0004014	Caamp.1033s0775, Caamp.0007s0174	Thhalv10007027m.g
OG0004015	Caamp.1033s0777, Caamp.0007s0175	Thhalv10006980m.g
OG0004016	Caamp.0007s0178, Caamp.1033s0780	Thhalv10007385m.g
OG0004017	Caamp.0007s0181, Caamp.1033s0787	Thhalv10007126m.g
OG0004018	Caamp.1033s0789, Caamp.0007s0182	Thhalv10008417m.g
OG0004019	Caamp.0007s0188, Caamp.1033s0797	Thhalv10006775m.g
OG0004020	Caamp.0007s0198, Caamp.1033s0809	Thhalv10006831m.g
OG0004021	Caamp.1033s0814, Caamp.0007s0202	Thhalv10007879m.g
OG0004022	Caamp.1033s0815, Caamp.0007s0203	Thhalv10007794m.g
OG0004023	Caamp.0007s0210, Caamp.1033s0823	Thhalv10008373m.g
OG0004024	Caamp.1033s0824, Caamp.0007s0211	Thhalv10007192m.g
OG0004025	Caamp.0007s0227, Caamp.1033s0838	Thhalv10007797m.g
OG0004026	Caamp.1033s0839	Thhalv10017570m.g, Thhalv10017889m.g
OG0004027	Caamp.1033s0841, Caamp.0007s0228	Thhalv10008423m.g
OG0004028	Caamp.0007s0229, Caamp.1033s0842	Thhalv10009570m.g
OG0004029	Caamp.0007s0231, Caamp.1033s0844	Thhalv10007217m.g
OG0004030	Caamp.1033s0847, Caamp.0007s0234	Thhalv10009227m.g
OG0004031	Caamp.0007s0240, Caamp.1033s0855	Thhalv10008989m.g
OG0004032	Caamp.1033s0863, Caamp.0007s0247	Thhalv10008795m.g
OG0004033	Caamp.1033s0866, Caamp.0007s0250	Thhalv10008194m.g
OG0004034	Caamp.0007s0266, Caamp.1033s0879	Thhalv10009230m.g, Thhalv10009742m.g
OG0004035	Caamp.1033s0880, Caamp.0007s0267	Thhalv10007803m.g
OG0004036	Caamp.1033s0892, Caamp.0007s0274	Thhalv10007021m.g
OG0004037	Caamp.1033s0896, Caamp.0007s0284	Thhalv10007044m.g
OG0004038	Caamp.1033s0901, Caamp.0007s0288	Thhalv10008055m.g
OG0004039	Caamp.0007s0300, Caamp.1033s0917	Thhalv10006552m.g
OG0004040	Caamp.0007s0314, Caamp.1033s0931	Thhalv10006898m.g
OG0004041	Caamp.0007s0315, Caamp.1033s0932	Thhalv10006714m.g
OG0004042	Caamp.0007s0342, Caamp.1033s0946	Thhalv10008704m.g
OG0004043	Caamp.1033s0947, Caamp.0007s0343	Thhalv10008850m.g
OG0004044	Caamp.0007s0353, Caamp.1033s0961	Thhalv10006908m.g
OG0004045	Caamp.0007s0355, Caamp.1033s0965	Thhalv10007608m.g
OG0004047	Caamp.1033s0971, Caamp.0007s0358	Thhalv10007221m.g
OG0004048	Caamp.0007s0362, Caamp.1033s0974	Thhalv10007134m.g
OG0004049	Caamp.1033s0976, Caamp.0007s0364	Thhalv10006561m.g
OG0004050	Caamp.1033s0978, Caamp.0007s0367	Thhalv10007023m.g
OG0004051	Caamp.1033s0979, Caamp.0007s0368	Thhalv10007321m.g
OG0004052	Caamp.1033s0980, Caamp.0007s0369	Thhalv10008956m.g
OG0004053	Caamp.1033s0982, Caamp.1040s1300, Caamp.0007s0371	Thhalv10007411m.g
OG0004054	Caamp.0007s0373, Caamp.1033s0985	Thhalv10007561m.g
OG0004055	Caamp.1033s0991, Caamp.0007s0385	Thhalv10001839m.g
OG0004056	Caamp.0007s0386, Caamp.1033s0992	Thhalv10001820m.g
OG0004057	Caamp.0007s0388, Caamp.1033s0994	Thhalv10001830m.g
OG0004058	Caamp.1033s0997, Caamp.0007s0391	Thhalv10001824m.g
OG0004059	Caamp.1033s1022, Caamp.0064s0430	Thhalv10029197m.g, Thhalv10029484m.g, Thhalv10029356m.g, Thhalv10027031m.g
OG0004060	Caamp.1033s1037, Caamp.0008s0009	Thhalv10001866m.g
OG0004061	Caamp.0008s0012, Caamp.1033s1040	Thhalv10001818m.g
OG0004062	Caamp.1033s1042, Caamp.0008s0013	Thhalv10001827m.g
OG0004063	Caamp.1033s1057, Caamp.0008s0036	Thhalv10001831m.g
OG0004064	Caamp.0078s0099, Caamp.1035s0014, Caamp.0033s0377	Thhalv10004985m.g
OG0004065	Caamp.1035s0058	Thhalv10010952m.g
OG0004065	Caamp.0033s0335	Thhalv10004147m.g
OG0004066	Caamp.0033s0332, Caamp.1035s0061	Thhalv10003933m.g, Thhalv10005306m.g
OG0004067	Caamp.1035s0152, Caamp.0033s0248	Thhalv10003912m.g, Thhalv10019768m.g, Thhalv10005311m.g
OG0004068	Caamp.0033s0194, Caamp.1035s0216	Thhalv10005132m.g
OG0004069	Caamp.0033s0190, Caamp.1035s0219	Thhalv10024248m.g, Thhalv10005618m.g
OG0004070	Caamp.0033s0181, Caamp.1035s0229	Thhalv10003831m.g
OG0004071	Caamp.0033s0172, Caamp.1035s0235	Thhalv10004996m.g
OG0004072	Caamp.1035s0270, Caamp.1041s0918	Thhalv10005155m.g
OG0004073	Caamp.0026s0379, Caamp.1035s0279, Caamp.0033s0125	Thhalv10003601m.g
OG0004074	Caamp.1037s1621, Caamp.1035s0282, Caamp.0033s0122	Thhalv10004451m.g
OG0004075	Caamp.1035s0292, Caamp.0033s0112	Thhalv10003624m.g
OG0004076	Caamp.1035s0298, Caamp.0033s0107	Thhalv10003850m.g
OG0004077	Caamp.0033s0095, Caamp.1035s0307	Thhalv10004594m.g
OG0004078	Caamp.1035s0309, Caamp.1035s0308, Caamp.0026s0352, Caamp.0005s0338	Thhalv10010457m.g
OG0004079	Caamp.0033s0047, Caamp.1035s0353	Thhalv10003972m.g
OG0004080	Caamp.1035s0360, Caamp.0033s0041	Thhalv10003602m.g
OG0004081	Caamp.1035s0379, Caamp.0033s0021	Thhalv10004201m.g
OG0004082	Caamp.0033s0020, Caamp.1035s0380	Thhalv10005552m.g, Thhalv10004488m.g
OG0004083	Caamp.0033s0004, Caamp.1035s0395	Thhalv10003756m.g
OG0004084	Caamp.1035s0403, Caamp.0120s1012	Thhalv10003661m.g
OG0004085	Caamp.1035s0415, Caamp.0120s1003	Thhalv10003623m.g
OG0004086	Caamp.0120s0997, Caamp.1035s0420	Thhalv10005598m.g, Thhalv10005669m.g, Thhalv10005405m.g
OG0004087	Caamp.0120s0994, Caamp.1035s0423	Thhalv10004300m.g, Thhalv10017970m.g, Thhalv10016978m.g
OG0004088	Caamp.0120s0989, Caamp.1035s0428, Caamp.0105s1415	Thhalv10013223m.g
OG0004089	Caamp.1035s0439	Thhalv10023241m.g
OG0004089	Caamp.0120s0983	Thhalv10003613m.g
OG0004090	Caamp.1035s0442, Caamp.0105s1402, Caamp.1038s0617	Thhalv10005388m.g
OG0004091	Caamp.1035s0465, Caamp.0120s0958	Thhalv10004407m.g
OG0004092	Caamp.1035s0470, Caamp.0120s0955	Thhalv10003924m.g
OG0004093	Caamp.1035s0475, Caamp.0019s0083, Caamp.0019s0105	Thhalv10002491m.g
OG0004094	Caamp.1035s0486, Caamp.0120s0942	Thhalv10005205m.g
OG0004095	Caamp.1035s0491, Caamp.0120s0935	Thhalv10003808m.g
OG0004096	Caamp.0120s0933, Caamp.1035s0492	Thhalv10004907m.g
OG0004097	Caamp.1035s0501, Caamp.0120s0925	Thhalv10005527m.g
OG0004098	Caamp.1035s0507, Caamp.0030s0033, Caamp.0120s0920	Thhalv10004278m.g
OG0004099	Caamp.1035s0509, Caamp.0120s0918, Caamp.0028s0268	Thhalv10004178m.g
OG0004100	Caamp.0120s0792, Caamp.1035s0518	Thhalv10003781m.g
OG0004101	Caamp.0026s0388, Caamp.0005s0380, Caamp.1035s0564	Thhalv10010292m.g
OG0004102	Caamp.1035s0566	Thhalv10004251m.g
OG0004102	Caamp.0005s0376, Caamp.0026s0384	Thhalv10010322m.g
OG0004103	Caamp.1035s0569, Caamp.0120s0857	Thhalv10003540m.g, Thhalv10027626m.g
OG0004104	Caamp.0015s0011, Caamp.1035s0571, Caamp.0120s0859	Thhalv10004704m.g
OG0004105	Caamp.0120s0860, Caamp.1035s0572	Thhalv10004083m.g
OG0004106	Caamp.0120s0861, Caamp.1035s0573	Thhalv10003872m.g
OG0004107	Caamp.1035s0574, Caamp.0120s0862	Thhalv10003814m.g
OG0004108	Caamp.0120s0870, Caamp.1035s0580	Thhalv10003687m.g
OG0004109	Caamp.1035s0586, Caamp.0120s0875	Thhalv10005037m.g
OG0004110	Caamp.0120s0891, Caamp.1035s0604	Thhalv10003923m.g, Thhalv10013132m.g
OG0004111	Caamp.0120s0894, Caamp.1035s0607	Thhalv10003519m.g
OG0004112	Caamp.0120s0902, Caamp.1035s0616	Thhalv10003719m.g
OG0004113	Caamp.0120s0775, Caamp.1035s0640	Thhalv10004105m.g
OG0004114	Caamp.1035s0645, Caamp.0120s0770	Thhalv10004788m.g
OG0004115	Caamp.1035s0646, Caamp.0120s0768	Thhalv10004343m.g
OG0004116	Caamp.1035s0647, Caamp.0120s0767	Thhalv10003985m.g
OG0004117	Caamp.0120s0757, Caamp.1035s0651	Thhalv10003586m.g
OG0004118	Caamp.0120s0750, Caamp.1035s0659	Thhalv10004845m.g
OG0004119	Caamp.0120s0749, Caamp.1035s0660	Thhalv10005302m.g
OG0004119	Caamp.0120s0748	Thhalv10003974m.g
OG0004120	Caamp.1035s0662, Caamp.0120s0746	Thhalv10004744m.g
OG0004121	Caamp.1035s0671	Thhalv10004116m.g
