Orthogroup	S_pinnata	S_diversifolius
OG0002064	Stapi.3188s0002	Sdiv_ptg000014l_1187-R
OG0002064	Stapi.1679s0002	Sdiv_ptg000003l_0259-R
OG0002065	Stapi.4031s0004	Sdiv_ptg000003l_0245-R
OG0002066	Stapi.5891s0002	Sdiv_ptg000014l_1170-R
OG0002067	Stapi.0786s0004	Sdiv_ptg000014l_1141-R
OG0002068	Stapi.2050s0011	Sdiv_ptg000014l_1134-R, Sdiv_ptg000002l_1548-R
OG0002069	Stapi.0701s0025	Sdiv_ptg000002l_1995-R
OG0002070	Stapi.0701s0022	Sdiv_ptg000003l_0165-R, Sdiv_ptg000014l_1093-R
OG0002071	Stapi.0701s0018	Sdiv_ptg000002l_1998-R
OG0002072	Stapi.1326s0006	Sdiv_ptg000014l_0422-R
OG0002073	Stapi.0479s0019	Sdiv_ptg000022l_0705-R
OG0002074	Stapi.5563s0004	Sdiv_ptg000022l_0681-R
OG0002075	Stapi.14776s0001, Stapi.12765s0002, Stapi.11653s0001	Sdiv_ptg000014l_0464-R
OG0002076	Stapi.0519s0001, Stapi.5581s0002, Stapi.29377s0001, Stapi.0396s0012	Sdiv_ptg000015l_1350-R
OG0002078	Stapi.0603s0003	Sdiv_ptg000014l_1785-R
OG0002079	Stapi.2688s0001, Stapi.5162s0002	Sdiv_ptg000005l_0900-R
OG0002080	Stapi.0155s0012	Sdiv_ptg000004l_0790-R
OG0002083	Stapi.2216s0004	Sdiv_ptg000015l_0671-R, Sdiv_ptg000015l_0672-R
OG0002083	Stapi.0641s0006	Sdiv_ptg000015l_0670-R
OG0002085	Stapi.0421s0020	Sdiv_ptg001125l_0002-R, Sdiv_ptg000006l_0001-R, Sdiv_ptg000807l_0001-R, Sdiv_ptg000736l_0002-R, Sdiv_ptg000165l_0001-R, Sdiv_ptg000612l_0004-R, Sdiv_ptg000296l_0001-R, Sdiv_ptg000817l_0001-R, Sdiv_ptg000844l_0004-R
OG0002087	Stapi.0092s0022	Sdiv_ptg000008l_0473-R
OG0002087	Stapi.0101s0028	Sdiv_ptg000022l_0493-R
OG0002088	Stapi.0162s0041, Stapi.0104s0032	Sdiv_ptg000022l_0538-R
OG0002089	Stapi.6558s0001	Sdiv_ptg001183l_0001-R, Sdiv_ptg000001l_0437-R
OG0002089	Stapi.0198s0003	Sdiv_ptg000013l_0411-R, Sdiv_ptg000011l_0404-R
OG0002090	Stapi.0179s0013	Sdiv_ptg000012l_1894-R
OG0002090	Stapi.0005s0024	Sdiv_ptg000007l_0508-R
OG0002091	Stapi.0179s0012	Sdiv_ptg000012l_1895-R
OG0002091	Stapi.0005s0026	Sdiv_ptg000007l_0509-R
OG0002092	Stapi.4145s0006	Sdiv_ptg000014l_2934-R
OG0002092	Stapi.3140s0003	Sdiv_ptg000001l_1489-R
OG0002093	Stapi.5533s0004	Sdiv_ptg000001l_1425-R, Sdiv_ptg000003l_0064-R, Sdiv_ptg000014l_2880-R
OG0002094	Stapi.4225s0001	Sdiv_ptg000012l_1637-R
OG0002094	Stapi.2114s0001, Stapi.5743s0001	Sdiv_ptg000003l_0111-R
OG0002095	Stapi.0336s0004	Sdiv_ptg000003l_1853-R
OG0002096	Stapi.1711s0001	Sdiv_ptg000004l_0564-R
OG0002096	Stapi.1711s0005	Sdiv_ptg000007l_0420-R
OG0002098	Stapi.1952s0004	Sdiv_ptg000002l_0218-R
OG0002098	Stapi.1768s0004	Sdiv_ptg000015l_1875-R
OG0002099	Stapi.1987s0016, Stapi.5406s0004	Sdiv_ptg000001l_0004-R
OG0002100	Stapi.7304s0004	Sdiv_ptg000002l_1876-R
OG0002101	Stapi.2669s0002	Sdiv_ptg000015l_1200-R
OG0002103	Stapi.5563s0003	Sdiv_ptg000022l_0682-R
OG0002104	Stapi.2079s0009, Stapi.11919s0001	Sdiv_ptg000022l_0695-R
OG0002104	Stapi.4773s0002, Stapi.0898s0017	Sdiv_ptg000008l_0655-R
OG0002107	Stapi.1786s0014	Sdiv_ptg000015l_0012-R
OG0002107	Stapi.7665s0008	Sdiv_ptg000002l_2144-R
OG0002109	Stapi.3124s0002	Sdiv_ptg000010l_1652-R
OG0002110	Stapi.0948s0004	Sdiv_ptg000014l_1661-R
OG0002110	Stapi.1427s0005	Sdiv_ptg000003l_1517-R
OG0002111	Stapi.0264s0003	Sdiv_ptg000002l_0536-R
OG0002112	Stapi.2696s0003	Sdiv_ptg000002l_0395-R, Sdiv_ptg000015l_1710-R, Sdiv_ptg000015l_1711-R
OG0002113	Stapi.0356s0001, Stapi.4002s0001	Sdiv_ptg000002l_0217-R
OG0002115	Stapi.1929s0001, Stapi.6494s0004, Stapi.2800s0002, Stapi.1929s0004, Stapi.1931s0004, Stapi.2460s0009	Sdiv_ptg000001l_0076-R
OG0002117	Stapi.5831s0005	Sdiv_ptg000005l_1854-R
OG0002118	Stapi.2602s0004	Sdiv_ptg000002l_0216-R, Sdiv_ptg000002l_0214-R
OG0002118	Stapi.4545s0001	Sdiv_ptg000015l_1879-R
OG0002121	Stapi.5540s0003, Stapi.1885s0003, Stapi.0122s0003	Sdiv_ptg000005l_0024-R
OG0002122	Stapi.1047s0011, Stapi.1965s0007, Stapi.1706s0002, Stapi.1706s0001, Stapi.1120s0001	Sdiv_ptg000003l_0953-R
OG0002123	Stapi.4018s0015, Stapi.1483s0007	Sdiv_ptg001015l_0001-R, Sdiv_ptg000735l_0002-R, Sdiv_ptg000343l_0006-R, Sdiv_ptg000483l_0006-R, Sdiv_ptg000904l_0002-R, Sdiv_ptg000991l_0001-R, Sdiv_ptg000614l_0003-R, Sdiv_ptg001111l_0008-R, Sdiv_ptg000408l_0001-R
OG0002136	Stapi.2972s0003	Sdiv_ptg000007l_0812-R
OG0002138	Stapi.1604s0003, Stapi.2100s0001	Sdiv_ptg000007l_0776-R
OG0002138	Stapi.1918s0004	Sdiv_ptg000012l_1488-R
OG0002139	Stapi.0020s0012, Stapi.0761s0012	Sdiv_ptg000012l_1499-R
OG0002140	Stapi.0738s0009	Sdiv_ptg000007l_0727-R
OG0002140	Stapi.2385s0002	Sdiv_ptg000007l_0728-R
OG0002141	Stapi.4869s0007, Stapi.13787s0001	Sdiv_ptg000007l_0659-R
OG0002142	Stapi.0981s0002	Sdiv_ptg000012l_1638-R
OG0002144	Stapi.1382s0015	Sdiv_ptg000008l_0292-R
OG0002146	Stapi.4064s0007, Stapi.0652s0011	Sdiv_ptg000004l_1721-R
OG0002148	Stapi.13648s0003	Sdiv_ptg000008l_0156-R, Sdiv_ptg000004l_2207-R
OG0002149	Stapi.0129s0005	Sdiv_ptg000008l_0588-R
OG0002150	Stapi.3817s0004	Sdiv_ptg000002l_0070-R
OG0002151	Stapi.0967s0004	Sdiv_ptg000022l_0502-R
OG0002152	Stapi.0490s0005, Stapi.0369s0005	Sdiv_ptg000011l_0444-R, Sdiv_ptg000013l_0451-R
OG0002153	Stapi.2711s0004	Sdiv_ptg000008l_1375-R
OG0002154	Stapi.6041s0002	Sdiv_ptg000010l_1692-R
OG0002155	Stapi.5601s0003, Stapi.1033s0008, Stapi.3160s0003	Sdiv_ptg000022l_1423-R, Sdiv_ptg000008l_1320-R
OG0002156	Stapi.0010s0001	Sdiv_ptg000015l_1835-R
OG0002156	Stapi.6574s0002	Sdiv_ptg000022l_1391-R
OG0002157	Stapi.6654s0005	Sdiv_ptg000022l_1387-R
OG0002158	Stapi.3373s0001	Sdiv_ptg000008l_1284-R
OG0002160	Stapi.2298s0003	Sdiv_ptg000015l_1799-R
OG0002161	Stapi.2166s0007	Sdiv_ptg000008l_1166-R
OG0002162	Stapi.1797s0004, Stapi.0093s0032	Sdiv_ptg000022l_1207-R
OG0002162	Stapi.1797s0003	Sdiv_ptg000008l_1128-R
OG0002163	Stapi.13713s0002	Sdiv_ptg000008l_1087-R
OG0002164	Stapi.14324s0002	Sdiv_ptg000022l_1024-R
OG0002164	Stapi.3611s0001, Stapi.1445s0004	Sdiv_ptg000008l_0954-R
OG0002165	Stapi.5061s0004	Sdiv_ptg000022l_1015-R
OG0002166	Stapi.18195s0001, Stapi.2382s0003, Stapi.4832s0003	Sdiv_ptg000008l_0946-R
OG0002167	Stapi.2734s0006	Sdiv_ptg000008l_0915-R
OG0002167	Stapi.3748s0003	Sdiv_ptg000022l_0982-R
OG0002168	Stapi.0342s0002	Sdiv_ptg000022l_0956-R
OG0002168	Stapi.4158s0002	Sdiv_ptg000008l_0891-R
OG0002169	Stapi.2245s0003	Sdiv_ptg000009l_1615-R
OG0002169	Stapi.0142s0017	Sdiv_ptg000010l_1630-R
OG0002170	Stapi.5636s0002	Sdiv_ptg000009l_1625-R
OG0002171	Stapi.1335s0007	Sdiv_ptg000009l_1654-R
OG0002173	Stapi.3939s0003	Sdiv_ptg000010l_1578-R
OG0002175	Stapi.0134s0042	Sdiv_ptg000009l_1737-R
OG0002175	Stapi.1438s0004	Sdiv_ptg000003l_0767-R
OG0002177	Stapi.5396s0001	Sdiv_ptg000009l_2593-R
OG0002179	Stapi.14830s0001	Sdiv_ptg000004l_2335-R, Sdiv_ptg000005l_2036-R
OG0002181	Stapi.7793s0003	Sdiv_ptg000005l_2011-R
OG0002182	Stapi.7571s0003	Sdiv_ptg000008l_0058-R, Sdiv_ptg000022l_0047-R
OG0002184	Stapi.10521s0004	Sdiv_ptg000005l_2003-R
OG0002185	Stapi.0566s0009	Sdiv_ptg000005l_1993-R
OG0002186	Stapi.4838s0003, Stapi.27463s0001	Sdiv_ptg000002l_1246-R
OG0002188	Stapi.14511s0002	Sdiv_ptg000005l_1964-R
OG0002190	Stapi.2894s0006, Stapi.24678s0001, Stapi.3218s0001, Stapi.1390s0010	Sdiv_ptg000004l_2229-R
OG0002191	Stapi.10434s0003, Stapi.10434s0001, Stapi.23618s0001, Stapi.5619s0002	Sdiv_ptg000004l_2198-R, Sdiv_ptg000005l_1884-R
OG0002193	Stapi.9765s0003	Sdiv_ptg000003l_2071-R
OG0002195	Stapi.4486s0007, Stapi.4486s0008	Sdiv_ptg000022l_1585-R
OG0002195	Stapi.6830s0002	Sdiv_ptg000008l_1479-R
OG0002197	Stapi.0170s0005	Sdiv_ptg000015l_2032-R
OG0002198	Stapi.2997s0011, Stapi.10920s0002, Stapi.0923s0002, Stapi.0923s0006, Stapi.1356s0002, Stapi.2708s0001	Sdiv_ptg000008l_1499-R
OG0002202	Stapi.0938s0001	Sdiv_ptg000022l_1779-R
OG0002203	Stapi.4297s0002	Sdiv_ptg000012l_0328-R, Sdiv_ptg000018l_0242-R
OG0002205	Stapi.1178s0009, Stapi.12348s0001	Sdiv_ptg000022l_1814-R
OG0002205	Stapi.6087s0002, Stapi.15444s0001	Sdiv_ptg000018l_0219-R
OG0002208	Stapi.9756s0001	Sdiv_ptg000018l_0189-R
OG0002211	Stapi.2580s0004	Sdiv_ptg000015l_2372-R
OG0002212	Stapi.3443s0004, Stapi.0155s0049	Sdiv_ptg000003l_0482-R
OG0002213	Stapi.2061s0004	Sdiv_ptg000014l_1439-R
OG0002214	Stapi.1338s0001	Sdiv_ptg000003l_0517-R
OG0002215	Stapi.2377s0006	Sdiv_ptg000014l_2674-R, Sdiv_ptg000003l_0529-R
OG0002217	Stapi.2109s0005, Stapi.0064s0052	Sdiv_ptg000003l_0622-R
OG0002217	Stapi.3721s0001, Stapi.0097s0031	Sdiv_ptg000014l_2593-R
OG0002218	Stapi.1578s0001	Sdiv_ptg000015l_0759-R
OG0002219	Stapi.0064s0040	Sdiv_ptg000014l_2580-R
OG0002221	Stapi.0006s0021	Sdiv_ptg000003l_0777-R
OG0002223	Stapi.2302s0004, Stapi.2302s0005, Stapi.5781s0002	Sdiv_ptg000014l_2304-R
OG0002224	Stapi.1286s0008, Stapi.0816s0007	Sdiv_ptg000014l_2078-R
OG0002225	Stapi.8720s0002	Sdiv_ptg000014l_2071-R, Sdiv_ptg000003l_1133-R
OG0002226	Stapi.0252s0009	Sdiv_ptg000003l_1147-R, Sdiv_ptg000014l_2060-R
OG0002227	Stapi.1232s0008	Sdiv_ptg000014l_2048-R
OG0002227	Stapi.8273s0002	Sdiv_ptg000003l_1164-R
OG0002229	Stapi.0228s0015, Stapi.0228s0013	Sdiv_ptg000003l_1239-R, Sdiv_ptg000014l_1980-R
OG0002233	Stapi.0046s0020	Sdiv_ptg000014l_1840-R
OG0002234	Stapi.9857s0002	Sdiv_ptg000012l_0165-R
OG0002237	Stapi.6792s0001	Sdiv_ptg000009l_0581-R
OG0002238	Stapi.12848s0001, Stapi.1869s0002	Sdiv_ptg000009l_0580-R
OG0002239	Stapi.2285s0006	Sdiv_ptg000009l_0574-R
OG0002243	Stapi.0834s0010, Stapi.0996s0003, Stapi.0098s0025, Stapi.0069s0001	Sdiv_ptg000007l_1869-R
OG0002244	Stapi.5722s0001, Stapi.6592s0003, Stapi.27714s0001, Stapi.13215s0001	Sdiv_ptg000012l_0427-R, Sdiv_ptg000007l_1771-R
OG0002245	Stapi.8337s0001	Sdiv_ptg000010l_2413-R
OG0002245	Stapi.10646s0003	Sdiv_ptg000007l_1669-R
OG0002246	Stapi.0931s0009	Sdiv_ptg000012l_0634-R
OG0002248	Stapi.1647s0019	Sdiv_ptg000012l_0761-R
OG0002250	Stapi.1647s0011	Sdiv_ptg000012l_0766-R
OG0002251	Stapi.2563s0011	Sdiv_ptg000007l_1436-R
OG0002252	Stapi.1912s0004	Sdiv_ptg000012l_0778-R
OG0002253	Stapi.2563s0002	Sdiv_ptg000012l_0782-R
OG0002254	Stapi.11287s0001	Sdiv_ptg000001l_2022-R
OG0002255	Stapi.4403s0001	Sdiv_ptg000012l_0801-R
OG0002257	Stapi.2900s0002	Sdiv_ptg000007l_1390-R
OG0002257	Stapi.5298s0006	Sdiv_ptg000012l_0824-R
OG0002258	Stapi.9464s0001	Sdiv_ptg000012l_0828-R, Sdiv_ptg000007l_1386-R
OG0002259	Stapi.14220s0001, Stapi.2147s0005	Sdiv_ptg000001l_1867-R, Sdiv_ptg000013l_1793-R
OG0002260	Stapi.0465s0008	Sdiv_ptg000012l_0907-R
OG0002261	Stapi.4948s0004	Sdiv_ptg000012l_0941-R
OG0002262	Stapi.0481s0006	Sdiv_ptg000012l_0957-R
OG0002262	Stapi.5230s0002	Sdiv_ptg000007l_1265-R
OG0002263	Stapi.5835s0001	Sdiv_ptg000015l_0745-R
OG0002264	Stapi.7926s0001	Sdiv_ptg000007l_1216-R
OG0002264	Stapi.7926s0002	Sdiv_ptg000007l_1217-R
OG0002265	Stapi.2249s0007	Sdiv_ptg000012l_1005-R
OG0002266	Stapi.5564s0002	Sdiv_ptg000012l_1021-R
OG0002267	Stapi.5206s0002	Sdiv_ptg000012l_1027-R
OG0002269	Stapi.6028s0001	Sdiv_ptg000004l_0098-R
OG0002270	Stapi.1057s0005	Sdiv_ptg000012l_1080-R
OG0002271	Stapi.9663s0003	Sdiv_ptg000007l_1128-R
OG0002273	Stapi.1189s0019	Sdiv_ptg000007l_1114-R
OG0002273	Stapi.7080s0001	Sdiv_ptg000012l_1116-R
OG0002274	Stapi.1511s0010	Sdiv_ptg000012l_1119-R
OG0002277	Stapi.13439s0002, Stapi.13339s0001, Stapi.20856s0001, Stapi.15290s0001	Sdiv_ptg000003l_2858-R, Sdiv_ptg000014l_0102-R
OG0002278	Stapi.10766s0002	Sdiv_ptg000010l_1846-R
OG0002279	Stapi.26140s0001, Stapi.27344s0001	Sdiv_ptg000014l_0138-R
OG0002279	Stapi.27718s0001	Sdiv_ptg000014l_0139-R
OG0002280	Stapi.9436s0001, Stapi.3241s0003, Stapi.3241s0002, Stapi.21311s0001	Sdiv_ptg000014l_0151-R, Sdiv_ptg000003l_2807-R
OG0002281	Stapi.10848s0001	Sdiv_ptg000014l_0159-R
OG0002282	Stapi.1497s0009	Sdiv_ptg000013l_2011-R
OG0002283	Stapi.2793s0003	Sdiv_ptg000009l_1073-R
OG0002284	Stapi.3879s0003	Sdiv_ptg000010l_0231-R, Sdiv_ptg000009l_1195-R
OG0002285	Stapi.4087s0006	Sdiv_ptg000009l_1170-R
OG0002287	Stapi.5071s0003	Sdiv_ptg000009l_1127-R
OG0002288	Stapi.11378s0002	Sdiv_ptg000013l_2085-R
OG0002289	Stapi.4380s0001	Sdiv_ptg000009l_1009-R, Sdiv_ptg000001l_2216-R
OG0002290	Stapi.2945s0005, Stapi.1354s0002	Sdiv_ptg000015l_0712-R
OG0002290	Stapi.13976s0001	Sdiv_ptg000002l_1434-R, Sdiv_ptg000015l_0711-R
OG0002291	Stapi.1294s0004	Sdiv_ptg000002l_1419-R
OG0002292	Stapi.6714s0001, Stapi.0147s0010, Stapi.4501s0001, Stapi.4575s0002, Stapi.1421s0009	Sdiv_ptg000002l_1397-R, Sdiv_ptg000015l_0751-R
OG0002293	Stapi.0440s0010, Stapi.29570s0001, Stapi.5908s0002	Sdiv_ptg000002l_1347-R
OG0002294	Stapi.2450s0003	Sdiv_ptg000002l_1240-R, Sdiv_ptg000002l_1331-R
OG0002294	Stapi.5804s0002	Sdiv_ptg000015l_0818-R
OG0002295	Stapi.0095s0020	Sdiv_ptg000002l_1083-R
OG0002296	Stapi.5320s0003, Stapi.1902s0002, Stapi.8381s0002	Sdiv_ptg000004l_0252-R
OG0002297	Stapi.0143s0014	Sdiv_ptg000027l_0059-R
OG0002297	Stapi.0929s0009, Stapi.3268s0001	Sdiv_ptg000004l_0260-R
OG0002298	Stapi.21907s0001	Sdiv_ptg000010l_0034-R
OG0002299	Stapi.2077s0009	Sdiv_ptg000010l_0078-R
OG0002300	Stapi.5526s0002, Stapi.14745s0002, Stapi.4626s0002, Stapi.29288s0002	Sdiv_ptg000010l_0124-R
OG0002301	Stapi.0590s0008	Sdiv_ptg000009l_1261-R
OG0002305	Stapi.2996s0002, Stapi.2996s0003	Sdiv_ptg000009l_1371-R
OG0002306	Stapi.0419s0011	Sdiv_ptg000009l_1408-R
OG0002307	Stapi.9815s0001, Stapi.1430s0002	Sdiv_ptg000009l_2765-R
OG0002307	Stapi.15838s0001, Stapi.3337s0005	Sdiv_ptg000010l_0523-R
OG0002308	Stapi.0628s0009	Sdiv_ptg000009l_2653-R, Sdiv_ptg000002l_0827-R
OG0002310	Stapi.7030s0003, Stapi.1307s0015	Sdiv_ptg000009l_2530-R
OG0002310	Stapi.2283s0003	Sdiv_ptg000010l_0753-R
OG0002311	Stapi.2321s0005	Sdiv_ptg000009l_2464-R
OG0002311	Stapi.4238s0002	Sdiv_ptg000004l_1400-R
OG0002312	Stapi.15662s0001	Sdiv_ptg000004l_1436-R, Sdiv_ptg000005l_1131-R
OG0002312	Stapi.28194s0001	Sdiv_ptg000010l_0910-R
OG0002313	Stapi.0444s0010	Sdiv_ptg000010l_0948-R
OG0002313	Stapi.30218s0001, Stapi.0924s0006	Sdiv_ptg000009l_2335-R
OG0002314	Stapi.2699s0003	Sdiv_ptg000004l_1510-R
OG0002315	Stapi.4441s0003	Sdiv_ptg000009l_2026-R, Sdiv_ptg000009l_2025-R
OG0002315	Stapi.3405s0002	Sdiv_ptg000010l_1241-R
OG0002316	Stapi.1482s0003	Sdiv_ptg000010l_1276-R
OG0002316	Stapi.0304s0010, Stapi.6483s0002	Sdiv_ptg000009l_1997-R
OG0002317	Stapi.3194s0005, Stapi.3683s0001, Stapi.0065s0012	Sdiv_ptg000010l_1308-R
OG0002319	Stapi.0023s0022	Sdiv_ptg000009l_1964-R
OG0002320	Stapi.2075s0002	Sdiv_ptg000010l_1323-R
OG0002322	Stapi.3535s0008	Sdiv_ptg000009l_0922-R
OG0002324	Stapi.6849s0001	Sdiv_ptg000010l_2026-R
OG0002324	Stapi.0995s0015	Sdiv_ptg000009l_0892-R
OG0002325	Stapi.0851s0010	Sdiv_ptg000010l_2076-R
OG0002326	Stapi.4182s0006, Stapi.3700s0003	Sdiv_ptg000009l_0799-R
OG0002326	Stapi.1825s0005	Sdiv_ptg000010l_2120-R
OG0002327	Stapi.2440s0003, Stapi.4167s0001	Sdiv_ptg000009l_0793-R
OG0002327	Stapi.1825s0011	Sdiv_ptg000010l_2128-R
OG0002328	Stapi.12844s0001, Stapi.2446s0006	Sdiv_ptg000010l_2160-R
OG0002329	Stapi.1312s0008	Sdiv_ptg000009l_0751-R
OG0002329	Stapi.12136s0001, Stapi.14538s0002	Sdiv_ptg000010l_2178-R
OG0002330	Stapi.5530s0001	Sdiv_ptg000009l_0645-R
OG0002331	Stapi.15297s0001	Sdiv_ptg000010l_2324-R, Sdiv_ptg000009l_0603-R
OG0002332	Stapi.19658s0001, Stapi.10674s0002, Stapi.8985s0002, Stapi.10674s0001	Sdiv_ptg000009l_0584-R
OG0002334	Stapi.4566s0001	Sdiv_ptg000010l_2465-R
OG0002334	Stapi.0132s0023	Sdiv_ptg000009l_0452-R
OG0002335	Stapi.1265s0001	Sdiv_ptg000013l_1604-R
OG0002336	Stapi.1210s0005	Sdiv_ptg000009l_0203-R
OG0002337	Stapi.2093s0003, Stapi.13300s0002	Sdiv_ptg000009l_0164-R
OG0002338	Stapi.15014s0001, Stapi.6725s0003, Stapi.0054s0076, Stapi.3272s0007	Sdiv_ptg000010l_2768-R, Sdiv_ptg000009l_0160-R
OG0002339	Stapi.14464s0001, Stapi.3836s0001	Sdiv_ptg000013l_1653-R
OG0002340	Stapi.3836s0002	Sdiv_ptg000013l_1652-R, Sdiv_ptg000001l_1719-R
OG0002341	Stapi.4974s0002	Sdiv_ptg000003l_2524-R, Sdiv_ptg000014l_0440-R
OG0002342	Stapi.6132s0001	Sdiv_ptg000001l_1692-R
OG0002343	Stapi.1417s0006, Stapi.18853s0001, Stapi.3238s0004	Sdiv_ptg000008l_0089-R
OG0002344	Stapi.29730s0001, Stapi.14062s0001, Stapi.16148s0001	Sdiv_ptg000008l_0107-R
OG0002345	Stapi.18571s0001	Sdiv_ptg000005l_1956-R
OG0002346	Stapi.1365s0008, Stapi.6056s0001, Stapi.5525s0003	Sdiv_ptg000022l_0255-R
OG0002347	Stapi.2099s0003, Stapi.0364s0030	Sdiv_ptg000022l_0259-R
OG0002348	Stapi.6657s0005	Sdiv_ptg000022l_1565-R
OG0002348	Stapi.0120s0029	Sdiv_ptg000002l_0112-R
OG0002349	Stapi.4661s0004	Sdiv_ptg000013l_1383-R
OG0002350	Stapi.4961s0001	Sdiv_ptg000014l_2856-R
OG0002351	Stapi.0629s0010	Sdiv_ptg000001l_1391-R
OG0002352	Stapi.1914s0014, Stapi.1914s0013	Sdiv_ptg000003l_1815-R, Sdiv_ptg000013l_1225-R
OG0002353	Stapi.0446s0003	Sdiv_ptg000001l_1274-R
OG0002355	Stapi.14852s0001	Sdiv_ptg000001l_1200-R
OG0002355	Stapi.1203s0010, Stapi.0118s0037, Stapi.1203s0014	Sdiv_ptg000013l_1142-R
OG0002356	Stapi.1878s0008	Sdiv_ptg000001l_1105-R
OG0002356	Stapi.1142s0005, Stapi.16669s0002	Sdiv_ptg000013l_1042-R
OG0002357	Stapi.1887s0007, Stapi.1878s0005	Sdiv_ptg000001l_1098-R
OG0002358	Stapi.5015s0001	Sdiv_ptg000013l_1005-R
OG0002360	Stapi.4035s0002	Sdiv_ptg000013l_0922-R
OG0002362	Stapi.6815s0002	Sdiv_ptg000001l_0911-R
OG0002362	Stapi.1536s0002, Stapi.3015s0002, Stapi.1536s0003	Sdiv_ptg000013l_0854-R
OG0002363	Stapi.8051s0001	Sdiv_ptg000013l_0741-R
OG0002364	Stapi.1613s0005	Sdiv_ptg000001l_0794-R
OG0002364	Stapi.14567s0003	Sdiv_ptg000007l_0231-R
OG0002365	Stapi.0126s0012	Sdiv_ptg000001l_0766-R
OG0002365	Stapi.3966s0008	Sdiv_ptg000013l_0721-R
OG0002366	Stapi.31160s0001, Stapi.3537s0003, Stapi.0539s0005, Stapi.3974s0002, Stapi.0117s0027	Sdiv_ptg000001l_0514-R
OG0002367	Stapi.6234s0001	Sdiv_ptg000005l_0217-R
OG0002368	Stapi.0124s0005	Sdiv_ptg000001l_0653-R
OG0002369	Stapi.0199s0009	Sdiv_ptg000001l_0588-R
OG0002369	Stapi.1612s0009	Sdiv_ptg000013l_0556-R
OG0002370	Stapi.1448s0004	Sdiv_ptg000001l_0566-R
OG0002371	Stapi.1731s0001	Sdiv_ptg000001l_0553-R
OG0002373	Stapi.11373s0001, Stapi.26155s0001	Sdiv_ptg000003l_2897-R
OG0002374	Stapi.9321s0001, Stapi.8393s0007	Sdiv_ptg000010l_0105-R
OG0002374	Stapi.21390s0001, Stapi.12420s0002, Stapi.8586s0001	Sdiv_ptg000009l_2898-R
OG0002376	Stapi.0891s0002	Sdiv_ptg000009l_2859-R
OG0002378	Stapi.3229s0002, Stapi.1721s0002	Sdiv_ptg000010l_1841-R
OG0002378	Stapi.8519s0002	Sdiv_ptg000009l_2843-R
OG0002379	Stapi.19183s0001, Stapi.0263s0021	Sdiv_ptg000002l_0843-R
OG0002382	Stapi.3314s0005	Sdiv_ptg000004l_0551-R
OG0002386	Stapi.3576s0007	Sdiv_ptg000004l_0005-R
OG0002388	Stapi.2882s0005, Stapi.0362s0003	Sdiv_ptg000027l_0279-R
OG0002389	Stapi.1914s0009, Stapi.6297s0001	Sdiv_ptg000027l_0275-R
OG0002392	Stapi.8792s0001	Sdiv_ptg000004l_0101-R
OG0002392	Stapi.6673s0003	Sdiv_ptg000027l_0218-R
OG0002393	Stapi.1663s0005, Stapi.0293s0021, Stapi.14476s0001, Stapi.0125s0009	Sdiv_ptg000027l_0213-R, Sdiv_ptg000004l_0106-R
OG0002394	Stapi.1336s0001	Sdiv_ptg000002l_0365-R
OG0002395	Stapi.28835s0001, Stapi.12401s0001, Stapi.0562s0007, Stapi.0562s0002, Stapi.5766s0001, Stapi.0562s0001, Stapi.2756s0003, Stapi.2032s0001	Sdiv_ptg000004l_0144-R
OG0002396	Stapi.1340s0003	Sdiv_ptg000027l_0155-R
OG0002397	Stapi.2710s0007	Sdiv_ptg000005l_1470-R
OG0002399	Stapi.6193s0002, Stapi.5792s0001	Sdiv_ptg000004l_1696-R
OG0002400	Stapi.10376s0002, Stapi.1373s0009	Sdiv_ptg000004l_1664-R
OG0002403	Stapi.3698s0003, Stapi.1022s0007	Sdiv_ptg000004l_1574-R
OG0002404	Stapi.6374s0001	Sdiv_ptg000014l_1547-R
OG0002404	Stapi.0625s0012	Sdiv_ptg000003l_1644-R
OG0002405	Stapi.0043s0035	Sdiv_ptg000003l_1639-R
OG0002408	Stapi.0436s0015	Sdiv_ptg000027l_0135-R
OG0002409	Stapi.3131s0001	Sdiv_ptg000009l_0924-R
OG0002410	Stapi.4083s0001	Sdiv_ptg000002l_2006-R, Sdiv_ptg000015l_0157-R
OG0002411	Stapi.8884s0003, Stapi.6159s0001	Sdiv_ptg000010l_1800-R
OG0002411	Stapi.6809s0001, Stapi.0234s0004	Sdiv_ptg000009l_1442-R
OG0002412	Stapi.0363s0014	Sdiv_ptg000010l_1740-R, Sdiv_ptg000014l_1345-R
OG0002413	Stapi.7442s0001	Sdiv_ptg000010l_1707-R
OG0002413	Stapi.0387s0002	Sdiv_ptg000009l_1538-R
OG0002415	Stapi.1349s0007, Stapi.2422s0007, Stapi.1349s0008	Sdiv_ptg000010l_1691-R
OG0002415	Stapi.3771s0002	Sdiv_ptg000009l_1561-R
OG0002416	Stapi.0370s0008	Sdiv_ptg000010l_1676-R
OG0002417	Stapi.0525s0007, Stapi.0098s0021	Sdiv_ptg000014l_1487-R, Sdiv_ptg000003l_1698-R, Sdiv_ptg000001l_0388-R
OG0002419	Stapi.1854s0005, Stapi.2533s0005	Sdiv_ptg000008l_0459-R
OG0002421	Stapi.6089s0002	Sdiv_ptg000014l_2762-R
OG0002422	Stapi.0084s0056	Sdiv_ptg000008l_0704-R
