Desc	Orthogroup	Aal	Aar	Aly	Ath	Boh	Cam	Chi	Dni	Esy	Rsq	Spi	Streptanthus	Tar	Tpa
(null)	OG0008520	1	1	1	1	2	2	2	0	1	2	2	1	1	1
(null)	OG0008521	1	2	1	1	2	2	1	1	1	0	2	2	1	1
(null)	OG0008522	2	1	2	1	1	2	1	2	1	1	1	1	1	1
(null)	OG0008523	3	1	1	1	2	2	1	0	1	2	1	1	1	1
(null)	OG0008524	1	1	1	1	2	2	1	2	1	1	2	1	1	1
(null)	OG0008525	1	1	1	1	2	2	1	1	1	2	0	3	1	1
(null)	OG0008526	1	1	1	1	1	2	1	0	1	3	2	2	1	1
(null)	OG0008527	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008528	1	1	1	1	1	2	3	0	1	1	2	2	1	1
(null)	OG0008529	1	0	1	1	2	2	1	1	1	2	2	2	1	1
(null)	OG0008530	1	0	1	1	3	2	1	0	1	2	2	2	1	1
(null)	OG0008531	1	2	1	1	3	1	1	0	1	2	1	2	1	1
(null)	OG0008532	2	1	1	1	2	2	1	0	1	1	2	2	1	1
(null)	OG0008533	1	2	1	1	1	2	1	0	1	2	2	2	1	1
(null)	OG0008534	1	1	2	1	1	2	1	1	1	1	3	1	1	1
(null)	OG0008535	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008536	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008537	1	1	2	1	2	2	1	1	1	2	0	2	1	1
(null)	OG0008538	1	2	1	1	3	2	1	0	1	0	2	2	1	1
(null)	OG0008539	1	2	1	1	2	2	1	0	1	2	1	2	1	1
(null)	OG0008540	1	1	1	1	2	3	1	0	1	2	1	2	1	1
(null)	OG0008541	1	2	1	1	2	2	1	1	1	1	1	2	1	1
(null)	OG0008542	3	1	1	1	1	2	1	1	1	1	1	2	1	1
(null)	OG0008543	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008544	1	1	1	1	2	2	1	1	0	0	4	2	1	1
(null)	OG0008545	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008546	1	1	2	1	2	2	1	0	1	2	1	2	1	1
(null)	OG0008547	1	1	1	1	2	2	1	1	1	3	0	2	1	1
(null)	OG0008548	1	1	3	3	0	2	1	0	0	0	5	1	0	1
(null)	OG0008549	1	1	1	1	2	2	1	0	2	1	2	2	1	1
(null)	OG0008550	1	1	2	1	3	2	2	1	1	1	1	0	1	1
(null)	OG0008551	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008552	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008553	1	1	1	1	3	2	1	1	1	2	2	0	1	1
(null)	OG0008554	2	0	3	3	0	0	2	0	2	0	0	0	6	0
(null)	OG0008555	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008556	1	1	1	1	2	2	1	1	1	3	0	2	1	1
(null)	OG0008557	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008558	1	2	1	1	2	2	1	1	1	2	0	2	1	1
(null)	OG0008559	1	1	1	2	1	2	1	0	1	2	2	2	1	1
(null)	OG0008560	1	1	1	1	1	2	2	1	2	1	1	1	2	1
(null)	OG0008561	2	1	1	1	1	2	1	1	1	2	1	2	1	1
(null)	OG0008562	1	1	1	1	4	1	1	1	1	2	0	2	1	1
(null)	OG0008563	1	1	2	1	2	3	1	1	1	2	0	1	1	1
(null)	OG0008564	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008565	1	1	1	1	2	2	1	2	0	2	1	2	1	1
(null)	OG0008566	2	1	1	1	2	2	1	1	1	2	1	1	1	1
(null)	OG0008567	1	1	1	1	1	2	1	1	1	3	2	1	1	1
(null)	OG0008568	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008569	1	1	1	1	2	2	1	2	1	2	0	2	1	1
(null)	OG0008570	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008571	6	0	2	1	5	1	0	0	0	1	0	0	2	0
(null)	OG0008572	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008573	1	1	1	1	2	2	1	0	1	3	2	1	1	1
(null)	OG0008574	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008575	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008576	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008577	1	1	1	1	2	2	1	2	1	2	0	2	1	1
(null)	OG0008578	2	1	1	1	2	2	1	0	1	1	2	2	1	1
(null)	OG0008579	1	1	2	1	1	2	1	0	1	2	2	2	1	1
(null)	OG0008580	2	1	1	1	2	2	1	1	1	1	1	2	1	1
(null)	OG0008581	1	1	2	1	2	2	1	0	1	3	0	2	1	1
(null)	OG0008582	1	1	1	1	1	2	1	1	1	1	3	2	1	1
(null)	OG0008583	1	1	1	1	1	2	2	0	1	2	2	2	1	1
(null)	OG0008584	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008585	1	1	1	1	2	2	1	0	1	1	3	2	1	1
(null)	OG0008586	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008587	1	2	1	1	1	2	1	0	1	2	2	2	1	1
(null)	OG0008588	1	1	0	0	2	1	1	1	2	3	0	2	2	2
(null)	OG0008589	1	1	1	1	1	1	1	2	2	1	1	1	2	2
(null)	OG0008590	1	1	1	0	2	2	1	1	1	2	2	2	1	1
(null)	OG0008591	1	1	1	1	2	2	1	2	1	2	0	2	1	1
(null)	OG0008592	1	2	1	1	2	2	1	1	1	1	2	1	1	1
(null)	OG0008593	1	1	1	1	1	2	1	1	1	1	3	2	1	1
(null)	OG0008594	1	1	1	2	3	2	1	0	1	2	0	2	1	1
(null)	OG0008595	1	1	1	1	2	1	1	0	1	2	3	2	1	1
(null)	OG0008596	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008597	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008598	1	1	1	1	2	2	1	0	1	1	2	3	1	1
(null)	OG0008599	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008600	1	1	1	1	1	2	1	1	1	0	4	2	1	1
(null)	OG0008601	1	1	1	1	2	2	1	2	1	1	2	1	1	1
(null)	OG0008602	1	2	1	1	1	2	1	1	1	1	1	3	1	1
(null)	OG0008603	1	1	3	1	1	2	1	1	1	1	1	2	1	1
(null)	OG0008604	1	1	1	1	3	1	1	1	1	2	0	3	1	1
(null)	OG0008605	2	1	1	1	1	2	1	1	1	1	3	1	1	1
(null)	OG0008606	1	1	1	1	1	2	1	1	5	0	1	1	1	1
(null)	OG0008607	1	1	1	1	3	2	1	1	1	2	0	2	1	1
(null)	OG0008608	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008609	1	1	1	1	1	2	2	1	2	2	3	0	1	0
(null)	OG0008610	1	1	2	1	2	2	1	0	1	2	1	2	1	1
(null)	OG0008611	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008612	3	0	1	1	2	1	1	1	2	2	1	1	1	1
(null)	OG0008613	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008614	1	1	2	2	1	2	2	0	2	1	1	1	1	1
(null)	OG0008615	1	1	1	1	2	2	1	0	1	3	0	2	1	2
(null)	OG0008616	1	0	1	1	2	2	1	2	1	2	1	2	1	1
(null)	OG0008617	1	1	1	1	2	1	1	0	1	2	2	2	2	1
(null)	OG0008618	1	1	1	1	2	2	1	0	1	3	1	2	1	1
(null)	OG0008619	1	2	1	1	2	2	1	1	1	2	1	1	1	1
(null)	OG0008620	1	1	1	1	3	2	1	0	1	3	1	1	1	1
(null)	OG0008621	1	1	1	1	1	2	1	1	1	1	3	2	1	1
(null)	OG0008622	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008623	1	1	1	1	1	2	1	2	1	1	2	2	1	1
(null)	OG0008624	1	1	1	1	2	2	1	1	1	3	1	2	0	1
(null)	OG0008625	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008626	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008627	1	0	2	2	2	2	1	0	1	2	1	2	1	1
(null)	OG0008628	1	1	1	1	3	2	1	1	1	1	1	2	1	1
(null)	OG0008629	1	1	1	1	2	2	1	1	1	2	0	2	1	2
(null)	OG0008630	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008631	1	1	1	1	2	2	1	0	1	1	2	2	2	1
(null)	OG0008632	1	1	1	1	3	2	1	0	1	2	2	1	1	1
(null)	OG0008633	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008634	1	1	1	1	2	2	1	0	1	3	1	2	1	1
(null)	OG0008635	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008636	1	1	1	1	3	2	1	1	1	0	2	2	1	1
(null)	OG0008637	1	1	1	1	2	2	1	1	1	2	3	0	1	1
(null)	OG0008638	1	1	1	1	1	2	1	1	1	1	2	2	1	2
(null)	OG0008639	1	1	1	1	1	2	1	1	1	1	3	2	1	1
(null)	OG0008640	1	2	1	1	2	2	1	0	1	1	3	1	1	1
(null)	OG0008641	1	1	1	1	3	2	1	1	1	2	1	1	1	1
(null)	OG0008642	1	1	2	1	1	2	1	1	1	1	2	2	1	1
(null)	OG0008643	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008644	1	1	1	1	3	2	1	0	1	4	0	1	1	1
(null)	OG0008645	1	0	1	1	3	2	1	1	1	1	2	2	1	1
(null)	OG0008646	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008647	1	1	1	1	2	2	1	1	1	3	1	1	1	1
(null)	OG0008648	1	1	1	1	2	2	2	1	1	1	2	1	1	1
(null)	OG0008649	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008650	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008651	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008652	1	1	1	1	2	2	2	0	1	2	1	1	1	2
(null)	OG0008653	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008654	1	1	2	1	2	2	1	0	1	1	2	2	1	1
(null)	OG0008655	1	1	1	1	2	2	2	0	1	2	1	2	1	1
(null)	OG0008656	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008657	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008658	1	1	1	1	2	2	1	1	1	2	0	2	1	2
(null)	OG0008659	1	1	1	1	3	2	1	1	1	2	0	2	1	1
(null)	OG0008660	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008661	1	1	1	1	2	2	1	1	1	0	3	2	1	1
(null)	OG0008662	1	1	3	1	2	2	1	0	1	2	0	2	1	1
(null)	OG0008663	1	1	2	1	2	2	1	1	1	2	0	2	1	1
(null)	OG0008664	1	1	1	1	1	2	1	1	1	1	2	3	1	1
(null)	OG0008665	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008666	1	1	1	1	2	1	1	1	1	2	2	2	1	1
(null)	OG0008667	1	1	1	1	1	2	1	1	2	1	3	0	2	1
(null)	OG0008668	1	1	1	1	3	2	1	1	0	3	0	2	1	1
(null)	OG0008669	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008670	1	1	1	0	1	7	1	0	1	1	1	1	1	1
(null)	OG0008671	1	1	1	1	2	2	1	1	1	2	1	1	1	2
(null)	OG0008672	2	1	1	1	1	2	2	1	2	1	1	1	1	1
(null)	OG0008673	1	0	1	1	2	2	1	1	2	2	2	1	1	1
(null)	OG0008674	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008675	2	2	1	1	3	2	1	0	1	2	0	1	1	1
(null)	OG0008676	1	0	1	1	4	2	1	0	1	3	1	2	0	1
(null)	OG0008677	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008678	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008679	1	1	1	1	3	2	2	1	1	1	0	2	1	1
(null)	OG0008680	1	1	1	1	2	2	1	2	1	2	0	2	1	1
(null)	OG0008681	1	1	1	1	1	2	1	1	1	1	3	2	1	1
(null)	OG0008682	1	1	1	1	3	2	1	0	1	4	0	1	1	1
(null)	OG0008683	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008684	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008685	3	0	1	1	2	3	0	1	1	1	1	0	2	2
(null)	OG0008686	2	1	1	1	2	2	1	1	1	2	1	1	1	1
(null)	OG0008687	1	1	1	1	2	2	1	0	2	2	1	2	1	1
(null)	OG0008688	2	1	1	1	1	2	1	1	1	1	2	2	1	1
(null)	OG0008689	1	1	1	1	2	2	1	1	1	3	1	1	1	1
(null)	OG0008690	1	1	1	1	2	2	2	1	1	1	1	2	1	1
(null)	OG0008691	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008692	1	1	1	1	3	2	1	0	1	2	2	2	1	0
(null)	OG0008693	1	1	1	1	1	2	1	0	1	1	4	2	1	1
(null)	OG0008694	1	2	1	1	1	2	2	1	1	1	2	1	1	1
(null)	OG0008695	1	1	1	1	2	1	1	1	1	2	3	1	1	1
(null)	OG0008696	1	0	1	1	2	2	1	2	1	2	1	2	1	1
(null)	OG0008697	1	2	1	1	2	2	1	1	1	2	2	0	1	1
(null)	OG0008698	1	1	1	1	1	2	1	0	1	2	3	2	1	1
(null)	OG0008699	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008700	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008701	1	0	1	2	3	2	1	0	1	2	1	2	1	1
(null)	OG0008702	3	1	1	1	1	2	1	0	1	1	2	2	1	1
(null)	OG0008703	1	1	2	1	2	2	1	1	1	1	1	1	1	2
(null)	OG0008704	1	1	1	1	2	2	1	0	1	2	3	1	1	1
(null)	OG0008705	1	1	2	1	1	2	1	1	1	2	0	2	2	1
(null)	OG0008706	1	0	1	1	2	2	1	3	1	0	3	1	1	1
(null)	OG0008707	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008708	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008709	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008710	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008711	1	1	1	1	3	2	1	1	1	2	1	1	1	1
(null)	OG0008712	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008713	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008714	1	1	1	1	2	2	1	2	1	1	2	1	1	1
(null)	OG0008715	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008716	1	1	4	1	1	2	3	1	0	0	2	1	0	1
(null)	OG0008717	1	1	1	1	3	2	1	1	2	0	2	1	1	1
(null)	OG0008718	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008719	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008720	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008721	1	1	1	1	1	2	1	1	2	1	3	1	1	1
(null)	OG0008722	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008723	1	1	2	1	2	2	1	1	1	1	1	2	1	1
(null)	OG0008724	1	1	1	1	2	2	1	1	2	2	0	2	1	1
(null)	OG0008725	1	0	1	1	2	2	1	1	1	2	2	2	1	1
(null)	OG0008726	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008727	1	2	1	1	2	2	1	0	1	3	1	1	1	1
(null)	OG0008728	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008729	1	0	2	1	1	0	0	1	2	1	2	2	0	5
(null)	OG0008730	1	1	1	1	3	1	1	0	1	2	3	1	1	1
(null)	OG0008731	1	1	2	1	1	3	1	1	1	1	2	1	1	1
(null)	OG0008732	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008733	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008734	1	1	3	1	1	2	1	1	1	1	2	1	1	1
(null)	OG0008735	1	1	1	3	2	1	1	1	1	1	1	2	1	1
(null)	OG0008736	1	1	2	1	3	2	1	1	1	1	2	0	1	1
(null)	OG0008737	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008738	1	1	1	1	0	2	1	1	1	3	3	1	1	1
(null)	OG0008739	3	0	0	0	1	0	0	1	2	2	8	0	1	0
(null)	OG0008740	1	1	1	1	1	2	1	1	2	1	2	2	1	1
(null)	OG0008741	1	1	1	1	1	3	2	0	1	1	1	2	2	1
(null)	OG0008742	1	1	1	1	3	1	1	0	1	3	1	2	1	1
(null)	OG0008743	1	1	1	1	3	2	1	0	1	2	0	2	1	2
(null)	OG0008744	1	1	1	1	1	2	1	1	2	1	1	1	2	2
(null)	OG0008745	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008746	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008747	1	1	1	1	2	2	1	1	1	3	1	1	1	1
(null)	OG0008748	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008749	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008750	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008751	1	1	1	1	2	2	1	2	1	1	1	1	2	1
(null)	OG0008752	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008753	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008754	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008755	1	1	1	1	2	2	1	1	1	0	2	3	1	1
(null)	OG0008756	1	1	2	1	1	3	1	0	1	1	2	2	1	1
(null)	OG0008757	1	1	1	1	3	2	1	1	1	1	2	1	1	1
(null)	OG0008758	1	1	1	2	2	2	1	1	1	2	0	2	1	1
(null)	OG0008759	1	1	1	1	3	2	1	1	1	0	2	2	1	1
(null)	OG0008760	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008761	1	1	1	1	2	2	1	0	2	2	2	1	1	1
(null)	OG0008762	1	1	1	0	2	2	1	0	1	3	2	2	1	1
(null)	OG0008763	1	1	1	1	1	3	1	1	2	1	2	1	1	1
(null)	OG0008764	1	1	2	2	2	2	1	1	1	1	1	1	1	1
(null)	OG0008765	1	1	1	1	1	2	1	1	1	1	2	2	2	1
(null)	OG0008766	1	2	1	1	1	2	1	1	1	1	1	3	1	1
(null)	OG0008767	1	1	1	1	2	1	1	1	2	2	2	1	1	1
(null)	OG0008768	3	1	1	1	1	1	1	1	1	1	3	1	1	1
(null)	OG0008769	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008770	1	1	2	1	1	2	1	0	1	1	2	3	1	1
(null)	OG0008771	1	1	1	1	1	2	1	1	1	3	2	1	1	1
(null)	OG0008772	1	0	2	2	1	1	3	5	1	0	1	0	1	0
(null)	OG0008773	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008774	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008775	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008776	1	9	1	1	1	0	1	1	0	1	1	1	0	0
(null)	OG0008777	1	1	1	1	2	1	2	2	2	0	2	0	2	1
(null)	OG0008778	1	1	1	1	2	2	2	0	1	1	2	2	1	1
(null)	OG0008779	1	1	1	2	4	2	2	2	1	0	0	0	1	1
(null)	OG0008780	1	1	1	1	3	2	1	1	1	1	2	1	1	1
(null)	OG0008781	1	1	1	1	1	2	1	1	1	3	2	1	1	1
(null)	OG0008782	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008783	1	1	1	1	1	2	1	0	1	1	4	2	1	1
(null)	OG0008784	1	1	1	1	2	3	1	1	1	1	1	2	1	1
(null)	OG0008785	1	1	1	1	2	2	2	0	1	2	1	2	1	1
(null)	OG0008786	1	2	1	1	1	2	1	1	1	1	2	2	1	1
(null)	OG0008787	2	1	1	1	2	2	1	0	1	2	1	2	1	1
(null)	OG0008788	1	1	2	1	3	2	1	0	1	2	2	0	1	1
(null)	OG0008789	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008790	1	1	0	1	2	2	1	0	1	2	2	3	1	1
(null)	OG0008791	1	2	1	1	1	2	1	0	2	2	1	2	1	1
(null)	OG0008792	2	1	1	1	2	2	1	1	1	1	1	2	1	1
(null)	OG0008793	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008794	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008795	1	1	1	1	3	2	1	1	1	0	2	2	1	1
(null)	OG0008796	1	1	1	1	1	2	1	1	2	0	4	1	1	1
(null)	OG0008797	1	2	1	1	3	1	1	2	1	0	2	1	1	1
(null)	OG0008798	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008799	1	2	1	1	3	2	1	1	1	0	2	1	1	1
(null)	OG0008800	1	1	1	1	3	2	1	1	1	2	0	2	1	1
(null)	OG0008801	1	0	1	1	2	2	1	1	1	2	2	2	1	1
(null)	OG0008802	1	1	1	1	3	2	1	1	1	0	3	1	1	1
(null)	OG0008803	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008804	1	1	1	1	2	2	1	0	1	1	3	2	1	1
(null)	OG0008805	2	1	1	1	1	2	1	1	1	1	1	3	1	1
(null)	OG0008806	1	1	1	1	1	2	1	1	1	1	2	3	1	1
(null)	OG0008807	1	1	1	1	2	2	1	2	0	1	1	2	1	2
(null)	OG0008808	1	1	1	1	2	2	2	1	1	2	0	2	1	1
(null)	OG0008809	1	1	1	1	3	2	1	1	1	0	2	2	1	1
(null)	OG0008810	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008811	1	2	1	1	2	2	1	0	2	1	2	1	1	1
(null)	OG0008812	1	1	1	1	1	4	1	1	1	0	2	1	2	1
(null)	OG0008813	1	1	1	1	3	2	1	2	2	0	2	0	1	1
(null)	OG0008814	1	1	1	1	2	2	1	1	2	1	1	2	1	1
(null)	OG0008815	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008816	1	1	1	1	1	2	1	1	1	2	2	0	2	2
(null)	OG0008817	1	2	1	2	3	2	1	0	1	0	2	1	1	1
(null)	OG0008818	1	2	1	1	1	2	1	1	1	1	2	2	1	1
(null)	OG0008819	1	1	1	1	2	2	1	0	1	2	3	1	1	1
(null)	OG0008820	2	1	1	1	1	2	1	1	0	1	2	2	1	2
(null)	OG0008821	1	1	1	1	3	2	1	1	1	2	1	1	1	1
(null)	OG0008822	1	0	1	1	2	2	1	1	1	2	2	2	1	1
(null)	OG0008823	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008824	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008825	2	1	1	1	2	2	1	1	1	2	0	2	1	1
(null)	OG0008826	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008827	3	0	2	0	2	2	1	0	2	0	1	1	2	2
(null)	OG0008828	2	2	1	1	1	2	1	1	1	2	1	1	1	1
(null)	OG0008829	2	1	1	1	1	4	1	1	1	1	1	1	1	1
(null)	OG0008830	1	1	1	1	1	2	1	1	1	1	2	3	1	1
(null)	OG0008831	1	1	1	1	2	2	1	0	1	3	1	2	1	1
(null)	OG0008832	1	1	1	1	2	2	1	2	1	2	0	2	1	1
(null)	OG0008833	1	1	1	1	1	2	2	0	1	2	2	2	1	1
(null)	OG0008834	2	1	1	1	1	2	1	0	1	2	2	2	1	1
(null)	OG0008835	1	1	1	1	3	2	1	1	1	2	0	2	1	1
(null)	OG0008836	1	1	1	1	1	2	1	1	1	0	5	1	1	1
(null)	OG0008837	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008838	1	1	1	1	2	2	1	0	1	3	2	1	1	1
(null)	OG0008839	2	1	1	1	1	2	1	2	1	1	2	1	1	1
(null)	OG0008840	1	1	1	1	1	2	1	1	1	0	2	2	2	2
(null)	OG0008841	1	1	2	2	1	3	1	1	1	0	1	2	1	1
(null)	OG0008842	1	1	1	1	2	2	1	0	1	3	1	2	1	1
(null)	OG0008843	1	1	1	1	3	2	1	0	0	3	1	2	1	1
(null)	OG0008844	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008845	2	0	1	1	2	1	1	0	1	2	2	1	2	2
(null)	OG0008846	1	0	1	1	2	2	3	0	0	2	3	1	1	1
(null)	OG0008847	1	1	1	1	2	2	2	1	1	0	2	2	1	1
(null)	OG0008848	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008849	1	1	1	1	1	2	1	1	1	3	1	2	1	1
(null)	OG0008850	1	1	1	1	1	2	1	0	1	2	2	2	1	2
(null)	OG0008851	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008852	2	0	1	1	1	1	4	1	1	1	1	1	2	1
(null)	OG0008853	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008854	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008855	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008856	1	1	1	1	1	2	1	4	1	1	0	2	1	1
(null)	OG0008857	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008858	1	1	1	1	4	2	1	0	1	1	1	2	1	1
(null)	OG0008859	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008860	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008861	1	1	1	1	2	2	1	0	1	3	1	2	1	1
(null)	OG0008862	1	1	2	1	1	2	1	1	1	2	2	1	1	1
(null)	OG0008863	1	1	1	1	1	2	1	1	1	3	1	2	1	1
(null)	OG0008864	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008865	3	1	1	1	1	2	1	1	1	1	3	0	1	1
(null)	OG0008866	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008867	1	1	1	1	1	2	2	1	1	1	2	2	1	1
(null)	OG0008868	1	1	1	1	2	1	1	1	1	0	5	1	1	1
(null)	OG0008869	1	1	2	1	3	2	1	0	1	0	2	2	1	1
(null)	OG0008870	1	1	1	1	2	2	1	1	1	0	4	1	1	1
(null)	OG0008871	1	1	1	1	2	2	1	1	1	1	1	3	1	1
(null)	OG0008872	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008873	1	1	1	1	3	2	1	1	1	2	2	0	1	1
(null)	OG0008874	1	1	1	1	2	2	1	0	1	2	1	3	1	1
(null)	OG0008875	1	1	1	1	2	2	1	1	1	3	0	2	1	1
(null)	OG0008876	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008877	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008878	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008879	3	1	1	1	1	2	1	0	1	1	3	1	1	1
(null)	OG0008880	1	2	1	1	4	2	1	1	0	1	0	1	1	2
(null)	OG0008881	1	1	1	1	2	2	1	2	1	2	1	1	1	1
(null)	OG0008882	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008883	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008884	1	1	3	1	2	2	1	0	1	1	1	2	1	1
(null)	OG0008885	1	1	1	1	1	2	1	0	1	1	3	2	1	2
